,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,"a small, red chair facing the left",5.689580948729288e-05,topk,0.0,"a small, red chair facing the left",1.1219182961459839e-13,topk,0.02028329554676898,a blue chair facing backwards,0.00032565430809919946,topk,0.01995196095893558,a grey sofa facing forwards,3.1302099726985147e-05,topk,0.0,"a small, red sofa ",0.0011915406562682208,topk,0.030160022388819464,"a small blue sofa facing backwards""",6.533230831884586e-15,topk,0.018256421409867548,a large gray sofa facing forward,1.359185651625001e-05,topk,0.017948120220609372
1,1,"a small, red chair, facing right",0.0001578392193794647,topk,0.02020256776107687,a small red chair is facing to the left,2.8218231263156413e-15,topk,0.01768287304077296,"a blue chair, facing backwards",3.422356206191497e-05,topk,0.01928689559363773,"a grey, large chair facing forward",1.422808420030888e-05,topk,0.01775926211979948,"a small, red sofa, facing to the left, in a room",8.92572859367644e-07,topk,0.011310008395807298,"a  small, blue sofa facing backwards",4.962054922979685e-15,topk,0.017749298592926784,"a large, grey sofa, facing forwards",7.188960553971784e-05,topk,0.016409709915985712
2,2,a red chair ,0.0001225657019382368,topk,0.026936757014769157,a small red chair facing to the left,4.983577094659729e-13,topk,0.019156445794170706,"a small, blue chair with its back to us",1.3890693792264739e-05,topk,0.014836073533567484,a Grey chair facing forwards,1.39277880512071e-05,topk,0.021564818288327944,"a small, red",1.7196730190239368e-05,topk,0.015080011194409732,"a blue, small sofa facing backwards",9.702676463810908e-15,topk,0.018256421409867548,a chair facing forwards,1.9353992226131203e-05,topk,0.0
3,3,a red chair is facing to the right,4.599844685972072e-05,topk,0.019014181422189993,"a small, red sofa",4.13572074641796e-15,topk,0.0,a blue chair that is facing backwards,5.430978649819305e-05,topk,0.015638023454300865,a large gray chair facing forwards,0.00010387300536046785,topk,0.01775926211979948,"a  small, red sofa facing to the left",2.8728111880662253e-05,topk,0.01467244332429055,a small blue sofa facing backwards in the room,5.764104561587002e-15,topk,0.013890755420551395,"a large, grey sofa",0.00021746265459185294,topk,0.03190776928108333
4,4,a small red chair facing to the left,8.970827623786547e-05,topk,0.0,a red chair facing to the left,1.3368725301394082e-13,topk,0.022987734953004848,"a small, blue chair facing backward",0.00016229346484891087,topk,0.016531624794546628,"a large, grey sofa",1.958573832343418e-05,topk,0.0,"a small, red sofa faces left",6.959371080945543e-05,topk,0.01938858582138394,"a small, blue sofa facing backwards",3.436181138926979e-13,topk,0.018256421409867548,"a large, grey couch facing forward",1.2702248497616349e-05,topk,0.008446174221463234
5,5,a small red chair,0.00012217918041931147,topk,0.019014181422189993,"a small, red chair 2",4.418266535234316e-15,topk,0.017240801214753635,"a small, blue chair",0.004548311276896573,topk,0.030452993042585894,"a large, gray chair",1.2273050991167947e-05,topk,0.03177973221437803,a small  red sofa facing to the left,2.3779810469121076e-05,topk,0.015080011194409732,a blue sofa facing backwards,6.055963785917781e-13,topk,0.022820526762334436,a small red chair facing to the left,3.0442993468177245e-05,topk,0.0
6,6,"a small, red chair  (1)",4.003692857528077e-05,topk,0.014053960181618691,a small red chair,1.1102019522505019e-13,topk,0.02028329554676898,"a small, blue sofa facing backwards",0.0003264329000148935,topk,0.0,"a small, blue chair",2.9922386171197632e-05,topk,0.0,"a small, red sofa",0.02669889393506053,topk,0.031934141352867665,"a small, blue sofa facing upwards",8.049449273419571e-15,topk,0.0,"a large, grey sofa  facing forwards",0.00011897484104544239,topk,0.016409709915985712
7,7,"a small, red chair facing to the right",0.0008510472612182041,topk,0.017012688640906836,"a small, red chair facing to the right",1.7171939512414428e-13,topk,0.0,a blue sofa facing backwards,5.8506438845529386e-05,topk,0.0,"a small, blue sofa facing backwards",1.14508748151672e-05,topk,0.0,"a small, red sofa facing  to the left",2.1848234648879074e-05,topk,0.01467244332429055,"a small, blue sofa that is facing backwards",2.4321121654704766e-14,topk,0.014859877891752658,"a large, grey sofa is facing forwards",6.811267072474942e-05,topk,0.015522698569175675
8,8,"a small, red chair facing the right side",2.3854214336973807e-05,topk,0.016162054208861496,a small red chair ,7.209049585874324e-15,topk,0.019156445794170706,"a small, blue chair facing to the left",5.284567902020136e-05,topk,0.0,"a grey, large chair",3.122255580696043e-05,topk,0.03177973221437803,a small red sofa,0.010900838012840988,topk,0.03393002518742189,"a small, blue chair facing backwards",3.5656405026815395e-14,topk,0.0,"a small, blue sofa facing backwards",0.0004200401998912876,topk,0.0
9,9,a small chair,0.00019767740322429198,topk,0.01657646585524256,a small red chair facing the left,8.597092445150537e-14,topk,0.020897940866368044,"a small, blue chair is facing backwards",8.979961810833518e-05,topk,0.014836073533567484,a grey chair,0.00940990949227453,topk,0.050317909339431866,"a small, red sofa is in the room",2.7651700225972956e-05,topk,0.016965012593710947,"a small, blue, backwards-facing sofa",6.38546841734337e-15,topk,0.017749298592926784,a blue sofa facing backwards,4.50265104293613e-05,topk,0.0
10,10,a small red chair ,0.00017230026115319866,topk,0.017957838009846107,"a small, red chair is facing to the left",1.4769560877593958e-15,topk,0.017240801214753635,"a small, blue chair facing the opposite direction of the other chairs",2.5029121498523245e-06,topk,0.008385606779842493,a small red chair,3.846480554113358e-05,topk,0.0,"a small, red sofa, facing left",0.00010328375563779847,topk,0.018096013433291678,"a small, blue sofa",4.436673457528475e-14,topk,0.03549859718585357,a small red chair,2.1528926146483246e-05,topk,0.0
11,11,"a red chair, facing right",0.00011960436015996614,topk,0.025859286734178394,"a  small, red chair facing to the left",1.8574075556590597e-15,topk,0.018148211805003825,a small chair facing backwards,2.7515511826391355e-05,topk,0.01928689559363773,a large grey chair,0.030061210586675696,topk,0.03354527289295458,"a small, red sofa faces to the left",8.673939110065045e-05,topk,0.015510868657107154,a small blue sofa facing backwards ,1.604406643096495e-14,topk,0.018256421409867548,a large chair facing forwards,1.992695862020128e-05,topk,0.0
12,12,"a small red chair facing right""",6.550691318800145e-05,topk,0.020854263495305156,"a small, red chair  (2)",5.0182538135875256e-15,topk,0.014992001056307507,"a small, red chair facing to the right",1.713957042977877e-05,topk,0.0,"a  large, grey chair facing forwards",7.761380051597013e-05,topk,0.01677263644647729,"a small, red sofa faced to the left",2.107578267448091e-05,topk,0.015510868657107154,"a small, blue sofa facing backward",3.6930625857492714e-14,topk,0.018793374980746007,"a small, red chair facing to the right",0.0003198955023794374,topk,0.0
13,13,"a small, red chair facing the right side of the room",1.9182943534905064e-05,topk,0.01243234939143192,"a small, red chair  ",5.243099855374667e-15,topk,0.017240801214753635,"a small, blue chair turned around",1.075000027969024e-05,topk,0.017533541448761576,"a small, red chair facing to the right",0.0003430188385123616,topk,0.0,"a small, red sofa is facing to the left",1.950205487341504e-06,topk,0.01392001033330129,a blue sofa facing backward,7.388788045367613e-15,topk,0.023665731457235713,"a large, grey sofa faces forwards",2.4692076285038138e-05,topk,0.017404237789681816
14,14,a small red chair facing right ,0.00018577017021437542,topk,0.020854263495305156,"a small red chair facing to the left""",5.3659214384354324e-15,topk,0.018638704015949876,"a small, blue chair facing backwards",0.13860815575494229,topk,0.016072412994698106,"a large, grey, chair facing forwards",1.344521019600165e-05,topk,0.01677263644647729,"a small, red sofa in the room",1.4595510493592443e-05,topk,0.018720013896508632,"a small, blue sofa  ",3.999782430854818e-15,topk,0.031948737467268215,"a large, grey, facing forwards sofa",7.552147597766705e-06,topk,0.016409709915985712
15,15,a chair facing right,0.00010666988113658822,topk,0.03232410841772299,"a small, red chair, facing to the left",1.1094081578514324e-13,topk,0.018148211805003825,a blue chair is facing backwards,7.04784783737756e-05,topk,0.018081464619035374,"a small, blue chair facing backwards",0.0002630638766449096,topk,0.0,"a small, red sofa is facing left",1.4457474830216386e-05,topk,0.016965012593710947,a blue facing backwards,3.7268989799485024e-15,topk,0.013890755420551395,"a large, grey sofa""",2.4020367895738295e-05,topk,0.030228413003131574
16,16,a red chair facing the right,0.0002808833689119694,topk,0.023088648869802136,"a small, red chair (2) facing to the left",3.8246392070983865e-15,topk,0.016820293868052325,a chair facing backwards,4.960870964353554e-05,topk,0.024108619492047165,a large grey facing forwards chair,2.674715464162757e-05,topk,0.01775926211979948,"a small, red sofa, facing to the left, in the room",6.617321802877255e-06,topk,0.010857608059975007,"a small, blue sofa (6) facing backwards",1.692200154235315e-15,topk,0.016383967931932416,"a small, blue chair facing backwards",0.00015336697206122445,topk,0.0
