,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,a small red chair to the right,5.621980301008015e-14,topk,0.018683561837039536,"a small, red chair facing the left",4.068010354483413e-14,topk,0.021111532811910298,a blue chair facing backwards,1.877418326871684e-05,topk,0.02036662246912113,"a large, grey chair ",0.0009840610126539329,topk,0.027832602766857853,a small red couch,1.947610469818947e-05,topk,0.009990403945884734,"a  small, blue sofa facing backwards",0.0045533373168999795,topk,0.01913360377954007,a grey sofa facing forwards,0.04609886438286013,topk,0.024075782929828322
1,1,"a small, red chair, facing right",4.7686833751190354e-14,topk,0.017515839222224567,a blue chair facing backwards,4.884608941836143e-15,topk,0.0,"a blue chair, facing backwards",3.286003226518939e-05,topk,0.01968773505348376,a large grey chair faces forwards,6.100470404194985e-05,topk,0.01686824410112597,"a small, red sofa (5)",2.3661030860057537e-05,topk,0.02426240958286292,a blue chair facing backwards,0.01078192796702961,topk,0.0,"a large, grey sofa, facing forwards",0.005522383475617781,topk,0.01857274683158185
2,2,a red chair ,3.1845507973095324e-14,topk,0.02335445229629942,a small red chair is facing to the left,2.6985150107333326e-15,topk,0.01840492604115257,a small blue chair is facing backwards,1.4610587821341557e-05,topk,0.015542948726434549,a large gray chair facing forwards,0.0001255553895760301,topk,0.016372119274622267,"a small, red sofa ",0.0012203292729415587,topk,0.028306144513340077,"a blue, small sofa facing backwards",0.008730422222146733,topk,0.019680278173241215,"a large, grey sofa",0.023448629261678556,topk,0.03611367439474249
3,3,a red chair is facing to the right,3.048925888907612e-14,topk,0.016485495738564296,a small red chair facing to the left,1.1937764462008057e-14,topk,0.019938669877915285,"a small, blue chair with its back to us",6.915916326035457e-06,topk,0.015144411579602892,a chair facing forwards,0.0003231931872177452,topk,0.024202263275528567,a red sofa facing left,0.0005917153827662225,topk,0.023159572783641884,"a small, red sofa",0.005808143671661392,topk,0.0,a small red chair facing to the left,0.003136947423506708,topk,0.0
4,4,a small red chair,5.535738095722039e-14,topk,0.016485495738564296,a red chair facing to the left,1.2552408995278647e-13,topk,0.02392640385349834,"a small, blue chair facing backward",0.00014894728738793316,topk,0.016875201474414653,a grey chair facing forward,3.081636190161136e-05,topk,0.020616742790265076,"a  small, red sofa facing to the left",1.2721440628354559e-05,topk,0.013770556790273551,"a small, blue sofa facing backwards",0.3307588556207118,topk,0.019680278173241215,"a large, grey sofa  facing forwards",0.0029586545475218007,topk,0.01857274683158185
5,5,"a small, red chair  (1)",1.7657848830492355e-14,topk,0.012184931632851873,"a small, red chair 2",4.5210934204840376e-15,topk,0.01794480289012376,"a small, blue chair",0.004619600912658619,topk,0.031085897452869098,a large grey chair facing the front,2.481459554181614e-05,topk,0.015904344438204487,"a small, red sofa faces left",7.313607760456187e-05,topk,0.01819680718714719,a blue sofa facing backwards,0.2394199002218787,topk,0.024600347716551514,"a large, grey sofa is facing forwards",0.005546684005484484,topk,0.017568814570415266
6,6,"a small, red chair facing to the right",4.1016457855794853e-13,topk,0.014750180397662791,a small red chair,4.395135710871929e-15,topk,0.021111532811910298,"a small, blue sofa facing backwards",0.00030928329659635965,topk,0.0,"a large grey chair, facing forwards",4.5938495128995204e-05,topk,0.015904344438204487,a small  red sofa facing to the left,2.4049045232277088e-05,topk,0.014153072256670039,"a small, blue sofa facing upwards",0.007422461660266725,topk,0.0,"a small, blue sofa facing backwards",0.04056090800822367,topk,0.0
7,7,"a red chair, facing right",9.115650401697434e-14,topk,0.022420274204447446,"a small, red chair facing to the right",1.66261637843e-13,topk,0.0,a blue sofa facing backwards,5.564023383035625e-05,topk,0.0,"a large, grey chair that is facing forwards",9.258368314332086e-05,topk,0.012945396635747838,"a small, red sofa",0.008210161755570647,topk,0.029971211837654197,"a small, blue sofa that is facing backwards",0.00237074639186162,topk,0.01601883107124285,a blue sofa facing backwards,0.00425710768360516,topk,0.0
8,8,a small chair,8.856669716784908e-14,topk,0.014371970643876566,a small red chair ,6.5465350464142534e-15,topk,0.019938669877915285,"a small, blue chair is facing backwards",8.517214707857355e-05,topk,0.015144411579602892,"a small, blue chair",0.00041661963672988346,topk,0.0,"a small, red sofa facing  to the left",2.2486532406386245e-05,topk,0.013770556790273551,"a small, blue chair facing backwards",0.009972861090754133,topk,0.0,a grey chair,0.0039795283237908895,topk,0.0
9,9,a small red chair ,7.991771164753628e-14,topk,0.015569634864199614,a small red chair facing the left,8.349164847510639e-14,topk,0.02175127623045304,"a small, blue chair facing to the left",1.8689222496982532e-05,topk,0.0,a grey chair,6.347080009944957e-05,topk,0.04638767127809641,a small red sofa,0.011139941272205543,topk,0.031844412577507586,"a small, blue, backwards-facing sofa",0.003910974517573534,topk,0.01913360377954007,"a small, red chair facing to the right",0.031040725054141967,topk,0.0
10,10,a chair facing right,4.731194161953046e-14,topk,0.028025342755559308,"a small, red chair is facing to the left",1.142477719582439e-14,topk,0.01794480289012376,"a small, blue chair facing the opposite direction of the other chairs",2.318964375606529e-06,topk,0.008559884805862505,a large chair facing forwards,0.0012770402665136676,topk,0.019194898459901966,a red sofa facing the left,6.61247561842035e-05,topk,0.019596561586158516,"a small, blue sofa",0.04221911474874569,topk,0.03826720755908014,"a large, grey sofa faces forwards",0.003452436220249886,topk,0.01969836785167772
11,11,a red chair facing the right,2.8199905514248813e-13,topk,0.02001810196825665,"a  small, red chair facing to the left",4.969201592515841e-15,topk,0.01888926620013027,a small chair facing backwards,2.5823392337481452e-05,topk,0.01968773505348376,a large grey chair,0.004292540667681901,topk,0.030925114185397614,"a small, red sofa is in the room",3.030346723242471e-05,topk,0.015922206288753793,"a small, blue sofa facing backward",0.03568831278802093,topk,0.020259109884218897,"a large, grey sofa""",0.0027356662737749995,topk,0.03421295468975604
12,12,a chair facing to the right,3.3559814327700955e-14,topk,0.020759513152266155,a small red chair facing the right,3.34008617846861e-15,topk,0.0,"a small, red chair facing to the right",1.6551165828290682e-05,topk,0.0,"a  large, grey chair facing forwards",3.891795300865054e-05,topk,0.015462557092698807,"a small, red sofa, facing left",0.000108964123091832,topk,0.016983686708004046,a blue sofa facing backward,0.005987549746481352,topk,0.025511471706053425,"a small, blue chair facing backwards",0.014516390163975419,topk,0.0
13,13,"a small, red chair that is facing to the right",2.1019909937875275e-14,topk,0.012184931632851873,"a small, red chair  (2)",1.863070357560552e-15,topk,0.01560417642619457,"a small, blue chair turned around",3.145985615231145e-05,topk,0.01789794095771251,"a small, red chair facing to the right",0.000437584056820295,topk,0.0,"a small, red sofa faces to the left",9.089527579817949e-05,topk,0.014557445749717755,"a small, blue sofa  ",0.003806168631404017,topk,0.03444048680317213,a large grey sofa facing forwards ,0.013487784307189053,topk,0.019119004091334258
