,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,a large grey desk facing forwards is in the room,5.105733432179714e-05,topk,0.010517954828022633,a large desk that is blue in colour and facing forwards,3.928468595712336e-15,topk,0.009595129614804711,"a small, green desk facing to the left",0.0002743450852654115,topk,0.0,"a small, green desk",0.021660330400162124,topk,0.02749090464056094,"a large, blue desk",5.948228711791815e-13,topk,0.0,"a large, red fan""",0.00012036983610052101,topk,0.030885731063499785,"a small, green fan",0.0005014833155625802,topk,0.0321841781837417
1,1,"a large, grey, desk, facing forwards",3.511499403650781e-05,topk,0.014023939770696842,"a small, green desk facing to the left",1.1728196091409168e-14,topk,0.0,a large desk,0.0002459764655117275,topk,0.01544092609283473,"a large, blue desk",9.096238802016298e-05,topk,0.0,"a small, green fan facing to the left",4.2030584750030074e-14,topk,0.0,a large red fan facing backward,5.738371107214254e-05,topk,0.016937336389661172,"a small, green desk facing to the left",0.0001224443108185266,topk,0.0
2,2,a grey desk facing forward,6.309358658942384e-05,topk,0.0194177627594264,"a large, blue table",3.589568819527659e-15,topk,0.027775375200750484,a desk facing backwards,0.00031747529653847314,topk,0.024168406058350012,"a small, green desk facing to the left",0.10169478522285352,topk,0.01374545232028047,a large fan that is blue in colour and facing forwards,4.667718265802365e-15,topk,0.009107148366814727,"a small, green fan facing to the left",2.823925881397993e-05,topk,0.0,"a small, green fan on the left",0.0002474443427562548,topk,0.019310506910245023
3,3,a large grey desk facing forward,0.00018474687570258638,topk,0.01577693224203395,a large desk,9.680903640906191e-14,topk,0.01465922580039609,a large red desk,0.009175433639530007,topk,0.034742083708878144,"a small, green fan facing to the left",0.00018063585721628513,topk,0.0,"a blue, large fan facing forwards",1.4607842942814757e-14,topk,0.0149026064184241,"a large, red fan facing backward",0.0001728886312924129,topk,0.01640804462748426,"a small, green fan facing to the left",0.0017651741506707842,topk,0.015657167765063533
4,4,a large desk,0.0005613857237198963,topk,0.014023939770696842,a large desk with a blue top,1.0428886282444037e-14,topk,0.018847576029080687,"a large, red desk, facing backwards",0.00033191784566427124,topk,0.015882095409772864,"a small, green desk faced to the left",5.526268277445243e-05,topk,0.014116951031639404,"a large, red fan",2.3806440911806624e-14,topk,0.0,"a large, red fan",0.0178644761547817,topk,0.03281608925496852,a small fan facing left,7.704281745495416e-05,topk,0.025187617709015248
5,5,"a large grey desk facing forwards""",6.401630799601113e-05,topk,0.014848877404267248,"a small, green fan facing to the left",2.5934904265691416e-15,topk,0.0,a red desk facing backwards,0.010403332414283477,topk,0.020587901457112975,"a small green desk, facing left",4.0842453731924326e-05,topk,0.016849264134537353,a blue fan in the room,3.6513043933040447e-14,topk,0.02235390962763615,"a large, red fan facing forwards",5.40583129104513e-05,topk,0.0,a small green fan is facing to the left,7.112315222549832e-05,topk,0.014854236084803862
6,6,"a large, grey desk",0.13612012061469445,topk,0.028047879541393685,a large desk with a blue surface,3.693200940614674e-15,topk,0.0164916290254456,"a red desk facing backwards""",7.34610975759818e-05,topk,0.01985261926221608,"a green, small desk",5.722991396561285e-05,topk,0.02749090464056094,a large fan,5.00528166176063e-13,topk,0.02235390962763615,a large red fan ,5.085423110142567e-05,topk,0.03281608925496852,a small green desk facing left,0.00016916517768951264,topk,0.0
7,7,a grey desk faces forwards,6.686686904566119e-05,topk,0.0194177627594264,a large desk that is blue in color and facing forwards,7.092781817798154e-15,topk,0.00977281720026406,"a large, red desk that is facing backwards",7.338869334800444e-05,topk,0.013235079508144055,a small green desk facing left,0.003347810129767446,topk,0.017410906272355264,"a  large, blue fan  facing forwards",6.325102589901586e-15,topk,0.014051028908799865,"a large red fan, facing backwards",4.8986884080325144e-05,topk,0.01591083115392413,a green desk,0.0001522679007293302,topk,0.0
8,8,a large grey desk facing forwards in a room,5.196969930526398e-05,topk,0.01174097283128108,a large desk facing forwards that is blue,3.2259646118032236e-15,topk,0.012871515336933152,"a large, red desk facing backward",5.746418917105157e-05,topk,0.016844646646728797,"a small, green desk faces to the left",0.00012206684426989409,topk,0.014116951031639404,a blue fan ,6.547979866963331e-14,topk,0.0447078192552723,"a large, red fan faces backwards",4.945214381303229e-05,topk,0.01640804462748426,a small green fan facing the left,0.0006685714009208685,topk,0.01755500628204093
9,9,a grey table,0.00010142446469458053,topk,0.04207181931209053,"a long, blue desk",3.597752926789399e-15,topk,0.031043066400838773,a large desk that is red in color and facing backwards,1.0169415806589866e-05,topk,0.010293950728556487,a small green desk facing left ,5.3981082637125675e-05,topk,0.016849264134537353,a blue desk fan,2.7634080136129024e-14,topk,0.0,a large fan facing backwards,0.0012249694520591462,topk,0.01875205100283915,a small green fan to the left,7.984398427067649e-05,topk,0.019976386458874163
