,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,"a large, grey, desk, facing forwards",3.662960510236624e-05,topk,0.012762539206112148,a large blue desk facing forwards ,5.944200800002557e-05,topk,0.015660968898180225,"a large, red desk""",0.0004824057183615103,topk,0.03169408339022415,"a small, green table",1.9087739289715743e-13,topk,0.026614944486709716,"a large, blue desk",1.0087364323829829e-13,topk,0.0,"a large, red fan""",0.00013109033978109293,topk,0.030159928401772042,"a small, green fan",0.000501680917779964,topk,0.030005593519810768
1,1,a grey desk facing forward,6.608065372460685e-05,topk,0.017671208131539898,a large desk that is blue in colour and facing forwards,1.1204625821517456e-05,topk,0.009681326227965957,"a small, green desk",0.0003625889103342828,topk,0.0,a little green desk,1.7959715350046276e-13,topk,0.0280157310386418,"a large, blue fan  facing forwards",3.8692797510731395e-13,topk,0.015200486696823709,a large red fan facing backward,6.249447889972366e-05,topk,0.016539315575165314,"a small, green desk facing to the left",0.00012249255822092847,topk,0.0
2,2,a grey desk facing forwards ,0.00015597890584599845,topk,0.01640897897928705,"a large, blue desk",0.03399496758083754,topk,0.029581830141007088,"a small, green desk facing to the left",0.002016326975261387,topk,0.0,"a small, green desk",2.3905331768303616e-10,topk,0.0280157310386418,"a small, green fan facing to the left",4.2030584743929345e-14,topk,0.0,"a small, green fan facing to the left",1.0118960572836403e-05,topk,0.0,"a small, green fan on the left",1.4970612953611212e-05,topk,0.01800335611188646
3,3,a grey desk facing forwards in the room,0.0001534892276063414,topk,0.011780805421026599,a large desk,0.0002719005882339535,topk,0.014790915070503544,a large desk,0.0018078289327141757,topk,0.015847041695112075,"a large, blue desk",1.1950407935917188e-13,topk,0.0,"a large, blue fan in the room",3.0531016360274136e-14,topk,0.01782126026524159,a red desk facing backwards,0.00010253331532622797,topk,0.0,"a small, green fan facing to the left",0.0017658696919089802,topk,0.014597315766394428
4,4,"a large desk, grey in color",1.7202170504657233e-05,topk,0.017016718941482864,a large desk that is blue in color and facing forwards,1.676159201508106e-05,topk,0.009860610047002363,a large red desk is facing backwards,0.00020933586180600205,topk,0.015847041695112075,"a small, green fan",5.387868294954352e-14,topk,0.0,"a large, blue fan is in the room",5.288453760829709e-14,topk,0.016150517115375195,"a large, red fan facing backward",0.00018828643903270938,topk,0.016022461963441398,a small fan facing left,7.707317505826847e-05,topk,0.023482638406808424
5,5,a large desk,0.0005879748670385187,topk,0.012762539206112148,"a large blue desk, facing forwards",3.419136323252007e-05,topk,0.015660968898180225,a large red desk,0.009909184662875919,topk,0.03565584381400217,"a small green desk""",5.3921656028563054e-14,topk,0.0280157310386418,a blue desk,4.551132568512268e-13,topk,0.0,"a large, red fan",0.019455531454742173,topk,0.032044923926882796,a small green fan is facing to the left,5.5877245666972815e-05,topk,0.013848735470681892
6,6,a grey desk facing forwards in a room,9.585472854374987e-05,topk,0.012417605714055065,"a large, blue desk in the room",4.4940956027842314e-05,topk,0.017749098084604256,"a large, red desk, facing backwards",0.0016909383436766803,topk,0.01629981431497242,"a small, green fan facing to the left",2.373170730643673e-13,topk,0.0,a large blue fan facing forwards in the room,3.382796682697601e-14,topk,0.011745830629363777,"a large, red fan facing forwards",0.0001345622497223967,topk,0.0,"a small, green fan faced to the left",3.875600895526368e-05,topk,0.015002796759905384
7,7,"a large, grey desk, facing forwards",2.0479071713446706e-05,topk,0.013127183183429638,a blue desk,0.0036898776476076284,topk,0.04840663113982979,"a small, green fan facing to the left",0.00030737911205304646,topk,0.0,"a large, grey desk",5.6336253088101345e-14,topk,0.0,"a large, blue fan",2.6130795198861103e-11,topk,0.030400973393647418,a large red fan ,5.5383410767125895e-05,topk,0.032044923926882796,a small green fan facing the left,0.00039805550780009106,topk,0.01636668737444224
8,8,"a large, grey desk",0.018123073644262848,topk,0.025525078412224296,a blue desk in the room,4.7653799445347066e-05,topk,0.023150997501657722,"a large, red desk with its back facing us",0.00010888783142021652,topk,0.013914475634732554,"a small green desk, facing left",5.3539600862554077e-14,topk,0.01717093192690949,a large fan,5.005281661034114e-13,topk,0.023491661258727554,"a large red fan, facing backwards",3.907561122660281e-05,topk,0.015536932813034083,a small green fan to the left,0.000397946952625136,topk,0.01862416149505496
9,9,"a large, grey desk in the room",4.246758864681927e-05,topk,0.015315047047334579,"a large, blue desk  | facing forwards",2.1223422343603043e-05,topk,0.014391160609138587,"a large red desk, facing backwards",0.00023779070580542453,topk,0.016779220618353963,"a green, small desk",7.518721011094366e-14,topk,0.0280157310386418,"a large, blue fan  (5)",3.190226355606397e-14,topk,0.023491661258727554,"a large, red fan faces backwards",7.099864307825163e-05,topk,0.016022461963441398,a small green fan facing left,0.00013844161098308292,topk,0.01862416149505496
