,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,"a large, grey desk in the room",3.970327582839381e-05,topk,0.016257932665538828,a large desk,0.0017824542104208003,topk,0.013238375784855271,a large desk that is red in color and facing backwards,9.186737227124688e-06,topk,0.010646853410655622,a small desk,0.0037581447071563367,topk,0.039521982294465956,a blue fan,8.900214185362451e-05,topk,0.049216887333364545,a red fan facing backwards,0.007769180962834815,topk,0.02035402440045828,"a small, green fan",0.0004883106688426701,topk,0.03233426681492569
1,1,"a large desk, grey in colour, facing forwards",5.8028212783785696e-05,topk,0.010838621777025884,"a large, blue desk is in the room",0.00040380643198505205,topk,0.01444186449256939,a large red desk facing backward,6.248154800979683e-05,topk,0.017966565130481362,a small desk facing to the left,0.012178909216837487,topk,0.015298831855922306,a large,2.636393755502722e-05,topk,0.0,"a large, red fan that is facing backwards",0.00041050409840605117,topk,0.01290743010760769,"a small, green fan face to the left",2.7800809293429256e-05,topk,0.01662905150481893
2,2,a large,5.6716002093141385e-05,topk,0.0,"a large, blue desk faced forwards",0.00013532633725421556,topk,0.01444186449256939,a large desk,0.00022220777975150483,topk,0.01597028011598343,"a small, green desk to the left",0.00133703285124726,topk,0.015298831855922306,"a large fan, blue in color, facing forwards",1.520116739500147e-05,topk,0.011445787751945241,a large red fan facing backwards,0.0002854776637794639,topk,0.01653764482537235,a small fan facing left,7.593482942109999e-05,topk,0.02530507837689837
3,3,a large desk that is grey in color and facing forwards,1.1844366145114342e-05,topk,0.009032184814188236,a blue table,0.0003342364646023398,topk,0.03971512735456582,"a large, red desk is facing backwards",0.00021624916047532108,topk,0.015538650923659558,a green table,0.000656946461834448,topk,0.03648182981027627,a big blue fan facing forward,2.620036641642672e-05,topk,0.016971340459780875,"a large, red fan facing forwards",0.0008294435492814111,topk,0.0,a small green fan,0.030279764075565204,topk,0.03423628250992132
4,4,a large desk,0.0005506372178104781,topk,0.013548277221282354,"a large, blue desk (2)",0.00018143081718419363,topk,0.021662796738854084,"a large, red desk with its back facing you",8.777355846630888e-06,topk,0.013688811527985798,"a small green desk, facing left",0.0003614248157929315,topk,0.015298831855922306,"a blue, large fan facing forwards",3.110842373018118e-05,topk,0.01491420828283774,a red fan facing backward,0.00023211626733469915,topk,0.02116818537647661,"a green, small fan facing left",2.781926840972608e-05,topk,0.019400560088955417
5,5,"a large, grey desk face forwards",2.0091380492089345e-05,topk,0.015241811873942652,a blue desk facing forward,0.00016964581940260762,topk,0.018330058779030378,"a large, red desk  facing backwards",7.931495358802513e-06,topk,0.01642657383358296,a small green desk facing to the left,0.01630834450543575,topk,0.01281794020361058,a large blue fan is facing forwards,5.454972689296431e-05,topk,0.014061967809532724,a red desk facing backwards,0.0006320167592265079,topk,0.0,"a small, green fan is facing to the left",7.857797091716911e-05,topk,0.01455042006671656
6,6,"a large, grey desk ",0.0021187665541850527,topk,0.025670419998219198,a blue desk,0.02418912732640592,topk,0.04332559347770817,a red table,4.746985236882121e-05,topk,0.05226637128867305,"a small, green desk, facing to the left",0.0023436292614760204,topk,0.012160609936758755,a large fan that is blue in colour and facing forwards,5.927845360834661e-06,topk,0.009114238395067507,"a large, red fan is facing backwards",0.0004635496896721092,topk,0.014700128733664311,a small fan,5.8832652374147814e-05,topk,0.05291061842442386
7,7,a grey large desk facing forwards,5.4204944083640824e-05,topk,0.014779938786853478,"a large, blue desk in the room",0.0005144715722196111,topk,0.015886050941826328,a small green desk facing to the left,3.0789402371994684e-05,topk,0.0,a small green desk ,0.0021391229642766883,topk,0.02496125197545218,"a  large, blue fan  facing forwards",2.1035928280390707e-05,topk,0.014061967809532724,a large red fan,0.0003215824197481091,topk,0.03528030896079435,a green desk facing to the left,4.455693043915448e-05,topk,0.0
8,8,a grey desk,0.0447294924654416,topk,0.04433981636056044,"a large,",0.00015783259744057352,topk,0.0,"a large, red desk  ",6.878294873279112e-05,topk,0.03025947811449492,a small green table,0.000993146558719123,topk,0.02496125197545218,a blue fan in the room,4.625991513024316e-05,topk,0.02237131242425661,a large red fan ,0.00034138410209969477,topk,0.0330752896507447,a green fan on the left,3.987381977229112e-05,topk,0.02530507837689837
9,9,"a large, grey desk is in the room",2.9772360344416665e-05,topk,0.014779938786853478,"a large, blue desk facing forwards",0.6056216317520716,topk,0.014017103772199701,"a large, red desk that is facing backwards",9.720026540377095e-05,topk,0.013688811527985798,"a large, blue desk facing forwards",0.0024463449603296856,topk,0.0,a  blue fan,4.5850392667861297e-05,topk,0.04474262484851322,"a large,",0.0001972872462138202,topk,0.0,"a large, red desk facing backwards",2.4835452354720026e-05,topk,0.0
