,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,"a large, grey chair ",3.141192595567163e-13,topk,0.017665665492645033,"a large, grey chair ",0.0003950472582373743,topk,0.01914236380032634,a red chair ,0.0012981976900565038,topk,0.05608974241101035,"a small, grey chair facing backwards ",6.104726145001497e-05,topk,0.01892622589872251,"a large, grey desk face forwards",2.2101706562889216e-14,topk,0.019360316164682406,"a large, red desk with its back facing the viewer",2.8432139633703496e-06,topk,0.01178790077417247,a small grey desk face,2.2151469450575044e-05,topk,0.027265624768621387
1,1,a grey chair ,5.2583582270670206e-14,topk,0.018118631274507725,"a large, grey chair facing forwards;",5.132317280286518e-05,topk,0.02126929311147371,a red chair facing backward,0.0007774258263925667,topk,0.024928774404893488,"a small, grey chair that is facing backwards",0.0001787382428539623,topk,0.015915235414834836,a grey desk facing forward,2.3908675960194985e-14,topk,0.023828081433455273,"a large, red desk""",2.3200447746276207e-05,topk,0.032089285440802834,"a large, grey desk facing backwards",3.35280411239149e-05,topk,0.0
2,2,"a large, grey, backwards chair",1.811360587283197e-14,topk,0.023554220656860043,"a large, grey chair facing forwards is in the room",3.348956402648431e-05,topk,0.01531389104026107,"a large, grey chair facing backwards",0.00015898441751724398,topk,0.0,"a small, grey chair facing backwards""",1.5556224408795164e-05,topk,0.01892622589872251,a grey desk facing forwards ,1.2835429005510043e-14,topk,0.022126075616779893,"a large, red desk facing the opposite direction of the other objects",9.918545079509334e-07,topk,0.008494222616683103,"a small, grey desk faced backwards",2.5367785542557342e-05,topk,0.01764246308557854
3,3,"a large, grey chair facing the opposite direction of the other chairs",2.337959617516042e-16,topk,0.010240965502982627,a grey chair facing forward,1.8346322311537682e-05,topk,0.028359057481964944,a large chair facing backwards,0.00016860637182109016,topk,0.01121794848220207,"a large, grey chair facing backwards",0.0006527481788556645,topk,0.0,a chair facing forwards,2.985277396423826e-14,topk,0.0,a large desk,6.646117504475297e-05,topk,0.024066964080602125,"a small, grey desk facing ",1.910078720807569e-05,topk,0.023070913265756558
4,4,"a large, grey chair facing backwards",3.008142827448824e-13,topk,0.019628517214050033,"a large, grey chair facing backwards",4.533973381039976e-05,topk,0.0,"a red chair, facing away",0.00010420995135242568,topk,0.028044871205505174,a small grey chair,0.0001801809961155123,topk,0.03890390879181849,a large grey desk facing forward,5.720807693227597e-14,topk,0.019360316164682406,"a large, red desk, facing backwards",0.0003144673026207236,topk,0.016503061083841458,"a large, grey chair facing backwards",6.47833579033271e-05,topk,0.0
5,5,a large grey chair facing the opposite direction of the others,2.0032225469774615e-15,topk,0.011397203543641954,"a large, grey chair facing forwards,",2.7045411531188453e-05,topk,0.02126929311147371,a large chair that is red in colour and facing backwards,5.199566875279889e-06,topk,0.012019230516645074,"a small, grey chair  (4)",2.1736784801815453e-05,topk,0.02917793159386386,a large desk,1.4359522992264645e-13,topk,0.02581375488624321,a red desk facing backwards,0.0020486961699200394,topk,0.021392856960535223,a desk facing backwards,4.2996040423948924e-05,topk,0.013040081411079794
6,6,"a grey chair facing backwards, large",1.7434742144654484e-14,topk,0.019628517214050033,"a large, grey chair that is facing forwards",6.008715973243742e-05,topk,0.017806850046815197,"a small, grey chair",9.252295569181904e-05,topk,0.0,"a grey, small chair facing backwards",3.490730119117612e-05,topk,0.019451954395909243,"a large grey desk facing forwards""",1.6886694871455084e-14,topk,0.018221474037348147,"a large, red chair facing backwards",9.732660758167496e-05,topk,0.0,a small grey chair,2.2692525793629348e-05,topk,0.0
7,7,"a grey chair facing backwards, large in size",3.087032621544207e-15,topk,0.016059695902404574,a forward-facing grey chair,3.065435847706265e-05,topk,0.028359057481964944,a chair facing backwards,0.00012385698864281173,topk,0.009348290401835059,"a small, grey chair in the room",1.4676738428008232e-05,topk,0.022589366395249444,"a large desk, facing forwards",1.8561835726560293e-14,topk,0.021363107492063344,"a large, red desk that is facing backwards",4.490589632952327e-05,topk,0.013752550903201214,"a small, grey desk is facing backwards",8.955352015399491e-05,topk,0.01578536170814922
8,8,a large chair facing backwards,1.7237382650920682e-13,topk,0.011777110328430021,a grey chair,4.407766127145227e-05,topk,0.02126929311147371,"a red, large chair facing backwards",9.449431382104549e-05,topk,0.019230768826632123,"a small, grey chair  facing backwards",6.583368676234017e-05,topk,0.01892622589872251,"a large, grey desk, facing forwards",8.984721353502445e-15,topk,0.017700860493423915,a chair facing backwards,2.664034236738627e-05,topk,0.0,a ,2.0384793600469238e-05,topk,0.0
9,9,"a large, grey chair, facing backwards",1.9136206321500033e-13,topk,0.01909801674880544,a large chair facing forwards,0.0001485787891492342,topk,0.026403260414243224,"a large, red, backwards-facing chair",3.885842864968483e-05,topk,0.018696580803670117,a grey desk facing backwards,9.945283822250502e-05,topk,0.0,"a large, grey desk",9.661669883920602e-12,topk,0.03441833984832428,"a large, red desk  facing backwards",0.00012188099720447358,topk,0.016503061083841458,"a small, grey desk facing the wall",1.8782934082736066e-05,topk,0.01764246308557854
