,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,"a small, red chair, facing right",8.633022108745017e-05,topk,0.021027137789479435,"a small, red chair facing the left",0.0004123471845364129,topk,0.019835063509152567,"a small, blue chair facing backwards""",0.00044527694945785954,topk,0.017622215774107622,a grey sofa facing forwards,6.697543419529597e-05,topk,0.0,"a small, red sofa (5)",2.1001693145801553e-05,topk,0.023258518867641874,"a  small, blue sofa facing backwards",2.066969221337241e-05,topk,0.018058024249193855,"a large, grey sofa facing forwards ",0.002328667232780321,topk,0.01830442384555524
1,1,a red chair ,5.765175684139126e-05,topk,0.02803618371930591,"a small, red chair - facing to the left",1.2752150243351198e-05,topk,0.0172921066490048,"a small, blue chair facing backwards, object 3 in the room",1.3652885789909252e-06,topk,0.011241758338654862,a large grey chair faces forwards,4.077091396817169e-05,topk,0.017560297671459935,"a small, red sofa ",0.0010762715782513226,topk,0.02713493867891552,"a blue, small sofa facing backwards",3.963162846080718e-05,topk,0.01857396779917082,a grey sofa facing forwards,0.00045399294964355245,topk,0.02372795683683087
2,2,a red chair is facing to the right,5.5196461027793515e-05,topk,0.01979024733127476,a blue chair facing backwards,1.8770277769944525e-05,topk,0.0,a blue chair facing backwards,0.0026657520878686962,topk,0.022483516677309724,a large gray chair facing forwards,0.00010821535415258815,topk,0.0170438183281817,a red sofa facing left,5.551878534399933e-05,topk,0.022201313464567243,"a small, blue sofa with its back to us",7.60192461671833e-06,topk,0.017107601920288915,"a large, grey sofa, facing forwards",5.404331042814713e-05,topk,0.01830442384555524
3,3,a small red chair facing to the left,7.226117875415272e-05,topk,0.0,a small red chair is facing to the left,1.0534464711385315e-05,topk,0.0172921066490048,"a blue chair, facing backwards",5.413880098982816e-05,topk,0.021734066121399397,a grey chair ,6.150655216550501e-05,topk,0.044576140242936754,a small red sofa facing to the left,3.87511145506601e-05,topk,0.013955111320585124,a small blue sofa is facing backwards,1.1052088795152441e-05,topk,0.017569969539756182,"a large, grey sofa",0.00023092753536568458,topk,0.0355919352552463
4,4,a small red chair,0.00010021665438711889,topk,0.01979024733127476,a small red chair facing to the left,4.507597682937616e-05,topk,0.018733115536421867,"a small, blue chair facing backwards, ",4.134420015788478e-05,topk,0.017158473253736366,a grey chair facing forward,0.0001994732752026491,topk,0.02146258604289547,"a  small, red sofa facing to the left",2.522800222980447e-05,topk,0.013200780978931875,"a small, blue sofa facing the back of the room",5.89514418961833e-06,topk,0.014132366803716928,"a large, grey sofa facing forwards""",0.0013165090850248908,topk,0.01830442384555524
5,5,"a small, red chair facing to the right",0.13042022533811784,topk,0.01770706340166689,a red chair facing to the left,0.0004823560984723103,topk,0.022479738643706244,a blue chair that is facing backwards,5.890132442691656e-05,topk,0.017622215774107622,"a large grey chair, facing forwards",5.2325334078510107e-05,topk,0.01655685209023365,"a small red sofa, facing to the left",5.369766616501088e-05,topk,0.01356746933945776,"a small, blue sofa facing backwards",0.0004229047078164208,topk,0.01857396779917082,"a large, grey sofa  facing forwards",0.00013267428153147676,topk,0.01830442384555524
6,6,"a red chair, facing right",0.00016502586828063406,topk,0.026914736370533675,"a small, red chair 2",5.667430431779542e-05,topk,0.01685980398277968,a blue chair facing backwards ,4.047730740605235e-05,topk,0.021734066121399397,a large grey chair facing forwards in the room,3.789785800314561e-05,topk,0.012597604851264736,"a small, red sofa faces left",6.525760113440713e-05,topk,0.017443889150731404,a blue sofa facing backwards,3.226099491611616e-05,topk,0.023217459748963526,"a large, grey sofa is facing forwards",5.40363014811568e-05,topk,0.017314995529579283
7,7,a small chair,0.00016033739181299284,topk,0.017253036134957482,a small red chair,1.698924330608429e-05,topk,0.019835063509152567,"a small, blue chair facing backwards'",9.781436492845151e-05,topk,0.017622215774107622,a small red chair facing to the left,2.414481979566014e-05,topk,0.0,"a small, red sofa",0.024495874935273467,topk,0.02873111154238114,"a small, blue sofa that is facing backwards",1.0784254171629816e-05,topk,0.015118345883046018,"a small, blue sofa facing backwards",0.0003994547461573378,topk,0.0
8,8,a small red chair ,0.0001446796352916318,topk,0.018690789146203937,"a small, red chair facing to the right",0.0006389013152077621,topk,0.0,"a small, blue chair facing backwards is in the room",2.8356248665632164e-05,topk,0.012784744777293763,"a small, blue chair",3.132627732632188e-05,topk,0.0,a small,4.393782610625414e-05,topk,0.0,"a small, blue chair facing backwards",0.0001268514483641997,topk,0.0,a blue sofa facing backwards,4.192504305916759e-05,topk,0.0
9,9,"a small red chair facing right""",5.380688338211114e-05,topk,0.021705432556881992,"a small, red sofa facing to the left",1.1672717024227979e-05,topk,0.0,"a small, blue chair facing backwards, object 3",1.9012156455627574e-05,topk,0.014174390948738737,a large grey chair facing to the front,2.2403087689496657e-05,topk,0.0152497321883731,"a small, red sofa facing  to the left",1.9936371842233318e-05,topk,0.013200780978931875,"a small, blue, backwards-facing sofa",2.586485103896235e-05,topk,0.018058024249193855,a grey chair,3.9191448033747e-05,topk,0.0
10,10,a small chair facing the right,5.3072806479260357e-05,topk,0.022428946975444727,a small red chair ,2.631345478333048e-05,topk,0.018733115536421867,"a small, blue sofa facing backwards",0.0003569482707256053,topk,0.0,"a grey, large chair",3.298883967704527e-05,topk,0.0304994643767462,a small red sofa,4.799154253206873e-05,topk,0.03052680601377996,a small blue sofa facing to the right,8.769643881766717e-06,topk,0.0,"a small, red chair facing to the right",0.00030569712886057375,topk,0.0
11,11,a small red chair facing right ,0.00014952729677893874,topk,0.021705432556881992,a small red chair facing the left,0.00015367887684205554,topk,0.02043612603973295,"a small, blue chair is facing backwards",0.0001175145552155935,topk,0.016718512401076458,a grey chair,8.807584108648514e-05,topk,0.04829081859651481,a small red sofa facing the left,2.200992128609825e-05,topk,0.01526340300688998,"a small, blue sofa with its back facing us",7.098840444645132e-06,topk,0.015478306499309017,"a large, grey sofa faces forwards",3.4000408237806495e-05,topk,0.019413782866497985
