|Sequence|Object|p_llm
0|a large blue facing left chair|0|-9.370600700378418
1|a blue chair facing left|0|-9.245329856872559
2|a large, blue chair, facing to the left|0|-7.90779447555542
3|a large blue chair |0|-8.392463684082031
4|a large blue chair 1|0|-8.923726081848145
5|a blue chair is facing to the left|0|-9.26054859161377
6|a large, blue, facing-left chair|0|-10.19170093536377
7|a large, blue chair 1|0|-9.501007080078125
8|a large blue chair facing to the left|0|-8.436076164245605
9|a big blue chair facing left|0|-9.08545207977295
10|a blue chair facing the left|0|-6.980549335479736
11|a large chair facing to the left|0|-8.685497283935547
12|a blue chair is facing left|0|-8.914417266845703
13|a large blue chair is facing left|0|-9.304408073425293
14|a large blue chair|0|-8.501838684082031
15|a chair, blue, large, facing left|0|-9.246830940246582
16|a large, blue chair facing left|0|-10.352843284606934
17|a large chair|0|-8.948976516723633
18|a blue chair facing left |0|-8.719284057617188
19|a large, blue chair facing to the left|0|-6.051177024841309
20|a large blue chair facing left|0|-7.840082168579102
21|a blue chair facing left in the room|0|-9.183869361877441
22|a large, blue chair is facing to the left|0|-9.233524322509766
23|a chair|0|-8.466289520263672
24|a large chair facing left|0|-8.664690017700195
25|a blue chair |0|-9.191753387451172
26|a large blue chair, facing to the left|0|-8.827914237976074
27|a large, blue chair facing the left|0|-6.720342636108398
28|a large blue chair facing the left|0|-8.60947322845459
29|a large blue chair is facing to the left|0|-9.313382148742676
30|a blue chair, facing to the left|0|-9.717761993408203
31|a blue, large chair facing left|0|-9.29578685760498
32|a chair facing left|0|-9.354799270629883
33|a blue chair to the left|0|-8.821592330932617
34|a large|0|-9.189472198486328
35|a blue chair, facing left|0|-8.268668174743652
36|a large, blue chair |0|-7.022708415985107
37|a large, blue chair that is facing to the left|0|-10.179094314575195
38|a large, blue chair|0|-7.757083415985107
39|a|0|-8.527873992919922
40|a chair facing to the left|0|-9.409873962402344
41|a blue chair facing to the left|0|-5.358489513397217
42|a large blue chair, facing left|0|-8.569149017333984
43|a large, blue chair  facing to the left|0|-8.599832534790039
44|a large, blue chair, facing left|0|-7.999945640563965
45|a blue chair|0|-9.387065887451172
0|a large, blue chair facing the opposite direction from the others|1|-35.274208068847656
1|a large, blue chair with its back to us|1|-33.5025749206543
2|a backwards-facing blue chair|1|-31.350332260131836
3|a blue chair facing backwards|1|-27.596010208129883
4|a large, blue chair facing the wall|1|-32.533870697021484
5|a blue chair, facing backwards|1|-32.34476852416992
6|a large blue chair facing to the left|1|-32.53993225097656
7|a large blue chair facing backward|1|-30.527019500732422
8|a large chair facing backwards|1|-30.131113052368164
9|a small grey chair facing forwards|1|-31.811168670654297
10|a large, blue chair facing the opposite direction of the other chairs|1|-34.85172653198242
11|a large, blue chair facing to the right|1|-32.67597198486328
12|a blue fan facing backwards|1|-31.857261657714844
13|a chair facing backwards|1|-28.33632469177246
14|a large, blue fan|1|-31.113525390625
15|a blue chair is facing backwards|1|-32.22388458251953
16|a large blue chair, facing backwards|1|-32.02528381347656
17|a large, blue chair, facing backwards|1|-32.877872467041016
18|a large, blue chair facing downwards|1|-32.07522201538086
