|Sequence|Object|p_llm
0|a small, red chair facing the left|0|-31.024147033691406
1|a small red chair to the right|0|-31.263792037963867
2|a small, red chair, facing right|0|-30.4038028717041
3|a red chair |0|-30.80756187438965
4|a small red chair 1|0|-30.937488555908203
5|a red chair is facing to the right|0|-30.851083755493164
6|a small red chair facing to the left|0|-30.581695556640625
7|a small red chair|0|-30.254648208618164
8|a small, red chair  (1)|0|-31.39727783203125
9|a small, red chair facing to the right|0|-30.635818481445312
10|a small chair|0|-29.78470230102539
11|a small red chair |0|-29.887460708618164
12|a red chair, facing right|0|-30.295352935791016
13|a small chair facing the right|0|-30.890317916870117
14|a red chair facing the right|0|-28.626554489135742
15|a chair facing to the right|0|-29.77015495300293
16|a small, red chair that is facing to the right|0|-36.566165924072266
17|a small red chair facing the right|0|-28.153209686279297
18|a small, red chair  |0|-31.02700424194336
19|a small red chair facing right|0|-29.716209411621094
20|a red chair|0|-31.03412437438965
21|a chair|0|-30.143407821655273
22|a small, red chair |0|-30.46450424194336
23|a red chair, facing to the right|0|-30.607284545898438
24|a small red chair facing left|0|-30.652080535888672
25|a red chair facing right|0|-30.642257690429688
26|a red chair facing to the right|0|-27.26983070373535
27|a red chair facing to the right |0|-30.504207611083984
28|a small, red chair, facing to the right|0|-28.775854110717773
29|a small red chair, facing right|0|-30.851423263549805
30|a small, red, facing-right chair|0|-31.517990112304688
31|a small, red chair to the right|0|-31.708961486816406
32|a small red chair  facing to the right|0|-32.00266647338867
33|a small chair facing to the right|0|-29.462488174438477
34|a|0|-30.156845092773438
35|a small chair that is red and facing to the right|0|-32.35092544555664
36|a small, red chair is facing to the right|0|-32.80714797973633
37|a small, red chair facing the right|0|-27.868690490722656
38|a small red chair, facing to the right|0|-30.369611740112305
39|a small red chair is facing to the right|0|-30.908355712890625
40|a small, red chair 1|0|-29.842485427856445
41|a small, red chair  facing to the right|0|-29.38382339477539
42|a small,|0|-30.785995483398438
43|a red chair facing left|0|-30.163597106933594
44|a small red chair facing to the right|0|-29.44266700744629
45|a small chair facing right|0|-29.10701560974121
0|a small, red chair facing the left|1|-7.13767671585083
1|a small, red chair facing to the left;|1|-9.455683708190918
2|a small, red chair facing to the left  |1|-9.150996208190918
3|"a small, red chair facing to the left """|1|-9.744746208190918
4|a small red chair facing to the left|1|-9.329278945922852
5|a small, red chair 2|1|-9.104228973388672
6|a small, red chair facing to the right|1|-6.713708877563477
7|a small red chair facing the left|1|-8.132286071777344
8|a small, red chair is facing to the left|1|-9.376537322998047
9|a small, red chair facing to the left,|1|-9.541621208190918
10|a small, red chair facing to the left (2)|1|-10.218732833862305
11|a small, red chair facing to the left  (2)|1|-9.547809600830078
12|a small, red chair facing to the left'|1|-8.861933708190918
13|a small, red chair to the left|1|-9.879745483398438
14|a red chair|1|-5.91879415512085
15|a small, red chair, facing to the left|1|-7.080118656158447
16|a small, red chair that is facing to the left|1|-9.970593452453613
17|a chair|1|-9.526944160461426
18|a small, red chair facing to the left, |1|-9.477672576904297
19|a small, red chair |1|-6.913983345031738
20|a small, red chair facing to the left in the room|1|-8.987674713134766
21|a small, red chair facing left|1|-6.819012641906738
22|a small chair facing left|1|-9.136582374572754
23|a small, red chair|1|-4.249920845031738
24|a small, red chair facing to the left 2|1|-10.460975646972656
25|a small, red chair, facing left|1|-8.978933334350586
26|a chair facing left|1|-9.093761444091797
27|"a small, red chair facing to the left"""|1|-6.119746208190918
28|a small, red chair facing to the left, facing to the right|1|-10.754047393798828
29|a small, red chair facing to the left|1|-2.525996208190918
30|a small, red chair  facing to the left|1|-7.9061598777771
31|a|1|-8.618755340576172
32|a small, red chair facing to the left |1|-5.471308708190918
33|a chair facing to the left|1|-9.159111976623535
34|a small, red chair facing to the left, a small, red chair facing to the right|1|-11.164753913879395
35|a small, red chair facing to the left, facing to the left|1|-11.298380851745605
36|a small,|1|-9.638784408569336
37|a small|1|-9.820322036743164
38|a small chair facing to the left|1|-8.413616180419922
39|a small red chair facing to the right|1|-9.470937728881836
40|a blue chair|1|-9.535443305969238
