|Sequence|Object|p_llm
0|a chair facing to the right|0|-29.77015495300293
1|a small red chair, facing right|0|-30.851423263549805
2|a red chair to the right|0|-30.0561580657959
3|a small, red chair facing right|0|-27.7122802734375
4|a small, red chair  facing to the right|0|-30.20073699951172
5|a small, red chair |0|-30.46450424194336
6|a small, red chair 1|0|-30.917043685913086
7|a red chair facing to the right|0|-27.26983070373535
8|a small red chair facing right|0|-29.716209411621094
9|a small red chair facing to the left|0|-30.581695556640625
10|a small, red chair facing the right|0|-27.868690490722656
11|a small red chair |0|-29.887460708618164
12|a small chair facing to the right|0|-28.61587142944336
13|a small chair facing the right|0|-30.890317916870117
14|a red chair is facing to the right|0|-31.240127563476562
15|a small, red chair that is facing to the right|0|-31.22298812866211
16|a small red chair, facing to the right|0|-30.87725067138672
17|a small, red, facing-right chair|0|-30.94782066345215
18|a small chair facing right|0|-29.10701560974121
19|a chair facing right|0|-30.41169548034668
20|a small, red chair  |0|-31.02700424194336
21|a small red chair facing left|0|-30.652080535888672
22|a small,|0|-30.785995483398438
23|a small, red chair is facing to the right|0|-30.22557830810547
24|a chair|0|-30.143407821655273
25|a red chair facing to the right |0|-30.504207611083984
26|a small, red chair, facing to the right|0|-34.032100677490234
27|a red chair, facing to the right|0|-30.607284545898438
28|a small, red chair to the right|0|-31.708961486816406
29|a red chair facing left|0|-30.917856216430664
30|a small chair|0|-29.78470230102539
31|a red chair facing right|0|-30.642257690429688
32|a small, red chair facing right |0|-30.8997802734375
33|a small red chair to the right|0|-30.23918914794922
34|a|0|-30.156845092773438
35|a small, red chair, facing right|0|-29.924970626831055
36|a small red chair|0|-30.254648208618164
37|a red chair facing the right|0|-29.43301773071289
38|a red chair, facing right|0|-30.295352935791016
39|a small red chair is facing to the right|0|-31.2923583984375
40|a small red chair facing to the right|0|-29.44266700744629
41|a small, red chair facing to the right|0|-30.635818481445312
42|a small red chair facing the right|0|-28.153209686279297
43|a small, red chair  (1)|0|-31.39727783203125
44|a red chair |0|-30.80756187438965
0|a small, red chair facing  to the left|1|-32.77507400512695
1|a chair facing to the left|1|-30.297657012939453
2|a  small, red chair facing to the left|1|-32.29049301147461
3|a small, red chair that is facing to the left|1|-31.671751022338867
4|a small, red chair |1|-28.996017456054688
5|a small, red chair 1|1|-32.53074645996094
6|a small|1|-31.902355194091797
7|a small red chair  facing to the left|1|-32.57143020629883
8|a small red chair facing to the left|1|-31.414045333862305
9|a small, red chair facing the right|1|-32.508426666259766
10|a small red chair |1|-32.01481628417969
11|a small, red chair facing left|1|-28.901044845581055
12|a blue chair facing backwards|1|-32.30766296386719
13|a chair facing the left|1|-32.48143768310547
14|a small red chair is facing to the left|1|-32.90105056762695
15|a small chair facing to the left|1|-33.09172821044922
16|a small, red chair 2|1|-32.3849983215332
17|a small, red chair - facing to the left|1|-32.69461441040039
18|a small, red chair facing the left|1|-29.21807289123535
19|a small, red chair facing|1|-32.53385925292969
20|a small, red chair  |1|-32.25382995605469
21|a small, red chair  (2)|1|-32.31797790527344
22|a small red chair, facing left|1|-32.55586242675781
23|a small red chair facing left|1|-32.57556915283203
24|a small,|1|-31.72081756591797
25|a small, red chair (2) facing to the left|1|-32.519317626953125
26|a red chair facing the left|1|-30.73299217224121
27|a small, red chair to the left|1|-31.960481643676758
