|Sequence|Object|p_llm
0|a large red sofa, facing to the right|0|-31.12185287475586
1|a large red sofa facing to the right|0|-25.565834045410156
2|a large  red sofa|0|-30.99054718017578
3|a large sofa facing right|0|-30.178043365478516
4|a large, red sofa facing to the right|0|-23.392480850219727
5|a large, red sofa is in the room|0|-31.179723739624023
6|a large, red sofa  facing to the right|0|-30.4593563079834
7|a large, red sofa, facing to the right|0|-29.32146644592285
8|a large red sofa to the right|0|-30.125999450683594
9|a large, red sofa facing the right|0|-28.67840576171875
10|a large, red sofa 1|0|-31.272640228271484
11|a large red sofa, facing right|0|-31.549942016601562
12|a large red sofa facing the right|0|-28.65156364440918
13|a large, red sofa that is facing to the right|0|-31.219392776489258
14|a large, red sofa (1)|0|-31.18414306640625
15|a sofa|0|-29.60030746459961
16|a large, red sofa faces right|0|-31.59574317932129
17|a large, red sofa  (1)|0|-30.83203125
18|a large,|0|-30.744720458984375
19|"a large, red sofa"""|0|-30.825565338134766
20|a large, red sofa, facing right|0|-31.304157257080078
21|a large, red sofa in the room|0|-31.01593780517578
22|a large, red, facing-right sofa|0|-31.450952529907227
23|a large, red sofa  #1|0|-31.555419921875
24|a red sofa|0|-25.356029510498047
25|a large red sofa is facing to the right|0|-30.671295166015625
26|a large, red sofa  |0|-30.794315338134766
27|a large red sofa|0|-26.08104705810547
28|a big red sofa|0|-30.009868621826172
29|a large, red sofa |0|-27.184940338134766
30|a large, red sofa facing right|0|-27.704317092895508
31|a  large, red sofa|0|-30.59370231628418
32|a large|0|-30.90961265563965
33|a large, red sofa to the right|0|-30.379568099975586
34|a large, red sofa is facing to the right|0|-31.922266006469727
35|a|0|-28.85030746459961
36|a large red sofa |0|-29.12010955810547
37|a large, red sofa faces to the right|0|-31.2941951751709
38|a large sofa facing to the right|0|-31.632190704345703
39|a large red sofa facing right|0|-26.0799503326416
40|a large, red sofa|0|-24.450565338134766
0|a small, red sofa  (2)|1|-30.150978088378906
1|a small, red sofa (2)|1|-30.938196182250977
2|a small, red sofa |1|-26.849382400512695
3|a small red sofa facing the right|1|-29.832569122314453
4|a small sofa|1|-29.99299430847168
5|a small red sofa is facing to the right|1|-31.02147674560547
6|a small, red sofa facing backwards|1|-31.18680763244629
7|a small red sofa facing right|1|-28.22931480407715
8|a small, red sofa|1|-25.036882400512695
9|a small, red sofa  facing to the right|1|-29.027151107788086
10|a small, red sofa facing the right|1|-29.732685089111328
11|a small red sofa|1|-28.95885467529297
12|a large, red sofa facing to the right|1|-30.605426788330078
13|a small red sofa  facing to the right|1|-30.61817741394043
14|a  small, red sofa facing to the right|1|-31.23114585876465
15|a small, red sofa is facing to the right|1|-29.538618087768555
16|a small, red sofa, facing to the right|1|-28.806718826293945
17|a small, red sofa that is facing to the right|1|-30.957637786865234
18|a small, red desk facing to the right|1|-31.245866775512695
19|a small, red sofa in the room|1|-31.18451499938965
20|a small red sofa facing to the right|1|-27.82075309753418
21|a small, red couch facing to the right|1|-30.956235885620117
22|a small, red sofa, facing right|1|-31.695682525634766
23|"a small, red sofa"""|1|-30.458757400512695
24|a small sofa facing right|1|-31.155792236328125
25|a small, red sofa facing right|1|-28.296171188354492
26|a small, red sofa  |1|-30.286882400512695
27|a small, red sofa facing to the right|1|-25.14354133605957
28|a small sofa facing to the right|1|-28.752124786376953
29|a small, red sofa, |1|-30.783178329467773
30|a small, red couch|1|-31.165510177612305
31|a|1|-28.576765060424805
32|a small, red sofa faces to the right|1|-30.59662437438965
33|a small,|1|-30.425003051757812
34|a small|1|-30.943567276000977
35|a red sofa facing to the right|1|-29.193359375
36|a small red sofa |1|-29.2734375
37|a large, red sofa|1|-31.07651710510254
0|a small, blue  sofa|2|-33.90617752075195
1|a  blue sofa|2|-32.945594787597656
2|a blue small sofa|2|-31.809429168701172
3|a small, green sofa facing backwards|2|-32.899253845214844
4|a small green sofa facing backwards|2|-33.316131591796875
5|a small sofa|2|-33.35652542114258
6|a small sofa that is blue in color and facing to the right|2|-34.26581954956055
7|a |2|-33.5654411315918
8|a small sofa, blue in color, facing to the right|2|-34.77622604370117
9|a small, blue couch facing to the right|2|-33.1657829284668
10|a small red sofa|2|-33.51274108886719
11|a  small, blue sofa  facing to the right|2|-34.09560012817383
12|a small blue couch facing to the right|2|-34.183815002441406
13|a small, blue  sofa facing to the right|2|-33.03566360473633
14|a small Blue sofa facing to the right|2|-33.906192779541016
15|a small , blue sofa facing to the right|2|-33.43019485473633
16|a small, blue sofa|2|-23.02162742614746
17|a small, blue, right-facing sofa|2|-33.55303192138672
18|a small, blue desk facing to the right|2|-33.16525650024414
19|a small, blue (3) sofa facing to the right|2|-34.59938049316406
20|a small red sofa facing to the right|2|-32.0476188659668
21|a small blue couch|2|-33.620262145996094
22|a blue, small sofa facing to the right|2|-34.57552719116211
23|a blue object|2|-33.93832015991211
24|a small, blue Sofa|2|-33.93568801879883
25|a sofa|2|-32.7451286315918
26|a blue facing-right sofa|2|-34.08958435058594
27|a little blue sofa|2|-31.595041275024414
28|a small, blue, facing-right sofa|2|-33.34735870361328
29|a small  blue sofa facing to the right|2|-33.11244583129883
30|a small, blue couch|2|-33.36433410644531
31|a blue couch|2|-31.23884391784668
32|a red sofa|2|-33.72613525390625
33|a small, red sofa facing to the right|2|-32.61647033691406
34|a small sofa facing to the right|2|-33.118255615234375
35|a blue sofa|2|-27.269969940185547
36|a small blue sofa|2|-25.642446517944336
37|a  small, blue sofa facing to the right|2|-32.413169860839844
38|a small, blue, sofa facing to the right|2|-33.906700134277344
39|a small, blue |2|-34.09975051879883
40|a|2|-30.260753631591797
41|a Small blue sofa facing to the right|2|-33.99702835083008
42|a small sofa facing to the right, colored blue|2|-34.14637756347656
43|a small, blue|2|-32.54506301879883
44|a small,|2|-31.835668563842773
45|a small, blue couch facing right|2|-34.10139846801758
46|a small|2|-32.583717346191406
