|Sequence|Object|p_llm
0|a small, green desk|0|-28.814823150634766
1|a small, green desk facing forwards in a room|0|-29.722248077392578
2|a small, green desk facing forwards  |0|-30.200620651245117
3|a green desk, facing forwards|0|-29.355234146118164
4|a small, green desk facing forwards|0|-23.630308151245117
5|a small, green desk facing forwards  (1)|0|-30.60308074951172
6|a small, green desk facing forwards in the room|0|-31.16252899169922
7|a desk facing forwards|0|-28.89951515197754
8|a small, green desk facing forwards'|0|-29.833433151245117
9|a small, green desk 1|0|-29.821561813354492
10|a small green desk facing the front|0|-30.109575271606445
11|a small green desk  facing forwards|0|-30.524511337280273
12|a small, green desk facing forwards 1|0|-30.048643112182617
13|a small, green desk facing forwards |0|-26.263120651245117
14|a small green desk |0|-29.439624786376953
15|a small, green desk is facing forwards|0|-30.186302185058594
16|"a small, green desk facing forwards"""|0|-27.942808151245117
17|a small green desk, facing forwards|0|-28.993427276611328
18|a small, green desk facing forwards is in the room|0|-30.040176391601562
19|a small, green desk facing forwards, |0|-30.166946411132812
20|a small green desk|0|-30.205249786376953
21|a small, green, desk facing forwards|0|-30.200529098510742
22|a small, green, desk, facing forwards|0|-30.74338722229004
23|a small, green desk  facing forwards|0|-28.458391189575195
24|a small green desk facing to the right|0|-30.496370315551758
25|a green, small desk facing forwards|0|-28.929101943969727
26|a small, green desk in the room|0|-30.678804397583008
27|a desk|0|-30.16376495361328
28|a small, green desk |0|-27.611698150634766
29|a|0|-29.434616088867188
30|a small, green desk  |0|-30.533573150634766
31|a small desk|0|-28.31230354309082
32|a small desk facing forwards|0|-28.037294387817383
33|a small, green desk facing forwards, a small, green desk facing to the right, a large, green desk facing forwards, a large, grey desk facing to the left, a small, green chair facing to the right, a large, green chair facing forwards, a large, grey chair facing to the left|0|-32.206512451171875
34|a green small desk facing forwards|0|-29.39976692199707
35|a small|0|-30.305822372436523
36|a small, green desk, facing forwards|0|-28.157485961914062
37|a small green desk is facing forwards|0|-30.561378479003906
0|a green desk facing right|1|-8.265849113464355
1|a small, green desk facing  to the right|1|-10.536521911621094
2|a small, green desk facing the right|1|-7.3453826904296875
3|a small, green desk  (2)|1|-10.456719398498535
4|a small, green desk|1|-4.502737998962402
5|a small, green desk (2)|1|-10.017097473144531
6|a desk facing to the right|1|-7.673325538635254
7|a small, green desk faced to the right|1|-9.65573787689209
8|a small, green desk, facing to the right|1|-7.679799556732178
9|a small, green desk, facing right|1|-10.580018043518066
10|a small, green desk that is facing to the right|1|-10.522322654724121
11|a green desk facing to the right|1|-6.940986156463623
12|a small, green desk turned to the right|1|-9.89341926574707
13|a small, green desk faces to the right|1|-10.703989028930664
14|a small, green desk facing right|1|-7.374419212341309
15|a small, green desk turning to the right|1|-9.826932907104492
16|a large, green desk facing to the right|1|-8.080897331237793
17|a small, green desk - facing to the right|1|-10.73401165008545
18|a desk facing right|1|-9.03217887878418
19|a small, green desk to the right|1|-8.091440200805664
20|a  small, green desk facing to the right|1|-10.084959030151367
21|a small green desk|1|-4.4001994132995605
22|a small, green desk in a room|1|-10.794827461242676
23|a small desk facing to the right|1|-8.01302433013916
24|a small, green desk on the right|1|-9.30402946472168
25|a desk facing the right|1|-9.896890640258789
26|a small, green desk facing to the  right|1|-11.885976791381836
27|a green desk to the right|1|-10.02353572845459
28|a large, grey desk facing to the left|1|-10.23904037475586
29|a small, green desk, right-facing|1|-10.76736068725586
30|a small, green table facing to the right|1|-11.008737564086914
31|a small, green desk 2|1|-9.958377838134766
32|a small, green desk |1|-7.276175498962402
33|a small, green desk  facing to the right|1|-7.969747066497803
34|a small desk facing right|1|-8.413561820983887
35|a|1|-8.47574234008789
36|a green desk facing the right|1|-9.709351539611816
37|a small desk|1|-9.986363410949707
38|a small, green desk  |1|-10.119925498962402
39|a small,|1|-10.358942031860352
40|a small, green desk face|1|-9.510550498962402
41|a small|1|-10.177034378051758
42|a small, green desk turning right|1|-9.989776611328125
43|a small, green desk is facing to the right|1|-9.845200538635254
0|a large, green desk facing forwards'|2|-30.810009002685547
1|a green desk facing forward|2|-31.130128860473633
2|a large desk, green|2|-29.86944007873535
3|a small, green desk|2|-30.832210540771484
4|a large, green desk facing forwards  (3)|2|-31.57137680053711
5|a large green desk is facing forwards|2|-31.17318344116211
6|a large desk|2|-28.289518356323242
7|a small, green desk facing forwards|2|-29.06353759765625
8|a large, green desk |2|-27.768604278564453
9|a large, green desk  (3)|2|-31.417238235473633
10|a large, green desk facing forwards 3|2|-31.691526412963867
11|a desk facing forwards|2|-30.97017478942871
12|a large green desk, facing forwards|2|-30.484527587890625
13|a green desk facing forwards|2|-30.304519653320312
14|a large, green desk  |2|-30.784229278564453
15|a large, green desk|2|-28.341981887817383
16|a large, green desk facing forwards,|2|-29.419384002685547
17|a large, green desk facing forwards|2|-24.247509002685547
18|a large green desk |2|-30.16192626953125
19|"a large, green desk facing forwards"""|2|-28.747509002685547
20|a large, green desk  facing forwards|2|-29.180797576904297
21|a large, green desk facing forwards in a room|2|-32.08920669555664
22|a large, green desk, facing forwards|2|-28.999799728393555
23|a green, large desk facing forwards|2|-30.55291748046875
24|a large, green desk facing forwards |2|-27.317821502685547
25|a large, green desk facing forwards is in the room|2|-31.585947036743164
26|a small green desk facing forwards|2|-30.20753288269043
27|a large desk facing forwards|2|-27.215675354003906
28|a large, green desk faces forwards|2|-31.07830238342285
29|a desk|2|-30.152164459228516
30|a large, green desk is facing forwards|2|-30.419397354125977
31|a  large, green desk facing forwards|2|-30.582244873046875
32|a large green desk facing forwards|2|-28.648948669433594
33|a|2|-29.131820678710938
34|a large, green desk facing forwards in the room|2|-30.490461349487305
35|a large green desk|2|-30.22442626953125
36|a large green desk facing forward|2|-29.585533142089844
0|a large desk, facing to the left|3|-32.07561111450195
1|a small, green desk|3|-32.97492218017578
2|a large desk|3|-32.455726623535156
3|a small, green desk facing to the right|3|-32.129295349121094
4|a large, grey chair facing to the left|3|-30.631946563720703
5|a small, green desk facing forwards|3|-33.0095329284668
6|a green chair|3|-32.28105926513672
7|a large, grey desk|3|-23.66344451904297
8|a large, gray desk facing to the left|3|-33.26605224609375
9|a grey desk facing the left|3|-30.891672134399414
10|a large grey chair facing to the left|3|-33.06168746948242
11|a grey chair facing left|3|-32.6232795715332
12|a green desk|3|-30.928442001342773
13|a grey table|3|-31.339641571044922
14|a grey desk facing to the left|3|-27.55432891845703
