|Sequence|Object|p_llm
0|a small red chair facing left|0|-9.245738983154297
1|a small red chair facing to the right|0|-8.026981353759766
2|a small red chair|0|-8.835370063781738
3|a small, red chair facing the left|0|-9.593229293823242
4|a small red chair facing to the left|0|-9.144293785095215
5|a small red chair is facing to the right|0|-9.446547508239746
6|a small red chair facing the right|0|-10.575900077819824
7|a small, red chair  (1)|0|-9.962908744812012
8|a small red chair  facing to the right|0|-9.63296127319336
9|a small, red chair, facing right|0|-11.085006713867188
10|a small, red, facing-right chair|0|-9.473346710205078
11|a small, red chair  |0|-9.665179252624512
12|a small, red chair  facing to the right|0|-7.977760314941406
13|a small, red chair facing to the right|0|-1.6758607625961304
14|a small red chair facing right|0|-8.269553184509277
15|a small, red chair facing right|0|-6.279715061187744
16|a small chair facing the right|0|-9.406837463378906
17|a small, red chair facing the right|0|-6.413422107696533
18|a little red chair facing right|0|-9.79054069519043
19|a small chair that is red and facing to the right|0|-10.375853538513184
20|a small, red chair, facing to the right|0|-7.382485389709473
21|a small, red chair that is facing to the right|0|-9.86663818359375
22|a small, red chair facing to the left|0|-7.23836088180542
23|a small, red, chair, facing, to the right|0|-12.542131423950195
24|a small chair facing to the right|0|-7.160180568695068
25|a small chair|0|-8.35422134399414
26|a small red chair, facing right|0|-9.429576873779297
27|a small, red chair facing right |0|-9.420339584350586
28|a small, red chair to the right|0|-9.181673049926758
29|a small, red chair facing|0|-9.796259880065918
30|a small, red chair |0|-6.43861722946167
31|a small, red, chair, facing, right|0|-11.16892147064209
32|a small, red chair is facing to the right|0|-8.774773597717285
33|a red chair|0|-3.7804720401763916
34|a small, red chair|0|-3.9620542526245117
35|a small red chair |0|-8.491620063781738
36|a small red chair, facing to the right|0|-8.938409805297852
37|a|0|-8.757615089416504
38|a small red chair to the right|0|-9.845250129699707
39|a small,|0|-9.363519668579102
40|a small|0|-9.7177095413208
41|a small chair facing right|0|-8.481637954711914
42|a small red chair 1|0|-9.491483688354492
43|a small, red chair 1|0|-9.473838806152344
0|a small, red chair facing to the|1|-33.21664047241211
1|a chair facing to the left|1|-30.303207397460938
2|a chair facing left|1|-31.16588020324707
3|a small red chair facing to the right|1|-31.586233139038086
4|a small red chair, facing to the left|1|-32.01496887207031
5|a small, red chair  (2)|1|-32.2812385559082
6|a small red chair facing left|1|-32.53269577026367
7|a small red chair|1|-32.38716506958008
8|a small chair facing the left|1|-32.39678955078125
9|a small, red chair facing the left|1|-29.173542022705078
10|a red chair facing left|1|-29.78969383239746
11|a small red chair facing to the left|1|-32.201446533203125
12|a small, red chair that is facing to the left|1|-31.669763565063477
13|a small, red, left-facing chair|1|-32.62575149536133
14|a red chair facing to the left|1|-28.998249053955078
15|a small, red chair is facing to the left|1|-31.456436157226562
16|a chair, red, small, facing left|1|-32.88943862915039
17|a small, red chair  |1|-32.236839294433594
18|a blue chair|1|-31.630268096923828
19|a small, red chair - facing to the left|1|-32.69230651855469
20|a small red chair is facing to the left|1|-32.85636901855469
21|a small, red chair facing to the right|1|-28.74789047241211
22|a small, red chair facing left|1|-28.884258270263672
23|a small, red chair 2|1|-31.211349487304688
24|a small, red chair facing to the  left|1|-32.57444763183594
25|a small red chair facing right|1|-32.63865280151367
26|a small, red chair facing the right|1|-31.376667022705078
27|a small, red chair (2) facing to the left|1|-32.55229949951172
28|a small red chair  facing to the left|1|-32.538291931152344
29|a red chair facing the left|1|-30.66944122314453
30|a small, red chair to the left|1|-31.969928741455078
31|a small chair facing left|1|-31.182849884033203
32|a small, red chair facing  to the left|1|-32.68061447143555
33|a small, red chair facing|1|-32.52488327026367
34|a small, red chair |1|-28.986839294433594
35|a small red chair facing the left|1|-29.439743041992188
36|a small chair facing to the left|1|-33.0140380859375
37|a small, red chair|1|-26.299339294433594
38|a small red chair |1|-31.918415069580078
39|a small red chair, facing left|1|-32.546913146972656
40|a|1|-30.65036392211914
41|a small, red chair, facing left|1|-31.083694458007812
42|a small,|1|-31.696819305419922
43|a  small, red chair facing to the left|1|-32.274906158447266
44|a small|1|-31.859731674194336
45|a small, red chair, facing to the left|1|-29.18464469909668
46|a small, red chair  facing to the left|1|-31.012653350830078
0|a small, blue chair  |2|-31.63633918762207
1|a small, blue chair facing to the left|2|-32.1984748840332
2|a blue sofa facing backwards|2|-31.095510482788086
3|a small, blue couch|2|-32.2510986328125
4|a small, blue chair facing to the right|2|-31.395891189575195
5|a small, blue chair faces backwards|2|-32.65568542480469
6|a chair facing backwards|2|-30.615068435668945
7|a large, grey chair facing forwards|2|-32.11813735961914
8|a small chair facing backwards|2|-32.52827453613281
9|a small blue sofa|2|-31.36842155456543
10|a small, blue chair facing upwards|2|-32.266136169433594
11|a small, blue backwards-facing chair|2|-32.79788589477539
12|a small, blue chair facing away|2|-31.98488426208496
13|a backwards blue chair|2|-32.248390197753906
14|a small, blue chair |2|-29.21446418762207
15|a small, blue chair with its back to us|2|-32.5481071472168
16|a small, blue chair (3)|2|-32.57020568847656
17|a blue, small chair facing backwards|2|-31.791902542114258
18|a small, blue sofa facing backwards|2|-29.37788963317871
19|a small, blue chair that's facing backwards|2|-32.2087516784668
20|a small, blue chair, facing backwards|2|-29.973472595214844
21|a small, blue chair faced backwards|2|-32.705753326416016
22|a blue chair|2|-26.184844970703125
23|a small, blue chair facing the opposite direction of the other chairs|2|-34.311824798583984
24|a  small, blue chair facing backwards|2|-32.586936950683594
25|a small blue chair|2|-26.34498405456543
26|a small, red chair facing to the right|2|-32.32699966430664
27|a small, blue chair facing backwards|2|-23.32863426208496
28|a small, blue, facing-backwards chair|2|-32.681400299072266
29|a blue facing backwards chair|2|-32.6169319152832
30|a small, blue chair facing downwards|2|-32.242698669433594
31|a small, blue chair backwards|2|-31.41758918762207
32|a small, blue chair with its back to the viewer|2|-33.310691833496094
33|a small, blue, backwards-facing chair|2|-31.463666915893555
34|a small, blue chair is facing backwards|2|-30.488691329956055
35|a small, blue chair that faces backwards|2|-31.83100128173828
36|a backwards-facing blue chair|2|-32.374855041503906
37|a blue, facing-backwards chair|2|-32.79024887084961
38|a small, blue chair facing backward|2|-30.13332176208496
