|Sequence|Object|p_llm
0|a large, grey chair |0|-6.974761009216309
1|a large grey chair facing backwards in the room|0|-8.280186653137207
2|a grey chair |0|-8.746800422668457
3|a large, grey chair facing backwards|0|-7.003011703491211
4|a grey chair that is facing backwards|0|-9.253861427307129
5|a backwards grey chair|0|-7.428481578826904
6|a large grey chair backwards|0|-8.982356071472168
7|a large, grey chair, facing backwards|0|-10.520564079284668
8|a large grey chair|0|-8.677807807922363
9|a large, grey chair that is facing backwards|0|-9.163785934448242
10|a chair facing backwards|0|-7.44917106628418
11|a large grey chair facing backwards 1|0|-9.89750862121582
12|a large grey chair |0|-8.052807807922363
13|a large grey chair facing backwards in a room|0|-10.181245803833008
14|a grey chair facing away|0|-8.697860717773438
15|a large chair|0|-9.011143684387207
16|a large grey chair 1|0|-9.318475723266602
17|a large, grey chair  facing backwards|0|-8.630757331848145
18|a large grey facing backwards chair|0|-8.747859001159668
19|a grey chair is facing backwards|0|-9.236124038696289
20|a large grey chair facing backward|0|-7.4820332527160645
21|a grey chair, facing backwards, large in size|0|-10.546411514282227
22|a grey, large chair, facing backwards|0|-9.890131950378418
23|a large grey chair, facing backwards|0|-8.484471321105957
24|a large grey chair facing backwards|0|-3.5667214393615723
25|a large, grey chair facing backward|0|-9.453230857849121
26|a large grey chair that is facing backwards|0|-9.668912887573242
27|"a large grey chair facing backwards"""|0|-9.11359691619873
28|a chair, grey, large, facing backwards|0|-10.438282012939453
29|a backwards-facing grey chair|0|-8.700872421264648
30|a large grey chair is facing backwards|0|-9.300309181213379
31|a grey, large chair facing backwards|0|-10.091131210327148
32|a large, grey chair facing forwards|0|-7.715997695922852
33|a backwards-facing large grey chair|0|-9.294432640075684
34|a grey chair facing forwards|0|-9.127548217773438
35|a grey chair facing backwards|0|-8.51590633392334
36|a large, grey, backwards-facing chair|0|-9.4202241897583
37|a grey chair, facing backwards|0|-8.01769733428955
38|a large, grey chair|0|-7.927886009216309
39|a|0|-7.752839088439941
40|a large grey chair facing away|0|-8.97199821472168
41|a large grey chair facing backwards is in the room|0|-9.858405113220215
42|a large grey chair facing backwards |0|-6.8010969161987305
43|a large gray chair facing backwards|0|-8.5806303024292
44|a huge grey chair facing away|0|-9.128585815429688
0|a large, grey chair |1|-29.01675796508789
1|a large gray chair facing forwards|1|-32.229923248291016
2|a grey chair facing forward|1|-31.897716522216797
3|a large grey chair that is facing forwards|1|-32.99288558959961
4|a large, grey chair facing backwards|1|-32.70988845825195
5|a large grey chair facing the front|1|-32.6621208190918
6|a large grey chair, facing forwards|1|-32.17644119262695
7|a large, grey chair that is facing forwards|1|-30.894737243652344
8|a forward-facing grey chair|1|-31.565637588500977
9|a backwards grey chair|1|-32.26652145385742
10|a grey chair|1|-31.11247444152832
11|a large chair facing forwards|1|-29.958789825439453
12|a large grey chair|1|-32.58987045288086
13|a  large, grey chair facing forwards|1|-30.83794403076172
14|a large, grey desk|1|-32.613563537597656
15|a large chair|1|-32.06624221801758
16|a small grey chair facing backwards|1|-32.51741409301758
17|a large, grey chair, facing forwards|1|-30.028696060180664
18|a large, grey chair  |1|-32.32925796508789
19|a large grey chair facing backwards|1|-32.55712127685547
20|a large, grey chair is facing forwards|1|-31.23737907409668
21|a large grey chair facing forwards|1|-32.355804443359375
22|a large,|1|-31.82823944091797
23|a large, grey chair faces forwards|1|-32.166343688964844
24|a large chair facing forward|1|-32.223812103271484
25|a backwards-facing grey chair|1|-31.395254135131836
26|a large, grey chair (2)|1|-32.816097259521484
27|a large grey chair  facing forwards|1|-32.29689025878906
28|a large, grey chair facing forward|1|-32.343807220458984
29|a large, grey chair - facing forwards|1|-32.53672790527344
30|a large, grey chair  facing forwards|1|-29.925718307495117
31|a small, grey chair facing backwards|1|-31.382949829101562
32|a large, grey chair facing forwards|1|-22.98625946044922
33|a large, grey chair  (2)|1|-34.0224609375
34|a grey chair facing forwards|1|-28.241466522216797
35|a large, grey chair in the room|1|-32.439903259277344
36|a chair, facing forwards|1|-31.549177169799805
37|a large|1|-31.68158721923828
38|a large, grey chair|1|-26.32925796508789
39|a|1|-29.92296028137207
40|a large, grey desk facing forwards|1|-31.388385772705078
41|a large grey chair is facing forwards|1|-32.55514144897461
42|a large, grey chair that faces forwards|1|-33.158424377441406
0|a large, red chair  facing backwards|2|-9.927790641784668
1|a large, red chair faces backwards|2|-10.194388389587402
2|a large, grey chair facing backwards|2|-10.661290168762207
3|a large, red chair facing|2|-10.404173851013184
4|a large, red chair  (3)|2|-10.476272583007812
5|a large chair facing backwards|2|-9.834737777709961
6|a large, red chair facing backwards|2|-1.372923731803894
7|a large, red chair (3)|2|-10.19086742401123
8|a small, grey chair|2|-10.45492935180664
9|a small, red chair facing backwards|2|-10.785540580749512
10|a chair facing backwards|2|-10.156545639038086
11|a large, red, backwards-facing chair|2|-10.759387969970703
12|a large, red, facing-backwards chair|2|-10.680668830871582
13|a large chair|2|-8.98963451385498
14|a large red chair|2|-4.131478786468506
15|a small grey chair facing backwards|2|-9.638843536376953
16|a large, red chair that is facing backwards|2|-9.524012565612793
17|a red chair|2|-3.373641014099121
18|"a large, red chair"""|2|-9.83867359161377
19|a large, red chair facing forwards|2|-8.544798851013184
20|a large, red desk|2|-9.623842239379883
21|a red desk|2|-8.736701011657715
22|a large, red chair in the room|2|-10.569884300231934
23|a large, red chair faced backwards|2|-10.55465030670166
24|a small, grey desk facing backwards|2|-9.523892402648926
25|a large,|2|-9.123809814453125
26|a large, red chair face backwards|2|-10.844861030578613
27|a small, grey chair facing backwards|2|-8.92894172668457
28|a large, red chair is facing backwards|2|-9.194520950317383
29|a large, grey chair facing forwards|2|-10.891436576843262
30|a  large, red chair facing backwards|2|-9.404059410095215
31|a large|2|-9.126474380493164
32|a large, red chair  |2|-9.82304859161377
33|a large, red chair facing backward|2|-8.201048851013184
34|a big red chair facing away|2|-10.532547950744629
35|a large, red chair facing |2|-10.685423851013184
36|a large, red chair |2|-6.674611568450928
37|a|2|-7.394881248474121
38|a large, red chair, facing backwards|2|-8.36164379119873
39|a large, red desk facing backwards|2|-9.609050750732422
40|a large, red chair|2|-3.6042990684509277
0|a small, grey chair that is facing backwards|3|-30.06092071533203
1|a large, grey chair facing backwards|3|-28.740694046020508
2|a small grey chair|3|-30.110319137573242
3|a small, grey chair  (4)|3|-32.187477111816406
4|a grey, small chair facing backwards|3|-31.147193908691406
5|a small, grey chair in the room|3|-32.56352615356445
6|a small, grey chair  facing backwards|3|-31.074073791503906
7|a small grey chair facing forwards|3|-31.65121841430664
8|a small grey chair |3|-29.727506637573242
9|a grey desk facing backwards|3|-31.5308895111084
10|a large, red chair facing backwards|3|-29.30876922607422
11|a small, grey chair|3|-31.268245697021484
12|a small, grey, backwards-facing chair|3|-31.398096084594727
13|a small, grey chair facing the opposite direction of the other chairs|3|-34.67888641357422
14|a backwards-facing small grey chair|3|-31.56490707397461
15|a small, gray chair facing backwards|3|-31.13833236694336
16|a small, grey chair  |3|-31.143245697021484
17|a small-grey-chair-facing-backwards|3|-31.163616180419922
18|a small, grey chair is facing backwards|3|-30.707021713256836
19|a small grey desk facing backwards|3|-30.491289138793945
20|a small, grey desk facing backwards|3|-30.735584259033203
21|a small, grey chair faced backwards|3|-32.447540283203125
22|a small, grey chair with its back to you|3|-33.78056335449219
23|a small gray chair facing backwards|3|-31.386423110961914
24|a small, grey chair |3|-30.658870697021484
25|a  small, grey chair facing backwards|3|-31.098318099975586
26|a small, grey chair facing forwards|3|-30.757347106933594
27|a small, grey chair faces backwards|3|-31.720121383666992
28|a small, grey chair with its back to us|3|-33.95341110229492
29|a small grey chair that is facing backwards|3|-31.257766723632812
30|a small, grey chair facing backwards|3|-30.303213119506836
31|a large, grey chair facing forwards|3|-29.490694046020508
32|a small, grey chair, facing backwards, in the room|3|-33.84783935546875
33|a grey chair facing backwards|3|-29.451921463012695
34|a small, grey chair, facing backwards|3|-31.844186782836914
35|a small, grey desk|3|-30.323562622070312
36|a large, grey chair|3|-31.353958129882812
37|a small grey chair, facing backwards|3|-30.502737045288086
38|a|3|-28.92915916442871
39|a large, grey desk facing forwards|3|-30.661048889160156
40|a small, grey chair facing|3|-31.819847106933594
41|a small,|3|-31.238380432128906
42|a small|3|-31.671470642089844
43|a small, grey chair with its back to the viewer|3|-33.70246505737305
44|a small grey chair is facing backwards|3|-30.992908477783203
0|a large, grey desk face forwards|4|-31.294235229492188
1|a large, grey desk-facing forwards|4|-31.96636962890625
2|a  large, grey desk  facing forwards|4|-32.234107971191406
3|a grey desk facing forward|4|-32.046669006347656
4|a chair facing forwards|4|-31.829587936401367
5|a large desk|4|-29.349754333496094
6|a large, grey  desk facing forwards|4|-32.144351959228516
7|a large, grey desk faced forwards|4|-32.53514862060547
8|a large desk, facing forwards|4|-32.15785598754883
9|a large, grey desk, facing forwards|4|-32.15874099731445
10|a large, grey desk|4|-25.185161590576172
11|a large, grey desk in the room|4|-32.20954132080078
12|a desk facing forwards|4|-28.612762451171875
13|a  large, grey desk facing forwards|4|-30.240018844604492
14|a large, grey desk   facing forwards|4|-32.22947311401367
15|a large, grey desk  |4|-30.903911590576172
16|a large grey desk |4|-30.897342681884766
17|a large grey desk  facing forwards|4|-31.279279708862305
18|a large grey desk is facing forwards|4|-31.94142723083496
19|a large, grey desk |4|-27.849224090576172
20|a small, grey desk facing backwards|4|-29.51671028137207
21|a  large, grey desk|4|-32.23515701293945
22|a grey desk, facing forwards|4|-31.75760841369629
23|a grey, large desk facing forwards|4|-31.849624633789062
24|a small grey desk facing backwards|4|-32.278526306152344
25|a large,|4|-31.953723907470703
26|a small, grey desk facing forwards|4|-31.90733528137207
27|a large grey desk|4|-31.202030181884766
28|a large desk facing forwards|4|-28.041278839111328
29|a small, grey chair facing backwards|4|-31.256954193115234
30|a large, grey chair facing forwards|4|-30.13243293762207
31|a desk|4|-29.082426071166992
32|a large, grey desk that is facing forwards|4|-33.117462158203125
33|a|4|-29.51410675048828
34|a large, grey desk faces forwards|4|-30.973337173461914
35|a large, grey desk facing forwards|4|-23.232641220092773
36|a large grey desk, facing forwards|4|-31.809234619140625
37|a large, grey desk that faces forwards|4|-32.158321380615234
38|a large, grey desk is facing forwards|4|-30.09214973449707
39|a large, grey table|4|-31.750944137573242
40|a grey desk facing forwards|4|-30.703092575073242
41|a large, grey desk facing forward|4|-31.365455627441406
42|a large grey desk facing forwards|4|-29.642791748046875
