|Sequence|Object|p_llm
0|a green small desk facing forwards|0|-29.39976692199707
1|a small desk facing forwards|0|-28.037294387817383
2|a desk|0|-30.16376495361328
3|a small green desk facing forwards is in the room|0|-30.6893253326416
4|a small green desk facing to the right|0|-31.126108169555664
5|a little green desk facing forward|0|-30.5502872467041
6|a small green desk |0|-29.439624786376953
7|a small|0|-30.305822372436523
8|a small desk facing forwards in the room|0|-30.946680068969727
9|a small desk|0|-28.31230354309082
10|a small, green desk that is facing forwards|0|-31.131710052490234
11|a small, green desk  |0|-30.533573150634766
12|a small, green, desk, facing forwards|0|-31.191604614257812
13|a desk facing forwards|0|-29.84769058227539
14|a small green desk, facing forwards|0|-28.993427276611328
15|a small, green desk |0|-27.611698150634766
16|a small green desk  facing forwards|0|-29.85384178161621
17|a small, green desk in the room|0|-30.66386604309082
18|a small, green, facing forwards desk|0|-31.010292053222656
19|a small, green, desk facing forwards|0|-30.757057189941406
20|a green desk, facing forwards|0|-29.993602752685547
21|"a small green desk facing forwards"""|0|-30.150917053222656
22|a small green desk|0|-30.205249786376953
23|a small green desk facing forwards in a room|0|-29.75337028503418
24|a small green desk facing forwards in the room|0|-31.408586502075195
25|a small green desk facing the front|0|-30.852951049804688
26|a small, green desk facing to the right|0|-30.66454315185547
27|a small, green desk 1|0|-30.96588897705078
28|a small green desk facing forwards|0|-29.792739868164062
29|a|0|-29.434616088867188
30|a small, green desk is facing forwards|0|-29.89055824279785
31|a small, green desk|0|-28.814823150634766
32|a small green facing forwards desk|0|-30.530412673950195
33|a small table|0|-30.61373519897461
34|a small, green desk  facing forwards|0|-29.506681442260742
35|a small green desk is facing forwards|0|-30.561378479003906
36|a small, green desk, facing forwards|0|-30.654109954833984
37|a small, green desk  (1)|0|-30.972442626953125
38|a small, green desk facing forwards|0|-28.384733200073242
39|a green, small desk facing forwards|0|-28.291940689086914
0|a large, green desk facing to the right|1|-29.424646377563477
1|a green desk facing the right|1|-31.0531005859375
2|a small green desk facing to the right|1|-31.573524475097656
3|a  small, green desk facing to the right|1|-31.4287109375
4|a desk facing to the right|1|-29.017074584960938
5|a desk facing right|1|-30.37592887878418
6|a small green desk facing the right|1|-29.303760528564453
7|a small green desk |1|-31.570911407470703
8|a small|1|-31.520784378051758
9|a small desk facing the right|1|-31.361989974975586
10|a large, grey desk facing to the left|1|-31.582788467407227
11|a small desk|1|-31.33011245727539
12|a small, green desk  |1|-31.46367645263672
13|a small desk facing to the right|1|-28.557191848754883
14|a small green desk turned to the right|1|-32.01519775390625
15|a green desk facing right|1|-29.60959815979004
16|a small green desk on the right|1|-31.626007080078125
17|a small, green table facing to the right|1|-31.451499938964844
18|a small, green desk |1|-28.61992645263672
19|a small desk facing right|1|-29.75731086730957
20|a small, green desk faced to the right|1|-30.999486923217773
21|a small, green desk is facing to the right|1|-31.192428588867188
22|a small, green desk, facing to the right|1|-31.24369239807129
23|a green desk facing to the right|1|-28.28473472595215
24|a small,|1|-31.70269012451172
25|a small green desk to the right|1|-29.99437141418457
26|a small, green desk to the right|1|-29.43568229675293
27|a green desk to the right|1|-31.367284774780273
28|a small, green desk turning right|1|-31.333526611328125
29|a small, green desk facing to the  right|1|-32.08884811401367
30|a small green desk, facing to the right|1|-31.41037368774414
31|a small, green desk turned to the right|1|-31.23845672607422
32|a small, green desk, facing right|1|-31.923768997192383
33|a small, green desk facing right|1|-29.628435134887695
34|a small, green desk  facing to the right|1|-29.313499450683594
35|a|1|-29.81949234008789
36|a small, green desk on the right|1|-30.645660400390625
37|a small, green desk|1|-25.84648895263672
38|a small, green desk turning to the right|1|-31.17188262939453
39|a small, green desk faces to the right|1|-31.587146759033203
40|a small, green desk facing the right|1|-28.68913459777832
41|a small, green desk (2)|1|-31.35094451904297
42|a small, green desk that is facing to the right|1|-31.858760833740234
0|a large desk|2|-7.0082688331604
1|a large, green desk facing to the right|2|-10.453052520751953
2|a desk|2|-8.870912551879883
3|a large desk, green, facing forwards|2|-9.761775016784668
4|a large green desk facing to the left|2|-11.030200958251953
5|a large green desk  facing forwards|2|-9.76922607421875
6|a large desk, facing forwards|2|-9.08361530303955
7|a large, green desk that is facing forwards|2|-10.121581077575684
8|a large green desk facing forwards|2|-7.367701530456543
9|a large desk is facing forwards|2|-10.485030174255371
10|a large, green desk facing forward|2|-10.425734519958496
11|a large, green desk|2|-3.784231662750244
12|a large, green desk is facing forwards|2|-9.136382102966309
13|a large green desk is facing forwards|2|-9.89193344116211
14|a large green desk |2|-8.880678176879883
15|a large green desk|2|-8.943178176879883
16|a large green desk, facing forwards|2|-9.204593658447266
17|a green table|2|-10.189329147338867
18|a large, green desk facing to the left|2|-11.525075912475586
19|a large green desk facing to the right|2|-10.595976829528809
20|a big green desk facing forward|2|-10.180520057678223
21|a large, green desk in the room|2|-10.251060485839844
22|a large desk, green in color, facing forwards|2|-10.531109809875488
23|a green desk facing forwards|2|-9.023268699645996
24|a large green desk facing forward|2|-7.5891265869140625
25|a large, green desk face forwards|2|-9.98352336883545
26|a  large, green desk facing forwards|2|-9.300992012023926
27|a large desk that is green and facing forwards|2|-12.64710807800293
28|a green desk, facing forwards|2|-10.198009490966797
29|a large, green desk  |2|-9.502981185913086
30|a large, green table|2|-9.038978576660156
31|a large green desk facing the front|2|-9.472841262817383
32|a small green desk facing forwards|2|-8.926281929016113
33|a large table|2|-9.929753303527832
34|a|2|-7.850569725036621
35|a large desk facing forwards|2|-5.934424877166748
36|a large, green desk |2|-6.487356662750244
37|a small, green desk|2|-9.550960540771484
38|a large, green desk, facing forwards|2|-10.495354652404785
39|a small, green desk facing forwards|2|-7.78228759765625
40|a green desk facing forward|2|-9.848876953125
41|a green, large desk facing forwards|2|-9.86382007598877
42|a large, green desk faces forwards|2|-9.50932788848877
43|a large, green desk facing forwards|2|-1.675734519958496
0|a large desk|3|-32.455726623535156
1|a large grey desk, facing to the left|3|-32.46737289428711
2|a grey chair facing left|3|-32.6232795715332
3|a desk|3|-29.855091094970703
4|a desk facing left|3|-32.0782356262207
5|a chair facing to the left|3|-32.482017517089844
6|a large desk, grey in color, facing to the left|3|-32.61181640625
7|a desk facing to the left|3|-29.203866958618164
8|a large grey desk facing left|3|-30.23100471496582
9|a  large, grey desk facing to the left|3|-31.723552703857422
10|a large, grey desk|3|-23.663557052612305
11|a large desk facing to the left|3|-32.135345458984375
12|a large grey desk facing to the left |3|-32.336761474609375
13|a large grey desk facing to the left of the room|3|-33.17568588256836
14|a large green desk facing forwards|3|-31.34182357788086
15|a large green desk|3|-32.1721305847168
16|a big grey desk facing left|3|-32.786983489990234
17|a large, grey table|3|-31.866682052612305
18|a large grey desk facing to the left|3|-28.352386474609375
19|a large desk facing the left|3|-32.38939666748047
20|a large grey desk|3|-28.318349838256836
21|a large, gray desk facing to the left|3|-32.4581298828125
22|a large gray desk facing to the left|3|-32.27114486694336
23|a desk facing the left|3|-32.66386413574219
24|a large grey desk |3|-31.404287338256836
25|a large desk that is grey in color and facing to the left|3|-33.56721115112305
26|a large, grey chair|3|-30.319807052612305
27|a grey chair facing to the left|3|-32.527496337890625
28|a grey desk|3|-26.340810775756836
29|a small, green desk facing to the right|3|-32.129295349121094
30|a small green desk facing forwards|3|-32.659420013427734
31|a grey table|3|-31.339641571044922
32|a|3|-30.7154541015625
33|a grey, large desk|3|-30.914146423339844
34|a large desk facing left|3|-31.288305282592773
35|a large desk facing to the left of the room|3|-32.899600982666016
36|a small, green desk facing forwards|3|-31.840547561645508
37|a large grey desk facing the left|3|-31.35576820373535
38|a large green desk facing to the right|3|-32.3626594543457
39|a large, green desk facing forwards|3|-30.329025268554688
0|a chair facing to the right|4|-29.35048484802246
1|a small, green chair  facing to the right|4|-29.438716888427734
2|a  small, green chair facing to the right|4|-31.405635833740234
3|a green desk chair|4|-30.026582717895508
4|a small green chair |4|-31.59814453125
5|a small green desk facing to the right|4|-31.201242446899414
6|a small, green chair, facing to the right|4|-29.079090118408203
7|a small, green chair facing  to the right|4|-32.397254943847656
8|a small|4|-31.55562973022461
9|"a small, green chair"""|4|-31.575355529785156
10|a small, green chair |4|-27.919105529785156
11|a small chair facing to the right|4|-30.040075302124023
12|a small green chair to the right|4|-31.188508987426758
13|a small, green chair|4|-24.903480529785156
14|a small green chair facing to the right|4|-30.162158966064453
15|a small chair facing right|4|-31.59698486328125
16|a green chair facing right|4|-30.016765594482422
17|a small, green chair that is facing to the right|4|-31.44597053527832
18|a small, green chair to the right|4|-31.007434844970703
19|a small, green chair, facing right|4|-31.889371871948242
20|a small, green chair is facing to the right|4|-32.62360763549805
21|a small, green chair face to the right|4|-31.370304107666016
22|a small,|4|-31.4991455078125
23|a small, green chair that faces to the right|4|-32.298160552978516
24|a green chair facing to the right|4|-31.35383415222168
25|a small, green chair faces to the right|4|-31.684490203857422
26|a small, green chair in the room|4|-31.333721160888672
27|a small, green desk chair|4|-29.748788833618164
28|a small, green chair faced to the right|4|-31.244895935058594
29|a small, green chair facing to the left|4|-31.071556091308594
30|a small, green chair facing right|4|-28.65704917907715
31|a large, grey chair facing to the left|4|-31.395591735839844
32|a small, green chair - facing to the right|4|-31.960739135742188
33|a small green chair facing the right|4|-30.67616081237793
34|a green, small chair facing to the right|4|-31.629987716674805
35|a small, green desk facing to the right|4|-28.006927490234375
36|a small green chair, facing to the right|4|-31.894750595092773
37|a green chair facing the right|4|-30.20379638671875
38|a|4|-29.73194694519043
39|a small, green chair facing the right|4|-28.730554580688477
40|a small, green desk|4|-30.780038833618164
41|a small green chair|4|-31.65283203125
42|a small, green desk facing forwards|4|-30.95690155029297
43|a small, green chair  |4|-30.950355529785156
44|a large, green chair facing forwards|4|-29.36564064025879
45|a small, green chair facing to the right|4|-22.21999168395996
0|a large, green chair facing to the left|5|-32.81272506713867
1|a large, green chair  |5|-33.019256591796875
2|a large green chair is facing forwards|5|-33.01569366455078
3|a large,|5|-33.49983215332031
4|a large, green chair  facing forwards|5|-30.951478958129883
5|a  large, green chair facing forwards|5|-32.1609001159668
6|a green chair facing forwards|5|-32.42803955078125
7|a large green chair facing to the right|5|-32.45350646972656
8|a big green chair facing forward|5|-32.619956970214844
9|a large green desk facing forwards|5|-33.445587158203125
10|a green chair facing the front|5|-33.53181457519531
11|a large, green chair is facing forwards|5|-31.51034927368164
12|a large, green, chair facing forwards|5|-33.527645111083984
13|a large, green chair facing to the right|5|-32.74429702758789
14|a large chair facing forwards|5|-30.49567413330078
15|a large, green desk chair facing forwards|5|-31.555774688720703
16|a large green chair  facing forwards|5|-33.23239517211914
17|a large green chair|5|-32.944149017333984
18|a green desk chair facing forwards|5|-32.026458740234375
19|a large green chair, facing forwards|5|-33.13422775268555
20|a large|5|-33.49216842651367
21|a large, green chair facing forward|5|-33.6704216003418
22|a large, green chair, facing forwards|5|-30.815261840820312
23|a large green chair |5|-32.772274017333984
24|a large, green chair facing the front|5|-32.24424362182617
