|Sequence|Object|p_llm
0|a large, grey, desk, facing forwards|0|-31.43524932861328
1|"a large, grey desk facing forwards"""|0|-31.889469146728516
2|a grey desk facing forward|0|-30.708908081054688
3|a grey desk facing forwards |0|-29.88179588317871
4|a grey desk facing forwards in the room|0|-29.684432983398438
5|a large desk, grey in color|0|-32.11420440673828
6|a large desk|0|-28.665618896484375
7|a grey desk facing forwards in a room|0|-30.792102813720703
8|a grey desk  facing forwards|0|-30.88590431213379
9|a large, grey desk, facing forwards|0|-31.956676483154297
10|a grey desk faces forwards|0|-30.747236251831055
11|a large, grey desk in the room|0|-31.232603073120117
12|a large desk that is grey in colour and facing forwards|0|-32.836299896240234
13|a desk facing forwards|0|-29.8972225189209
14|a grey desk is facing forwards|0|-29.54135513305664
15|a large desk that is grey in color and facing forwards|0|-32.47728729248047
16|a large, grey desk  facing forwards|0|-29.558094024658203
17|a large grey facing forwards desk|0|-30.391408920288086
18|a grey desk, facing forwards|0|-31.35740852355957
19|a grey, large desk facing forwards|0|-29.09250259399414
20|a grey facing forwards desk|0|-30.880247116088867
21|a grey desk|0|-25.640459060668945
22|a big grey desk|0|-29.969017028808594
23|a grey desk facing forwards is in the room|0|-31.074079513549805
24|a large desk that is grey in colour and is facing forwards|0|-32.93858337402344
25|a large grey desk|0|-24.23267364501953
26|a grey large desk facing forwards|0|-30.264307022094727
27|a grey desk is in the room|0|-30.61940574645996
28|a large desk facing forwards|0|-27.33896827697754
29|a large desk, grey in color, facing forwards|0|-30.656225204467773
30|a large gray desk facing forwards|0|-30.629425048828125
31|a grey desk in the room|0|-29.9819393157959
32|a large, grey desk facing forwards in the room|0|-32.470916748046875
33|a large, grey desk facing forwards |0|-30.545719146728516
34|a large|0|-30.905229568481445
35|a|0|-28.97825050354004
36|a large, grey desk faces forwards|0|-30.962385177612305
37|a large, grey desk facing forwards|0|-27.647281646728516
38|a large desk that is grey in color and is facing forwards|0|-32.71296310424805
39|a large, grey desk is facing forwards|0|-30.39795684814453
40|a large desk, grey in colour, facing forwards|0|-30.683616638183594
41|a grey desk facing forwards|0|-25.76460838317871
42|a large, grey desk  (1)|0|-31.383413314819336
43|a grey desk |0|-28.413898468017578
0|a large desk that is blue in colour and facing forwards|1|-33.346099853515625
1|a large, blue desk|1|-25.33342170715332
2|a small, green desk facing to the left|1|-33.27359390258789
3|a large desk|1|-30.17464256286621
4|a large desk that is blue in color and facing forwards|1|-32.97439956665039
5|a large blue desk, facing forwards|1|-32.230918884277344
6|a large, blue desk in the room|1|-31.933862686157227
7|a blue desk|1|-27.481595993041992
8|"a large, blue desk  | facing forwards"|1|-32.7142448425293
9|a large, blue desk, facing forwards|1|-32.734649658203125
10|a  large, blue desk|1|-31.902984619140625
11|a blue desk facing forwards|1|-27.144460678100586
12|a large blue desk facing forwards|1|-32.12085723876953
13|a large desk, blue in colour, facing forwards|1|-32.14163589477539
14|a large, blue desk is in the room|1|-31.70008659362793
15|a large desk, blue in color, facing forwards|1|-32.000450134277344
16|a large, blue desk  #2|1|-32.502315521240234
17|a large, blue desk |1|-27.61467170715332
18|a large, blue desk that is facing forwards|1|-32.58515548706055
19|"a large, blue desk  |   facing forwards"|1|-32.96138381958008
20|a blue table|1|-31.790523529052734
21|a large desk that is blue and facing forwards|1|-32.55167770385742
22|a large, blue desk  |1|-30.95060920715332
23|a large, blue desk facing forwards|1|-24.349254608154297
24|"a large, blue desk"""|1|-30.94279670715332
25|a large, blue desk faces forwards|1|-31.350936889648438
26|a large desk facing forwards|1|-30.15338897705078
27|a large desk facing forwards, colored blue|1|-32.05860137939453
28|a large, blue desk face forwards|1|-31.911161422729492
29|a blue desk is facing forwards|1|-31.856821060180664
30|a desk|1|-31.41997718811035
31|a large, blue desk is facing forwards|1|-31.201026916503906
32|a blue desk is in the room|1|-32.395835876464844
33|a|1|-30.509366989135742
34|a large desk that is blue in color and is facing forwards|1|-34.13490295410156
35|a large, blue desk (2)|1|-32.4755744934082
36|a large, blue desk  facing forwards|1|-30.23204231262207
37|"a large, blue desk  |  facing forwards"|1|-32.9714241027832
38|a blue desk, facing forwards|1|-30.669179916381836
39|a large desk, blue, facing forwards|1|-32.215763092041016
40|a large, blue desk  (2)|1|-31.178489685058594
41|a large desk with a blue color|1|-32.90332794189453
42|a blue desk |1|-30.294095993041992
0|"a large, red desk"""|2|-30.520959854125977
1|a small, green desk facing to the left|2|-31.640045166015625
2|a large desk|2|-29.243358612060547
3|a desk facing backwards|2|-29.94804573059082
