|Sequence|Object|p_llm
0|a large blue facing left chair|0|-31.2553653717041
1|a blue chair facing left|0|-31.130096435546875
2|a large, blue chair, facing to the left|0|-38.168426513671875
3|a large blue chair |0|-30.27722930908203
4|a large blue chair 1|0|-30.808490753173828
5|a blue chair is facing to the left|0|-31.499279022216797
6|a large blue chair facing to the left|0|-26.624765396118164
7|a big blue chair facing left|0|-30.970216751098633
8|a blue chair facing the left|0|-29.535980224609375
9|a large chair facing to the left|0|-30.570262908935547
10|a large blue chair is facing left|0|-30.854372024536133
11|a large, blue chair facing left|0|-28.037015914916992
12|a large blue chair|0|-30.38660430908203
13|a blue chair is facing left|0|-31.133621215820312
14|a large chair|0|-30.833742141723633
15|a blue chair facing left |0|-30.604049682617188
16|a large, blue chair facing to the left|0|-27.935943603515625
17|a large, blue chair is facing to the left|0|-31.118247985839844
18|a blue chair facing left in the room|0|-31.329696655273438
19|a large chair facing left|0|-30.549455642700195
20|a blue chair |0|-31.076519012451172
21|a large blue chair, facing to the left|0|-30.71268081665039
22|a large, blue chair facing the left|0|-28.6051082611084
23|a large blue chair facing the left|0|-30.494239807128906
24|a large blue chair is facing to the left|0|-30.90561866760254
25|a blue chair, facing to the left|0|-31.076507568359375
26|a chair facing left|0|-31.239564895629883
27|a large|0|-31.074237823486328
28|a blue chair, facing left|0|-30.15343475341797
29|a large, blue chair |0|-28.907472610473633
30|a large blue chair facing to the left |0|-30.59351348876953
31|a large, blue chair|0|-29.641847610473633
32|a|0|-30.412639617919922
33|a chair facing to the left|0|-31.29463768005371
34|a blue chair facing to the left|0|-27.98737144470215
35|a large blue chair, facing left|0|-30.453914642333984
36|a large blue chair to the left|0|-30.623992919921875
37|a large, blue chair  facing to the left|0|-31.502290725708008
38|a large, blue chair, facing left|0|-30.352420806884766
39|a blue chair|0|-31.271831512451172
0|a backwards-facing blue chair|1|-9.397207260131836
1|a blue chair facing backwards|1|-5.642885208129883
2|a large, blue chair facing backwards  (2)|1|-9.550148010253906
3|"a large, blue chair facing backwards <|user|>"|1|-10.514684677124023
4|a large blue chair facing backward|1|-9.265645980834961
5|a small grey chair facing forwards|1|-9.017327308654785
6|a large, blue chair facing to the right|1|-9.762097358703613
7|a large, blue chair facing backwards  |1|-8.8780517578125
8|a chair facing backwards|1|-8.18789005279541
9|a large, blue chair, facing backwards|1|-8.281853675842285
10|a large, blue fan|1|-9.160401344299316
11|a large, blue chair facing backwards 2|1|-9.371306419372559
12|a large, blue chair facing to the left|1|-9.278792381286621
13|a large, blue chair facing backwards,|1|-9.7921142578125
14|a large, blue fan facing backwards|1|-7.328916072845459
15|a small, grey fan facing forwards|1|-9.119476318359375
16|a large, blue chair facing backwards |1|-5.3546142578125
17|a large, blue chair facing backwards to distinguish from other objects|1|-11.760817527770996
18|a large, blue chair facing backwards|1|-2.151489019393921
19|a large, blue chair facing backwards'|1|-9.1514892578125
20|a large, blue chair is facing backwards|1|-8.863691329956055
21|a chair|1|-9.644064903259277
22|a large, blue chair facing backwards in the room|1|-7.49147891998291
23|a backwards blue chair|1|-9.758203506469727
24|a large, blue chair facing backwards is object 2 in the room|1|-11.091983795166016
25|a large, blue chair facing backwards is in the room|1|-9.138627052307129
26|a  large, blue chair facing backwards|1|-9.582846641540527
27|"a large, blue chair facing backwards"""|1|-6.9639892578125
28|"a large, blue chair facing backwards <|im_sep|>"|1|-10.628364562988281
29|a large, blue chair facing backwards in a room|1|-9.887700080871582
30|a small, grey chair facing forwards|1|-8.126847267150879
31|a large, blue chair  facing backwards|1|-8.961700439453125
32|a large|1|-9.885477066040039
33|a large, blue chair |1|-8.430215835571289
34|a large, blue chair facing backwards;|1|-8.9796142578125
35|a large, blue chair facing forwards|1|-9.651382446289062
36|a|1|-8.544262886047363
37|a large, blue chair|1|-9.164590835571289
38|a large, blue chair facing backwards is object 2|1|-9.628087043762207
39|a large blue chair facing backwards|1|-4.38639497756958
40|a large, blue chair that is facing backwards|1|-9.501842498779297
0|a large, green chair facing the left|2|-32.56831359863281
1|a large, green chair to the left|2|-32.12372589111328
2|a small grey chair|2|-31.103673934936523
3|a large green chair facing left|2|-27.186708450317383
4|a large green chair facing the left|2|-29.654157638549805
5|a large blue chair facing to the left|2|-32.030799865722656
6|a large, green chair|2|-32.21525955200195
7|a large green chair, facing to the left|2|-32.28076171875
8|a large, green chair  (3)|2|-32.49715805053711
9|a large, green chair |2|-31.090261459350586
10|a green chair|2|-25.323266983032227
11|"a large, green chair"""|2|-31.332447052001953
12|a large green chair is facing to the left|2|-32.25432205200195
13|a large chair facing to the left|2|-30.891071319580078
14|a large chair, green in color, facing to the left|2|-33.08411407470703
15|a large chair|2|-31.244062423706055
16|a large, blue chair facing to the left|2|-30.440412521362305
17|a large, green fan facing to the left|2|-31.33235740661621
18|a small, grey fan facing forwards|2|-32.150230407714844
19|a chair, green, large, facing left|2|-32.72064208984375
20|a big green chair facing left|2|-32.04012680053711
21|a chair, green, facing left|2|-32.11404037475586
22|a large chair facing left|2|-31.902074813842773
23|a large green chair facing to the left|2|-26.578622817993164
24|a large, green chair facing to the left|2|-29.86223602294922
25|a large,|2|-32.137306213378906
26|a chair that is green and large, facing to the left|2|-33.6339225769043
27|a small, grey chair facing forwards|2|-31.384178161621094
28|a large, green chair  facing to the left|2|-30.84620475769043
29|a large, green chair that is facing to the left|2|-32.316402435302734
30|a large green chair, facing left|2|-32.494598388671875
31|a large chair that is green in color and facing to the left|2|-33.39802169799805
32|a large, green chair face|2|-32.04338455200195
33|a large green chair |2|-31.62710952758789
34|a large chair, green, facing left|2|-32.50202178955078
35|a large green chair|2|-28.50992202758789
36|a large chair that is green and facing left|2|-33.36453628540039
37|a large, green chair (3)|2|-32.47630310058594
38|a large, green chair, facing to the left|2|-30.26460075378418
39|a large, green chair, facing left|2|-31.93454360961914
40|a|2|-31.169782638549805
41|a large chair that is green and facing to the left|2|-32.33537292480469
42|a chair facing to the left|2|-29.988216400146484
43|a  large, green chair facing to the left|2|-32.819496154785156
44|a large, green chair facing to the right|2|-32.550621032714844
45|a large, green chair is facing to the left|2|-31.147621154785156
46|a large, green chair in the room|2|-32.63764572143555
0|a grey chair |3|-31.613037109375
1|a small grey chair|3|-31.23689079284668
