|Sequence|Object|p_llm
0|a large, grey chair |0|-6.974761009216309
1|a grey chair |0|-8.746800422668457
2|a large, grey, backwards chair|0|-9.76828384399414
3|a large, grey chair facing backwards|0|-7.003012180328369
4|a grey chair that is facing backwards|0|-9.886544227600098
5|a backwards grey chair|0|-7.428481578826904
6|a large, grey chair, facing backwards|0|-7.483480930328369
7|a grey chair|0|-9.457737922668457
8|a large grey chair|0|-8.677807807922363
9|a large, grey chair that is facing backwards|0|-8.757830619812012
10|a large grey chair facing the opposite direction of the other chairs|0|-13.300904273986816
11|a large grey chair |0|-8.052807807922363
12|a large grey chair 1|0|-9.318475723266602
13|a large, grey chair  facing backwards|0|-9.577751159667969
14|a large, grey chair, backwards|0|-10.4122896194458
15|a large grey facing backwards chair|0|-8.747859001159668
16|a large, grey chair (1)|0|-10.279529571533203
17|a grey chair facing back|0|-9.393173217773438
18|a grey chair is facing backwards|0|-9.236124038696289
19|a large grey chair facing backward|0|-7.4820332527160645
20|a grey, large chair, facing backwards|0|-9.890131950378418
21|a large grey chair, facing backwards|0|-8.484471321105957
22|a large, grey chair facing backward|0|-8.340997695922852
23|a large grey chair facing forwards|0|-8.74543571472168
24|a large grey chair that is facing backwards|0|-9.67371654510498
25|a large, grey chair  (1)|0|-11.156736373901367
26|a large,|0|-9.675722122192383
27|a chair, grey, large, facing backwards|0|-10.438282012939453
28|a backwards-facing grey chair|0|-7.1971540451049805
29|a large grey chair is facing backwards|0|-9.300309181213379
30|a grey chair, large, facing backwards|0|-10.529966354370117
31|a grey, large chair facing backwards|0|-8.093581199645996
32|a large, grey chair 1|0|-10.097286224365234
33|a large, grey chair facing forwards|0|-7.715997695922852
34|a backwards-facing large grey chair|0|-9.294432640075684
35|a grey chair facing backwards|0|-8.516721725463867
36|a large, grey, backwards-facing chair|0|-8.966165542602539
37|a large|0|-9.428531646728516
38|a large, grey chair is facing backwards|0|-9.747774124145508
39|a grey chair backwards|0|-8.731175422668457
40|a grey chair, facing backwards|0|-10.350114822387695
41|a large, grey chair|0|-7.927886009216309
42|a|0|-7.752839088439941
43|a large, grey chair facing|0|-9.528497695922852
44|a large grey chair  facing backwards|0|-9.457409858703613
45|a large grey chair facing away|0|-8.97199821472168
46|a large, grey chair facing |0|-10.044123649597168
47|a large gray chair facing backwards|0|-8.5806303024292
0|a large, grey chair |1|-7.006994247436523
1|a large gray chair facing forwards|1|-10.220160484313965
2|a chair facing forwards|1|-7.419580936431885
3|a large, grey chair facing backwards|1|-9.210869789123535
