|Sequence|Object|p_llm
0|a small, green desk|0|-8.04529094696045
1|a small green desk in the room|0|-9.915046691894531
2|a small, green desk facing to the right|0|-9.895011901855469
3|a green desk, facing forwards|0|-8.585700988769531
4|a small green desk facing forwards is in the room|0|-9.919836044311523
5|a small, green desk facing forwards|0|-6.7327494621276855
6|a small green desk facing forwards 1|0|-9.987406730651855
7|a desk facing forwards|0|-9.625035285949707
8|a small green desk facing the front|0|-10.083420753479004
9|a small, green desk 1|0|-10.196357727050781
10|a small green desk  facing forwards|0|-9.084311485290527
11|a small green desk |0|-8.670093536376953
12|a small, green desk is facing forwards|0|-9.416770935058594
13|a small green desk facing forwards |0|-7.272011756896973
14|a small green desk, facing forwards|0|-10.343743324279785
15|a little green desk facing forward|0|-9.780755996704102
16|a small, green desk - facing forwards|0|-10.131403923034668
17|a small, green desk  (1)|0|-10.202911376953125
18|a small green desk facing forward|0|-8.416691780090332
19|a small green desk|0|-9.435718536376953
20|a small, green, desk facing forwards|0|-9.430996894836426
21|a small, green desk that is facing forwards|0|-9.925293922424316
22|a small green desk facing forwards|0|-3.8032617568969727
23|a small, green, desk, facing forwards|0|-10.4263916015625
24|a small, green desk  facing forwards|0|-7.688858509063721
25|a small green desk facing to the right|0|-10.356576919555664
26|a small green desk facing forwards in the room|0|-10.611039161682129
27|a green, small desk facing forwards|0|-8.159454345703125
28|a small, green desk (1)|0|-10.257516860961914
29|a small, green desk in the room|0|-9.113842964172363
30|a desk|0|-9.394233703613281
31|a small, green, facing forwards desk|0|-10.246583938598633
32|a small, green desk |0|-6.842165946960449
33|a|0|-8.665083885192871
34|a small, green desk  |0|-9.764041900634766
35|"a small green desk facing forwards"""|0|-9.381386756896973
36|a small,|0|-9.955533981323242
37|a green desk in the room|0|-10.073246002197266
38|a small|0|-9.536290168762207
39|a small, green desk, facing forwards|0|-7.386646270751953
40|a small green desk is facing forwards|0|-9.791847229003906
41|a small green desk facing forwards in a room|0|-8.65740966796875
0|a green desk facing right|1|-8.265849113464355
1|a small green desk, facing to the right|1|-10.066622734069824
2|a small, green desk facing the right|1|-7.3453826904296875
3|a small, green desk  (2)|1|-10.456719398498535
4|a small, green desk|1|-4.502737998962402
5|a small, green desk (2)|1|-10.007192611694336
6|a desk facing to the right|1|-6.753542423248291
7|a small, green desk faced to the right|1|-9.65573787689209
8|a small, green desk, facing to the right|1|-8.07181453704834
9|a small, green desk, facing right|1|-10.580018043518066
10|a small green desk facing right|1|-7.215271949768066
11|a small, green desk that is facing to the right|1|-10.515009880065918
12|a green desk facing to the right|1|-6.940986156463623
13|a small green desk to the right|1|-9.648717880249023
14|a small, green desk turned to the right|1|-9.2550687789917
15|a small green desk |1|-10.227161407470703
16|a small, green desk faces to the right|1|-10.243393898010254
17|a small, green desk facing right|1|-8.989744186401367
18|a small, green desk turning to the right|1|-9.828131675720215
19|a large, green desk facing to the right|1|-8.080897331237793
20|a small green desk turned to the right|1|-10.029406547546387
21|a desk facing right|1|-9.03217887878418
22|a small, green desk to the right|1|-7.004265308380127
23|a  small, green desk facing to the right|1|-10.084959030151367
24|a small green desk facing the right|1|-7.960010528564453
25|a small table|1|-9.989408493041992
26|a small desk facing to the right|1|-8.01302433013916
27|a small green desk facing to the right|1|-9.407398223876953
28|a desk facing the right|1|-9.896890640258789
29|a small, green desk facing to the  right|1|-10.74509048461914
30|a small, green table facing to the right|1|-10.107752799987793
31|a large, grey desk facing to the left|1|-10.23904037475586
32|a small, green desk |1|-7.276175498962402
33|a small, green desk  facing to the right|1|-7.969747066497803
34|a small desk facing right|1|-8.413561820983887
35|a|1|-8.47574234008789
36|a green desk facing the right|1|-9.709351539611816
37|a small desk|1|-9.986363410949707
38|a small, green desk  |1|-10.119925498962402
39|a small|1|-10.177034378051758
40|a small, green desk turning right|1|-9.989776611328125
41|a small, green desk is facing to the right|1|-9.848675727844238
0|a green desk facing forward|2|-31.130128860473633
1|a large, green table|2|-31.43646240234375
2|a small, green desk|2|-30.832210540771484
3|a large green desk is facing forwards|2|-30.943660736083984
4|a large desk|2|-28.289518356323242
5|a large green desk facing to the front|2|-31.713104248046875
6|a green desk, facing forwards|2|-30.627887725830078
7|a small, green desk facing forwards|2|-30.076845169067383
8|a large, green desk |2|-30.518604278564453
9|a large desk, facing forwards|2|-31.419456481933594
10|a large, green desk that is facing forwards|2|-31.716638565063477
11|a large, green desk facing the front|2|-32.058895111083984
12|a large, green desk in the room|2|-31.53230857849121
13|a large desk, facing forwards, green|2|-31.564556121826172
14|a large, green desk facing to the left|2|-32.80632400512695
15|a green desk facing forwards|2|-30.304519653320312
16|a large, green desk  |2|-30.784229278564453
17|a large, green desk|2|-31.206104278564453
18|a large desk, green in color, facing forwards|2|-31.812360763549805
19|a large green desk  facing forwards|2|-31.050474166870117
20|a large, green desk facing to the right|2|-32.546661376953125
21|a green table|2|-30.39552116394043
22|a large, green desk facing forwards|2|-29.509998321533203
23|a large green desk |2|-30.16192626953125
24|a large, green desk (3)|2|-32.335445404052734
25|a large desk, green, facing forwards|2|-31.043025970458984
26|a large green desk facing the front|2|-30.75408935546875
27|a green chair facing forwards|2|-31.26409149169922
28|a large desk that is green and facing forwards|2|-32.2056999206543
29|a large, green desk, facing forwards|2|-31.774126052856445
30|a green, large desk facing forwards|2|-30.55291748046875
31|a large green desk facing to the right|2|-31.275604248046875
32|a large green desk facing to the left|2|-32.33698272705078
33|a small green desk facing forwards|2|-30.20753288269043
34|a large table|2|-31.211002349853516
35|a large desk facing forwards|2|-27.215675354003906
36|a large, green desk faces forwards|2|-31.07830238342285
37|a  large, green desk facing forwards|2|-30.582244873046875
38|a large, green desk is facing forwards|2|-30.409774780273438
39|a large green desk facing forwards|2|-29.33992576599121
40|a|2|-29.131820678710938
41|a large green desk facing forward|2|-28.87037467956543
42|a large desk is facing forwards|2|-31.766277313232422
43|a big green desk facing forward|2|-31.46177101135254
44|a large green desk|2|-30.22442626953125
45|a large green desk, facing forwards|2|-30.188047409057617
46|a large, green desk face forwards|2|-31.2647705078125
0|a large, grey desk, facing to the left|3|-30.088693618774414
1|a large, grey chair facing to the left|3|-30.578018188476562
2|a large, grey desk face to the left|3|-31.34656524658203
3|a small, green desk facing forwards|3|-31.077808380126953
4|a large desk facing left|3|-31.27562141418457
5|a large grey chair|3|-31.699737548828125
6|a large, grey desk|3|-25.628469467163086
7|a grey desk facing the left|3|-30.891672134399414
8|a grey desk facing to the left of the room|3|-32.321311950683594
9|a grey desk facing to the left|3|-28.34093475341797
10|a grey chair facing to the left|3|-31.70619010925293
11|a large, grey desk facing left|3|-29.884809494018555
12|a large, grey desk  |3|-31.065969467163086
13|a large grey desk |3|-31.404287338256836
14|a large, grey desk facing the left|3|-32.38006591796875
15|a large, green desk facing forwards|3|-30.329025268554688
16|a large, grey desk |3|-28.190969467163086
17|a grey desk|3|-31.143342971801758
18|a large, gray desk|3|-31.65294647216797
19|a big grey desk|3|-31.666446685791016
20|a large, grey desk to the left|3|-32.44178771972656
21|a grey desk, facing to the left|3|-31.997875213623047
22|a large, grey desk faced to the left|3|-31.849609375
23|a large grey desk|3|-28.755849838256836
24|a desk|3|-29.855091094970703
25|a large grey desk facing the left|3|-31.35576820373535
26|a  large, grey desk facing to the left|3|-31.723552703857422
27|a large, grey desk facing to the left|3|-26.02219581604004
28|a large grey desk facing left|3|-29.541576385498047
29|a large, grey desk  facing to the left|3|-31.042707443237305
30|a grey desk facing left|3|-31.210630416870117
31|a|3|-30.7154541015625
32|a large, grey desk is facing to the left|3|-30.935550689697266
33|a large, grey desk faces to the left|3|-31.194135665893555
34|a large desk facing to the left|3|-31.368471145629883
35|a large grey desk facing to the left|3|-29.560474395751953
36|a grey desk |3|-31.041780471801758
37|a large green desk facing forwards|3|-31.34182357788086
38|a desk facing to the left|3|-30.088653564453125
0|a green desk chair facing right|4|-32.0212287902832
1|a small, green desk|4|-27.64894676208496
2|a small, green, right-facing chair|4|-33.5521125793457
3|a small green chair  facing to the right|4|-32.620731353759766
4|a large, green chair|4|-32.874446868896484
5|a large, grey chair facing to the left|4|-32.02488327026367
6|a small green chair |4|-31.59814453125
7|a green chair|4|-32.75514602661133
8|a green chair facing the right|4|-31.04072380065918
9|a small green chair is facing to the right|4|-32.56820297241211
10|a green desk|4|-32.96408462524414
11|a green desk facing to the right|4|-32.05308532714844
12|a small green chair facing the right|4|-29.93309783935547
13|a grey chair facing to the left|4|-32.80291748046875
14|a small green chair facing to the right|4|-30.16211700439453
15|a chair facing to the right|4|-32.65343475341797
16|a small, green, chair facing to the right|4|-32.72648239135742
17|a green chair is facing to the right|4|-32.84832000732422
18|a small green chair, facing to the right|4|-32.34358215332031
19|a green chair to the right|4|-31.505617141723633
20|a chair facing the right|4|-32.386531829833984
