|Sequence|Object|p_llm
0|a large red sofa|0|-3.415543794631958
1|a large, red sofa, facing to the right|0|-8.4176025390625
2|a large,|0|-9.822020530700684
3|a large, red, sofa, facing, right|0|-11.775139808654785
4|a large, red sofa that is facing to the right|0|-12.409772872924805
5|a large, red sofa faces right|0|-10.654439926147461
6|a large, red sofa 1|0|-10.32369613647461
7|a large red facing right sofa|0|-9.819833755493164
8|a large, red sofa|0|-12.460220336914062
9|a large, red sofa  (1)|0|-9.884132385253906
10|a large, red sofa facing the right|0|-11.511720657348633
11|a large, red, sofa, facing, to the right|0|-12.794833183288574
12|a  large, red sofa facing to the right|0|-10.536341667175293
13|a large, red sofa in the room|0|-10.099272727966309
14|a sofa|0|-8.680051803588867
15|a red sofa facing the right|0|-10.333213806152344
16|a large, red sofa  #1|0|-10.553744316101074
17|a large, red sofa to the right|0|-9.467413902282715
18|a large, red sofa is in the room|0|-10.15062141418457
19|a large, red, facing-right sofa|0|-11.033331871032715
20|a red sofa is facing to the right|0|-11.856622695922852
21|a large, red sofa, facing right|0|-10.861656188964844
22|a large sofa|0|-6.072768211364746
23|a big red sofa|0|-9.055047988891602
24|a large|0|-9.987029075622559
25|a large, red sofa facing to the right|0|-12.65843391418457
26|a red sofa facing to the right|0|-10.533026695251465
27|a large, red sofa  facing to the right|0|-8.597427368164062
28|a large, red sofa is facing to the right|0|-8.390630722045898
29|a red sofa|0|-9.262406349182129
30|a red sofa, facing to the right|0|-9.813323974609375
31|a large, red sofa is facing right|0|-11.0557222366333
32|a large, red sofa faces to the right|0|-10.363853454589844
33|a red sofa |0|-9.262406349182129
34|a red couch|0|-9.680188179016113
35|a red sofa to the right|0|-10.262393951416016
36|a|0|-7.945676803588867
37|a large, red sofa is facing to the right in the room|0|-12.550586700439453
38|a large, red sofa (1)|0|-10.249923706054688
39|a, red sofa|0|-10.398039817810059
40|a large, red sofa  |0|-10.130724906921387
0|a small, red sofa faces to the right|1|-32.68403244018555
1|a small, red couch|1|-31.204147338867188
2|a small, red sofa is facing to the right|1|-31.459915161132812
3|a large, red sofa|1|-31.121383666992188
4|a small, red sofa that is facing to the right|1|-35.024688720703125
5|a small|1|-30.948009490966797
6|a small Red sofa|1|-31.51364517211914
7|a red sofa facing right|1|-30.973840713500977
8|a small, red sofa 2|1|-30.448755264282227
9|a small, red sofa, facing right|1|-31.677635192871094
10|a small, red sofa (2)|1|-30.922256469726562
11|a small, red  sofa|1|-31.326335906982422
12|a small, red sofa  (2)|1|-30.176734924316406
13|a small, red sofa|1|-33.77098083496094
14|a large, red sofa facing to the right|1|-30.665855407714844
15|a red sofa facing to the right|1|-29.229217529296875
16|a small red sofa|1|-24.80915069580078
17|a  small, red sofa facing to the right|1|-31.21660614013672
18|a small, red sofa that faces to the right|1|-31.943803787231445
