|Sequence|Object|p_llm
0|a large blue facing left chair|0|-31.215721130371094
1|a blue chair facing left|0|-31.1053466796875
2|a large, blue chair, facing to the left|0|-29.164369583129883
3|a large blue chair |0|-30.22115707397461
4|a blue chair is facing to the left|0|-31.41986083984375
5|a large, blue chair 1|0|-30.24636459350586
6|a large blue chair facing to the left|0|-30.324207305908203
7|a big blue chair facing left|0|-30.223840713500977
8|a blue chair facing the left|0|-29.501995086669922
9|a large chair facing to the left|0|-30.478837966918945
10|a blue chair is facing left|0|-31.078336715698242
11|a large blue chair is facing left|0|-31.195343017578125
12|a large blue chair|0|-30.36178207397461
13|a chair, blue, large, facing left|0|-31.028568267822266
14|a large, blue chair facing left|0|-31.304418563842773
15|a large chair|0|-30.807693481445312
16|a blue chair facing left |0|-30.56723403930664
17|a large, blue chair facing to the left|0|-27.86719512939453
18|a large blue chair facing left|0|-29.696964263916016
19|a large, blue chair is facing to the left|0|-31.04270362854004
20|a blue chair facing left in the room|0|-31.3438720703125
21|a large chair facing left|0|-30.527080535888672
22|a blue chair |0|-31.020116806030273
23|a large blue chair, facing to the left|0|-31.04120445251465
24|a large, blue chair facing the left|0|-32.6260986328125
25|a large blue chair facing the left|0|-30.529409408569336
26|a large blue chair is facing to the left|0|-31.20009422302246
27|a blue chair, facing to the left|0|-31.52347183227539
28|a chair facing left|0|-31.206457138061523
29|a blue chair to the left|0|-30.642385482788086
30|a large|0|-31.02484130859375
31|a blue chair, facing left|0|-30.11705780029297
32|a large, blue chair |0|-28.74903106689453
33|a large, blue chair that is facing to the left|0|-31.548755645751953
34|a large, blue chair|0|-29.57715606689453
35|a|0|-30.382976531982422
36|a chair facing to the left|0|-31.211204528808594
37|a blue chair facing to the left|0|-30.83771514892578
38|a large blue chair, facing left|0|-30.012283325195312
39|a large, blue chair  facing to the left|0|-30.36324691772461
40|a large blue chair to the left|0|-30.638113021850586
41|a large, blue chair, facing left|0|-30.28816032409668
42|a blue chair|0|-31.207616806030273
0|a large, blue chair with its back to us|1|-32.99031066894531
1|a backwards-facing blue chair|1|-31.87246322631836
2|a blue chair facing backwards|1|-27.636362075805664
3|a large, blue chair facing the wall|1|-32.51879119873047
4|a large, blue chair facing the room|1|-33.091209411621094
5|a blue chair, facing backwards|1|-32.393638610839844
6|a small grey fan facing forwards|1|-32.04924392700195
7|a large blue chair facing to the left|1|-32.594398498535156
8|a large blue chair facing backward|1|-30.502729415893555
9|a large, blue chair facing the opposite direction of the other chairs|1|-34.15138244628906
10|a small grey chair facing forwards|1|-32.41560363769531
11|a large, blue chair facing to the right|1|-32.79243469238281
12|a large, blue chair facing|1|-32.52714538574219
13|a blue fan facing backwards|1|-31.91870880126953
14|a blue chair is facing backwards|1|-31.974040985107422
15|a large, blue fan|1|-31.132383346557617
16|a chair facing backwards|1|-32.126914978027344
17|a large blue chair, facing backwards|1|-32.03177261352539
18|a large blue chair facing the back|1|-32.490013122558594
19|a large, blue chair, facing backwards|1|-32.811309814453125
20|a large, blue chair facing backward|1|-30.277143478393555
21|a large, blue chair facing downwards|1|-32.12870788574219
22|a large, blue chair facing to the left|1|-31.290157318115234
23|a large, blue, backwards-facing chair|1|-32.61119079589844
24|a large, blue fan facing backwards|1|-29.29513931274414
25|a small, grey fan facing forwards|1|-31.05635643005371
26|a large, blue chair facing backwards|1|-30.259387969970703
27|a large, blue chair is facing backwards|1|-30.73176383972168
28|a chair|1|-31.592493057250977
29|a backwards blue chair|1|-30.927705764770508
30|a large,|1|-32.13584899902344
31|a  large, blue chair facing backwards|1|-31.55743408203125
32|a large, blue chair facing away|1|-32.39433288574219
33|a chair that is facing backwards|1|-32.40167999267578
34|a small, grey chair facing forwards|1|-30.090484619140625
35|a large, blue chair facing the back of the room|1|-33.18547439575195
36|a large, blue chair  facing backwards|1|-30.87471580505371
37|a large, blue chair facing the opposite direction of the others|1|-34.266929626464844
38|a large|1|-31.843584060668945
39|a large blue chair that is facing backwards|1|-32.97719955444336
