|Sequence|Object|p_llm
0|a small red chair to the right|0|-31.30540657043457
1|a red chair |0|-30.81084632873535
2|a small red chair 1|0|-30.95522689819336
3|a red chair is facing to the right|0|-31.28713035583496
4|a small, red sofa|0|-31.141246795654297
5|a small red chair facing to the left|0|-32.67007064819336
6|a red chair facing to the left|0|-31.235319137573242
7|a small red chair|0|-30.279062271118164
8|a small chair|0|-29.859582901000977
9|a small red chair |0|-29.935312271118164
10|a red chair, facing right|0|-30.29088020324707
11|"a small red chair facing right"""|0|-30.85094451904297
12|a small chair facing the right|0|-30.852413177490234
13|a small red chair facing right |0|-29.85107421875
14|a chair facing right|0|-30.458232879638672
15|a red chair facing the right|0|-28.705078125
16|a chair facing to the right|0|-29.801467895507812
17|a small red chair facing the right|0|-28.190519332885742
18|a small red chair facing right|0|-26.516382217407227
19|a red chair|0|-31.02178382873535
20|a little red chair facing right|0|-31.183582305908203
21|a chair|0|-30.171932220458984
22|a small, red, chair, facing, right|0|-32.68147277832031
23|a red chair, facing to the right|0|-30.594520568847656
24|a small red chair facing left|0|-30.64345932006836
25|a red chair facing to the right|0|-27.270349502563477
26|a small, red chair|0|-22.85999870300293
27|a red chair facing to the right |0|-30.582849502563477
28|a small red chair, facing right|0|-30.884944915771484
29|a small, red, facing-right chair|0|-30.937053680419922
30|a small red chair  facing to the right|0|-32.004398345947266
31|a small chair, red, facing right|0|-32.073455810546875
32|a small chair facing to the right|0|-29.430355072021484
33|a red chair on the left|0|-31.38677215576172
34|a red chair is facing right|0|-31.286373138427734
35|a red chair facing right,|0|-31.381160736083984
36|"a red chair facing right"""|0|-31.381160736083984
37|a red chair to the right|0|-30.07372283935547
38|a|0|-30.14378547668457
39|a small chair that is red and facing to the right|0|-31.834516525268555
40|a chair, red, small, facing right|0|-31.732318878173828
41|a small red chair, facing to the right|0|-30.384750366210938
42|a small red chair is facing to the right|0|-31.29507827758789
43|a small,|0|-30.76406478881836
44|a small|0|-31.10674476623535
45|a red chair facing left|0|-30.951581954956055
46|a small red chair facing to the right|0|-29.43967056274414
0|a small, red chair facing the left|1|-7.136041641235352
1|a small, red chair - facing to the left|1|-10.612585067749023
2|a blue chair facing backwards|1|-10.225629806518555
3|a small red chair is facing to the left|1|-10.476442337036133
4|a small red chair facing to the left|1|-10.212113380432129
5|a red chair facing to the left|1|-6.979221820831299
6|a small, red chair 2|1|-10.30296516418457
7|a small red chair|1|-10.331220626831055
8|a small, red chair with its back to the right|1|-12.02530288696289
9|a small, red chair facing to the right|1|-6.713708877563477
10|a small red chair |1|-9.932783126831055
11|a small red chair facing the left|1|-7.386974334716797
12|a small, red chair is facing to the left|1|-9.060418128967285
13|a  small, red chair facing to the left|1|-10.208466529846191
14|a small, red chair  (2)|1|-10.235942840576172
15|a small, red chair to the left|1|-9.878448486328125
16|a small, red chair  |1|-10.171795845031738
17|a small, red chair facing  to the left|1|-10.693039894104004
18|a small, red chair, facing to the left|1|-7.080118656158447
19|a small, red chair that is facing to the left|1|-9.589715957641602
20|a small, red, left-facing chair|1|-10.516802787780762
21|a small red chair facing right|1|-10.554022789001465
22|a small red chair, facing to the left|1|-9.965372085571289
23|a small, red chair |1|-6.913983345031738
24|a small, red chair facing to the  left|1|-10.561705589294434
25|a small, red chair facing left|1|-6.819012641906738
26|a chair, red, small, facing left|1|-10.844120979309082
27|a small chair facing left|1|-9.126995086669922
28|a small, red chair|1|-4.249920845031738
29|a small red chair  facing to the left|1|-10.489401817321777
30|a small, red chair, facing left|1|-9.405319213867188
31|a small, red chair (2)|1|-10.029064178466797
32|a chair facing the left|1|-10.399408340454102
33|a red chair facing the left|1|-8.650960922241211
34|a small red chair, facing left|1|-10.082834243774414
35|a small, red chair  facing to the left|1|-7.914421558380127
36|a|1|-8.618755340576172
37|a chair facing to the left|1|-8.215622901916504
38|a small, red chair facing the right|1|-9.370416641235352
39|a small, red chair facing|1|-10.451825141906738
40|a small,|1|-9.638784408569336
41|a small|1|-9.820322036743164
42|a small, red chair 2 facing to the left|1|-10.910857200622559
43|a small chair facing to the left|1|-8.41965389251709
44|a red chair facing left|1|-7.758606910705566
45|a small red chair facing to the right|1|-9.470937728881836
0|a blue chair facing backwards|2|-33.07660675048828
1|a small, blue chair in the room|2|-32.11689376831055
2|a blue chair, facing backwards|2|-31.688005447387695
3|a small blue chair is facing backwards|2|-32.256900787353516
4|a blue chair that is facing backwards|2|-31.748628616333008
5|a small, blue chair with its back to us|2|-32.63572311401367
6|a small, blue sofa facing backwards|2|-29.44600486755371
7|a blue sofa facing backwards|2|-31.16135597229004
8|a small, blue chair facing to the left|2|-31.269542694091797
9|a small, blue chair is facing backwards|2|-30.55703353881836
10|a small blue chair facing to the left|2|-32.74287033081055
11|a small, blue chair facing the opposite direction of the other chairs|2|-34.343223571777344
12|a small, red chair facing to the right|2|-32.37380599975586
13|a small, blue chair turned around|2|-32.857357025146484
14|a blue chair is facing backwards|2|-30.98259735107422
15|a small, blue chair facing backwards|2|-31.21179962158203
16|a chair facing backwards|2|-31.31827163696289
17|a small, blue chair backwards|2|-31.414073944091797
18|a small, blue chair (3)|2|-32.5996208190918
19|a small, blue chair  |2|-31.679698944091797
20|a small, blue sofa|2|-31.86244773864746
21|a small, blue chair  facing backwards|2|-31.236148834228516
22|a small blue chair, facing backwards|2|-32.482479095458984
23|a backwards blue chair|2|-32.27529525756836
