|Sequence|Object|p_llm
0|a large grey desk facing forwards is in the room|0|-31.017223358154297
1|a large, grey, desk, facing forwards|0|-31.391544342041016
2|a grey desk facing forward|0|-30.805553436279297
3|a grey desk facing forwards |0|-29.939836502075195
4|a grey desk facing forwards in the room|0|-29.991470336914062
5|a large grey desk facing forward|0|-30.237689971923828
6|a large desk|0|-28.61976432800293
7|a grey desk facing forwards in a room|0|-30.803264617919922
8|a large desk, grey in color|0|-32.12428665161133
9|"a large grey desk facing forwards"""|0|-30.791034698486328
10|a grey desk  facing forwards|0|-30.901155471801758
11|a large, grey desk|0|-23.12887954711914
12|a grey desk faces forwards|0|-31.025611877441406
13|a large grey desk facing forwards in a room|0|-30.999435424804688
14|a grey desk is facing forwards|0|-29.58340072631836
15|a large desk that is grey in color and facing forwards|0|-32.461795806884766
16|a large grey desk |0|-30.925838470458984
17|a large grey desk is facing forwards|0|-30.640329360961914
18|a large grey desk  facing forwards|0|-30.7359676361084
19|a grey desk in a room|0|-30.52122688293457
20|a large grey desk facing forwards in the room|0|-29.724533081054688
21|a large grey facing forwards desk|0|-30.355073928833008
22|a grey large desk|0|-29.9840087890625
23|a grey desk, facing forwards|0|-31.425722122192383
24|a grey, large desk facing forwards|0|-29.133922576904297
25|a grey facing forwards desk|0|-30.918724060058594
26|a grey desk|0|-25.67490577697754
27|a grey desk facing forwards is in the room|0|-31.11042022705078
28|a large grey desk in the room|0|-31.343551635742188
29|a large desk, grey, facing forwards|0|-31.506484985351562
30|a large grey desk|0|-30.261775970458984
31|a grey desk is in the room|0|-30.633466720581055
32|a large desk facing forwards|0|-27.344181060791016
33|a large desk, grey in color, facing forwards|0|-30.66639518737793
34|a large gray desk facing forwards|0|-30.042490005493164
35|a grey desk in the room|0|-30.00180435180664
36|a large|0|-30.892784118652344
37|a large grey desk facing forwards |0|-28.931659698486328
38|a|0|-28.953624725341797
39|a large grey desk, facing forwards|0|-29.950958251953125
40|a large desk that is grey in color and is facing forwards|0|-32.62748718261719
41|a large desk, grey in colour, facing forwards|0|-30.87135887145996
42|a grey desk facing forwards|0|-25.799211502075195
43|a large grey desk facing forwards|0|-25.291034698486328
44|a grey desk |0|-28.45615577697754
0|a large desk that is blue in colour and facing forwards|1|-33.36016845703125
1|a small, green desk facing to the left|1|-32.27580642700195
2|a large, blue table|1|-32.4031982421875
3|a large desk|1|-30.165061950683594
4|a large desk that is blue in color and facing forwards|1|-32.955657958984375
5|a large blue desk, facing forwards|1|-32.23460388183594
6|a large desk facing forwards that is blue|1|-33.56704330444336
7|"a large blue desk facing forwards"""|1|-32.361263275146484
8|a blue desk|1|-27.55714988708496
9|a blue desk in the room|1|-32.555538177490234
10|a large, blue fan|1|-32.7703857421875
11|a desk facing forwards|1|-32.893714904785156
12|a large desk that is blue in color, facing forwards|1|-34.0674934387207
13|a large blue desk facing forwards in a room|1|-33.4305305480957
14|a large desk facing forwards that is blue in color|1|-34.08852767944336
15|a blue desk facing forwards|1|-27.1577205657959
16|a large blue desk facing forwards|1|-32.695457458496094
17|"a blue desk"""|1|-32.682151794433594
18|a large desk that is blue in colour|1|-33.52290725708008
19|a large desk, blue in colour, facing forwards|1|-32.202674865722656
20|a large blue desk is facing forwards|1|-32.756004333496094
21|a large desk is blue and facing forwards|1|-32.78977584838867
22|a  large, blue desk facing forwards|1|-32.79471206665039
23|a large desk, blue in color, facing forwards|1|-31.99028968811035
