|Sequence|Object|p_llm
0|a chair, blue, large|0|-30.42573356628418
1|a blue chair facing left|0|-31.130096435546875
2|a large, blue chair, facing to the left|0|-29.792552947998047
3|a large blue chair |0|-30.27722930908203
4|a blue chair is facing to the left|0|-31.145313262939453
5|a large, blue, facing-left chair|0|-31.507591247558594
6|a large, blue chair 1|0|-31.385772705078125
7|a large blue chair facing to the left|0|-25.991714477539062
8|a big blue chair facing left|0|-30.218172073364258
9|a blue chair facing the left|0|-31.394145965576172
10|a large chair facing to the left|0|-29.74082374572754
11|a blue chair is facing left|0|-31.133621215820312
12|a large blue chair is facing left|0|-31.190832138061523
13|a large blue chair|0|-27.47254180908203
14|a large chair|0|-30.833742141723633
15|a large, blue chair facing to the left|0|-27.935943603515625
16|a large, blue chair, facing to the left, in the room|0|-33.84059524536133
17|a large chair, blue in color, facing to the left|0|-32.608341217041016
18|a large blue chair facing left|0|-25.39575958251953
19|a large, blue chair is facing to the left|0|-31.119766235351562
20|a large chair facing left|0|-30.549455642700195
21|a blue chair |0|-31.076519012451172
22|a large blue chair, facing to the left|0|-30.713092803955078
23|a large blue chair facing the left|0|-28.674766540527344
24|a blue chair, facing to the left|0|-31.076520919799805
25|a large blue chair is facing to the left|0|-31.198129653930664
26|a blue, large chair facing left|0|-31.75044822692871
27|a chair facing left|0|-30.340757369995117
28|a large|0|-31.074237823486328
29|a blue chair, facing left|0|-30.15343475341797
30|a large, blue chair |0|-28.907472610473633
31|a large, blue chair that is facing to the left|0|-32.06385803222656
32|a large, blue chair|0|-29.641847610473633
33|a|0|-30.412639617919922
34|a chair facing to the left|0|-31.29463768005371
35|a large blue chair faces left|0|-31.568273544311523
36|a blue chair facing to the left|0|-27.243253707885742
37|a large blue chair, facing left|0|-30.45441246032715
38|a large, blue chair  facing to the left|0|-30.48447608947754
39|a large blue chair to the left|0|-31.511960983276367
40|a large, blue chair, facing left|0|-30.352420806884766
41|a blue chair|0|-31.271831512451172
0|a large, blue chair with its back to us|1|-11.558547973632812
1|a backwards-facing blue chair|1|-10.005219459533691
2|a blue chair facing backwards|1|-5.642885208129883
3|a large, blue chair facing the wall|1|-10.580750465393066
4|a blue chair, facing backwards|1|-9.963845252990723
5|a small grey fan facing forwards|1|-10.015016555786133
6|a large blue chair facing to the left|1|-9.499122619628906
7|a large blue chair facing backward|1|-8.573894500732422
8|a large chair facing backwards|1|-8.815343856811523
9|a small grey chair facing forwards|1|-9.858044624328613
10|a large, blue chair facing the opposite direction of the other chairs|1|-12.90727710723877
11|a large, blue chair facing to the right|1|-9.750653266906738
12|a chair facing backwards|1|-10.14101505279541
13|a large, blue fan|1|-9.160401344299316
14|a blue chair is facing backwards|1|-10.270759582519531
15|a large blue chair, facing backwards|1|-9.795402526855469
16|a large, blue chair, facing backwards|1|-10.897346496582031
17|a large, blue chair facing downwards|1|-10.792911529541016
18|a large, blue chair facing to the left|1|-11.181788444519043
19|a large, blue, backwards-facing chair|1|-10.331975936889648
20|a large, blue fan facing backwards|1|-7.328916072845459
21|a small, grey fan facing forwards|1|-9.119476318359375
22|a large, blue chair facing backwards|1|-8.336953163146973
23|a chair|1|-9.644064903259277
24|a large, blue chair is facing backwards|1|-8.866229057312012
25|a backwards blue chair|1|-9.032050132751465
26|a fan facing backwards|1|-10.285762786865234
27|a large,|1|-10.181204795837402
28|a blue chair facing backward|1|-9.908510208129883
29|a  large, blue chair facing backwards|1|-9.582846641540527
30|a large, blue chair facing away|1|-10.403348922729492
31|a small, grey chair facing forwards|1|-8.126847267150879
32|a large, blue chair facing the back of the room|1|-11.239753723144531
33|a large, blue chair  facing backwards|1|-9.678905487060547
34|a large, blue chair facing the opposite direction of the others|1|-12.276355743408203
35|a large|1|-9.885477066040039
36|a large, blue chair |1|-8.430215835571289
37|a large, blue chair facing the opposite direction of the other chairs and fans|1|-15.342206001281738
38|a large, blue chair facing forwards|1|-8.731473922729492
39|a|1|-8.544262886047363
40|a large, blue chair|1|-9.164590835571289
41|a large, blue chair with its back to the viewer|1|-12.015005111694336
42|a large blue fan facing backwards|1|-10.318493843078613
43|a blue chair facing to the left|1|-10.080744743347168
44|a large, blue chair facing upwards|1|-9.864286422729492
45|a large blue chair is facing backwards|1|-9.935693740844727
46|a large blue chair facing backwards|1|-4.38639497756958
47|a chair is facing backwards|1|-10.107832908630371
48|a large, blue chair that is facing backwards|1|-9.183740615844727
0|a large, green chair facing the left|2|-29.29475212097168
1|a chair that is green and large and facing to the left|2|-33.432594299316406
2|a large, green chair to the left|2|-32.12354278564453
3|a large, green chair|2|-26.004323959350586
