|Sequence|Object|p_llm
0|a large, grey, desk, facing forwards|0|-31.38290786743164
1|a huge grey desk facing forward|0|-31.207971572875977
2|a large desk|0|-28.61976432800293
3|a large desk, facing forwards|0|-30.61978530883789
4|a grey, large, desk, facing forwards|0|-32.47528076171875
5|a large, grey desk|0|-23.12887954711914
6|a large desk that is grey in colour and facing forwards|0|-32.82268524169922
7|a desk facing forwards|0|-31.471424102783203
8|a  large, grey desk facing forwards|0|-31.772891998291016
9|a large grey table|0|-31.230504989624023
10|a grey, large, desk, facing, forwards|0|-32.65742111206055
11|a large desk that is grey and facing forwards|0|-32.13132858276367
12|a grey, large desk|0|-31.22209358215332
13|a large desk that is grey in color and facing forwards|0|-32.460853576660156
14|a large grey desk |0|-28.527400970458984
15|a large desk |0|-31.26038932800293
16|a large grey desk  facing forwards|0|-30.19649887084961
17|a large grey desk is facing forwards|0|-30.640329360961914
18|a gray desk|0|-30.798728942871094
19|a large grey desk  (1)|0|-31.74763298034668
20|a large grey facing forwards desk|0|-30.979347229003906
21|a grey facing forwards desk|0|-30.918724060058594
22|a grey, large desk facing forwards|0|-31.637819290161133
23|a grey desk|0|-24.22245216369629
24|a large,|0|-31.238243103027344
25|a large grey desk in the room|0|-31.343551635742188
26|a large desk, grey, facing forwards|0|-31.009563446044922
27|a desk, facing forwards|0|-31.42100715637207
28|a large grey desk|0|-26.199275970458984
29|a grey large desk facing forwards|0|-30.308292388916016
30|a grey facing desk|0|-31.544448852539062
31|a large desk facing forwards|0|-27.344148635864258
32|a large desk, grey in color, facing forwards|0|-30.667346954345703
33|a large gray desk facing forwards|0|-30.042490005493164
34|a desk, grey, large, facing forwards|0|-31.48260498046875
35|a desk|0|-31.249591827392578
36|a large grey desk faces forwards|0|-31.492591857910156
37|a large grey desk is in the room|0|-31.708969116210938
38|a large|0|-30.892784118652344
39|a large, gray desk facing forwards|0|-31.183866500854492
40|a big grey desk facing forward|0|-31.172971725463867
41|a|0|-28.953624725341797
42|a large grey desk, facing forwards|0|-29.65815544128418
43|a large desk that is grey in color and is facing forwards|0|-32.74541473388672
44|a large desk, grey in colour, facing forwards|0|-30.70596694946289
45|a desk, large, grey, facing forwards|0|-31.568044662475586
46|a large, grey table|0|-31.51950454711914
47|a large, grey, desk facing forwards|0|-31.891618728637695
48|a large grey desk facing forwards|0|-24.699935913085938
49|a grey table|0|-30.33085823059082
0|a large desk that is blue in colour and facing forwards|1|-33.360321044921875
1|a small, green desk facing to the left|1|-33.27594757080078
2|a large, blue table|1|-33.45977020263672
3|a large desk|1|-30.165061950683594
4|a large desk with a blue top|1|-33.6067008972168
5|a small, green fan facing to the left|1|-33.78479766845703
6|a large desk with a blue surface|1|-33.440216064453125
7|a large desk that is blue in color and facing forwards|1|-32.9603157043457
8|a large blue desk, facing forwards|1|-32.238525390625
9|"a large blue desk"""|1|-33.51911544799805
10|a large, blue, desk|1|-32.53791809082031
11|a large, blue fan|1|-32.80157470703125
12|a large desk, blue in colour|1|-33.56842803955078
13|a  large, blue desk|1|-31.922134399414062
14|a large desk that is blue in color and faces forwards|1|-34.04835510253906
15|a large desk, blue|1|-33.050289154052734
16|a large desk that is blue in color, facing forwards|1|-34.03153991699219
17|a large blue desk facing forwards|1|-32.06047439575195
18|a large desk that is blue in colour|1|-33.5230598449707
19|a large blue desk is in the room|1|-33.797367095947266
20|a large desk, blue in colour, facing forwards|1|-32.20427703857422
21|a blue object|1|-33.63549041748047
22|a large blue desk  (2)|1|-33.844058990478516
23|a large blue desk is facing forwards|1|-32.783363342285156
24|a large desk is blue and facing forwards|1|-32.57917404174805
25|a large desk, blue in color, facing forwards|1|-31.991891860961914
26|a large blue desk in the room|1|-33.497623443603516
27|a large desk in the room|1|-32.854007720947266
28|a large desk with a blue color|1|-32.94132614135742
29|a large,|1|-32.58927536010742
30|a blue table|1|-31.838960647583008
31|a large desk that is blue and facing forwards|1|-32.256893157958984
32|a large blue desk|1|-32.33161544799805
33|a large blue desk  facing forwards|1|-32.71919250488281
34|a large, blue  desk|1|-32.73533248901367
35|a large, blue|1|-33.03594970703125
36|a large desk, blue in color|1|-33.31446075439453
37|a large blue desk |1|-33.62067794799805
38|a large desk facing forwards|1|-29.252477645874023
39|a large blue desk facing forward|1|-32.17528533935547
40|a desk|1|-29.77761459350586
41|a large|1|-32.63103485107422
42|a large desk that is blue|1|-32.89012908935547
43|a|1|-30.55886459350586
44|a large desk that is blue in color|1|-33.25581741333008
45|a large desk that is blue in color and is facing forwards|1|-34.139583587646484
46|a large desk with a blue color facing forwards|1|-33.685909271240234
47|a large desk, blue, facing forwards|1|-32.85751724243164
48|a blue, large desk facing forwards|1|-33.27916717529297
49|a large blue desk faces forwards|1|-33.4267692565918
50|a large desk is blue|1|-32.326847076416016
0|"a large, red desk"""|2|-30.577838897705078
1|a small, green desk facing to the left|2|-29.14759063720703
2|a large desk|2|-29.256744384765625
3|a large, red desk, facing backwards|2|-31.198631286621094
4|a red desk facing backwards|2|-24.60199737548828
5|a large, red desk with its back facing us|2|-32.53312683105469
6|a red desk facing away|2|-29.68012237548828
7|a large, red desk that is facing backwards|2|-30.46077537536621
8|a large, red desk  facing backwards|2|-30.610530853271484
9|a large, red desk facing backward|2|-29.95050048828125
10|a large desk that is red in color and facing backwards|2|-32.442596435546875
11|a large desk facing backwards|2|-28.683422088623047
12|a large, red desk|2|-24.757526397705078
13|a red desk|2|-25.31187629699707
14|a large, red desk  |2|-30.429401397705078
15|a large red desk facing backward|2|-30.52802848815918
16|a red desk, facing backwards|2|-28.646066665649414
17|a red desk that is facing backwards|2|-29.604984283447266
18|a large, red desk |2|-27.437213897705078
19|a large, red desk face backwards|2|-30.792665481567383
20|a red, large desk facing backwards|2|-31.171056747436523
21|a large, red desk facing the opposite direction of the other desks|2|-33.48994445800781
22|a small green desk facing to the left|2|-30.29671287536621
23|"a red desk"""|2|-30.71883773803711
24|a desk|2|-29.249074935913086
25|a red desk facing the opposite direction of the other desks|2|-32.82453918457031
26|a large, red desk is facing backwards|2|-29.283926010131836
27|a large, red desk faces backwards|2|-30.7032413482666
28|a red desk is facing backwards|2|-28.27989959716797
29|a red desk turned backwards|2|-30.758169174194336
30|a large, red desk facing forwards|2|-30.63800048828125
31|a red desk with its back facing us|2|-31.286758422851562
32|a|2|-28.685867309570312
33|a large, red desk facing backwards|2|-23.23175048828125
34|a large red desk facing backwards|2|-29.397579193115234
35|a red desk with its back to us|2|-31.53970718383789
36|a red desk |2|-28.296249389648438
37|a red desk facing backward|2|-29.941774368286133
0|a small, green table|3|-30.761756896972656
1|a little green desk|3|-29.65340232849121
2|a small, green desk|3|-24.587976455688477
3|a small, green fan|3|-30.857383728027344
4|a small, green desk facing to the left|3|-23.041675567626953
5|a small, green fan facing to the left|3|-29.375669479370117
6|a small, green desk faced to the left|3|-30.55911636352539
7|a small, green desk on the left|3|-31.109573364257812
8|a large, grey desk|3|-30.812780380249023
9|a blue desk|3|-30.841123580932617
10|a green, small desk|3|-30.524137496948242
11|a small, green desk faces to the left|3|-29.78837776184082
12|a green, small desk facing to the left|3|-30.09821319580078
13|a small, green desk to the left|3|-29.279653549194336
14|a small, green desk faces left|3|-30.90265655517578
15|a green desk to the left|3|-29.959745407104492
16|a green desk facing left|3|-28.208526611328125
17|a small green facing left desk|3|-30.758197784423828
18|a large, red desk|3|-29.170568466186523
19|a small, green desk facing the left|3|-28.46921157836914
20|a green desk on the left|3|-30.616168975830078
21|a small green desk|3|-23.824609756469727
22|a green small desk|3|-29.865827560424805
23|a small, green desk that faces to the left|3|-31.402965545654297
24|a large, blue desk facing forwards|3|-28.675512313842773
25|"a small, green desk"""|3|-29.837974548339844
26|a small, green desk facing left|3|-27.588237762451172
27|a small, green desk in the room|3|-31.459583282470703
28|a desk|3|-30.80868148803711
29|a green desk facing to the left|3|-30.56205177307129
30|a small green table|3|-30.68236541748047
31|a green desk facing the left|3|-30.018362045288086
32|a small, green desk  facing to the left|3|-29.762001037597656
33|a small, green desk is facing to the left|3|-29.582548141479492
34|a small, green desk |3|-27.291099548339844
35|a little green table|3|-30.62215232849121
36|a small, green, facing-left desk|3|-30.956436157226562
37|a small, green desk, facing left|3|-30.840192794799805
38|a|3|-29.31467628479004
39|a small, green desk  |3|-30.478599548339844
40|a large, grey desk facing forwards|3|-31.057756423950195
41|a green, small desk facing left|3|-29.95600128173828
42|a small, green desk face|3|-29.384849548339844
43|a small, green desk, facing to the left|3|-28.71617889404297
44|a small, green desk that is facing to the left|3|-30.36703872680664
45|a desk facing to the left|3|-30.75741958618164
0|a large, blue fan-facing forwards|4|-31.385629653930664
1|a large, blue desk|4|-30.27023696899414
2|a large, blue fan  facing forwards|4|-29.921791076660156
3|a large blue fan |4|-29.934295654296875
4|a small, green fan facing to the left|4|-31.161266326904297
5|a large, blue fan in the room|4|-31.4829158782959
6|a large, blue fan is in the room|4|-30.93140983581543
7|a blue desk|4|-28.779117584228516
8|a large, blue fan|4|-24.72886085510254
9|a large blue fan facing forward|4|-30.694408416748047
10|a large fan|4|-28.68400001525879
11|a large, blue fan  (5)|4|-31.454973220825195
12|a large blue fan facing forwards|4|-25.79724884033203
13|a large, blue fan facing forwards|4|-23.27629852294922
14|a fan facing forwards|4|-30.02647590637207
15|a large fan facing forwards|4|-27.92922019958496
16|a blue fan|4|-25.881458282470703
17|a  large, blue fan facing forwards|4|-30.514467239379883
18|"a large, blue fan"""|4|-29.72104835510254
19|a large, blue fan that is facing forwards|4|-31.510282516479492
20|a large blue fan|4|-27.137420654296875
21|a fan|4|-29.166824340820312
22|a large blue fan  facing forwards|4|-30.947736740112305
23|a large fan, facing forwards|4|-31.59623146057129
24|a large blue desk|4|-29.931711196899414
25|a large, blue fan, facing forwards|4|-30.990314483642578
26|a large blue fan, facing forwards|4|-30.853229522705078
27|a large, blue desk facing forwards|4|-29.056150436401367
28|a large blue fan faces forwards|4|-31.430818557739258
29|a large, blue fan  |4|-30.97886085510254
30|a large, blue fan is facing forwards|4|-29.86868667602539
31|a large, blue fan 5|4|-31.58992576599121
32|a large fan in the room|4|-31.128448486328125
33|a large, blue fan |4|-27.61167335510254
34|a large, blue fan faces forwards|4|-30.1533145904541
35|a|4|-29.947296142578125
36|a large blue fan is facing forwards|4|-30.813547134399414
37|a large, blue fan face forwards|4|-31.411563873291016
0|"a large red fan facing backwards"""|5|-30.65835952758789
1|"a large, red fan"""|5|-29.771413803100586
2|a large red fan facing backward|5|-30.512222290039062
3|a small, green fan facing to the left|5|-31.221271514892578
4|a red desk facing backwards|5|-30.017112731933594
5|a large, red fan facing backward|5|-29.40933609008789
6|a large, red fan|5|-24.771413803100586
7|a large, red fan facing forwards|5|-29.74527359008789
8|a large red fan |5|-30.633020401000977
9|a large red fan, facing backwards|5|-30.987289428710938
10|a large, red fan faces backwards|5|-30.660978317260742
11|a large, red fan in the room|5|-31.672821044921875
12|a large fan facing backwards|5|-28.13538360595703
13|a large fan|5|-29.641698837280273
14|a red fan facing backward|5|-31.01879119873047
15|a large red fan|5|-30.69277572631836
16|a large, red fan  facing backwards|5|-29.60696029663086
17|a large, red fan that is facing backwards|5|-30.810640335083008
18|a large, red fan facing to the left|5|-30.33346176147461
19|a large red fan facing backwards|5|-26.642736434936523
20|a large, red desk|5|-30.431583404541016
21|a large red fan facing backwards |5|-30.48648452758789
22|a fan facing backwards|5|-28.86630630493164
23|a red fan, facing backwards|5|-30.414154052734375
24|a large, red fan  |5|-30.943288803100586
25|a fan|5|-29.903501510620117
26|a large,|5|-31.181367874145508
27|a large, red fan, facing backwards|5|-31.559907913208008
28|a large, red fan facing backwards|5|-22.82339859008789
29|a large, red fan facing the opposite direction of the other objects|5|-34.2161750793457
