|Sequence|Object|p_llm
0|a small, blue fan facing the left|0|-30.400100708007812
1|a blue fan, facing left|0|-28.80634880065918
2|a small fan that is blue in color and facing to the left|0|-31.324934005737305
3|a small fan facing left|0|-29.86309051513672
4|a small, blue fan 1|0|-30.544639587402344
5|a small fan, blue, facing left|0|-30.473934173583984
6|a small fan that is blue in color and is facing left|0|-34.03731918334961
7|a blue fan |0|-28.965885162353516
8|a small, blue fan on the left|0|-30.079017639160156
9|a small fan that is blue in color and is facing to the left|0|-31.92046356201172
10|a small, blue fan facing left|0|-27.74197006225586
11|a small fan|0|-28.546382904052734
12|a small, blue fan in the room|0|-30.31307029724121
13|a blue fan|0|-29.301822662353516
14|a small, blue fan  facing to the left|0|-29.941837310791016
15|a blue, small fan|0|-29.247907638549805
16|a blue fan, facing to the left|0|-29.51072120666504
17|a blue fan, small in size, facing left|0|-31.643503189086914
18|a small, blue fan is in the room|0|-31.035551071166992
19|a small, blue fan, facing to the left, in the room|0|-33.657745361328125
20|a small, blue fan to the left|0|-29.28509521484375
21|a blue fan on the left|0|-30.473730087280273
22|a blue fan to the left|0|-29.312454223632812
23|a small, blue fan, facing left|0|-29.90473747253418
24|a|0|-29.943347930908203
25|a small, blue fan (1)|0|-30.52215576171875
26|a small fan that is blue in color|0|-31.448122024536133
27|a small, blue fan facing to the left|0|-31.71390151977539
28|a blue fan facing left|0|-29.979820251464844
29|a small fan, blue in color, facing to the left|0|-30.814300537109375
30|a blue fan facing the left|0|-30.745344161987305
31|a blue fan is facing to the left|0|-30.769752502441406
32|a fan facing to the left|0|-30.700424194335938
33|a small, blue fan, facing to the left|0|-29.042232513427734
34|a small fan in the room|0|-30.703399658203125
35|a small fan that is blue in color and facing left|0|-32.60466766357422
36|a small fan, blue in color, facing left|0|-31.22838020324707
37|a small, blue fan  (1)|0|-30.189712524414062
38|a small blue fan|0|-23.631563186645508
39|a small fan facing to the left|0|-27.965600967407227
40|a blue fan, small in size, facing to the left|0|-31.809324264526367
41|a blue fan facing to the left|0|-30.089826583862305
0|a large, red fan facing backwards|1|-31.12493133544922
1|a small, green fan faces left|1|-32.136348724365234
2|a small, green fan to the left|1|-32.1363639831543
3|a small green fan facing left|1|-30.700532913208008
4|a small, green fan facing to the right|1|-32.13634490966797
5|a small, green fan facing to the left|1|-23.29259490966797
6|a small fan, green in color, facing to the left|1|-32.69134521484375
7|a small green fan|1|-30.467376708984375
8|a small, green fan is in the room|1|-31.366275787353516
9|a small, green fan, facing to the left|1|-29.23263168334961
10|a small, green fan (2)|1|-31.110504150390625
11|a small fan facing to the left, colored green|1|-31.88241195678711
12|a small green fan facing the left|1|-29.742557525634766
13|a green fan|1|-25.07581901550293
14|"a small, green fan"""|1|-30.329299926757812
15|a small fan|1|-31.01277732849121
16|a green sofa|1|-31.566320419311523
17|a large, green fan facing to the left|1|-30.303003311157227
18|a small, green fan facing the left|1|-29.64354705810547
19|a small, green sofa facing to the left|1|-30.717391967773438
20|a small green fan |1|-30.311126708984375
21|a large, blue fan facing to the left|1|-30.361473083496094
22|a small, green fan that is facing to the left|1|-31.93656349182129
23|a small, green fan |1|-27.665237426757812
24|a small green fan is facing to the left|1|-31.8142147064209
25|a small, green fan is facing to the left|1|-30.585948944091797
26|a small fan that is green in color and facing to the left|1|-32.67281723022461
27|a small, green fan in the room|1|-30.79730224609375
28|a small, green fan  |1|-30.891799926757812
29|a large, red sofa facing backwards|1|-31.791139602661133
30|a small green fan to the left|1|-32.36147689819336
31|a small, green fan|1|-25.157424926757812
32|a small, green fan facing left|1|-28.5109920501709
33|a|1|-30.581111907958984
34|a small, blue fan facing to the left|1|-30.60336685180664
35|a small green fan, facing to the left|1|-31.455116271972656
36|a small, green fan faces to the left|1|-31.375680923461914
37|a small green fan facing to the left|1|-30.688949584960938
38|a small, green fan, facing left|1|-31.2629451751709
39|a fan facing to the left|1|-31.658891677856445
40|a small, green fan  facing to the left|1|-30.201614379882812
41|a small, green fan  (2)|1|-30.65904998779297
42|a blue fan facing to the left|1|-31.02855682373047
0|"a large, blue fan"""|2|-30.921363830566406
1|a large fan that is blue in color and facing to the left|2|-32.11897659301758
2|a large blue fan|2|-24.804553985595703
3|a large, blue fan, facing left|2|-31.472759246826172
4|a large fan facing the left|2|-31.556350708007812
5|a large fan facing to the left|2|-32.450469970703125
6|a small blue fan facing to the left|2|-31.64790153503418
7|a small, green fan facing to the left|2|-30.980920791625977
8|a large, blue fan  (3)|2|-31.065332412719727
9|a large, blue fan-facing to the left|2|-31.74906349182129
10|a blue fan|2|-30.390911102294922
11|a large, blue sofa facing to the left|2|-30.740489959716797
12|a large, blue fan is facing to the left|2|-32.4898567199707
13|a large, blue fan faces left|2|-31.372724533081055
14|a large, blue fan |2|-27.741676330566406
15|a large fan in the room|2|-31.281147003173828
16|a large, blue fan  facing to the left|2|-30.06204605102539
17|a  large blue fan|2|-31.74117088317871
18|a large fan, blue, facing left|2|-32.04623794555664
19|a large, blue fan facing to the left|2|-23.727798461914062
20|a large, blue fan  |2|-31.093238830566406
21|a large fan that is blue and facing to the left|2|-32.42380142211914
22|a large fan facing left|2|-31.00748062133789
23|a large, blue fan face to the left|2|-31.797239303588867
24|a large, blue fan, facing to the left|2|-29.087539672851562
25|a large fan, blue in color, facing to the left|2|-31.564943313598633
26|a large, blue fan in the room|2|-31.92669105529785
27|a large, blue fan facing the left|2|-29.367172241210938
28|a|2|-29.727041244506836
29|a small, blue fan facing to the left|2|-29.912792205810547
30|a blue fan facing left|2|-30.36826515197754
31|a  large, blue fan facing to the left|2|-31.21611213684082
32|a large, blue fan that is facing to the left|2|-31.54176139831543
33|a large, blue fan (3)|2|-32.087242126464844
34|a fan facing to the left|2|-31.593582153320312
35|a large, blue fan 3|2|-31.630216598510742
36|a large blue sofa|2|-30.72652816772461
37|a large, blue fan|2|-25.108863830566406
38|a small, blue fan|2|-31.550762176513672
39|a large, blue fan facing left|2|-28.993087768554688
40|a large, blue fan;|2|-31.405738830566406
41|a large, blue fan is in the room|2|-31.97968101501465
42|a blue fan facing to the left|2|-30.629905700683594
0|a backwards-facing red fan|3|-29.600635528564453
1|a large, red sofa|3|-31.186185836791992
2|a red fan facing backward|3|-28.60569953918457
3|a large fan with a red color and facing backwards|3|-32.04732894897461
4|a red fan facing the opposite direction of the other fans|3|-31.806255340576172
5|a red fan facing the opposite direction of other fans|3|-32.18305206298828
6|a small, green fan facing to the left|3|-28.45516586303711
7|a red fan|3|-29.161636352539062
8|a red sofa facing backwards|3|-29.567195892333984
9|a large red sofa facing backwards|3|-29.58570671081543
10|a green fan|3|-30.27960205078125
11|a large fan|3|-29.43193244934082
12|a large fan that is red and facing backwards|3|-30.918508529663086
13|a red fan in the room|3|-30.312164306640625
14|a red, large fan facing backwards|3|-29.822282791137695
15|a large fan is red and facing backwards|3|-31.52707290649414
16|a large, red fan|3|-22.69076919555664
17|a red fan that is facing backwards|3|-29.452608108520508
18|a large fan, facing backwards|3|-30.922019958496094
19|a large fan facing backwards|3|-27.414016723632812
20|a large, red, backwards-facing fan|3|-31.020315170288086
21|a red sofa|3|-30.69684410095215
22|a large, blue fan facing to the left|3|-29.70194435119629
23|a red fan is backwards|3|-30.19985008239746
24|a large, red, backwards fan|3|-30.711652755737305
25|a large fan, red in color, facing backwards|3|-32.01031494140625
26|a red fan facing the opposite direction|3|-31.716480255126953
27|a red fan is facing backwards|3|-30.410968780517578
28|a red fan facing the opposite direction of the others|3|-31.828556060791016
29|a fan facing backwards|3|-28.147510528564453
30|a large, red sofa facing backwards|3|-28.551616668701172
31|a backward-facing red fan|3|-30.603153228759766
