|Sequence|Object|p_llm
0|a green small desk facing forwards|0|-29.39976692199707
1|a small desk facing forwards|0|-28.037294387817383
2|a desk|0|-30.16376495361328
3|a small, green desk facing forwards'|0|-29.833433151245117
4|a small green desk |0|-29.439624786376953
5|a small, green desk facing forwards in a room|0|-29.725852966308594
6|a small|0|-30.305822372436523
7|a small desk|0|-28.31230354309082
8|a small, green desk facing forwards, |0|-30.17341423034668
9|a desk facing forwards|0|-28.89951515197754
10|a small green desk, facing forwards|0|-29.4101505279541
11|a small, green desk facing forwards, a small, green desk facing to the right, a large, green desk facing forwards, a large, grey desk facing to the left, a small, green chair facing to the right, a large, green chair facing forwards, a large, grey chair facing to the left|0|-32.21259689331055
12|a small, green desk |0|-27.611698150634766
13|a small green desk  facing forwards|0|-29.85384178161621
14|a small, green desk facing forwards is in the room|0|-30.04121208190918
15|a small, green desk in the room|0|-30.6702880859375
16|a small, green desk facing forwards 1|0|-30.054656982421875
17|a green desk facing forwards|0|-26.267642974853516
18|a small, green desk facing forwards  |0|-30.200620651245117
19|a small green desk in front|0|-29.898420333862305
20|a green desk, facing forwards|0|-29.993602752685547
21|a small green desk facing forward|0|-29.186222076416016
22|a small green desk|0|-30.205249786376953
23|a green desk facing forwards in the room|0|-30.115942001342773
24|a green desk facing forwards |0|-29.681705474853516
25|a small, green desk 1|0|-29.821561813354492
26|a small green desk facing forwards|0|-29.05748748779297
27|a|0|-29.434616088867188
28|a small, green desk is facing forwards|0|-30.175989151000977
29|"a small, green desk facing forwards"""|0|-27.942808151245117
30|a small, green desk|0|-28.814823150634766
31|a small desk, facing forwards|0|-30.429298400878906
32|a small, green desk facing forwards |0|-29.552183151245117
33|a small, green desk  facing forwards|0|-28.458391189575195
34|a small, green desk, facing forwards|0|-28.65009307861328
35|a small, green desk facing forwards, in the room|0|-31.379302978515625
36|a small, green desk facing forwards|0|-27.934995651245117
37|a small, green desk facing forwards  (1)|0|-30.588916778564453
38|a green, small desk facing forwards|0|-28.291940689086914
39|a small, green desk facing forwards in the room|0|-27.901901245117188
0|a large, green desk facing to the right|1|-8.080897331237793
1|a small green desk facing to the right|1|-9.407398223876953
2|a  small, green desk facing to the right|1|-11.11657428741455
3|a small, green desk facing  to the right|1|-10.566104888916016
4|a desk facing to the right|1|-6.753542423248291
5|a desk facing right|1|-9.03217887878418
6|a small green desk facing the right|1|-7.960010528564453
7|a small green desk |1|-10.227161407470703
8|a small|1|-10.177034378051758
9|a small desk facing the right|1|-10.018241882324219
10|a large, grey desk facing to the left|1|-10.23904037475586
11|a small, green desk  (2)|1|-10.456719398498535
12|a small desk|1|-9.986363410949707
13|a small, green desk, right-facing|1|-10.754878997802734
14|a small, green desk  |1|-10.119925498962402
15|a small, green desk facing to the left|1|-10.820374488830566
16|a small desk facing to the right|1|-8.01302433013916
17|a small green desk turned to the right|1|-10.671448707580566
18|a green desk facing right|1|-8.265849113464355
19|a small, green desk |1|-7.276175498962402
20|a small desk facing right|1|-9.264748573303223
21|a small, green desk is facing to the right|1|-9.60340690612793
22|a small, green desk, facing to the right|1|-8.07181453704834
23|a small, green desk faced to the right|1|-9.65573787689209
24|a green desk facing to the right|1|-6.940986156463623
25|a small,|1|-10.358942031860352
26|a small green desk to the right|1|-8.650620460510254
27|a small, green desk to the right|1|-7.004265308380127
28|a green desk to the right|1|-10.02353572845459
29|a small, green desk turning right|1|-9.989776611328125
30|a small, green desk facing to the  right|1|-10.745094299316406
31|a small, green table|1|-9.140302658081055
32|a small, green desk turned to the right|1|-9.2550687789917
33|a small, green desk, facing right|1|-10.577964782714844
34|a small, green desk facing right|1|-7.374422550201416
35|a small, green desk  facing to the right|1|-8.922993659973145
36|a|1|-8.47574234008789
37|a small, green desk turning to the right|1|-9.828131675720215
38|a small, green desk|1|-4.502737998962402
39|a small, green desk faces to the right|1|-10.243393898010254
40|a small, green desk facing the right|1|-8.301560401916504
41|a small, green desk (2)|1|-10.007192611694336
42|a small, green desk that is facing to the right|1|-10.122857093811035
0|a large, green desk facing to the right|2|-10.453052520751953
1|a desk|2|-8.870912551879883
2|a large, green desk-facing forwards|2|-10.243582725524902
3|a large green desk  facing forwards|2|-10.377340316772461
4|a large, green desk that is facing forwards|2|-10.121581077575684
5|a large green desk facing forwards|2|-4.561354637145996
6|a large green desk facing forwards in the room|2|-9.452293395996094
7|a large, green desk|2|-3.784231662750244
8|a large, green desk is facing forwards|2|-9.136382102966309
9|a large green desk is facing forwards|2|-9.6624116897583
10|a large green desk |2|-8.880678176879883
11|a large green desk, facing forwards|2|-8.906800270080566
12|a desk facing forwards|2|-8.691246032714844
13|a large green desk|2|-8.943178176879883
14|a green table|2|-9.11427116394043
15|a large green table|2|-9.435949325561523
16|a large, green desk facing to the left|2|-10.671802520751953
17|a large green desk facing to the right|2|-10.007577896118164
18|a big green desk facing forward|2|-10.180520057678223
19|a green desk facing forwards|2|-9.023268699645996
20|a large green desk facing forward|2|-7.5891265869140625
21|a large, green desk face forwards|2|-9.98352336883545
22|a  large, green desk facing forwards|2|-10.2957181930542
23|a green desk, facing forwards|2|-9.346637725830078
24|a small green desk|2|-10.278332710266113
25|a large, green desk  |2|-9.502981185913086
26|a large green desk facing forwards in a room|2|-10.087433815002441
27|a large, green table|2|-9.038978576660156
28|a large green desk facing the front|2|-10.220926284790039
29|a small green desk facing forwards|2|-9.877093315124512
30|a|2|-7.850569725036621
31|a large, green desk |2|-6.487356662750244
32|a small, green desk|2|-9.550960540771484
33|a green desk|2|-10.305118560791016
34|a large green desk facing forwards |2|-8.514479637145996
35|a large, green desk, facing forwards|2|-10.503416061401367
36|a small, green desk facing forwards|2|-7.78228759765625
37|a green, large desk facing forwards|2|-9.271666526794434
38|a large, green desk faces forwards|2|-9.50932788848877
39|a large, green desk facing forwards|2|-1.675734519958496
0|a grey desk facing the left|3|-8.825268745422363
1|a large desk|3|-5.704833030700684
2|a large,|3|-11.092092514038086
3|a grey chair facing left|3|-10.556877136230469
4|a chair facing to the left|3|-10.41561222076416
5|a large, green desk facing to the right|3|-12.843202590942383
6|a grey, large desk facing left|3|-10.751480102539062
7|a large green desk facing to the left|3|-11.574823379516602
8|a grey, large desk facing to the left|3|-9.943052291870117
9|a grey chair|3|-10.892494201660156
10|a  large, grey desk facing to the left|3|-9.657145500183105
11|a grey desk to the left|3|-10.011488914489746
12|a large, green desk|3|-10.986976623535156
13|a large green desk|3|-10.10151481628418
14|a big grey desk facing left|3|-10.720579147338867
15|a grey desk facing left|3|-6.48489236831665
16|a large, grey table|3|-10.7540283203125
17|a large gray desk|3|-9.18616771697998
18|a large grey desk|3|-4.6020827293396
19|a grey desk in the room|3|-11.12332820892334
20|a large, gray desk facing to the left|3|-10.39161491394043
21|a grey desk, facing left|3|-10.28965950012207
22|a large, grey chair facing to the left|3|-8.503177642822266
23|a large, grey chair|3|-10.839597702026367
24|a grey desk is facing to the left|3|-10.096308708190918
25|a grey desk |3|-8.97537612915039
26|a grey chair facing to the left|3|-9.639786720275879
27|a grey desk|3|-5.905064105987549
28|a grey large desk|3|-9.834124565124512
29|a grey desk, facing to the left|3|-9.932195663452148
30|a small, green desk facing to the right|3|-10.062889099121094
31|a small green desk facing forwards|3|-10.593015670776367
32|a|3|-8.649048805236816
33|a grey table|3|-10.182394981384277
34|a grey desk is facing left|3|-11.179891586303711
35|a small, green desk|3|-10.908514976501465
36|a large green chair facing forwards|3|-10.883882522583008
37|a grey, large desk|3|-10.35897159576416
38|a green desk|3|-8.862037658691406
39|a large grey chair|3|-9.633333206176758
40|a grey desk facing to the left|3|-5.4879255294799805
41|a small, green desk facing forwards|3|-9.01140022277832
42|a large, green chair facing forwards|3|-11.093999862670898
43|a grey desk, large in size|3|-10.851912498474121
44|a large green desk facing to the right|3|-11.14238166809082
45|a large, green desk facing forwards|3|-8.26262092590332
46|a  large, grey desk|3|-11.092127799987793
0|a chair facing to the right|4|-29.35048484802246
1|a small, green chair  facing to the right|4|-29.438716888427734
2|a  small, green chair facing to the right|4|-31.405635833740234
3|a small green chair |4|-31.59814453125
4|a small, green chair 5|4|-30.895492553710938
5|a small, green chair, facing to the right|4|-29.077808380126953
6|a small, green chair facing  to the right|4|-31.708255767822266
7|a green desk chair facing to the right|4|-32.800777435302734
8|a small|4|-31.55562973022461
9|"a small, green chair"""|4|-31.575355529785156
10|a small, green chair |4|-27.919105529785156
11|a small chair facing to the right|4|-30.040075302124023
12|a small green chair to the right|4|-31.189985275268555
13|a green chair|4|-27.051097869873047
14|a small, green chair|4|-24.903480529785156
15|a small green chair facing to the right|4|-30.162158966064453
16|a small chair facing right|4|-31.59698486328125
17|a small, green desk chair facing to the right|4|-30.1825008392334
18|a small, green chair facing to the  right|4|-32.72885513305664
19|a small, green chair that is facing to the right|4|-34.8554801940918
20|a small, green chair to the right|4|-29.745004653930664
21|a small, green chair is facing to the right|4|-30.389631271362305
22|a small,|4|-31.4991455078125
23|a small, green chair that faces to the right|4|-31.77825164794922
24|a chair|4|-30.601577758789062
25|a little green chair facing right|4|-31.704790115356445
26|a small, green chair in the room|4|-31.333721160888672
27|a small, green desk chair|4|-31.867733001708984
28|a small, green chair faced to the right|4|-31.244401931762695
29|a small, green chair facing to the left|4|-31.063743591308594
30|a small, green chair facing right|4|-29.624061584472656
31|a large, grey chair facing to the left|4|-31.395591735839844
32|a small green chair facing the right|4|-29.93309783935547
33|a green, small chair facing to the right|4|-32.367977142333984
34|a small, green desk facing to the right|4|-28.006938934326172
35|a small, green chair face|4|-30.387855529785156
36|a small green chair, facing to the right|4|-31.894750595092773
37|a|4|-29.73194694519043
38|a small, green chair facing the right|4|-28.730730056762695
39|a little green chair facing to the right|4|-31.834354400634766
40|a small, green desk|4|-30.780038833618164
41|a small green chair|4|-31.65283203125
42|a small, green desk facing forwards|4|-30.95690155029297
43|a small, green chair  |4|-30.950355529785156
44|a large, green chair facing forwards|4|-29.36564064025879
0|a large, green chair facing to the left|5|-32.81272506713867
1|a large, green chair  |5|-33.019256591796875
2|a large green chair is facing forwards|5|-33.288597106933594
3|a green chair that is facing forwards|5|-33.318416595458984
4|a large, green chair  facing forwards|5|-30.951478958129883
5|a  large, green chair facing forwards|5|-32.1609001159668
6|a green chair facing forwards|5|-28.922847747802734
7|a large green chair facing to the right|5|-33.1024169921875
8|a big green chair facing forward|5|-32.619956970214844
9|a large, green chair is facing forwards|5|-31.776220321655273
10|a green chair facing forwards in the room|5|-33.282379150390625
11|a large, green chair facing to the right|5|-34.43696975708008
12|a green chair|5|-30.35869598388672
13|a large chair facing forwards|5|-30.49567413330078
14|a green chair facing forwards |5|-32.430660247802734
15|a large, green desk chair facing forwards|5|-31.555774688720703
16|a large green chair  facing forwards|5|-33.23239517211914
17|a large green chair facing the front|5|-31.972646713256836
18|a large green chair|5|-32.944149017333984
19|a green desk chair facing forwards|5|-32.026458740234375
