|Sequence|Object|p_llm
0|a small, blue fan facing the left|0|-28.194869995117188
1|a small, blue fan on the left|0|-30.989482879638672
2|a small fan facing left|0|-29.86309051513672
3|a blue fan|0|-30.46009063720703
4|a blue fan, facing to the left|0|-30.082473754882812
5|a small, blue fan is in the room|0|-31.035551071166992
6|"a small, blue fan"""|0|-31.17087745666504
7|a small fan that is blue in color|0|-31.448122024536133
8|a small fan|0|-28.546382904052734
9|a small, blue fan  facing to the left|0|-29.941837310791016
10|a blue, small fan facing left|0|-30.29438018798828
11|a small, blue fan  (1)|0|-30.189712524414062
12|a blue fan is facing to the left|0|-30.312362670898438
13|a small, blue fan 1|0|-30.888389587402344
14|a small, blue fan in the room|0|-30.31279182434082
15|a blue fan, small in size, facing left|0|-31.643503189086914
16|a small fan, blue in color, facing to the left|0|-30.814300537109375
17|a small, blue fan|0|-24.631256103515625
18|a small, blue fan facing left|0|-26.852523803710938
19|a small, blue fan facing to the left|0|-23.227783203125
20|a small, blue fan |0|-27.006256103515625
21|a blue fan is facing left|0|-30.545089721679688
22|a blue fan facing the left|0|-29.582550048828125
23|a small, blue fan is facing to the left|0|-30.346593856811523
24|a blue fan facing to the left|0|-30.089826583862305
25|a blue fan facing left|0|-30.704727172851562
26|a blue fan is in the room|0|-31.20903968811035
27|a small, blue fan that is facing to the left|0|-31.183292388916016
28|a small, blue fan (1)|0|-30.52215576171875
29|a small, blue fan to the left|0|-29.28509521484375
30|a blue fan on the left|0|-29.600317001342773
31|a small fan that is blue in color and facing to the left|0|-31.324934005737305
32|a small fan, blue in color, facing left|0|-31.22838020324707
33|a small fan that is blue and facing to the left|0|-31.438419342041016
34|a blue fan to the left|0|-29.312454223632812
35|a small fan facing to the left|0|-27.965600967407227
36|a small, blue fan  |0|-30.334381103515625
37|a fan|0|-30.306503295898438
38|a|0|-29.943347930908203
39|a blue fan, facing left|0|-28.80634880065918
40|a blue fan, small in size, facing to the left|0|-31.809349060058594
41|a small, blue fan, facing to the left|0|-28.585010528564453
42|a small blue fan|0|-23.631563186645508
43|a small fan, blue, facing left|0|-30.461111068725586
44|a small fan in the room|0|-30.703399658203125
0|a small, green fan|1|-22.927875518798828
1|a blue fan|1|-31.934852600097656
2|a small green fan|1|-27.600189208984375
3|a small fan|1|-31.01277732849121
4|a green fan is facing left|1|-31.78309440612793
5|a small green fan facing the left|1|-33.050270080566406
6|a small fan facing to the left, colored green|1|-31.87772560119629
7|a green fan on the left|1|-32.03077697753906
8|a green fan in the room|1|-31.141050338745117
9|a little green fan|1|-30.338581085205078
10|a small fan, green in color, facing to the left|1|-32.47349166870117
11|a small green fan |1|-30.428314208984375
12|a large, red sofa facing backwards|1|-31.791139602661133
13|a green fan facing left|1|-31.14287567138672
14|a green fan, facing to the left|1|-30.20587158203125
