|Sequence|Object|p_llm
0|a fan facing to the left|0|-31.7209529876709
1|a small fan, blue in color, facing left|0|-31.229543685913086
2|a blue, small fan facing to the left|0|-31.050363540649414
3|a small fan facing left|0|-28.92867088317871
4|a small fan that is blue in color and facing to the left|0|-31.534696578979492
5|a blue, small fan facing left|0|-30.298603057861328
6|a small fan 1|0|-32.13092041015625
7|a small fan is blue and facing to the left|0|-32.92874526977539
8|a small fan that is blue in color and is facing to the left|0|-31.922962188720703
9|a small fan that is blue in color, facing to the left|0|-32.958858489990234
10|a large, blue fan facing to the left|0|-31.355796813964844
11|a small fan facing the left|0|-31.5978946685791
12|a small fan is blue|0|-31.637470245361328
13|a blue fan|0|-24.6661319732666
14|a small fan facing to the left|0|-27.961400985717773
15|a small fan of blue color|0|-32.3562126159668
16|a small fan that is blue|0|-31.55596923828125
17|a small fan, blue in color, facing to the left|0|-30.589876174926758
18|a blue small fan facing to the left|0|-32.27001953125
19|a blue small fan|0|-32.055416107177734
20|a little blue fan facing left|0|-32.04551315307617
21|a small blue facing left fan|0|-32.141075134277344
22|a green fan|0|-30.848907470703125
23|a small, blue, fan, facing, left|0|-32.96804428100586
24|a small fan that is blue and facing to the left|0|-31.421794891357422
25|a small fan with a blue color|0|-32.2741813659668
26|a small fan that is blue in color and facing left|0|-32.879886627197266
27|a blue, small fan, facing left|0|-32.56108474731445
28|a tiny blue fan facing left|0|-32.33702087402344
29|a little blue fan on the left|0|-32.18486785888672
30|a fan facing left|0|-31.370424270629883
31|a small fan that is blue in color|0|-31.45185089111328
32|a small fan is blue and faces left|0|-32.13518524169922
33|a small blue fan|0|-23.631563186645508
34|a small fan, blue in colour|0|-32.391719818115234
35|a blue small fan facing left|0|-32.132015228271484
36|a small fan|0|-28.546382904052734
37|a small fan |0|-31.608882904052734
38|a small fan is blue and facing left|0|-31.97978973388672
39|a|0|-29.943347930908203
40|a blue, small fan|0|-31.573068618774414
41|a small fan, blue, left-facing|0|-31.766502380371094
42|a small fan, blue|0|-32.1191291809082
43|a small fan, blue in color|0|-31.541112899780273
44|a small fan, blue, facing left|0|-30.44851303100586
45|a small, blue, left-facing fan|0|-32.006103515625
46|a small, blue|0|-32.196189880371094
47|a small,|0|-31.248170852661133
48|a small|0|-31.084491729736328
49|a small fan that is blue and facing left|0|-31.8111629486084
50|a small fan, facing to the left|0|-32.28474426269531
51|a small fan in a room|0|-31.173097610473633
0|a small, blue fan facing to the left|1|-31.737594604492188
1|a fan facing to the left|1|-31.658891677856445
2|a small blue fan facing to the left|1|-31.84414291381836
3|a  green fan|1|-32.027652740478516
4|a small, green fan|1|-22.927875518798828
5|a green small fan|1|-32.30580139160156
6|a small fan facing left|1|-32.52320861816406
7|a small green fan is facing to the left|1|-31.52489471435547
8|a small green fan  (2)|1|-32.68783187866211
9|a small green fan facing the left|1|-30.31935691833496
10|a blue fan facing to the left|1|-31.02855682373047
11|a small green fan to the left|1|-32.35407257080078
12|a fan, green, small|1|-32.2313232421875
13|a small green fan facing left|1|-30.102399826049805
14|a small, green sofa facing to the left|1|-30.717981338500977
15|a large, blue fan facing to the left|1|-30.361469268798828
16|a large, green fan|1|-30.099145889282227
17|a little green fan|1|-30.338581085205078
18|a small fan facing to the left|1|-29.567977905273438
19|a blue fan|1|-31.934852600097656
20|a small, blue fan|1|-32.44636917114258
21|a small green fan facing to the left|1|-28.412748336791992
22|a small green fan  facing to the left|1|-32.03936767578125
23|a green fan|1|-25.07581901550293
24|a blue fan facing left|1|-32.50533676147461
25|a small fan in the room|1|-32.22440719604492
26|a small fan that is green|1|-30.705154418945312
27|a large, red fan facing backwards|1|-31.87944221496582
28|a small fan, green, facing left|1|-32.673980712890625
29|a large, red sofa facing backwards|1|-31.791139602661133
30|a small green fan|1|-29.840579986572266
31|a fan facing left|1|-32.50920486450195
32|a small green fan, facing left|1|-32.18935012817383
33|"a small green fan"""|1|-32.217376708984375
34|a small green sofa facing to the left|1|-32.60943603515625
35|a small green fan, facing to the left|1|-31.117616653442383
36|a small fan|1|-31.01277732849121
37|a green sofa|1|-31.566320419311523
38|a|1|-30.581111907958984
39|a small fan, green in color, facing to the left|1|-32.69137954711914
40|a small green fan |1|-30.428314208984375
41|a small,|1|-32.25518035888672
42|a small, green sofa|1|-32.38740539550781
0|a small, blue fan facing to the left|2|-30.705541610717773
1|a  large, blue fan facing to the left|2|-31.21611213684082
2|a large blue fan facing to the left|2|-25.619579315185547
3|a large blue fan |2|-29.552080154418945
4|a large, blue fan faces to the left|2|-30.646984100341797
5|a large, blue fan, facing left|2|-31.08868408203125
6|a small, green fan facing to the left|2|-30.980920791625977
7|a large, blue fan is facing to the left|2|-30.091829299926758
8|a large, blue fan faces left|2|-31.372724533081055
9|a large, blue fan  (3)|2|-31.056474685668945
10|a large, blue fan|2|-31.343238830566406
11|a blue fan facing to the left|2|-29.777185440063477
12|a large blue fan  facing to the left|2|-31.394432067871094
13|a large blue fan is facing to the left|2|-30.506656646728516
14|a large blue fan, facing to the left|2|-30.275985717773438
15|a large, blue sofa facing to the left|2|-30.740489959716797
16|a large, blue fan facing to the left|2|-25.08976173400879
17|"a large, blue fan facing to the left"""|2|-29.38663673400879
18|a large blue fan to the left|2|-31.043794631958008
19|a large, blue fan facing to the left |2|-28.60538673400879
20|a large blue fan facing the left|2|-28.74732780456543
21|a large, blue fan facing to the left,|2|-30.05851173400879
22|a large blue fan|2|-26.841142654418945
23|a green fan|2|-31.32475471496582
24|a large, blue fan facing to the left  (3)|2|-32.698402404785156
25|a large blue fan, facing left|2|-30.443233489990234
26|a large, blue fan facing to the left;|2|-31.30851173400879
27|a large fan facing left|2|-31.00748062133789
28|a large fan, blue in color, facing to the left|2|-31.32328987121582
29|a large, blue fan  facing to the left|2|-30.0676212310791
30|a large blue fan faces left|2|-31.153549194335938
31|a large, blue fan  |2|-31.093238830566406
32|a large, blue fan facing the left|2|-30.232852935791016
33|a small fan|2|-31.340593338012695
34|a large, blue fan, facing to the left|2|-29.450178146362305
35|a large, blue fan;|2|-31.405738830566406
36|a|2|-29.727041244506836
37|a large, blue fan that is facing to the left|2|-31.91461944580078
38|a large fan facing to the left|2|-28.485137939453125
39|a large blue fan facing left|2|-26.805709838867188
40|a large blue fan is facing left|2|-31.27629852294922
41|a large blue sofa facing to the left|2|-31.47545623779297
42|a large blue fan faces to the left|2|-31.31132698059082
0|a small, blue fan facing to the left|3|-8.426106452941895
1|a small, green fan|3|-7.324538707733154
2|a large, red fan facing the opposite direction of the others|3|-11.516509056091309
3|a large fan that is red in color and facing backwards|3|-10.504462242126465
4|a red sofa facing backwards|3|-7.949881553649902
5|a large red fan facing backward|3|-9.678727149963379
6|a large, red fan facing backward|3|-7.921419143676758
7|a large, red fan  (4)|3|-10.594642639160156
8|a large, red fan|3|-7.162441253662109
9|a large, red fan facing forwards|3|-9.577669143676758
10|a large red fan |3|-9.448324203491211
11|a backwards red fan|3|-8.216596603393555
12|a large red fan, facing backwards|3|-9.665003776550293
13|a large, blue fan|3|-8.444336891174316
14|a large, red fan faces backwards|3|-9.812832832336426
15|a backwards-facing red fan|3|-8.747121810913086
16|a large fan facing backwards|3|-6.559127330780029
17|a large fan|3|-8.578415870666504
18|a large red fan|3|-9.698324203491211
19|a large, red fan  facing backwards|3|-9.542874336242676
20|a large, red fan that is facing backwards|3|-8.484532356262207
21|a large, red fan facing to the left|3|-9.791824340820312
22|a large red fan facing backwards|3|-9.78140640258789
23|a blue fan|3|-9.536890983581543
24|a large red sofa facing backwards|3|-8.732192039489746
25|a small, blue fan|3|-9.386685371398926
26|a fan facing backwards|3|-8.264492988586426
27|a large, red fan, facing backwards|3|-8.187657356262207
28|a large, red fan facing backwards|3|-7.208641529083252
29|a large, red, backwards-facing fan|3|-9.760673522949219
30|a large, red sofa facing backwards|3|-7.698917865753174
31|a large, red fan facing to the right|3|-9.276199340820312
32|a large red fan is facing backwards|3|-9.191460609436035
33|a large fan that is red and facing backwards|3|-10.559600830078125
34|a red, large fan facing backwards|3|-8.968767166137695
35|a backward-facing red fan|3|-9.749639511108398
36|a large fan with a red color and facing backwards|3|-11.182327270507812
37|a red fan|3|-2.957561731338501
38|a large, red fan |3|-6.943691253662109
39|a large, red fan is facing backwards|3|-10.030314445495605
40|a|3|-8.529935836791992
41|a large, red fan is backwards|3|-10.14059829711914
42|a large, red fan turned around|3|-10.893634796142578
43|a large, red fan facing the opposite direction of the other fans|3|-11.840182304382324
44|a large, red fan backwards|3|-8.792150497436523
0|a small, green sofa  (5)|4|-10.156747817993164
1|a green couch facing left|4|-10.551880836486816
2|a small, green couch|4|-9.768983840942383
3|a small, green sofa |4|-7.642205238342285
4|a small sofa|4|-8.733386039733887
5|a small, green sofa faced to the left|4|-10.803217887878418
6|a small, green sofa faces left|4|-10.19269847869873
7|a small, green fan facing to the left|4|-10.999335289001465
8|a small green sofa  facing to the left|4|-10.878275871276855
9|a little green sofa facing left|4|-10.949223518371582
10|"a small, green sofa"""|4|-10.548455238342285
11|a small, green sofa;|4|-10.892205238342285
12|a small, green sofa on the left|4|-11.029159545898438
13|a large, blue sofa facing to the left|4|-8.985331535339355
14|a small, green sofa facing to the left|4|-7.701531887054443
15|a small green sofa facing the left|4|-9.170303344726562
16|a small, green sofa facing left|4|-12.011622428894043
17|a blue fan|4|-10.612277030944824
18|a small, green sofa, facing left|4|-9.998199462890625
19|a sofa|4|-8.732499122619629
20|a small, green sofa with its back to the left|4|-14.019268989562988
21|a green fan|4|-9.828817367553711
22|a green, small sofa facing left|4|-10.593401908874512
23|a small, green sofa  |4|-10.642205238342285
24|a small, green sofa facing the left|4|-10.29653549194336
25|a small, green sofa is in the room|4|-10.883369445800781
26|a small, green sofa in the room|4|-11.388898849487305
27|a small, green sofa is facing to the left|4|-10.845946311950684
28|a small, green sofa, facing to the left|4|-7.624246597290039
29|a large, red sofa facing backwards|4|-10.048473358154297
30|a small green sofa|4|-10.466477394104004
31|a small, green sofa faces to the left|4|-9.617081642150879
32|a small green sofa, facing to the left|4|-11.165193557739258
33|a blue sofa|4|-9.380875587463379
34|a small green sofa facing to the left|4|-10.243610382080078
35|a small green sofa is facing to the left|4|-10.307632446289062
36|a green sofa|4|-4.468155860900879
37|a small green sofa |4|-10.302414894104004
38|a|4|-9.341874122619629
39|a small, green sofa facing to the right|4|-11.513040542602539
40|a small, green sofa  facing to the left|4|-8.304129600524902
41|a small, green sofa to the left|4|-10.141242027282715
42|a green, small sofa facing to the left|4|-10.250787734985352
43|a small, green sofa (5)|4|-10.792759895324707
44|a small, green sofa that is facing to the left|4|-18.94248390197754
45|a small, green sofa is in the room, facing to the left|4|-13.287874221801758
46|a small, green sofa|4|-8.126580238342285
0|a small, blue fan facing to the left|5|-32.38883972167969
1|a large, blue sofa faced to the left|5|-32.635292053222656
2|a large, blue sofa is facing to the left|5|-33.321571350097656
3|a large, blue sofa (6)|5|-32.70913314819336
4|a large, blue sofa on the left side of the room|5|-35.160030364990234
5|a large, blue sofa 6 facing to the left|5|-34.163246154785156
6|a large, blue sofa 6|5|-32.61574172973633
7|a large, blue couch|5|-31.49802017211914
8|a small, green fan facing to the left|5|-32.94281005859375
9|a  large, blue sofa facing to the left|5|-31.299663543701172
10|a large, blue sofa on the left|5|-33.81350326538086
11|"a large, blue sofa"""|5|-33.26658248901367
12|a large, blue sofa that faces to the left|5|-33.379486083984375
13|a large, blue sofa, facing left|5|-32.82215118408203
14|a large, blue fan|5|-32.06833267211914
15|a large, blue sofa that is facing to the left|5|-32.56853103637695
16|a large, blue sofa facing to the left|5|-33.200157165527344
17|a small, green sofa facing to the left|5|-32.419837951660156
18|a large, blue sofa facing to the  left|5|-34.16720962524414
19|a large, blue sofa in the room is facing to the left|5|-34.5635986328125
20|a small, blue fan|5|-33.15068817138672
21|a large, blue sofa facing to the|5|-34.523990631103516
22|a large, blue sofa|5|-33.32011032104492
23|a sofa facing to the left|5|-31.852832794189453
24|a large, blue sofa  (6)|5|-32.33131408691406
25|a green fan|5|-31.47503662109375
26|a large,|5|-32.837242126464844
27|a large, blue sofa, facing to the left|5|-30.052597045898438
28|a large , blue sofa facing to the left|5|-33.165260314941406
29|"a ""large, blue sofa facing to the left"""|5|-34.033416748046875
30|a large, blue sofa faces left|5|-32.11916732788086
31|a large  blue sofa facing to the left|5|-32.65564727783203
32|a large, blue sofa is in the room|5|-33.41775131225586
33|a large blue sofa|5|-25.51449966430664
34|a large, blue sofa to the left|5|-33.63409423828125
35|a green sofa facing to the left|5|-32.27525329589844
36|a large, blue sofa faces to the left|5|-31.431129455566406
37|a blue sofa|5|-27.842151641845703
38|a large, blue sofa facing the left|5|-32.811031341552734
39|a large, blue sofa is facing to the left in the room|5|-34.475341796875
40|a large sofa|5|-29.175338745117188
41|a large, blue sofa facing to the right|5|-33.617740631103516
42|a blue, large sofa facing to the left|5|-33.03572463989258
43|a large, blue sofa facing  to the left|5|-33.22977066040039
44|a|5|-30.16026496887207
45|a large, blue sofa  facing to the left|5|-30.033464431762695
