|Sequence|Object|p_llm
0|a large desk|0|-28.61976432800293
1|a large grey desk, facing forwards|0|-29.959745407104492
2|a grey, large desk facing forwards|0|-29.133922576904297
3|a large, grey desk in the room|0|-31.249406814575195
4|a grey desk in a room|0|-31.192249298095703
5|a large, grey desk|0|-28.21249771118164
6|a large grey desk is facing forwards|0|-30.357423782348633
7|a grey desk facing forwards in a room|0|-30.455657958984375
8|a large desk that is grey in color and facing forwards|0|-32.4653205871582
9|a grey desk facing forwards|0|-25.799211502075195
10|a grey desk is in the room|0|-30.633466720581055
11|a grey desk is facing forwards|0|-29.58340072631836
12|a grey desk facing forwards |0|-29.939836502075195
13|a desk facing forwards|0|-29.865795135498047
14|a large gray desk|0|-29.567169189453125
15|a large grey desk facing forwards|0|-28.275484085083008
16|a grey desk in the room|0|-30.00180435180664
17|a large grey desk|0|-30.261775970458984
18|a grey desk, facing forwards|0|-29.100297927856445
19|a large, grey, desk, facing forwards|0|-31.10979652404785
20|a grey large desk facing forwards|0|-30.938068389892578
21|a grey desk facing forwards is in the room|0|-31.11042022705078
22|a large, grey desk facing forwards|0|-26.525190353393555
23|a large grey facing forwards desk|0|-30.355073928833008
24|a large, grey desk is facing forwards|0|-30.42980194091797
25|a grey desk |0|-28.45615577697754
26|a grey desk|0|-25.67490577697754
27|a large grey desk  facing forwards|0|-30.7359676361084
28|a large desk, grey in colour, facing forwards|0|-30.87135887145996
29|a grey desk facing forwards in the room|0|-29.991470336914062
30|a|0|-28.953624725341797
31|a large, grey desk |0|-27.27225112915039
32|a large desk facing forwards|0|-29.896648406982422
33|a large, grey desk  facing forwards|0|-29.557424545288086
34|a large, grey desk 1|0|-31.13448143005371
35|a large, grey desk  (1)|0|-31.325368881225586
36|a large desk, grey in color, facing forwards|0|-30.66639518737793
37|a large, grey desk, facing forwards|0|-29.50461769104004
0|a large desk|1|-30.165061950683594
1|a  large, blue desk|1|-31.922134399414062
2|a large,|1|-32.58927536010742
3|a large desk facing forwards, painted blue|1|-33.28289794921875
4|a  blue  desk|1|-32.78998947143555
5|a large desk that is blue in colour and facing forwards|1|-33.36940002441406
6|a blue desk facing forwards |1|-31.82748794555664
7|a large desk that is blue in colour|1|-33.53213882446289
8|a blue desk is facing forwards|1|-31.920228958129883
9|a blue desk |1|-30.38527488708496
10|a blue desk facing forwards|1|-31.917022705078125
