|Sequence|Object|p_llm
0|a large, grey chair |0|-28.607345581054688
1|a large grey chair facing backwards in the room|0|-29.744834899902344
2|a grey chair |0|-30.39471435546875
3|a large, grey chair facing backwards|0|-28.650625228881836
4|a grey chair facing backwards, large in size|0|-30.92755126953125
5|a large chair facing backwards|0|-29.20745277404785
6|a backwards grey chair|0|-29.025775909423828
7|a large, grey chair, facing backwards|0|-32.10293960571289
8|a large grey chair|0|-30.3201961517334
9|a large, grey chair that is facing backwards|0|-30.416324615478516
10|a chair facing backwards|0|-29.12156867980957
11|a large grey chair facing the opposite direction of the other chairs|0|-34.941123962402344
12|a large grey chair facing backwards 1|0|-31.59543800354004
13|a large grey chair |0|-29.6405086517334
14|a large grey chair facing backwards in a room|0|-31.859325408935547
15|a grey chair facing away|0|-30.30780601501465
16|a large chair|0|-30.702777862548828
17|a large, grey chair  facing backwards|0|-30.26949691772461
18|a grey chair is facing backwards|0|-30.87823486328125
19|a large grey chair, facing backwards|0|-30.049440383911133
20|a large grey chair facing backwards|0|-25.233036041259766
21|a large, grey chair facing backward|0|-30.004615783691406
22|a large grey chair facing forwards|0|-30.388717651367188
23|a large grey chair that is facing backwards|0|-30.889724731445312
24|"a large grey chair facing backwards"""|0|-30.756473541259766
25|a grey chair facing backwards in the room|0|-30.915647506713867
26|a large, grey chair, facing backwards, in the room|0|-33.322635650634766
27|a chair, grey, large, facing backwards|0|-31.165111541748047
28|a backwards-facing grey chair|0|-28.80329704284668
29|a large grey chair is facing backwards|0|-30.882692337036133
30|a grey, large chair facing backwards|0|-31.73716926574707
31|a large, grey chair 1|0|-30.65612030029297
32|a large, grey chair facing forwards|0|-29.379615783691406
33|a backwards-facing large grey chair|0|-30.918582916259766
34|a grey chair facing backwards|0|-25.929664611816406
35|a large, grey, backwards-facing chair|0|-30.612775802612305
36|a grey chair, facing backwards|0|-29.672164916992188
37|a large, grey chair|0|-29.544845581054688
38|a big grey chair facing away|0|-30.61952018737793
39|a|0|-29.42753791809082
40|a grey chair facing backwards |0|-29.437477111816406
41|a large grey chair facing backwards is in the room|0|-31.480806350708008
42|a large grey chair facing backwards |0|-28.467411041259766
43|a large gray chair facing backwards|0|-30.949539184570312
0|a large, grey chair |1|-29.022933959960938
1|a large, grey chair facing forwards;|1|-31.101476669311523
2|a large, grey chair facing forwards is in the room|1|-32.32929992675781
3|a chair facing forwards|1|-29.490272521972656
4|"a large, grey chair facing forwards <|user|>  <|bot|>"|1|-35.59154510498047
