|Sequence|Object|p_llm
0|a blue chair on the left|0|-9.694927215576172
1|a blue chair facing left|0|-8.54752254486084
2|a large, blue chair, facing to the left|0|-7.438509464263916
3|a large blue chair |0|-8.392463684082031
4|a blue chair is facing to the left|0|-9.61451530456543
5|a large, blue chair 1|0|-8.459846496582031
6|a large blue chair facing to the left|0|-4.739996433258057
7|a big blue chair facing left|0|-8.333407402038574
8|a large blue chair facing to the left,|0|-9.474370956420898
9|a blue chair facing the left|0|-9.509379386901855
10|a large chair facing to the left|0|-8.685497283935547
11|a blue chair is facing left|0|-9.248854637145996
12|a large, blue chair facing left|0|-6.152251243591309
13|a large blue chair|0|-8.501838684082031
14|a large blue chair is facing left|0|-9.306066513061523
15|a chair, blue, large, facing left|0|-10.011804580688477
16|a large chair|0|-8.948976516723633
17|a large, blue chair facing to the left|0|-6.051177501678467
18|a large blue chair facing left|0|-7.840082168579102
19|a large, blue chair is facing to the left|0|-9.233524322509766
20|a large chair facing left|0|-8.664690017700195
21|a blue chair |0|-9.191753387451172
22|a large blue chair, facing to the left|0|-9.214771270751953
23|a large, blue chair facing the left|0|-6.720342636108398
24|a large blue chair facing the left|0|-6.191892623901367
25|a large blue chair is facing to the left|0|-9.020853042602539
26|a blue chair, facing to the left|0|-9.191754341125488
27|a chair facing left|0|-9.354799270629883
28|a large|0|-9.189472198486328
29|a blue chair, facing left|0|-8.268668174743652
30|a large, blue chair |0|-7.022708415985107
31|a large blue chair facing to the left |0|-8.708745956420898
32|a large, blue chair|0|-7.757083415985107
33|a|0|-8.527873992919922
34|a chair facing to the left|0|-8.504317283630371
35|a blue chair facing to the left|0|-6.883857727050781
36|a large blue chair, facing left|0|-8.168149948120117
37|a large, blue chair  facing to the left|0|-8.599832534790039
38|a large blue chair to the left|0|-8.739227294921875
39|a large, blue chair, facing left|0|-7.999945640563965
40|a blue chair|0|-9.387065887451172
0|a large, blue chair with its back to us|1|-11.108593940734863
1|a backwards-facing blue chair|1|-9.397207260131836
2|a blue chair facing backwards|1|-6.309989929199219
3|a large, blue chair facing the wall|1|-10.580750465393066
4|a large blue chair facing to the left|1|-10.586806297302246
5|a large blue chair facing backward|1|-8.573894500732422
6|a blue chair facing backwards |1|-9.966239929199219
7|a large, blue chair facing the opposite direction of the other chairs|1|-12.9447603225708
8|a small grey chair facing forwards|1|-9.017327308654785
9|a large, blue chair facing to the right|1|-9.750653266906738
10|a blue fan facing backwards|1|-9.904139518737793
11|a blue chair facing backwards in the room|1|-10.33755111694336
12|a large blue chair facing backwards |1|-10.036470413208008
13|a chair facing backwards|1|-7.07851505279541
14|a large, blue fan|1|-9.160401344299316
15|a blue chair is facing backwards|1|-9.96674919128418
16|a large blue chair, facing backwards|1|-10.072158813476562
17|a chair, facing backwards|1|-10.22254467010498
18|a large, blue chair, facing backwards|1|-10.924749374389648
19|a large, blue chair facing downwards|1|-10.122098922729492
20|a large, blue chair facing to the left|1|-8.469403266906738
21|a chair, blue, large, facing backwards|1|-10.370341300964355
22|a large, blue fan facing backwards|1|-7.328916072845459
23|a small, grey fan facing forwards|1|-9.119476318359375
24|a large, blue chair facing backwards|1|-8.336953163146973
25|a large, blue chair is facing backwards|1|-8.866229057312012
26|a chair|1|-9.644064903259277
27|a backwards blue chair|1|-9.758203506469727
28|a large,|1|-10.181204795837402
