|Sequence|Object|p_llm
0|a large desk|0|-28.61976432800293
1|"a large, grey desk facing forwards"""|0|-28.842430114746094
2|a desk|0|-28.91809844970703
3|a large grey desk, facing forwards|0|-29.959745407104492
4|a large, grey desk facing forwards 1|0|-31.644136428833008
5|a grey, large desk facing forwards|0|-29.13749885559082
6|a large, grey desk|0|-25.17068862915039
7|a large, grey desk facing forwards  (1)|0|-32.0797004699707
8|a large grey desk is facing forwards|0|-30.640329360961914
9|a desk facing forwards|0|-29.125036239624023
10|a large grey desk facing forwards |0|-28.931659698486328
11|a large grey desk facing forwards in a room|0|-30.953006744384766
12|a large gray desk|0|-29.567169189453125
13|a large grey desk|0|-26.199275970458984
14|a large grey desk facing forwards|0|-25.291034698486328
15|a large, grey desk facing forwards'|0|-30.475242614746094
16|a large, grey desk facing forwards in a room|0|-30.99384307861328
17|a large grey desk |0|-28.527400970458984
18|a grey large desk facing forwards|0|-30.308292388916016
19|a large grey desk facing forwards in the room|0|-29.585159301757812
20|a large, grey desk facing forwards|0|-24.475242614746094
21|a large grey facing forwards desk|0|-30.355073928833008
22|a large, grey desk is facing forwards|0|-30.421642303466797
23|a large, grey desk facing forwards in the room|0|-29.18521499633789
24|"a large grey desk facing forwards"""|0|-30.791034698486328
25|a grey desk|0|-24.22245216369629
26|a large grey desk  facing forwards|0|-30.19649887084961
27|a large desk, grey in colour, facing forwards|0|-30.8759765625
28|a|0|-28.953624725341797
29|a large, grey desk |0|-27.27225112915039
30|a large desk facing forwards|0|-27.344148635864258
31|a blue desk|0|-30.659664154052734
32|a large, grey desk  facing forwards|0|-29.550334930419922
33|a large desk, grey in color, facing forwards|0|-30.66911506652832
34|a large grey desk facing forward|0|-29.731185913085938
35|a large, grey desk, facing forwards|0|-29.50128936767578
36|a large, grey desk facing forwards |0|-27.475242614746094
37|a large, grey desk facing forwards is in the room|0|-30.56329917907715
0|a large desk|1|-8.141624450683594
1|a large,|1|-10.565835952758789
2|a large desk that is blue in colour and facing forwards|1|-11.336880683898926
3|a large desk facing forwards, painted blue|1|-11.10944938659668
4|a large blue desk facing forwards|1|-5.732371807098389
