|Sequence|Object|p_llm
0|a blue chair facing left|0|-30.432289123535156
1|a large, blue chair, facing to the left|0|-29.79255485534668
2|a large blue chair |0|-30.27722930908203
3|a large blue chair 1|0|-30.808490753173828
4|a large, blue chair 1|0|-30.34461212158203
5|a large blue chair facing to the left|0|-30.953893661499023
6|a large, blue chair facing to the left in the room|0|-30.848981857299805
7|a big blue chair facing left|0|-30.970216751098633
8|a large blue chair facing left in the room|0|-31.008634567260742
9|a large chair facing to the left|0|-29.74082374572754
10|a blue chair is facing left|0|-30.799182891845703
11|a large blue chair|0|-30.38660430908203
12|a chair, blue, large, facing left|0|-31.131595611572266
13|a large chair|0|-30.833742141723633
14|a large, blue chair facing to the left|0|-24.91722869873047
15|a large, blue chair facing to the left;|0|-31.13597869873047
16|a large blue chair facing left|0|-26.03743553161621
17|a large, blue chair is facing to the left|0|-31.129070281982422
18|a large chair facing left|0|-30.549455642700195
19|"a large blue chair facing left"""|0|-30.92806053161621
20|a blue chair |0|-31.076519012451172
21|a large blue chair, facing to the left|0|-31.099538803100586
22|a large, blue chair facing the left|0|-31.063669204711914
23|a large blue chair facing the left|0|-28.07666015625
24|a chair facing left|0|-30.340757369995117
25|a large blue chair facing left |0|-29.91243553161621
26|a large, blue chair facing to the left, |0|-31.280853271484375
27|a blue chair to the left|0|-30.706357955932617
28|a large|0|-31.074237823486328
29|a blue chair, facing left|0|-30.15343475341797
30|a large, blue chair |0|-28.907472610473633
31|a large blue chair facing to the left |0|-30.59351348876953
32|a large, blue chair|0|-29.641847610473633
33|a|0|-30.412639617919922
34|a chair facing to the left|0|-30.389081954956055
35|a large, blue chair facing to the left is in the room|0|-31.402435302734375
36|a blue chair facing to the left|0|-28.76862144470215
37|"a large, blue chair facing to the left"""|0|-28.72972869873047
38|a large blue chair, facing left|0|-30.052915573120117
39|a large, blue chair  facing to the left|0|-30.484600067138672
40|a large, blue chair, facing left|0|-29.88471031188965
41|a large blue chair facing leftwards|0|-30.64681053161621
42|a large, blue chair facing to the left |0|-28.04222869873047
0|a large, blue chair with its back to us|1|-11.558547973632812
1|a backwards-facing blue chair|1|-9.397207260131836
2|a blue chair facing backwards|1|-5.642885208129883
3|a large, blue chair facing the wall|1|-10.013510704040527
4|a small grey fan facing forwards|1|-10.015016555786133
5|a large blue chair facing to the left|1|-9.489763259887695
6|a large blue chair facing backward|1|-10.501033782958984
7|a large, blue chair facing the opposite direction of the other chairs|1|-12.912210464477539
8|a small grey chair facing forwards|1|-9.017327308654785
9|a large, blue chair facing to the right|1|-9.750653266906738
10|a blue fan facing backwards|1|-9.904139518737793
11|a large blue chair facing backwards |1|-8.864595413208008
12|a chair facing backwards|1|-6.383200168609619
13|a large, blue fan|1|-9.160401344299316
14|a large blue chair facing backwards,|1|-9.958345413208008
15|a blue chair is facing backwards|1|-9.96674919128418
16|a large blue chair, facing backwards|1|-10.072158813476562
17|a large, blue chair, facing backwards|1|-10.92502498626709
18|a large, blue chair facing backward|1|-9.423527717590332
19|a large, blue chair facing downwards|1|-10.122098922729492
20|a large, blue chair facing to the left|1|-8.469403266906738
21|a chair, blue, large, facing backwards|1|-10.370341300964355
22|a large, blue, backwards-facing chair|1|-10.719366073608398
23|a large, blue fan facing backwards|1|-7.328916072845459
24|a small, grey fan facing forwards|1|-9.119476318359375
25|a large, blue chair facing backwards|1|-8.336953163146973
26|a large, blue chair is facing backwards|1|-8.866229057312012
27|a chair|1|-9.644064903259277
28|a backwards blue chair|1|-9.032050132751465
29|a fan facing backwards|1|-10.285762786865234
30|a large,|1|-10.181204795837402
31|a blue chair facing backward|1|-9.908510208129883
32|a  large, blue chair facing backwards|1|-9.582846641540527
33|a small, grey chair facing forwards|1|-8.126847267150879
34|a large, blue chair facing the back of the room|1|-11.236137390136719
35|a large, blue chair  facing backwards|1|-8.961700439453125
36|a large, blue chair facing the opposite direction of the others|1|-12.265664100646973
37|a large|1|-9.885477066040039
38|a large, blue chair |1|-8.430215835571289
39|a large, blue chair facing the opposite direction of the other chairs and fans|1|-14.707906723022461
40|a large, blue chair facing forwards|1|-10.127944946289062
41|a|1|-8.544262886047363
42|a large, blue chair|1|-9.164590835571289
43|a large, blue chair with its back to the viewer|1|-11.571331977844238
44|a large blue fan facing backwards|1|-10.318493843078613
45|a large, blue chair facing  backwards|1|-10.464179992675781
46|a large blue chair is facing backwards|1|-9.935693740844727
47|a large blue chair facing backwards|1|-6.458924293518066
48|a large blue chair facing backwards in the room|1|-9.382583618164062
49|a large, blue chair backwards|1|-10.070840835571289
50|a chair that is facing backwards|1|-9.832483291625977
