|Sequence|Object|p_llm
0|a small, red chair facing the left|0|-9.60227108001709
1|a small red chair to the right|0|-9.841915130615234
2|a small, red chair, facing right|0|-8.503095626831055
3|a red chair |0|-9.385684967041016
4|a red chair is facing to the right|0|-9.429207801818848
5|a small red chair facing to the left|0|-11.286781311035156
6|a small red chair|0|-8.832770347595215
7|a small, red chair  (1)|0|-9.975400924682617
8|a small chair|0|-8.362825393676758
9|a small red chair |0|-8.465582847595215
10|a red chair, facing right|0|-8.873475074768066
11|"a small red chair facing right"""|0|-9.454703330993652
12|a small red chair facing right |0|-8.432625770568848
13|a chair facing right|0|-8.989819526672363
14|a red chair facing the right|0|-7.204677581787109
15|a chair facing to the right|0|-8.348278999328613
16|a small red chair facing the right|0|-6.731332302093506
17|a red chair|0|-6.674747943878174
18|a small red chair facing right|0|-5.085024833679199
19|a chair|0|-8.721531867980957
20|a small, red chair |0|-9.04262924194336
21|a red chair, facing to the right|0|-9.834808349609375
22|a red chair facing right|0|-5.354068279266357
23|a red chair facing to the right|0|-4.843613624572754
24|a small, red chair, facing to the right|0|-7.353978633880615
25|a small red chair, facing right|0|-9.429545402526855
26|a small, red chair to the right|0|-10.287086486816406
27|a small chair facing to the right|0|-9.684103012084961
28|a red chair facing right |0|-8.775943756103516
29|a small, red chair facing to the left|0|-14.729568481445312
30|a small, red chair facing to the 1|0|-21.690963745117188
31|a red chair to the right|0|-8.63428020477295
32|a|0|-8.734969139099121
33|a small, red chair is facing to the right|0|-8.803701400756836
34|a small, red chair facing the right|0|-6.44681453704834
35|a small red chair, facing to the right|0|-8.947732925415039
36|a small, red chair facing to the  right|0|-18.860389709472656
37|a small, red chair 1|0|-9.495169639587402
38|a small, red chair  facing to the right|0|-7.9619460105896
39|a small,|0|-9.364118576049805
40|a small red chair facing to the right|0|-8.020787239074707
41|a small chair facing right|0|-8.503089904785156
0|a small, red chair facing the left|1|-8.105982780456543
1|a small, red chair - facing to the left|1|-10.612579345703125
2|a small red chair is facing to the left|1|-10.476442337036133
3|a small red chair facing to the left|1|-5.63228702545166
4|a red chair facing to the left|1|-6.979221820831299
5|a small, red chair 2|1|-10.30296516418457
6|a small red chair|1|-10.331220626831055
7|a small, red chair facing to the right|1|-6.713708877563477
8|a small red chair |1|-9.932783126831055
9|a small red chair facing the left|1|-9.136748313903809
10|a small, red chair is facing to the left|1|-11.454058647155762
11|a  small, red chair facing to the left|1|-10.208466529846191
12|a small, red chair  (2)|1|-10.235942840576172
13|a small, red chair  |1|-10.171795845031738
14|"a small red chair facing to the left"""|1|-10.14009952545166
15|a small, red chair, facing to the left|1|-7.079687118530273
16|a small, red chair (2) facing to the left|1|-10.437685012817383
17|a small, red chair that is facing to the left|1|-11.73569107055664
18|a small, red chair |1|-6.913983345031738
19|a small, red chair facing to the  left|1|-10.561705589294434
20|a small, red chair facing left|1|-6.819012641906738
21|a red chair, facing left|1|-10.236223220825195
22|a small chair facing left|1|-9.973658561706543
23|a small, red chair|1|-4.249920845031738
24|a small red chair  facing to the left|1|-10.489401817321777
25|a small, red chair, facing left|1|-8.978933334350586
26|a chair facing left|1|-9.093761444091797
27|a chair facing the left|1|-10.399408340454102
28|a small, red chair facing the left side|1|-11.71668529510498
29|a red chair facing the left|1|-8.650960922241211
30|a small red chair, facing left|1|-10.473827362060547
31|a small, red chair  facing to the left|1|-7.914365291595459
32|"a small, red chair"""|1|-10.546795845031738
33|a|1|-8.618755340576172
34|a small, red chair in the room|1|-9.891071319580078
35|a small, red chair facing the right|1|-9.370416641235352
36|a small, red chair facing|1|-10.451825141906738
37|a small,|1|-9.638784408569336
38|a small red chair facing to the left |1|-9.22603702545166
39|a small|1|-9.820322036743164
40|a small chair facing to the left|1|-8.41965389251709
41|a small red chair facing to the right|1|-9.470937728881836
42|a small, red chair facing the left side of the room|1|-11.554737091064453
0|a blue chair facing backwards|2|-32.247779846191406
1|a small, blue chair in the room|2|-32.98722839355469
2|a blue chair, facing backwards|2|-31.324853897094727
3|a small blue chair is facing backwards|2|-32.49851608276367
4|a blue chair that is facing backwards|2|-31.247732162475586
5|a small, blue chair with its back to us|2|-32.63572311401367
6|a small, blue chair that is facing backward|2|-33.203460693359375
7|a small blue chair facing to the left|2|-32.74287033081055
8|a blue sofa facing backwards|2|-31.16135597229004
9|a small, blue chair facing to the left|2|-33.86012649536133
10|a small, blue chair facing the opposite direction of the other chairs|2|-34.33383560180664
11|a small, red chair facing to the right|2|-32.36901092529297
12|a small, blue chair turned around|2|-32.857357025146484
13|a small, blue chair facing backwards|2|-31.21171760559082
14|a blue chair is facing backwards|2|-31.283506393432617
15|a small, blue chair backwards|2|-31.414073944091797
16|a small, blue chair (3)|2|-32.5996208190918
17|a small, blue chair  |2|-31.679698944091797
18|a small, blue sofa|2|-29.176612854003906
19|a small blue chair, facing backwards|2|-32.482479095458984
20|a small, blue chair facing the opposite direction of the other chairs and sofas|2|-35.727970123291016
21|a backwards blue chair|2|-32.27529525756836
22|a small, blue chair facing downwards|2|-32.27823257446289
23|a small, blue chair with its back facing the viewer|2|-33.91939163208008
24|a small blue chair |2|-32.15656661987305
25|a small, blue chair facing the back of the room|2|-33.52591323852539
26|a small, blue chair facing the back|2|-32.973995208740234
27|a small blue chair facing backwards|2|-30.991456985473633
28|a small, blue, backwards-facing chair|2|-31.47710609436035
29|a small, blue chair facing upwards|2|-32.34073257446289
30|a small blue chair that is facing backwards|2|-32.834712982177734
31|a small, blue chair facing to the right|2|-33.71854782104492
32|a small, blue chair facing away|2|-32.06729507446289
33|a small, blue, backwards chair|2|-32.159141540527344
34|a small, blue chair |2|-31.656261444091797
35|a small, blue chair that's facing backwards|2|-32.87179183959961
36|a small blue chair facing backwards |2|-31.466197967529297
37|a small, blue chair with its back facing us|2|-32.97353744506836
38|a large, grey chair facing forwards|2|-32.17164611816406
39|a small blue sofa facing backwards|2|-31.828493118286133
40|a small, blue chair that is facing backwards|2|-30.109708786010742
41|a small, blue chair with its back facing you|2|-33.02041244506836
42|a small, blue chair that faces backwards|2|-31.930965423583984
43|a|2|-31.34567642211914
44|a small blue chair facing to the right|2|-32.82099533081055
45|a small,|2|-32.337554931640625
46|a small, blue chair, facing backwards|2|-29.988536834716797
47|a small, blue chair with its back to the viewer|2|-33.93577575683594
48|a small blue chair facing backward|2|-30.69384002685547
49|a small, blue chair facing the opposite direction of the others|2|-33.437156677246094
50|a small, blue chair facing the wall|2|-32.343360900878906
51|a blue chair|2|-32.00034713745117
0|a grey sofa facing forwards|3|-31.583229064941406
1|a large grey chair faces forwards|3|-32.079586029052734
2|a grey chair faces forwards|3|-32.54114532470703
3|a large gray chair facing forwards|3|-31.68790626525879
4|a grey chair |3|-31.668411254882812
5|a grey chair facing forward|3|-30.49187469482422
6|a chair facing forwards|3|-31.75124740600586
7|a large grey chair that is facing forwards|3|-32.97637176513672
8|a large grey chair facing the front|3|-32.17900466918945
9|a large grey chair, facing forwards|3|-32.10954666137695
10|a small, blue chair|3|-32.39628219604492
11|a grey, large chair|3|-30.032634735107422
12|a grey chair|3|-28.793411254882812
13|a large grey chair|3|-27.571544647216797
14|a small red chair|3|-32.03462600708008
15|a  large, grey chair facing forwards|3|-32.274723052978516
16|a small, red chair facing to the right|3|-29.854909896850586
17|a small, blue chair facing backwards|3|-31.205806732177734
18|a large grey facing forwards chair|3|-32.475704193115234
19|a large gray chair facing forward|3|-32.212806701660156
20|a grey chair facing the front|3|-32.73073196411133
21|a large grey chair |3|-30.641857147216797
22|a large-grey-chair-facing-forwards|3|-32.24423599243164
23|a large grey chair facing forward|3|-29.645130157470703
24|a large grey facing chair|3|-32.52629089355469
25|a grey chair, facing forwards|3|-32.18276596069336
26|a grey chair is facing forwards|3|-31.456953048706055
27|a large grey sofa facing forwards|3|-30.840911865234375
28|a large grey chair facing forwards|3|-25.817005157470703
29|a big grey chair facing forward|3|-32.05419921875
30|a large grey sofa|3|-32.4623908996582
31|a large, grey sofa facing forwards|3|-30.639490127563477
32|a small, red chair|3|-31.932147979736328
33|a small blue chair facing backwards|3|-31.647872924804688
34|a large, gray chair facing forwards|3|-31.282676696777344
35|a large, grey, forward-facing chair|3|-32.454776763916016
36|a large grey facing forwards|3|-32.40360641479492
37|a grey chair facing forwards|3|-27.16374969482422
38|a small, red chair facing to the left|3|-31.511159896850586
39|a large sofa|3|-31.553058624267578
40|a large, grey chair|3|-23.801828384399414
41|a|3|-30.94976043701172
42|a large grey chair is facing forwards|3|-31.37902069091797
43|a large, grey, facing forwards chair|3|-32.56208038330078
44|a small red chair facing to the right|3|-31.963083267211914
0|a small, red sofa (5)|4|-31.55270004272461
1|a small, red sofa |4|-27.60965347290039
2|a red sofa, facing to the left|4|-31.497652053833008
3|a red sofa facing left|4|-28.333534240722656
4|a  small, red sofa facing to the left|4|-31.362957000732422
5|a small, red sofa faces left|4|-30.94176483154297
6|a small  red sofa facing to the left|4|-31.53646469116211
7|a small, red sofa|4|-28.13309097290039
8|a small, red sofa facing  to the left|4|-31.602806091308594
9|a small red sofa|4|-25.39826774597168
10|a red sofa facing the left|4|-31.31273651123047
11|a small, red sofa is in the room|4|-31.305267333984375
12|a small, red sofa, facing left|4|-30.025510787963867
13|a small, red sofa faces to the left|4|-30.20685577392578
14|a small, red sofa faced to the left|4|-32.477943420410156
15|a small, red couch facing to the left|4|-32.55973434448242
16|a small, red sofa in the room|4|-31.044784545898438
17|a small, red sofa is facing to the left|4|-33.85075378417969
18|a small, red sofa is facing left|4|-31.99273681640625
19|a small, red sofa that is facing to the left|4|-30.981504440307617
20|"a small, red sofa"""|4|-30.90652847290039
21|a small, red sofa 5|4|-31.207082748413086
22|a red sofa is facing to the left|4|-31.774778366088867
23|a small, red sofa  (5)|4|-31.534849166870117
24|a small, red sofa to the left|4|-29.61181640625
25|a small, red sofa facing left|4|-27.7001895904541
26|a red sofa facing to the left|4|-28.21124267578125
27|a small, red sofa-facing to the left|4|-32.55344009399414
28|a red sofa|4|-28.82436752319336
29|a small, red sofa  |4|-30.98465347290039
30|a small, red sofa - facing to the left|4|-31.694862365722656
31|a small, red sofa facing to the right|4|-31.817981719970703
32|a small, red sofa  facing to the left|4|-28.932918548583984
33|a red sofa, facing left|4|-31.5304012298584
34|a small, red chair facing to the left|4|-30.403629302978516
35|a small, red sofa, facing to the left|4|-28.027191162109375
36|a|4|-29.07654571533203
37|a small sofa facing to the left|4|-30.624448776245117
38|a small, red sofa that faces to the left|4|-31.501550674438477
39|a red sofa to the left|4|-31.525146484375
40|a small,|4|-30.52340316772461
41|a small|4|-30.808135986328125
42|a small, red sofa facing the left|4|-29.39335823059082
0|a  small, blue sofa facing backwards|5|-32.75273132324219
1|a blue chair facing backwards|5|-31.890714645385742
2|a blue, small sofa facing backwards|5|-32.10177230834961
3|a small, blue sofa with its back to us|5|-33.75569534301758
4|a small, blue sofa facing backwards|5|-28.46719741821289
5|a blue sofa facing backwards|5|-28.790367126464844
6|a small, blue sofa facing upwards|5|-32.264076232910156
7|a small, blue sofa that is facing backwards|5|-31.19856834411621
8|a small, blue chair facing backwards|5|-30.938383102416992
9|a small, blue, backwards-facing sofa|5|-32.52851486206055
10|a small, blue sofa|5|-30.525714874267578
11|a small, blue sofa with its back facing us|5|-33.82416534423828
12|a small, blue sofa with its back to the viewer|5|-34.164466857910156
13|a small, blue sofa facing backward|5|-30.693761825561523
14|a blue sofa facing backward|5|-32.478904724121094
15|a small, blue sofa  |5|-32.93196487426758
16|a blue facing backwards|5|-32.063072204589844
17|a small, blue sofa, facing backwards|5|-30.180103302001953
18|a small, blue sofa is facing backwards|5|-31.034528732299805
19|a small, blue sofa faces backwards|5|-32.70479965209961
20|a small, blue sofa facing to the left|5|-31.73223304748535
21|a small blue sofa, facing backwards|5|-32.69852066040039
22|a large, grey sofa facing forwards|5|-32.55015182495117
23|a small, blue sofa |5|-30.197589874267578
24|a small, blue sofa (6)|5|-32.83091354370117
25|a small, blue sofa facing forwards|5|-30.662511825561523
26|a small, blue sofa  facing backwards|5|-30.685680389404297
27|a small blue sofa facing backward|5|-31.817607879638672
28|a small, blue sofa face|5|-32.43977737426758
29|a blue sofa facing backwards |5|-32.860679626464844
30|a blue small sofa facing backwards|5|-33.12598419189453
31|a small, blue sofa facing the wall|5|-33.085201263427734
32|a small blue sofa facing backwards|5|-31.620075225830078
33|a blue, facing-backwards sofa|5|-32.98851013183594
34|a small, blue couch facing backwards|5|-32.122642517089844
35|a small, red chair facing to the left|5|-32.880149841308594
36|a small, blue sofa that faces backwards|5|-33.09309387207031
37|a blue sofa facing backwards in the room|5|-33.152095794677734
38|a small, blue sofa facing to the right|5|-31.85723304748535
39|a|5|-30.491323471069336
40|a small, blue sofa faced backwards|5|-33.06503677368164
41|a blue sofa is facing backwards|5|-33.066490173339844
42|a small, blue sofa in the room|5|-32.69883728027344
43|a small,|5|-32.70893859863281
44|a small, red sofa facing to the left|5|-32.73029708862305
45|a small, blue sofa facing the opposite direction of the other objects|5|-36.88764572143555
46|a small|5|-32.913970947265625
47|a small sofa facing backwards|5|-32.688621520996094
0|a large grey sofa is facing forwards|6|-32.84647750854492
1|a large, grey sofa, facing forwards|6|-30.98305320739746
2|a chair facing forwards|6|-32.436336517333984
3|a large, grey sofa|6|-29.934856414794922
4|a large, grey sofa  facing forwards|6|-31.370473861694336
5|a large, grey sofa is facing forwards|6|-31.375253677368164
6|a small, blue sofa facing backwards|6|-29.387296676635742
7|a blue sofa facing backwards|6|-31.64151382446289
8|a small red chair|6|-30.34178352355957
9|a large chair facing forwards|6|-32.33610153198242
10|a large, grey sofa faces forwards|6|-32.135841369628906
11|a large, grey, facing forwards sofa|6|-32.563575744628906
12|"a large, grey sofa"""|6|-32.08329391479492
13|a small, blue chair facing backwards|6|-30.414823532104492
14|a small, blue sofa|6|-32.14965057373047
15|a large, grey, sofa, facing forwards|6|-32.63571548461914
16|a  large, grey sofa facing forwards|6|-31.246307373046875
17|a large, grey, sofa facing forwards|6|-33.06816101074219
18|a sofa facing forwards|6|-31.974184036254883
19|a large, grey sofa |6|-29.606731414794922
20|a large grey sofa facing forwards|6|-30.837949752807617
21|a large grey chair facing forwards|6|-31.231184005737305
22|a large, grey couch facing forwards|6|-31.614023208618164
23|a large, grey sofa that is facing forwards|6|-31.7706241607666
24|a large grey sofa|6|-31.685895919799805
25|a large, grey sofa facing forwards|6|-28.720972061157227
26|a large sofa facing forwards|6|-32.05982208251953
27|a large grey sofa |6|-31.928083419799805
28|a large,|6|-32.27293014526367
29|a large, grey sofa that faces forwards|6|-32.79914093017578
30|a large grey sofa facing the front|6|-33.22349166870117
31|a small, red chair|6|-29.161376953125
32|a large, grey facing forwards|6|-31.736438751220703
33|a large grey facing forwards sofa|6|-31.376604080200195
34|a large, grey chair facing forwards|6|-29.04202651977539
35|a large, grey sofa facing forward|6|-32.88488006591797
36|a small blue sofa facing backwards|6|-31.449926376342773
37|a grey chair facing forwards|6|-32.205326080322266
38|a large, grey, forward-facing sofa|6|-32.29545593261719
39|a large, grey facing forwards sofa|6|-31.767688751220703
40|a large gray sofa facing forwards|6|-31.210315704345703
41|a large, grey chair|6|-31.686002731323242
42|a large, grey sofa-facing forwards|6|-32.5484733581543
43|a|6|-29.840648651123047
44|a large, gray sofa facing forwards|6|-30.97481346130371
45|a large grey sofa  facing forwards|6|-32.228641510009766
46|a small, red sofa facing to the left|6|-31.383716583251953
47|a grey, large sofa facing forwards|6|-31.75796127319336
48|a large grey facing forwards|6|-32.04848098754883
