|Sequence|Object|p_llm
0|a small, blue fan facing to the left|0|-23.2277774810791
1|a small, blue fan is facing to the left|0|-30.035776138305664
2|a small, blue fan in the room|0|-31.00786018371582
3|a blue, small fan facing to the left|0|-31.050363540649414
4|a small fan facing left|0|-28.883686065673828
5|a small, blue fan  facing to the left|0|-29.93045997619629
6|a small, blue fan to the left|0|-29.285167694091797
7|a small fan that is blue in color and facing to the left|0|-34.233333587646484
8|a blue, small fan facing left|0|-30.298603057861328
9|a small, blue fan;|0|-31.03749656677246
10|a small, blue fan, facing to the left|0|-34.231754302978516
11|a small, blue fan facing the left|0|-29.044897079467773
12|a small fan that is blue in color and is facing to the left|0|-32.102294921875
13|a small, blue fan  (1)|0|-30.20088005065918
14|a small fan facing the left|0|-30.843984603881836
15|a large, blue fan facing to the left|0|-31.355796813964844
16|a small, blue fan on the left|0|-30.99165153503418
17|a small fan facing to the left|0|-27.97891616821289
18|a blue fan|0|-24.6661319732666
19|a small, blue fan |0|-27.00624656677246
20|a small, blue fan|0|-24.63124656677246
21|a small, blue fan 1|0|-29.280000686645508
22|a blue small fan|0|-30.104978561401367
23|a tiny blue fan|0|-30.768573760986328
24|a fan|0|-28.427722930908203
25|a little blue fan facing left|0|-31.08212661743164
26|a small, blue fan (1)|0|-30.522968292236328
27|a small blue facing left fan|0|-31.2877197265625
28|a small fan in the room|0|-30.702545166015625
29|a small fan that is blue and facing to the left|0|-31.913597106933594
30|a small, blue fan faces left|0|-31.249691009521484
31|a small, blue fan  |0|-30.33437156677246
32|a small fan that is blue in color|0|-31.45506477355957
33|a small, blue fan is in the room|0|-31.073848724365234
34|a small blue fan|0|-23.631563186645508
35|"a small, blue fan"""|0|-30.19374656677246
36|a small fan|0|-28.546382904052734
37|a small fan, blue|0|-28.690876007080078
38|a|0|-29.943347930908203
39|a small, blue fan, facing left|0|-31.566333770751953
40|a small, blue fan facing left|0|-26.852514266967773
41|a small, blue fan that is facing to the left|0|-31.178112030029297
42|a small,|0|-31.248170852661133
43|a small|0|-31.084491729736328
44|a small fan in a room|0|-31.173097610473633
0|a small, blue fan facing to the left|1|-30.603355407714844
1|a small, green fan (2)|1|-31.12563133239746
2|a fan facing to the left|1|-31.658891677856445
3|a small, green fan, facing left|1|-31.587387084960938
4|a small, green fan|1|-25.157424926757812
5|a small, green fan facing to the left|1|-23.292600631713867
6|a small, green fan 2|1|-31.085922241210938
7|a small, green fan faces left|1|-32.136348724365234
8|a small, green fan;|1|-32.18867492675781
9|a small, green fan faced to the left|1|-32.10219192504883
10|a small, green fan  #2|1|-32.4478759765625
11|a blue fan facing to the left|1|-31.02855682373047
12|a small, green fan-facing to the left|1|-31.848838806152344
13|a small, green fan facing to the right|1|-32.1051025390625
14|a large, green fan facing to the left|1|-30.303003311157227
15|a large, blue fan facing to the left|1|-30.361473083496094
16|a small, green fan  (2)|1|-30.433202743530273
17|a small, green fan that is facing to the left|1|-32.30420684814453
18|a small fan facing to the left|1|-29.567977905273438
19|a small, green fan in a room|1|-32.017494201660156
20|"a small, green fan"""|1|-30.60374641418457
21|a small, green fan is facing to the left|1|-30.31472396850586
22|a green fan|1|-25.07581901550293
23|a small, green fan is in the room|1|-31.36638069152832
24|a small, green fan facing the left|1|-29.636117935180664
25|a large, red fan facing backwards|1|-31.12493133544922
26|a large, red sofa facing backwards|1|-31.791139602661133
27|a small green fan|1|-25.491771697998047
28|a small green sofa|1|-31.835521697998047
29|a small, green fan faces to the left|1|-31.375764846801758
30|a small, green fan to the left|1|-32.124366760253906
31|a small, green fan |1|-27.665237426757812
32|a small, green fan  |1|-30.891799926757812
33|a small blue fan|1|-30.920900344848633
34|a small fan|1|-31.01277732849121
35|a green sofa|1|-31.566320419311523
36|a small, green fan  facing to the left|1|-30.90511131286621
37|a|1|-30.581111907958984
38|a small, green fan, facing to the left|1|-29.581546783447266
39|a small, green fan facing left|1|-28.5109920501709
40|a small, green fan in the room|1|-31.390235900878906
41|a little green fan facing left|1|-31.910720825195312
42|a small, green sofa|1|-30.287250518798828
0|a small, blue fan facing to the left|2|-30.705541610717773
1|a large, blue fan faces to the left|2|-30.98853302001953
2|a large, blue fan, facing left|2|-31.472759246826172
3|a large blue fan facing to the left|2|-32.09596633911133
4|a small, green fan facing to the left|2|-32.02788162231445
5|a large, blue fan facing left|2|-29.89107894897461
6|a large, blue fan is facing to the left|2|-29.848926544189453
7|a large, blue fan in the room|2|-31.926729202270508
8|a large, blue fan faces left|2|-30.95524024963379
9|a large, blue fan|2|-25.108863830566406
10|a large blue fan  facing to the left|2|-31.394432067871094
11|a large blue fan is facing to the left|2|-30.21620750427246
12|a large blue fan, facing to the left|2|-32.153316497802734
13|a large, blue fan facing to the left|2|-23.727811813354492
14|a blue fan|2|-30.390911102294922
15|a small, blue fan|2|-31.550762176513672
16|a large blue fan to the left|2|-31.043794631958008
17|a large fan that is blue in color and facing to the left|2|-43.0919189453125
18|a large, blue sofa|2|-30.299522399902344
19|"a large, blue fan"""|2|-30.921363830566406
20|a large blue fan facing the left|2|-31.684085845947266
21|a large blue fan|2|-29.786455154418945
22|a blue fan facing left|2|-31.214086532592773
23|a large blue fan, facing left|2|-30.443233489990234
24|a large fan facing left|2|-31.00748062133789
25|a large fan, blue in color, facing to the left|2|-34.03691864013672
26|a large blue fan faces left|2|-31.153549194335938
