|Sequence|Object|p_llm
0|a large, grey chair |0|-28.646095275878906
1|a grey chair |0|-30.416847229003906
2|a large, grey chair facing backwards|0|-28.66152572631836
3|a grey chair facing backwards, large|0|-31.604978561401367
4|a grey chair facing backwards, large in size|0|-31.01578140258789
5|a large chair facing backwards|0|-28.382699966430664
6|a backwards grey chair|0|-29.056642532348633
7|a large, grey chair, facing backwards|0|-29.52753257751465
8|a large grey chair backwards|0|-30.664642333984375
9|a grey chair that is facing backwards|0|-31.51520347595215
10|a large grey chair|0|-30.35721206665039
11|a large, grey chair that is facing backwards|0|-30.845849990844727
12|a chair facing backwards|0|-29.067485809326172
13|a large grey chair |0|-29.71658706665039
14|a grey chair facing away|0|-30.368303298950195
15|a large chair|0|-30.699853897094727
16|a large grey chair 1|0|-31.012331008911133
17|a large, grey chair  facing backwards|0|-30.336971282958984
18|a large grey facing backwards chair|0|-31.130361557006836
19|a grey chair is facing backwards|0|-30.467823028564453
20|a grey chair facing backward|0|-30.27099609375
21|a large grey chair facing backward|0|-29.1991024017334
22|a grey, large chair, facing backwards|0|-31.51704216003418
23|a large grey chair, facing backwards|0|-29.79234504699707
24|a large, grey chair facing backward|0|-29.96556282043457
25|a large grey chair that is facing backwards|0|-31.351285934448242
26|a grey chair facing backwards in the room|0|-31.01473617553711
27|a chair, grey, large, facing backwards|0|-32.062469482421875
28|a backwards-facing grey chair|0|-28.84395980834961
29|a large grey chair is facing backwards|0|-30.960861206054688
30|a grey, large chair facing backwards|0|-29.782079696655273
31|a large, grey chair 1|0|-31.736492156982422
32|a large, grey chair facing forwards|0|-29.30931282043457
33|a backwards-facing large grey chair|0|-30.931257247924805
34|a grey chair facing backwards|0|-25.985074996948242
35|a large, grey, backwards-facing chair|0|-30.58306121826172
36|a large|0|-31.082433700561523
37|a grey chair, facing backwards|0|-29.722469329833984
38|a large, grey chair is facing backwards|0|-31.42474937438965
39|a large, grey chair|0|-29.560157775878906
40|a big grey chair facing away|0|-30.581666946411133
41|a|0|-29.37444305419922
42|a grey chair facing backwards |0|-29.477262496948242
43|a large, grey chair facing|0|-31.16868782043457
44|a large gray chair facing backwards|0|-30.260690689086914
45|a huge grey chair facing away|0|-30.730010986328125
0|a large, grey chair |1|-7.028035640716553
1|a large gray chair facing forwards|1|-10.904528617858887
2|a large grey chair that is facing forwards|1|-10.998054504394531
3|a large, grey chair facing backwards|1|-9.169440269470215
4|a large grey chair facing the front|1|-10.589946746826172
5|a large grey chair, facing forwards|1|-10.161503791809082
6|a large, grey chair that is facing forwards|1|-13.508760452270508
7|a forward-facing grey chair|1|-10.25806713104248
8|a backwards grey chair|1|-10.297853469848633
9|a grey chair|1|-9.114168167114258
10|a large chair facing forwards|1|-7.130586624145508
11|a large grey chair|1|-10.58230209350586
12|a  large, grey chair facing forwards|1|-8.899362564086914
13|a large, grey desk|1|-10.583304405212402
14|a large, grey chair face forwards|1|-10.807364463806152
15|a chair is facing forwards|1|-10.49381160736084
16|a large chair|1|-10.06285285949707
17|a chair, large, grey, facing forwards|1|-11.722357749938965
18|a small grey chair facing backwards|1|-10.544322967529297
19|a large, grey chair, facing forwards|1|-7.71682071685791
20|a large, grey chair  |1|-10.371785163879395
21|a large grey chair facing backwards|1|-10.497190475463867
22|a large, grey chair is facing forwards|1|-9.251504898071289
23|a large grey chair facing forwards|1|-11.127924919128418
24|a small, grey desk facing backwards|1|-10.981452941894531
25|a large,|1|-9.850885391235352
26|a large, grey chair faces forwards|1|-10.537991523742676
27|a large chair facing forward|1|-10.177461624145508
28|a backwards-facing grey chair|1|-9.452530860900879
29|a large, grey chair (2)|1|-10.828292846679688
30|a large grey chair  facing forwards|1|-10.319679260253906
31|a large, grey chair facing forward|1|-9.341315269470215
32|a large, grey chair - facing forwards|1|-10.57844066619873
33|a large, grey chair  facing forwards|1|-7.918287754058838
34|a small, grey chair facing backwards|1|-9.421805381774902
35|a large, grey chair facing forwards|1|-0.9819396138191223
36|a large, grey chair  (2)|1|-11.123307228088379
37|a grey chair facing forwards|1|-6.266620635986328
38|a chair, facing forwards|1|-9.568318367004395
39|a large|1|-9.719914436340332
40|a large, grey chair|1|-4.418660640716553
41|a|1|-7.984824180603027
42|a large, grey desk facing forwards|1|-9.377176284790039
43|a large grey chair is facing forwards|1|-10.566997528076172
44|a chair, grey, large, facing forwards|1|-10.925477027893066
45|a large, grey chair that faces forwards|1|-10.660928726196289
46|a large grey desk facing forwards|1|-10.659245491027832
0|a large, red chair, facing backwards, in the room, with other objects|2|-19.883663177490234
1|a large, red chair, facing backwards, in the room, distinguishable from other objects, using the fewest possible words|2|-21.971946716308594
2|a red chair |2|-7.825803756713867
3|a red chair facing backward|2|-8.292838096618652
4|a large, grey chair facing backwards|2|-10.016435623168945
5|a large, red chair  (3)|2|-10.540789604187012
6|a red chair facing backwards |2|-9.179058074951172
7|a large chair facing backwards|2|-9.829313278198242
8|a large, red chair (3)|2|-10.237451553344727
9|a large, red chair facing backwards|2|-11.376508712768555
10|a large red chair facing backwards|2|-7.527161598205566
11|a large chair|2|-8.993171691894531
12|a large red chair|2|-9.378711700439453
13|a red chair facing backwards in the room|2|-9.924860000610352
14|a large, red chair, facing backwards, in the room|2|-16.396867752075195
15|a large, red chair that is facing backwards|2|-9.943492889404297
16|a large red chair facing backward|2|-8.058295249938965
17|a red chair|2|-7.562448501586914
18|a large red chair, facing backwards|2|-9.723167419433594
19|a large, red chair, facing backwards, in the room, distinguishable from the other objects|2|-21.185928344726562
20|a large, red chair facing forwards|2|-9.721795082092285
21|a large, red desk|2|-9.667058944702148
22|a red desk|2|-8.694730758666992
23|a small, grey desk facing backwards|2|-9.446447372436523
24|a large,|2|-9.12503433227539
25|a red chair is facing backwards|2|-10.346303939819336
26|a red chair that is facing backwards|2|-10.084725379943848
27|a large, red chair, facing backwards, in a room|2|-14.575871467590332
28|a large red chair is facing backwards|2|-10.157303810119629
29|a small, grey chair facing backwards|2|-8.949684143066406
30|a large, red chair is facing backwards|2|-12.132102012634277
31|a large red chair |2|-9.417774200439453
32|a  large, red chair facing backwards|2|-10.378551483154297
33|a large|2|-9.112833023071289
34|a large, red chair, facing backwards, in the room, distinguishable from other objects|2|-19.609981536865234
35|a|2|-7.448162078857422
36|a large, red desk facing backwards|2|-8.578965187072754
37|a red chair facing backwards|2|-5.436870574951172
38|a large, red chair  facing backwards|2|-8.960277557373047
