|Sequence|Object|p_llm
0|a large blue facing left chair|0|-31.2553653717041
1|a blue chair facing left|0|-30.432289123535156
2|a large, blue chair, facing to the left|0|-33.987937927246094
3|a large blue chair |0|-30.27722930908203
4|a large blue chair 1|0|-30.808490753173828
5|a blue chair is facing to the left|0|-31.499279022216797
6|a large, blue chair facing left |0|-31.669828414916992
7|a large blue chair facing leftward|0|-31.58965492248535
8|a large, blue chair 1|0|-30.34461212158203
9|a large blue chair facing to the left|0|-30.320842742919922
10|a big blue chair facing left|0|-30.970216751098633
11|a large blue chair facing left in the room|0|-31.20965003967285
12|a blue chair facing the left|0|-31.394145965576172
13|a large chair facing to the left|0|-29.74082374572754
14|a blue chair is facing left|0|-31.133621215820312
15|a large blue chair is facing left|0|-31.190832138061523
16|a large blue chair|0|-30.38660430908203
17|a chair, blue, large, facing left|0|-31.131595611572266
18|a large chair|0|-30.833742141723633
19|a large, blue chair facing to the left|0|-27.935943603515625
20|a large blue chair facing left|0|-30.36652374267578
21|a large, blue chair is facing to the left|0|-31.1290283203125
22|a large chair facing left|0|-29.707548141479492
23|"a large blue chair facing left"""|0|-30.92806053161621
24|a blue chair |0|-31.076519012451172
25|a large blue chair, facing to the left|0|-31.089664459228516
26|a large, blue chair facing the left|0|-29.457538604736328
27|a large blue chair facing the left|0|-28.07666015625
28|a large blue chair is facing to the left|0|-31.20496368408203
29|a blue chair, facing to the left|0|-31.595355987548828
30|a blue, large chair facing left|0|-31.75044822692871
31|a chair facing left|0|-30.340757369995117
32|a large blue chair facing left |0|-29.91243553161621
33|a large|0|-31.074237823486328
34|a blue chair, facing left|0|-30.15343475341797
35|a large, blue chair |0|-28.907472610473633
36|a large, blue chair that is facing to the left|0|-32.05411911010742
37|a large, blue chair|0|-29.641847610473633
38|a|0|-30.412639617919922
39|a chair facing to the left|0|-30.389081954956055
40|a blue chair facing to the left|0|-27.243253707885742
41|a large blue chair, facing left|0|-30.453914642333984
42|a large, blue chair  facing to the left|0|-30.484535217285156
43|a large blue chair to the left|0|-31.51239776611328
44|a large, blue chair, facing left|0|-30.352550506591797
45|a large blue chair facing leftwards|0|-30.64681053161621
46|a blue chair|0|-31.271831512451172
0|a large, blue chair with its back to us|1|-33.06171798706055
1|a backwards-facing blue chair|1|-31.350332260131836
2|a blue chair facing backwards|1|-27.596010208129883
3|a large, blue chair facing the wall|1|-32.533870697021484
4|a small grey fan facing forwards|1|-31.968141555786133
5|a large blue chair facing to the left|1|-31.442888259887695
6|a large blue chair facing backward|1|-30.527019500732422
7|a small grey chair facing forwards|1|-31.811168670654297
8|a large, blue chair facing to the right|1|-31.70377540588379
9|a blue fan facing backwards|1|-31.857261657714844
10|a large blue chair facing backwards |1|-30.817720413208008
11|a chair facing backwards|1|-29.031639099121094
12|a large, blue chair, facing backwards|1|-30.22589874267578
13|a large, blue fan|1|-31.113525390625
14|a blue chair is facing backwards|1|-31.91987419128418
15|a large blue chair, facing backwards|1|-32.02528381347656
16|a large, blue chair facing downwards|1|-32.74603271484375
17|a large, blue chair facing to the left|1|-30.42252540588379
18|a chair, blue, large, facing backwards|1|-32.32347106933594
19|a large, blue, backwards-facing chair|1|-32.672489166259766
20|a large, blue fan facing backwards|1|-29.282039642333984
21|a small, grey fan facing forwards|1|-31.072599411010742
22|a large, blue chair facing backwards|1|-30.290075302124023
23|a large, blue chair is facing backwards|1|-30.819351196289062
24|a chair|1|-31.59718894958496
25|a backwards blue chair|1|-31.711328506469727
26|a large, blue chair facing the left|1|-32.51664352416992
27|a large,|1|-32.13433074951172
28|a blue chair facing backward|1|-31.86163330078125
29|a  large, blue chair facing backwards|1|-31.535972595214844
30|a small, grey chair facing forwards|1|-30.07996940612793
31|a large, blue chair  facing backwards|1|-31.632028579711914
32|a large, blue chair facing the opposite direction of the others|1|-34.18705749511719
33|a large|1|-31.838600158691406
34|a large, blue chair |1|-30.383338928222656
35|a large, blue chair facing forwards|1|-32.0810661315918
36|a|1|-30.497386932373047
37|a large, blue chair|1|-31.117713928222656
38|a large, blue chair with its back to the viewer|1|-33.52445602416992
39|a large, blue chair facing  backwards|1|-32.41730499267578
40|a large, blue chair facing upwards|1|-32.551307678222656
41|a large blue chair is facing backwards|1|-31.888818740844727
42|a large blue chair facing backwards|1|-28.389671325683594
43|a large blue chair facing backwards in the room|1|-31.464506149291992
44|a large, blue chair backwards|1|-32.023963928222656
45|a chair that is facing backwards|1|-31.78561019897461
46|a large, blue chair that is facing backwards|1|-31.454021453857422
0|"a large green chair facing to the left"""|2|-32.216278076171875
1|a large, green chair facing the left|2|-32.56831359863281
2|a chair that is green and large and facing to the left|2|-33.4307861328125
3|a large, green chair to the left|2|-32.12372589111328
4|a large, green chair|2|-32.21525955200195
5|a large green chair facing the left|2|-29.654157638549805
6|a large green chair facing left|2|-27.186708450317383
7|a large blue chair facing to the left|2|-31.147932052612305
8|a large, green chair  (3)|2|-32.49715805053711
9|a large green chair, facing to the left|2|-32.58726501464844
10|a large, green chair |2|-31.090261459350586
11|a small grey chair facing forwards|2|-31.6554012298584
12|a green chair|2|-25.323266983032227
13|"a large, green chair"""|2|-31.332447052001953
14|a large green chair is facing to the left|2|-32.25432205200195
15|a large chair, green in color, facing left|2|-33.35958480834961
16|a large chair, green in color, facing to the left|2|-35.82252883911133
17|a large chair|2|-31.244062423706055
18|a large, blue chair facing to the left|2|-30.440412521362305
19|a large, green fan facing to the left|2|-31.33235740661621
20|a small, grey fan facing forwards|2|-32.150230407714844
21|a chair, green, large, facing left|2|-32.03062438964844
22|a chair, green, facing left|2|-32.694942474365234
23|a large chair facing left|2|-31.902074813842773
24|a large green chair facing to the left |2|-31.810029983520508
25|a large green chair facing to the left|2|-27.310029983520508
26|a large, green chair facing to the left|2|-29.862232208251953
27|a large,|2|-32.137306213378906
28|a chair that is green and large, facing to the left|2|-33.6339225769043
29|a large green chair facing to the left,|2|-32.528778076171875
30|a small, grey chair facing forwards|2|-31.384178161621094
31|a large, green chair  facing to the left|2|-30.846036911010742
32|a large, green chair that is facing to the left|2|-32.00511169433594
33|a large green chair, facing left|2|-32.1528434753418
34|a large chair that is green in color and facing to the left|2|-47.12228012084961
35|a large green chair |2|-31.62710952758789
36|a large green chair|2|-28.50992202758789
37|a large chair that is green and facing left|2|-33.36453628540039
38|a large, green chair (3)|2|-32.47630310058594
39|a large, green chair, facing to the left|2|-29.930583953857422
40|a large, green chair, facing left|2|-31.93454360961914
41|a|2|-31.169782638549805
42|a large chair that is green and facing to the left|2|-32.33537292480469
43|a chair facing to the left|2|-31.09864044189453
44|a  large, green chair facing to the left|2|-31.92470359802246
45|a large, green chair facing to the right|2|-32.550621032714844
46|a large, green chair in the room|2|-31.942129135131836
0|a small grey chair|3|-30.052059173583984
1|a small, grey chair in the room|3|-32.168113708496094
2|a small grey chair facing forwards|3|-27.942007064819336
3|a small grey chair facing forward|3|-29.748855590820312
4|a grey chair|3|-26.791994094848633
5|a small grey chair |3|-29.87751579284668
6|a small, grey chair facing the front|3|-32.32067108154297
7|a small, grey chair|3|-25.698396682739258
8|a small grey chair is facing forwards|3|-30.176733016967773
9|a small grey chair that is facing forwards|3|-32.46182632446289
10|a large, blue fan|3|-31.667306900024414
11|a small, gray chair facing forwards|3|-30.932058334350586
12|a small, grey chair that is facing forwards|3|-31.598533630371094
13|a large blue chair|3|-30.296127319335938
14|a large, blue chair facing to the left|3|-28.637142181396484
15|a small, grey chair is facing forwards|3|-32.82233810424805
16|a small, grey fan facing forwards|3|-30.21811866760254
17|a grey, small chair facing forwards|3|-30.367639541625977
18|a small, grey chair, facing forwards|3|-32.49119567871094
19|a small, grey chair faces forwards|3|-31.250446319580078
20|a small grey fan|3|-28.16856575012207
21|a blue fan|3|-31.322092056274414
22|a small, grey chair  |3|-31.651521682739258
23|a small grey facing forwards chair|3|-31.852115631103516
24|a small grey chair faces forwards|3|-31.815059661865234
25|a large, green chair facing to the left|3|-31.1013240814209
26|a small, grey chair |3|-28.456209182739258
27|a small, grey chair facing forwards|3|-23.449289321899414
28|"a small, grey chair"""|3|-31.635896682739258
29|a small gray chair facing forwards|3|-30.669267654418945
30|a small grey chair  facing forwards|3|-31.5681209564209
31|a small grey chair facing the front|3|-31.130714416503906
32|a small, grey chair face forwards|3|-31.96321678161621
33|a small-grey-chair-facing-forwards|3|-32.449581146240234
34|a|3|-30.45134735107422
35|a small grey chair, facing forwards|3|-31.286357879638672
36|a large, blue chair|3|-31.33257484436035
37|a small, grey fan|3|-31.53106117248535
38|a small, grey, facing forwards chair|3|-32.47174072265625
39|a small, grey chair  facing forwards|3|-31.883106231689453
40|a small, grey chair facing forward|3|-31.43366241455078
41|a small gray chair facing forward|3|-31.809892654418945
42|a grey fan facing forwards|3|-31.542720794677734
0|a large blue fan, facing backwards|4|-9.116376876831055
1|a large, blue fan that is facing backwards|4|-9.867270469665527
2|a large blue fan |4|-8.47895622253418
3|a small grey fan facing forwards|4|-8.612635612487793
