|Sequence|Object|p_llm
0|a large, grey, desk, facing forwards|0|-31.162193298339844
1|a huge grey desk facing forward|0|-31.624679565429688
2|a large desk, grey in color|0|-32.17570877075195
3|a large desk|0|-28.665618896484375
4|a desk, grey|0|-30.38749885559082
5|a large desk, facing forwards|0|-31.74544334411621
6|a grey, large, desk, facing forwards|0|-32.42715835571289
7|a large desk, facing forwards, grey in color|0|-32.71681594848633
8|a large, grey desk|0|-23.145261764526367
9|a desk facing forwards|0|-31.581748962402344
10|a  large, grey desk facing forwards|0|-32.53544235229492
11|a grey, large, desk, facing, forwards|0|-33.10153579711914
12|a large desk that is grey and facing forwards|0|-32.11835479736328
13|a grey, large desk|0|-31.148950576782227
14|a large desk that is grey in color and facing forwards|0|-32.479278564453125
15|a large grey desk |0|-30.934024810791016
16|a large desk |0|-31.282875061035156
17|a large grey desk is facing forwards|0|-30.671066284179688
18|a large grey desk  facing forwards|0|-32.31372833251953
19|a large grey desk  (1)|0|-31.830778121948242
20|a large grey facing forwards desk|0|-30.391408920288086
21|a large desk is grey and facing forwards|0|-32.241275787353516
22|a large desk in the room|0|-31.34640884399414
23|a grey, large desk facing forwards|0|-29.09659767150879
24|a grey facing forwards desk|0|-31.452850341796875
25|a grey desk|0|-24.193071365356445
26|a large,|0|-31.249929428100586
27|a large grey desk in the room|0|-30.862375259399414
28|a large desk, grey, facing forwards|0|-31.004636764526367
29|a grey large desk facing forwards|0|-30.264307022094727
30|a large grey desk|0|-30.309024810791016
31|a grey, large desk, facing forwards|0|-31.971569061279297
32|a large desk facing forwards|0|-27.339006423950195
33|a large desk, grey in color, facing forwards|0|-30.638227462768555
34|a desk|0|-28.922006607055664
35|a large grey desk faces forwards|0|-31.52812957763672
36|a large grey desk is in the room|0|-31.71192169189453
37|a large|0|-30.905229568481445
38|a large, gray desk facing forwards|0|-31.248004913330078
39|a large gray desk|0|-29.57669448852539
40|a big grey desk facing forward|0|-31.097105026245117
41|a|0|-28.97825050354004
42|a large grey desk, facing forwards|0|-30.015039443969727
43|a large desk that is grey in color and is facing forwards|0|-32.716976165771484
44|a large desk, grey in colour, facing forwards|0|-30.858253479003906
45|a desk, large, grey, facing forwards|0|-31.514629364013672
46|a large, grey table|0|-31.512449264526367
47|a large, grey, desk facing forwards|0|-31.62420082092285
48|a large grey desk facing forwards|0|-30.76253318786621
49|a grey table|0|-30.264318466186523
0|a large desk that is blue in colour and facing forwards|1|-33.3588981628418
1|a large, blue desk|1|-25.333467483520508
2|a small, green desk|1|-31.90509796142578
3|a large, blue desk 2|1|-33.18050765991211
4|a large desk|1|-30.17464256286621
5|a large desk that is blue in color and facing forwards|1|-32.96278762817383
6|a large blue desk, facing forwards|1|-31.94093132019043
7|a large, blue desk in the room|1|-31.92790412902832
8|"a large blue desk facing forwards"""|1|-32.37760925292969
9|"a large, blue desk  | facing forwards"|1|-32.72256088256836
10|a large, blue desk, facing forwards|1|-29.741607666015625
11|a desk facing forwards|1|-31.95960807800293
12|a large blue desk facing forwards in a room|1|-33.40531539916992
13|a large blue desk facing forwards|1|-32.710426330566406
14|a large, blue desk faced forwards|1|-32.76640701293945
15|a large, blue desk, |1|-32.405765533447266
16|a large desk, blue in colour, facing forwards|1|-32.13620376586914
17|a large, blue desk is in the room|1|-31.696407318115234
18|a large blue desk is facing forwards|1|-32.78914260864258
19|a large desk is blue and facing forwards|1|-32.79322052001953
20|a large, blue desk-facing forwards|1|-33.0482292175293
21|a large desk, blue in color, facing forwards|1|-31.994476318359375
22|a large, blue desk  #2|1|-32.51295852661133
23|a large, blue desk |1|-27.614717483520508
24|a large, blue desk that is facing forwards|1|-32.5827522277832
25|a large desk with a blue color|1|-32.932369232177734
26|a large desk that is blue and facing forwards|1|-32.5426025390625
27|"a large, blue desk  |   facing forwards"|1|-32.980560302734375
28|a large blue desk|1|-32.30192184448242
29|a large, blue desk  |1|-30.950654983520508
30|a large, blue desk facing forwards|1|-24.349300384521484
31|"a large, blue desk"""|1|-30.942842483520508
32|a large desk facing forwards is blue|1|-32.790306091308594
33|a large, blue desk faces forwards|1|-31.349458694458008
34|a large desk facing forwards, colored blue|1|-32.2291374206543
35|a large, blue desk face forwards|1|-32.41570281982422
36|a large blue desk facing forwards in the room|1|-32.463932037353516
37|a large, blue desk is facing forwards|1|-31.196001052856445
38|a|1|-30.509366989135742
39|a large desk that is blue in color|1|-33.2686767578125
40|a large, blue desk (2)|1|-32.47875213623047
41|a large, blue desk  facing forwards|1|-31.08335304260254
42|"a large, blue desk  |  facing forwards"|1|-32.97835159301758
43|a large desk, blue, facing forwards|1|-32.215179443359375
44|a large, blue desk  (2)|1|-31.190170288085938
45|a large desk is blue|1|-32.292232513427734
0|a small, green desk facing to the left|2|-29.150989532470703
1|a large desk|2|-29.243358612060547
2|a large red desk|2|-27.511425018310547
3|a large, red desk, facing backwards|2|-31.167869567871094
4|a red desk facing backwards|2|-24.538793563842773
5|a large, red desk with its back facing us|2|-32.49312210083008
6|a large, red desk that is facing backwards|2|-32.42080307006836
7|a large, red desk  facing backwards|2|-30.667478561401367
8|a large, red desk facing backward|2|-30.010581970214844
9|a large desk that is red in color and facing backwards|2|-32.425392150878906
10|a red desk backwards|2|-29.80208969116211
11|a red desk in the room|2|-30.649024963378906
12|a large desk facing backwards|2|-27.866119384765625
13|a large, red desk facing the opposite direction of the others|2|-33.79814910888672
14|a large, red desk|2|-24.755334854125977
15|a red desk turned around|2|-30.120946884155273
16|a red desk|2|-25.24740219116211
17|a large, red desk  |2|-30.458459854125977
18|a large red desk facing backward|2|-30.57403564453125
19|a red desk, facing backwards|2|-28.04608154296875
20|a red desk that is facing backwards|2|-30.108417510986328
21|a large, red desk |2|-27.427209854125977
22|a red, large desk facing backwards|2|-31.136564254760742
23|a large, red desk facing the opposite direction of the other desks|2|-33.491580963134766
24|a small green desk facing to the left|2|-30.28546905517578
25|"a red desk"""|2|-30.39583969116211
26|a desk|2|-29.26505470275879
27|a red desk facing the opposite direction of the other desks|2|-32.1739387512207
28|a large, red desk is facing backwards|2|-29.26016616821289
29|a large, red desk faces backwards|2|-30.7579288482666
30|a red desk is facing backwards|2|-28.528545379638672
31|a red desk faces backwards|2|-30.6791934967041
32|a red fan facing backwards|2|-30.743581771850586
33|a red desk turned backwards|2|-30.652196884155273
34|a large, red desk facing forwards|2|-30.682456970214844
35|a large red desk |2|-30.425487518310547
36|a|2|-28.745880126953125
37|a large, red desk facing backwards|2|-23.229331970214844
38|a large red desk facing backwards|2|-26.10528564453125
39|a red desk |2|-28.17708969116211
40|a red desk facing backward|2|-28.945045471191406
0|a small, green table|3|-29.57904815673828
1|a small, green desk|3|-24.569202423095703
2|a large, blue desk|3|-28.204130172729492
3|a small, green desk facing to the left|3|-22.967140197753906
4|a small, green fan|3|-30.798561096191406
5|a small, green fan facing to the left|3|-29.299863815307617
6|a small, green desk faced to the left|3|-30.545080184936523
7|a small desk facing the left|3|-30.84882164001465
8|a green, small desk|3|-30.56289291381836
9|a small, green desk faces to the left|3|-30.04335594177246
10|a green desk|3|-27.81080436706543
11|a green, small desk facing to the left|3|-30.072189331054688
12|a small, green desk to the left|3|-29.284381866455078
13|a green desk to the left|3|-29.940195083618164
14|a green desk facing left|3|-27.657033920288086
15|a small green facing left desk|3|-30.815898895263672
16|a small, green desk facing the left|3|-28.457265853881836
17|a green desk on the left|3|-30.630321502685547
18|a small, green desk face to the left|3|-30.276988983154297
19|a small green desk|3|-23.83120346069336
20|"a small, green desk"""|3|-29.795764923095703
21|a small desk facing left|3|-28.939796447753906
22|a small, green desk facing left|3|-28.30201530456543
23|a small, green desk in the room|3|-30.962139129638672
24|a desk|3|-30.766742706298828
25|a green desk facing to the left|3|-27.643199920654297
26|a small green table|3|-30.670536041259766
27|a green desk facing the left|3|-30.053504943847656
28|a small, green desk is facing to the left|3|-29.532756805419922
29|a small desk facing to the left|3|-26.999462127685547
30|a small, green desk |3|-27.256702423095703
31|a little green table|3|-30.597000122070312
32|a small, green, facing-left desk|3|-30.9248046875
33|a small, green desk, facing left|3|-30.916597366333008
34|a|3|-29.28021240234375
35|a small, green desk  |3|-30.467639923095703
36|a small desk|3|-28.250268936157227
37|a large, red desk facing backwards|3|-29.535572052001953
38|a large, grey desk facing forwards|3|-30.357473373413086
39|a green, small desk facing left|3|-30.54911231994629
40|a small, green desk, facing to the left|3|-29.05476188659668
41|a small, green desk that is facing to the left|3|-30.658700942993164
42|a desk facing to the left|3|-29.84638786315918
0|a large, blue desk|4|-30.288814544677734
1|a large, blue fan  facing forwards|4|-28.908504486083984
2|a large blue fan |4|-29.962636947631836
3|a small, green fan facing to the left|4|-33.16829299926758
