|Sequence|Object|p_llm
0|a large, grey, desk, facing forwards|0|-31.386327743530273
1|a large grey desk facing forward|0|-30.237689971923828
2|a large desk|0|-28.61976432800293
3|a large desk, facing forwards, grey in color|0|-32.74626159667969
4|a large, grey desk, facing forwards|0|-31.99153709411621
5|a large, grey desk|0|-25.17068862915039
6|a large, grey desk in the room|0|-30.646631240844727
7|a large desk that is grey in colour and facing forwards|0|-32.821102142333984
8|a large, grey desk  |0|-30.81912612915039
9|a large desk that is grey in color and facing forwards|0|-32.458988189697266
10|a large grey desk |0|-28.527400970458984
11|a large grey desk is facing forwards|0|-30.640329360961914
12|a large grey desk  facing forwards|0|-30.7359676361084
13|a gray desk|0|-30.798728942871094
14|a large grey desk  (1)|0|-31.74763298034668
15|a large, grey desk  facing forwards|0|-29.557458877563477
16|a large grey facing forwards desk|0|-30.355073928833008
17|a large, grey desk |0|-27.27225112915039
18|a grey, large desk facing forwards|0|-31.637819290161133
19|a grey desk|0|-24.22245216369629
20|a large, gray desk|0|-30.79789161682129
21|a large grey desk in the room|0|-31.343551635742188
22|a large desk that is grey in colour and is facing forwards|0|-32.95112228393555
23|a large desk, grey, facing forwards|0|-31.506484985351562
24|a large grey desk|0|-29.043025970458984
25|a grey large desk facing forwards|0|-30.938068389892578
26|a large desk facing forwards|0|-31.84318733215332
27|a large desk, grey in color, facing forwards|0|-30.66911506652832
28|a large gray desk facing forwards|0|-30.042490005493164
29|a desk, grey, large, facing forwards|0|-32.17501449584961
30|a large grey desk faces forwards|0|-31.197587966918945
31|a large|0|-30.892784118652344
32|a large, grey desk that is facing forwards|0|-31.606929779052734
33|a big grey desk facing forward|0|-31.172971725463867
34|a|0|-28.953624725341797
35|a large, grey desk faces forwards|0|-31.17227554321289
36|a large, grey desk facing forwards|0|-23.483396530151367
37|a large grey desk, facing forwards|0|-29.959745407104492
38|a large desk that is grey in color and is facing forwards|0|-32.74733352661133
39|a large, grey desk is facing forwards|0|-30.421642303466797
40|a large desk, grey in colour, facing forwards|0|-30.869911193847656
41|a large, grey desk is in the room|0|-31.537260055541992
42|a large, grey desk  (1)|0|-31.31949234008789
43|a large grey desk facing forwards|0|-27.68630027770996
0|a large blue desk facing forwards |1|-9.662059783935547
1|a large desk that is blue in colour and facing forwards|1|-11.336729049682617
2|a small, green desk facing to the left|1|-11.252509117126465
3|a large, blue table|1|-10.418761253356934
4|a large desk|1|-8.141624450683594
5|a large desk with a blue surface|1|-10.104513168334961
6|a large desk that is blue in color and facing forwards|1|-10.93235969543457
7|a large blue desk, facing forwards|1|-10.215087890625
8|a large desk, facing forwards, blue|1|-11.011957168579102
9|a Blue desk|1|-10.670035362243652
10|"a large blue desk facing forwards"""|1|-10.341747283935547
11|a blue desk in the room|1|-9.883099555969238
12|a blue desk|1|-5.533712387084961
13|a blue desk facing forwards |1|-9.80405044555664
14|a blue desk facing forwards in the room|1|-10.13649845123291
15|a large blue desk facing forwards in a room|1|-11.062255859375
16|a blue desk facing forwards|1|-5.772800445556641
17|a large blue desk facing forwards|1|-5.732371807098389
18|"a blue desk"""|1|-10.658712387084961
19|a large desk, blue in colour, facing forwards|1|-9.962276458740234
20|a large blue desk is facing forwards|1|-10.759926795959473
21|a large desk is blue and facing forwards|1|-10.766335487365723
22|a  large, blue desk facing forwards|1|-10.771271705627441
23|a large desk, blue in color, facing forwards|1|-9.966850280761719
24|a large desk with a blue color|1|-10.918241500854492
25|a large,|1|-10.565835952758789
26|a large desk that is blue and facing forwards|1|-10.232054710388184
27|a blue table|1|-10.604305267333984
28|a large blue desk|1|-10.308177947998047
29|a large, blue  desk|1|-10.711895942687988
30|a large blue desk  facing forwards|1|-11.234185218811035
31|a large desk, blue in color|1|-11.289423942565918
32|a large desk facing forwards is blue|1|-10.822931289672852
33|a large  blue desk|1|-10.649890899658203
34|a large desk facing forwards, colored blue|1|-10.23271656036377
35|a blue desk is facing forwards|1|-9.8967924118042
36|a large blue desk facing forwards in the room|1|-10.455974578857422
37|a blue desk is in the room|1|-10.419890403747559
38|a large|1|-10.607599258422852
39|a|1|-8.53542709350586
40|a large desk that is blue in color|1|-11.237085342407227
41|a blue desk, facing forwards|1|-9.09085750579834
42|a blue desk facing forwards in a room|1|-10.293832778930664
43|a large desk, blue, facing forwards|1|-10.835826873779297
44|a blue, large desk facing forwards|1|-11.255725860595703
45|a blue desk faces forwards|1|-10.698351860046387
46|"a blue desk facing forwards"""|1|-10.67123794555664
47|a large desk is blue|1|-10.302258491516113
48|a blue desk |1|-8.361837387084961
0|"a large, red desk"""|2|-9.486042976379395
1|a small, green desk facing to the left|2|-9.15429973602295
2|a large desk|2|-8.164946556091309
3|a large red desk|2|-7.114589691162109
4|a large, red desk, facing backwards|2|-7.865976333618164
5|a red desk facing backwards|2|-3.5101985931396484
6|a red desk facing away|2|-8.588323593139648
7|a large, red desk that is facing backwards|2|-9.368980407714844
8|a large, red desk  facing backwards|2|-9.5187349319458
9|a large, red desk facing backward|2|-8.858705520629883
10|a red desk backwards|2|-8.790390014648438
11|a large desk facing backwards|2|-6.7988786697387695
12|a large, red desk|2|-7.2438554763793945
13|a red desk turned around|2|-9.119497299194336
14|a red desk|2|-4.2200775146484375
15|a large, red desk  |2|-9.337605476379395
16|a big red desk|2|-8.761222839355469
17|a red desk, facing backwards|2|-7.554269313812256
18|a red desk that is facing backwards|2|-9.07769775390625
19|a large, red desk |2|-6.3454179763793945
20|a red, large desk facing backwards|2|-9.487470626831055
21|a large, red desk facing the opposite direction of the other desks|2|-12.380252838134766
22|a small green desk facing to the left|2|-10.141388893127441
23|"a red desk"""|2|-9.454452514648438
24|a desk|2|-8.157278060913086
25|a red desk facing the opposite direction of the other desks|2|-11.152009963989258
26|a large, red desk is facing backwards|2|-8.410545349121094
27|a large, red desk faces backwards|2|-9.368539810180664
