,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,"a large red sofa, facing to the right",6.65162894741063e-05,topk,0.012420145045320526,a small red couch,4.3254595597200936e-05,topk,0.024196359354267363,"a blue, facing-right sofa",2.9240655874361227e-06,topk,0.015227176689171685,"a large, red sofa",3.8360549408442323e-05,topk,0.0005385570697163599,"a small, green desk",3.013995722471067e-15,topk,0.002360462947533455,a small blue desk ,2.3646142722884313e-05,topk,0.024288297678044704,"a small, green desk",0.0051513733279002155,topk,0.02296361419847052
1,1,a large red sofa facing to the right,2.2025509006516613e-05,topk,0.012729737932151965,"a small, red sofa  (2)",8.949347428963294e-05,topk,0.01627903620425384,"a small, blue  sofa",2.600003559738133e-06,topk,0.01814206091339806,"a small, green sofa ",4.6044952593960325e-05,topk,0.02428025656360406,"a  small, red desk  facing to the right",4.911439148546582e-15,topk,0.013118411425196418,"a small, blue desk (6)",1.078864171346524e-05,topk,0.017588584817189803,"a small, green desk facing to the left",1.804327875220316e-05,topk,0.004371333864571012
2,2,a large sofa facing right,0.0002172822120043894,topk,0.017677006343320995,"a small, red sofa (2)",4.148510539234197e-05,topk,0.01748863282873454,a  blue sofa,8.797678512601646e-06,topk,0.030056715357144458,a small green sofa facing backwards,0.00030181888494005437,topk,0.01763664269215685,"a small, red",5.835905674591689e-15,topk,0.012355834021745874,"a small, blue desk facing to  the right",9.470267236209697e-06,topk,0.012042307663371055,a small table facing backwards,9.237972981083504e-06,topk,0.013633023397398657
3,3,"a large, red sofa facing to the right",0.10031451171420963,topk,0.011455861189394982,"a small, red sofa ",0.002396062796513695,topk,0.024980444127323545,a small sofa,5.549981097630618e-06,topk,0.015880129892642827,"a small, green sofa facing backwards",0.040572943432748226,topk,0.017131454434428938,"a small, green desk facing to the right",3.046047463226932e-15,topk,0.002188660598008042,"a  small, blue desk facing to the right",2.5838484085785674e-05,topk,0.012133798868216179,"a small, green sofa facing backwards",3.487066221604747e-05,topk,0.00014922673026447402
4,4,"a large, red sofa is in the room",4.452900256080521e-05,topk,0.012137117166750979,"a small, red desk",5.305236440378496e-05,topk,0.0010530605128925372,a blue small sofa,4.195134671776654e-06,topk,0.02016038141935712,a green sofa facing backward,2.8381327055191928e-05,topk,0.021727971391712272,a ,4.1725160115341405e-15,topk,0.04946740394731623,"a small, blue desk that faces to the right",1.8782360787305475e-05,topk,0.011110044947628347,a desk facing backwards,2.2244424838187446e-05,topk,0.017785692657007187
5,5,"a large, red sofa  facing to the right",0.0002138474764992729,topk,0.011706216411968616,a small red sofa is facing to the right,3.895894112893492e-05,topk,0.013214334819631397,"a small, green sofa facing backwards",2.599458114503769e-06,topk,0.00024184784737542322,"a small, green sofa facing backwards  (4)",1.757366312588773e-05,topk,0.01461966703256026,"a small, red sofa",2.586133249352909e-15,topk,0.00041003742136419433,"a small, blue desk facing to the left",3.25848741182901e-05,topk,0.004450291641922753,"a small, green desk face backwards",2.6189948965758438e-05,topk,0.01442654332887532
6,6,"a large, red sofa, facing to the right",3.921614062509399e-05,topk,0.01186229015620057,"a small, red sofa facing backwards",2.8013691956501125e-05,topk,0.004017019773418631,a small sofa that is blue in color and facing to the right,1.7904003181544075e-06,topk,0.006872003938056108,"a small, green sofa facing backwards  ",2.6857475666136718e-05,topk,0.016427373965586925,a small red sofa,1.7471748022816165e-14,topk,0.0006975864590614132,"a small, blue desk facing right",0.00014163676234135681,topk,0.014713199897430657,"a small, green desk facing to the right",1.978758238501636e-05,topk,0.003379739570203335
7,7,a large red sofa to the right,5.3406578577313904e-05,topk,0.015633970287097534,a small red sofa facing right,0.0006120296695089806,topk,0.01735651474691147,a ,4.408538416362838e-06,topk,0.033020240946767705,"a small, green sofa facing backwards'",8.402960737763024e-05,topk,0.016748266080489668,a Red desk,2.4294844273259617e-15,topk,0.04549210304103171,"a small, blue desk  facing to the right",0.0005004821741302309,topk,0.01207395425305398,"a small, green desk facing",1.605711782846464e-05,topk,0.015212587596806553
8,8,"a large, red sofa facing the right",1.215005353141226e-05,topk,0.01261348337088942,"a small, red sofa",0.03205896581314231,topk,0.02685621055016589,"a large, red sofa facing to the right",6.873838917594408e-06,topk,0.00018050119600483876,"a small, green sofa facing the opposite direction of the others",4.211095617081786e-06,topk,0.007896576017833251,a green desk facing backwards,7.580798356173587e-15,topk,0.0004818348403704504,"a small, blue desk ",0.0007325548132895819,topk,0.022510388637003095,"a large, red sofa facing to the right",3.190830759434571e-05,topk,0.0001940392683715317
9,9,"a large, red sofa 1",3.5769345873308004e-05,topk,0.019031593829133372,"a small, red sofa  facing to the right",0.00027514714980051065,topk,0.011955177659385854,"a  small, blue sofa  facing to the right",2.744611551510808e-06,topk,0.009767381170430618,"a small, green sofa facing backwards""",0.00044373684954489393,topk,0.016839663854230802,a small desk is facing to the right,2.9191482791316026e-15,topk,0.007301682964702178,"a small blue desk, facing to the right",1.9745563921650677e-05,topk,0.012565358880021771,"a small, green desk facing forwards",0.00022166209706395528,topk,0.0043975837104623895
