,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,a blue chair facing left,5.4987483752010644e-14,topk,0.016894682011498737,"a large, blue chair with its back to us",0.0008700787829232696,topk,0.012484032994724895,"a large, green chair facing the left",0.0055187156222365604,topk,0.01322828338077138,"a  small, grey chair facing forwards",2.810630961252896e-05,topk,0.01308783335874031,"a large fan, facing backwards",1.4369066958208588e-05,topk,0.012226356696001242,a fan facing to the left,0.026302042813636437,topk,0.014137842445758327,"a small, grey fan face forwards",3.1052803418994e-05,topk,0.01586998315341549
1,1,"a large, blue chair, facing to the left",1.0425500398448507e-13,topk,0.011814481190440351,a backwards-facing blue chair,0.007554694794946856,topk,0.018115807676166624,a green chair to the left,0.0012410302984363984,topk,0.01715317209936261,a grey chair ,4.345790365734884e-05,topk,0.027761719277923876,a small grey fan facing forwards,0.00016641225599992612,topk,0.00045716043515689144,a green chair facing to the left,0.033718747003171325,topk,0.0003262030706415518,"a grey, small fan facing forwards",8.186522018057623e-05,topk,0.015223065216929425
2,2,a large blue chair ,6.421041376009543e-14,topk,0.016156177347584972,a blue chair facing backwards,0.32262519070853257,topk,0.015401185022288766,a green chair facing to the left,0.059988475276305867,topk,0.014862255788065337,a grey chair facing forward,7.863418283009456e-05,topk,0.01604376460884772,a large fan is facing backwards,1.7126750200230925e-05,topk,0.011868864080286977,"a large, green chair",0.0038608716950983644,topk,0.0005557173629250325,a chair facing forwards,2.855419608989723e-05,topk,0.0006114405129178917
3,3,a large blue chair 1,3.774692296647464e-14,topk,0.014011027483759422,"a large, blue chair facing the wall",0.0040790566695642,topk,0.004897396419605005,"a large, green chair facing to the left, object 3 in the room",1.2704507097929102e-05,topk,0.005725076191268384,"a small, grey chair, facing forwards, in a room",2.758674463620329e-07,topk,0.009885959630550006,a backwards-facing blue fan,1.6188642981744607e-05,topk,0.017180074654331797,a large green fan to the left,0.009562659424521046,topk,0.014959680087651648,"a small, grey fan is facing forwards",0.00014851894320707865,topk,0.013865158542107714
4,4,"a large, blue chair 1",6.002628761221386e-14,topk,0.013072426315940168,a small grey fan facing forwards,0.004072918837450356,topk,0.0005344142218274515,a small grey chair,0.0009041060568292063,topk,0.0012293184147282685,a small grey chair,6.33034008777098e-05,topk,0.02519540987807533,a green fan facing to the left,2.369713924030614e-05,topk,0.0004022124093130922,a small grey fan facing forwards,0.0035432458852240898,topk,0.0007179902503820199,a small grey fan facing forwards,0.00030882119603596164,topk,0.015592106811417667
5,5,a large blue chair facing to the left,3.263877677788071e-14,topk,0.012631159927145946,a large blue chair facing to the left,0.006886845876404226,topk,0.00035919820981687505,a large green chair facing left,0.021944786654702064,topk,0.015515618330080602,"a small, grey chair  (4)",1.0961712855374372e-05,topk,0.01616908184665721,"a  large, blue fan  facing backwards",1.6821448591264906e-06,topk,0.01256364965589545,a green fan faces left,0.0035477023426167,topk,0.019183602054430322,"a large, green chair",3.69528620422551e-05,topk,0.00039809951510704996
6,6,"a large, blue chair facing to the left in the room",3.624903852225778e-14,topk,0.009241475570254143,a large blue chair facing backward,0.00250513512281277,topk,0.01456257504166746,a large green chair facing the left,0.003852429066524901,topk,0.013880330918876234,a large blue chair facing to the left,3.395762526197581e-05,topk,0.00020292014988711258,"a large, blue  fan facing backwards",9.475660419293603e-06,topk,0.012584286287151187,a green chair,0.013078935060249769,topk,0.0006678278745168803,a large blue chair facing to the left,6.95888514889071e-05,topk,0.00020220116497815307
7,7,a big blue chair facing left,3.2110335728654755e-14,topk,0.015862479029088074,"a large, blue chair facing the opposite direction of the other chairs",0.0002247348520091139,topk,0.003807885334435576,"a large, green chair facing to the left in the room",0.0004147545880893767,topk,0.00955355121428554,"a small, grey chair is facing forwards in the room",8.89347058370243e-06,topk,0.009522015283925109,a large fan facing backwards,1.9784562994857533e-05,topk,0.012355807711519635,a green fan facing to the left,0.00553360880956898,topk,0.014041740928823512,a small grey fan  facing forwards,3.6210561102838414e-05,topk,0.015178559570619962
8,8,a large blue chair facing left in the room,3.0900122474257985e-14,topk,0.011181332807356262,a small grey chair facing forwards,0.011045787666438404,topk,0.00032096159016297093,"a large, green chair facing to the left, object 3",0.00016078430374300107,topk,0.006973147607889437,"a small, grey chair in the room",4.5303936109784466e-05,topk,0.014141577030647437,a large fan,0.00023764366556209063,topk,0.02572344061954887,a green fan ,0.004359800849454221,topk,0.030940886891876303,"a small, grey fan""",6.011762773187248e-05,topk,0.02465906528053952
9,9,a large chair facing to the left,1.097901667437583e-13,topk,0.008075333628217355,"a large, blue chair facing to the right",0.005305389498437701,topk,0.0017479340395453824,"a large, green chair facing to the left""",0.012602185290424733,topk,0.012564500239558673,a small grey chair facing forwards,8.478900237681667e-05,topk,0.013929657247356984,a backwards blue fan,1.4047510188127037e-05,topk,0.02206495795560724,a large green fan facing the left,0.008372018890089275,topk,0.013260130490305716,a small grey chair facing forwards,0.00012199185052510441,topk,0.0005343086873744773
10,10,a blue chair is facing left,3.809990630255503e-14,topk,0.014708330251972684,a blue fan facing backwards,0.004550499187784031,topk,0.0008044370866475013,"a large, green chair ",0.0009163122961671663,topk,0.022189951208076077,"a small, grey chair, facing forwards, in the room",1.5944019304098809e-06,topk,0.009606583163271953,"a large, blue chair facing to the left",9.54692414948718e-05,topk,0.000167040717196946,a green fan is facing to the left,0.003604519160715587,topk,0.013033796344200032,a blue fan facing backwards,3.440163789211934e-05,topk,0.0005224961330051203
11,11,a large blue chair,5.75578429001955e-14,topk,0.016855755244481175,a large blue chair facing backwards ,0.012868481718721512,topk,0.013556987985342606,"a large, green chair facing left",0.0014788777551565245,topk,0.014810429806660622,a small grey chair facing forward,0.00028033189936880733,topk,0.014156646051242429,a  blue fan facing backwards,1.3247053168519756e-05,topk,0.015089493433553581,"a large, green fan, facing left",0.0029495668481623774,topk,0.014229100480485288,"a small, grey chair",8.608036844839268e-05,topk,0.0009222215294692598
12,12,"a chair, blue, large, facing left",2.7324919913000038e-14,topk,0.011781678344037738,a chair facing backwards,0.15388049407714993,topk,0.0177346586531317,a green chair,0.03997952232986464,topk,0.03153694859478684,a small grey chair facing to the front,2.1591656322880464e-05,topk,0.01241309124604396,a  blue fan,1.2210229917912749e-05,topk,0.03622898104506188,"a large, green fan  facing to the left",0.0031286246337526896,topk,0.011394207065904194,a grey fan is facing forwards,3.14510411575133e-05,topk,0.013812533798448698
13,13,a large chair,3.6805694424538896e-14,topk,0.014708721767185857,"a large, blue fan",0.009573272614395271,topk,0.0007722390893276831,"a large, green chair""",0.0007192224478526591,topk,0.022555454336160664,a grey chair,3.8955413070956016e-05,topk,0.029762109185712978,"a small, grey fan facing forwards",0.00028350310559621087,topk,0.0005283852834080492,a large green fan facing to the left ,0.0037147349245760615,topk,0.012038059692159112,"a small grey fan, facing forwards",6.595669177582794e-05,topk,0.015347821136114524
14,14,"a large, blue chair facing to the left",1.36591651655098e-11,topk,0.011752838383111242,"a large blue chair facing backwards,",0.004310401451922893,topk,0.013451676493408567,"a large, green chair facing to the left ",0.014392147346323055,topk,0.012279082838086468,"a small, grey chair facing the front",9.42722825228264e-06,topk,0.012904518669412007,"a large, blue chair facing backwards",2.2773152039913947e-05,topk,0.0003383722791844357,"a large, green fan facing to the left",0.07306011671627483,topk,0.011444728207918234,"a small, grey fan ",0.000503358734228365,topk,0.0257278556860701
