,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,a large blue facing left chair,7.585453677906892e-05,topk,0.013008211809626856,a backwards-facing blue chair,0.0022203428476055345,topk,0.018832945250208215,a chair that is green and large and facing to the left,6.403047464893133e-06,topk,0.008715962466673065,"a  small, grey chair facing forwards",0.00014039635277966707,topk,0.013740170820451784,"a large, blue fan that is facing backwards",6.603142266651169e-05,topk,0.01036584486075282,a fan facing to the left,0.007045486415129979,topk,0.012830493677448032,"a grey, small fan facing forwards",8.083459398762514e-05,topk,0.015287563123146322
1,1,a blue chair facing left,0.0001727586738895457,topk,0.01555819560515242,a blue chair facing backwards,0.08937948219167266,topk,0.01601086076303868,"a large, green chair to the left",5.281126677814839e-06,topk,0.013464326847059036,a grey chair ,0.00021708047968781145,topk,0.029145447889842146,"a large, blue fan facing backwards ",0.0012306242410072652,topk,0.012271228911633916,"a large, green chair",0.0024149254612701445,topk,0.0005043292948562263,"a small, grey fan is facing forwards",0.00011905133993542879,topk,0.01392390319586751
2,2,"a large, blue chair, facing to the left",0.0003275486572988758,topk,0.01087513819160374,"a large, blue chair facing the wall",0.002202009550119423,topk,0.005154629355694318,a small grey chair,6.573913483887668e-05,topk,0.001158719633392657,a grey chair facing forward,0.0003927926727254692,topk,0.016843434683668983,a blue fan is facing backwards,7.501316929472568e-05,topk,0.013726218428526095,a large green fan to the left,0.002749582799998015,topk,0.013589673532297496,a small grey fan facing forwards,0.011073600961508367,topk,0.01565816829302574
3,3,a large blue chair ,0.00020173491484183495,topk,0.014822356074646378,"a blue chair, facing backwards",0.0015086851484193515,topk,0.01564952597481862,a large green chair facing the left,0.0001540368805681,topk,0.013083194525516111,a small grey chair,0.00031430666013600547,topk,0.026451225816140247,"a large, blue fan in the room",5.1035056518187735e-05,topk,0.013935354846002848,a green fan faces left,0.002267105053413547,topk,0.01740966387299736,a small grey fan  facing forwards,6.305246362791521e-05,topk,0.015242868912907003
4,4,a large blue chair 1,0.00011859236815587657,topk,0.012857240469739791,a small grey fan facing forwards,0.0021986961455686695,topk,0.000555569696947607,"a large green chair, facing to the left",2.025915163370301e-05,topk,0.011783649449911915,a small grey fan facing forwards,4.6652689770041763e-05,topk,0.00039324972089060505,a blue fan facing backwards,6.3894589591163e-05,topk,0.014740173096457006,a green chair,0.053448170723628646,topk,0.0006060727691998825,a large blue chair facing to the left,6.87127762407901e-05,topk,0.00020305786181219185
5,5,a blue chair is facing to the left,8.467916836318173e-05,topk,0.011308461693611726,a large blue chair facing to the left,0.003683113520134534,topk,0.0003734175334812045,"a large, green chair  (3)",1.661483169311235e-05,topk,0.015382495150970395,a large blue chair facing to the left,0.0001221761496397258,topk,0.00021303430796653755,"a large, blue fan is in the room",5.6099173857888175e-05,topk,0.012493368566362142,a green fan facing to the left,0.3163576766785735,topk,0.012743278820573231,"a small, grey fan""",5.935150514960208e-05,topk,0.024763542142275087
6,6,a large blue chair facing leftward,5.430035837141384e-05,topk,0.012118278325293415,a large blue chair facing backward,0.009290446170340664,topk,0.015139053326481638,"a chair that is green, large, and facing left",5.099407490783084e-06,topk,0.010340323867355465,a small grey chair facing forwards,0.0004309669986828476,topk,0.01462395377468733,a blue fan in the room,4.3919008483461476e-05,topk,0.016660505207279637,a green fan ,0.0027269992138772596,topk,0.028079733888954083,a small grey chair facing forwards,0.00012061998235886518,topk,0.0005365724753250687
7,7,"a large, blue chair 1",0.0001885893161343718,topk,0.012148922022147622,a blue chair facing backwards ,0.002308599699776617,topk,0.015925499461394987,"a chair, green, large, facing, left",3.5890448333693993e-06,topk,0.012395063559186842,a small grey chair facing to the front,6.560725723450266e-05,topk,0.013031797506544257,"a large, blue fan",0.030511810054133406,topk,0.025213265159001276,a large green fan facing the left,0.0052977209219864365,topk,0.012033945141965239,a grey fan facing forward,5.1311863619743194e-05,topk,0.013545807764945284
8,8,a large blue chair facing to the left,0.00010196903859065064,topk,0.011631947658603264,a large chair facing backwards,0.013803097548114462,topk,0.013119545226657888,"a large, green chair, facing to the left, in the room",1.0259903289891865e-06,topk,0.00850323026210181,a grey chair,0.0004052635695285667,topk,0.031245543321006434,"a large, blue fan facing backwards  (5)",2.558974820830494e-05,topk,0.008980306889434415,a green fan is facing to the left,0.002254580256551725,topk,0.011828540474192127,a blue fan facing backwards,7.850823390071049e-05,topk,0.0005247098728863485
9,9,a big blue chair facing left,0.00010088347491856765,topk,0.01460764703053961,a small grey chair facing forwards,0.005962881102283712,topk,0.0003336672680021558,a green chair,0.02129231225831587,topk,0.029725806655350493,"a small, grey, chair facing forwards",0.00011600215466248793,topk,0.013842252649088636,a large fan facing backwards,0.0007857628919717955,topk,0.011631587109203444,"a large, green fan, facing left",0.0018449160303329328,topk,0.012927609963282006,a green chair,5.2760136956378214e-05,topk,0.0008355657561258624
