,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,a large red sofa,0.036217851914685406,topk,0.026221918751678223,"a small, red sofa faces to the right",4.0225091855703106e-05,topk,0.014547600114479435,"a small, blue sofa that is facing to the right",4.301702666454918e-05,topk,0.01016599622377402,a small green sofa ,3.43297514935011e-05,topk,0.024146518569321526,"a small, red desk",0.02293742859200201,topk,0.02466442600224384,"a small, blue  desk facing to the right",1.790412915900662e-05,topk,0.012269703519436886,a large red sofa,1.3369605713301163e-05,topk,0.0005819924031260198
1,1,"a large, red sofa, facing to the right",0.00014819808962912158,topk,0.011308008716175948,"a small, red desk",5.830821755619623e-05,topk,0.001257504274151609,"a small, blue sofa  facing to the right",0.00024846452462723163,topk,0.011964532480766796,"a small, green desk facing backwards",0.0002489461053714352,topk,0.0016605717717019064,"a small, green desk facing backwards",6.605695211541925e-05,topk,0.00025165093194717516,"a small, green desk facing backwards",1.6468154080884355e-05,topk,0.00034904296733263536,"a small, green desk facing backwards",0.1496408533664195,topk,0.015025852121397497
2,2,"a large,",6.022161884828087e-05,topk,0.017033811377469465,a small  red sofa,4.283858449436511e-05,topk,0.030420009877820203,"a small, blue sofa facing backwards",1.4217255726402603e-05,topk,0.0029991063786418345,a small green desk facing backwards,9.45594169170572e-05,topk,0.0012565584363876667,"a small, red desk  is facing to the right",8.224241198351937e-06,topk,0.011340543953037121,"a small, blue desk that faces to the right",1.879080011676459e-05,topk,0.011238053063628541,"a small, green desk  facing backwards",0.00012605090522574433,topk,0.014755075758004749
3,3,"a large, red sofa""",5.7937269510408874e-05,topk,0.023485751607756712,"a small, red sofa facing to the right'",3.7963742353588766e-05,topk,0.014297978669384426,"a large, red sofa",2.0377945528892475e-05,topk,0.000581751817810442,"a small, green sofa facing the opposite direction of the others",4.445242217708169e-06,topk,0.007378772204848098,a desk,1.869077093739567e-05,topk,0.0317807421031321,a small blue sofa facing to the right,3.4738956338834396e-05,topk,9.414674800766465e-05,"a small, green desk facing downwards",2.750673520530743e-05,topk,0.01442019842604593
4,4,"a large, red sofa that is facing to the right",2.5721892321726173e-05,topk,0.009675917284441138,"a small, red sofa ",0.00263344374682911,topk,0.028074356376083416,"a small, blue sofa facing to the right",0.001917844887484541,topk,0.012180326053346303,a small green sofa,2.5116182730499726e-05,topk,0.0241843377494901,"a small, red desk, facing to the right",0.00024298179778798072,topk,0.012287936644777633,"a small, blue desk facing to the left",3.311237762891922e-05,topk,0.004496470796587599,"a small, green desk face backwards",2.7211899832371275e-05,topk,0.01478660273701426
5,5,"a large, red sofa faces right",3.852665665216885e-05,topk,0.014378363180759298,"a small, red couch",3.253646250002316e-05,topk,0.02457177717494588,"a small, blue sofa facing right",0.000362610388136466,topk,0.014739796503476005,a small blue sofa facing to the right,1.0035867383539993e-05,topk,0.00020645334068668185,"a large, red sofa",9.628220220794258e-05,topk,0.0004029305742291438,"a small, blue desk",0.011828147954018244,topk,0.023231325964075216,"a large, red sofa",1.8735830169851424e-05,topk,0.0004089331109344744
6,6,"a large, red sofa",0.03120780070279996,topk,0.024603426071203745,"a small, red sofa is facing to the right",0.00017696863766618513,topk,0.013718348712289712,a small,1.405349589899664e-05,topk,0.013355983573143958,"a small, blue sofa facing to the right",3.387082812838697e-05,topk,0.0002027702608239546,a desk facing to the right,1.3926595562398907e-05,topk,0.009263855186465051,"a small blue desk, facing to the right",1.9754436039547775e-05,topk,0.012685644571173835,"a small, blue desk",0.000111246747531066,topk,0.0030139384941141965
7,7,"a large, red sofa 1",0.00011297866117169598,topk,0.018142317045757635,"a small, red sofa facing backwards",3.2624518161598635e-05,topk,0.004521961803660565,"a small, blue sofa  ",5.589958686569354e-05,topk,0.02096447561072609,a small green sofa facing backwards,0.0003150823518869985,topk,0.016464427166107895,a small  red desk facing to the right,2.4035247911692385e-05,topk,0.012614200459183267,"a small, blue sofa facing to the right",1.3334231926429343e-05,topk,0.00011488476570100638,a small green desk ,1.1986014446672969e-05,topk,0.025042099597966553
8,8,a large red facing right sofa,5.968667690212823e-05,topk,0.014150592200042394,"a small, red sofa facing to the right,",3.196867623204076e-05,topk,0.01258699284543696,"a small, blue sofa, facing right",1.7193695631979353e-05,topk,0.014404800959797664,a small sofa facing backwards,7.48804537891171e-05,topk,0.01718482188217617,"a small, red desk ",0.0016486512223983188,topk,0.023913017157710662,"a small, blue desk-facing to the right",7.9023506967975e-06,topk,0.012088752261330226,"a small, green table facing backwards",3.322498904604089e-05,topk,0.0140785292093129
9,9,"a large, red sofa  (1)",5.305206464557286e-05,topk,0.01719575448702139,"a large, red sofa",0.00014002015213364445,topk,0.0034788540573277697,"a small, blue sofa face",2.9920892719352503e-05,topk,0.014392946372635388,"a small, green sofa is facing backwards in the room",9.937428019238665e-06,topk,0.011309077719420179,a red desk facing the right,1.8200604007777667e-05,topk,0.016720140977181577,"a small, blue desk that is facing to the right",5.0359832689481966e-05,topk,0.010435646808629429,a small,1.0703469874161707e-05,topk,0.014507090507330435
10,10,"a large, red sofa facing the right",0.00046210015304438084,topk,0.012024101418966024,"a small, red sofa facing to the right of the large, red sofa",6.028474984082282e-06,topk,0.007852824723277441,a blue sofa,0.003033911436538012,topk,0.03895259027448894,"a small, green sofa ",4.806840353515938e-05,topk,0.022632094334378374,a small,1.8450832467067232e-05,topk,0.014164560564592775,"a small, blue desk faced to the right",2.7535972728199055e-05,topk,0.01262846029003094,"a small, green desk that is facing backwards",4.589252405272213e-05,topk,0.012912366572626394
11,11,"a large, red sofa ",0.0020907932991455656,topk,0.023289107608232124,"a small, red sofa facing to the right  (2)",2.4040445347087912e-05,topk,0.01312744423446279,"a small, blue sofa, facing to the right",0.0002769301399434114,topk,0.011983798697642392,"a small green sofa, facing backwards",4.113877425877133e-05,topk,0.01600590691963234,"a small, red desk facing to the  right",1.0564204170975424e-05,topk,0.01208879689750738,"a small, blue desk facing  to the right",1.687226013773385e-05,topk,0.012277201161060479,"a small, green desk""",1.0744132432048135e-05,topk,0.02161064654619777
12,12,"a  large, red sofa facing to the right",2.6694907755196788e-05,topk,0.01118953574175944,"a small, red sofa that is facing to the right",6.640008443599646e-05,topk,0.012696420300587553,"a small, blue sofa  (3)",5.779538266109814e-05,topk,0.014188830539155256,a small green sofa is facing backwards,8.193243566367086e-05,topk,0.015206925520485606,"a small, red desk-facing to the right",2.432566559396862e-05,topk,0.01177294811606138,"a small, blue desk to the right",6.380164636638745e-06,topk,0.014455031373190028,"a small, green deck facing backwards",1.2510784116805359e-05,topk,0.009433631431925755
13,13,a  red sofa,4.262645823343051e-05,topk,0.02412984694693693,"a small, red sofa facing right",0.0005732515497072784,topk,0.01701908266289069,a blue small sofa facing to the right,6.152740993458038e-06,topk,0.012562726388602629,"a  small, green sofa facing backwards",1.0799245454790715e-05,topk,0.015592116303364252,"a small, red desk facing to  the right",1.0173457393488968e-05,topk,0.012201725267247889,"a small, blue desk  (6)",2.34058770204047e-05,topk,0.01662457843554022,a small desk,1.584630409257446e-05,topk,0.012174011977653186
14,14,a sofa,0.00018897643638072332,topk,0.028277880526164628,a small,4.2006405672407766e-05,topk,0.015044085702515121,"a small, blue sofa facing to the",4.38681165884564e-06,topk,0.012773606248193,"a small, green sofa facing in the opposite direction of the other sofas",1.596121620973788e-06,topk,0.00685225478455063,"a small, red desk  facing to the right",0.00042999762532316743,topk,0.012128289476185392,a small desk facing to the right,3.548687776883004e-05,topk,0.007999864319172992,"a small, green desk faces backwards",2.8736012772681795e-05,topk,0.015011611323339674
15,15,a red sofa facing the right,3.789179184680629e-05,topk,0.009055707277785282,"a small, red sofa (2)",4.526123617675533e-05,topk,0.019686965489462683,"a small, blue sofa is in the room",1.9353822623634385e-05,topk,0.011642080679409562,a sofa facing backwards,3.622322247550491e-05,topk,0.020371785978485105,"a small, red desk facing  to the right",2.0582252524384514e-05,topk,0.012326513937402805,a small blue desk,1.8714043370708033e-05,topk,0.02555149304734337,"a small, green desk  ",1.9761483892707522e-05,topk,0.02174470906490943
16,16,"a large, red sofa  #1",2.7387236247671945e-05,topk,0.01826037312734305,"a small, red sofa  (2)",9.612079745232967e-05,topk,0.01832532177291122,"a small, blue sofa",0.0006397368945343464,topk,0.0232597772083017,"a small, green sofa that faces backwards",2.4494763117464168e-05,topk,0.01445889725301881,a small desk,6.710410890177817e-05,topk,0.015705776426772875,"a small, blue desk in the room",1.0268659190858598e-05,topk,0.014314842186656605,"a small, green desk facing upwards",1.905335861423569e-05,topk,0.008972417994931299
17,17,"a large, red sofa to the right",3.6382051554213526e-05,topk,0.013608346215872959,"a small, red sofa",0.015881698350137804,topk,0.0304125333929713,"a small, blue",1.5028047709353255e-05,topk,0.013183075592911101,"a small, green sofa backwards",3.303689839831311e-05,topk,0.019285141671944166,"a  small, red desk facing to the right",4.1427049159301983e-05,topk,0.012292380259146722,"a small, blue desk  facing to the right",0.0005004989001062651,topk,0.012199241547849599,"a small, green desk facing to the left",2.8591337384968306e-06,topk,0.004472092324103558
18,18,a red sofa facing right,0.0018144584133711705,topk,0.010761450906833498,a small red sofa,0.019595388852543277,topk,0.031878255640397896,"a small, blue sofaFacing to the right",1.6163385058511997e-05,topk,0.012430986397284646,a green couch facing backwards,1.9840550293658304e-05,topk,0.01816284680934189,"a small, red desk face to the right",5.10500166238972e-05,topk,0.011770019755754688,"a small,",1.544233346525104e-05,topk,0.013411028527572528,"a small, green desk facing sideways",1.00404144294164e-05,topk,0.009187883583976545
19,19,a red sofa is facing to the right,6.216117355908138e-05,topk,0.007380140722891332,"a  small, red sofa facing to the right",3.4991119787611184e-05,topk,0.014148615537629325,"a small, blue sofa that faces to the right",2.1940377084101052e-05,topk,0.011067018042047152,"a small, green sofa with its back to the viewer",1.0311239420102103e-05,topk,0.012056257332616619,a small desk facing to the right,0.0002943379148840007,topk,0.007576262454336033,"a small, blue desk, facing to the right",0.00025969305077817704,topk,0.01226601343860561,"a large, red sofa facing to the right",3.0292156496037834e-06,topk,0.00019851183861568453
20,20,"a large, red sofa is in the room",4.35116507096923e-05,topk,0.011569994065532805,"a small, red sofa""",7.07293186637176e-05,topk,0.02805911184060923,"a small,",3.0027975191369784e-05,topk,0.011694515948884307,"a small, green sofa with its back facing the viewer",5.3108091754168e-06,topk,0.011110272366590603,a red desk facing to the right,0.0004703667972177979,topk,0.01542094286177143,"a small, blue desk facing to the",7.3883701232360295e-06,topk,0.0121388491240043,"a small, green desk facing the opposite direction of other objects",1.4601243743483085e-06,topk,0.007221691079824252
