,Unnamed: 0,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,0,"a small, green desk",2.436567299603237e-13,topk,0.01866906864942689,a green desk facing right,0.0001332530041440781,topk,0.021622446165873072,"a large, green table",2.6835363736158573e-05,topk,0.020753451229016423,"a large desk, facing to the left",1.2732300409162221e-14,topk,0.014206253544995743,"a small, green desk chair facing to the right",5.967068352825515e-05,topk,0.010942092313724967,"a large, green chair that is facing forwards",2.7941366799381096e-05,topk,0.012021716697233651,"a large, grey chair ",0.00035981482036439964,topk,0.022359437980358516
1,1,a small green desk in the room,3.7562476965869386e-14,topk,0.011717302735560636,"a small, green desk facing  to the right",1.3356362710554778e-05,topk,0.014078800453295485,"a small, green desk",4.910556761005525e-05,topk,0.002939981083323961,"a large, grey desk, facing to the left",9.980515264507983e-15,topk,0.01281862941420694,"a small, green desk",3.282872176865362e-05,topk,0.00043415112085828456,a green chair facing forwards in the room,9.534136052719316e-06,topk,0.011022753988036529,a grey chair ,1.0100161461780848e-05,topk,0.029642673024090623
2,2,"a small, green desk facing to the right",6.744218381244165e-16,topk,0.0007827136336767324,"a small, green desk facing the right",0.0003345255201144549,topk,0.014934332897008231,a large green desk is facing forwards,3.491789754022391e-05,topk,0.013019509559310041,"a small, green desk facing to the right",1.2114490115091819e-14,topk,0.00024555232900346435,"a small, green chair  ",2.7687693968250525e-05,topk,0.019465117182517064,a green chair facing to the left,1.0716164707139658e-05,topk,0.005087303581279908,"a large, grey chair faces to the left",1.1635330022806839e-05,topk,0.012855685321407307
3,3,"a green desk, facing forwards",7.496196025606213e-14,topk,0.009325074014125979,"a small, green desk  (2)",1.490024142112654e-05,topk,0.007127718541789083,a large desk,0.0006243209668636496,topk,0.019159584938218205,"a large, grey desk  (4)",7.629649325108461e-15,topk,0.016232507501908768,"a small, green desk facing to the right",0.0001806463377044954,topk,0.00040961010156967295,a chair facing forwards,0.00010406893256157055,topk,0.01607809830102103,"a large, grey chair facing to the left",0.1470866164341768,topk,0.012359656096996241
4,4,"a small, green desk facing forwards",9.053325656046562e-13,topk,0.012986293774130617,"a small, green desk",0.005740828489893106,topk,0.01007913486952324,"a small, green desk facing forwards",0.00028790926107120343,topk,0.0020204316267449186,"a large, grey chair facing to the left",5.75780244422291e-14,topk,0.00017840109896042063,"a large, grey chair facing to the left",1.7738772862764684e-05,topk,0.0002764723771647006,a green chair facing forwards ,2.234488709434381e-05,topk,0.015035071896804595,"a small, green desk facing forwards",1.6248490602032565e-05,topk,0.00011017375905383242
5,5,"a small, green, desk, facing, forwards",1.3789948269659613e-14,topk,0.01226735756345238,"a small, green desk facing to the righ",3.967897341768592e-06,topk,0.013623187555898633,"a large, green desk ",0.0010510854634188569,topk,0.02173645396518942,"a large, grey desk face to the left",2.649967235218672e-14,topk,0.01381003515108455,"a small, green chair",0.01170608425106898,topk,0.02207926700698632,"a large, green chair",0.004812348958657773,topk,0.024507567156757754,a large grey chair facing left,0.0001070577454081812,topk,0.015907665862180998
6,6,a small desk facing forwards in the room,2.8901788297164605e-14,topk,0.010540720198934095,"a small, green desk facing to the left",3.551038412294532e-06,topk,0.0022938032557432535,"a large desk, facing forwards",2.729562629795468e-05,topk,0.012824935684134637,"a small, green desk facing forwards",3.467050187287355e-14,topk,0.000353085601481435,"a small, green desk facing forwards",2.7507041677604547e-05,topk,0.0003107990114795726,"a large, green chair ",0.0002530603740554561,topk,0.02324455960172813,a grey chair,0.00021595097407223988,topk,0.03335555700063387
7,7,a small desk in the room,3.0390952297933253e-14,topk,0.012066197037656618,"a small, green desk (2) facing to the right",4.855397745781718e-06,topk,0.012146968799595865,"a large, green desk  (3)",2.7032117749796877e-05,topk,0.014694920765186244,a large desk facing left,2.8089401456803602e-14,topk,0.018614102607495353,a small green chair ,1.4486223556830518e-05,topk,0.022474286292007397,"a large, green chair is facing forwards",4.299300618834658e-05,topk,0.01351007690746186,a large grey chair,1.1446248521319353e-05,topk,0.024786545673005082
8,8,a desk facing forwards,2.2387064088498218e-13,topk,0.010149357967041923,a desk facing to the right,0.0006045931916357284,topk,0.01962431099649196,"a large, green desk that is facing forwards",1.996914502451188e-05,topk,0.010427279504788696,"a large, grey desk",1.0518103015026734e-11,topk,0.024300779678509816,"a small, green chair 5",8.583924858738958e-06,topk,0.01685437579463639,"a large, green chair  facing forwards",3.5912273316391415e-05,topk,0.013950309335204253,a large grey chair facing to the left,2.8816784455762264e-05,topk,0.012855617215875309
9,9,"a small, green desk 1",8.903430346060071e-14,topk,0.01657944558005161,"a small, green desk faced to the right",3.3193724751078323e-05,topk,0.014270853442591479,a green desk,0.0029014647867254637,topk,0.018723351019479372,"a large, grey desk in the room",1.1085670566954077e-14,topk,0.015119562536219341,a green chair facing the right,5.841345416264268e-05,topk,0.018864781377811078,a green chair is facing forwards,1.184837214100941e-05,topk,0.014049340722583131,a grey chair facing left,0.00027657346707599817,topk,0.01907399681720371
10,10,a small green desk facing the front,3.174173863993239e-14,topk,0.014214470517475245,"a small, green desk, facing to the right",0.00023943831513626753,topk,0.013656347718325438,"a large, green desk in the room",2.438271266675852e-05,topk,0.01338199846588346,a grey chair facing to the left,1.8495130961561193e-14,topk,0.0002223499945881102,"a small, green chair is facing to the right",1.1696377991515638e-11,topk,0.013439682052727941,"a large, green chair facing the camera",8.571222971866802e-06,topk,0.012814076056098762,"a large, grey chair facing the left",0.0001110022830551496,topk,0.013528875306607083
11,11,a small green desk  facing forwards,8.620617056187537e-14,topk,0.013545253043659822,"a small, green desk, facing right",1.3171807769849461e-05,topk,0.016124954514639286,a desk facing forwards,0.00011601100094704122,topk,0.01115040234584809,"a large, grey desk facing left",1.14307035451242e-13,topk,0.01617936284222257,a small green chair facing the right,3.642228685319239e-05,topk,0.015959404068301666,"a large, green chair that faces forwards",8.316582636756268e-06,topk,0.012856800644607466,a large chair facing to the left,2.4208610167731238e-05,topk,0.014296235354062202
12,12,a small green desk ,1.3044592258919923e-13,topk,0.018324274028091524,a small green desk facing right,0.0003810104382219517,topk,0.017855245887242337,"a large desk, facing forwards, green",1.2454539994362904e-05,topk,0.009568370595441,"a large, grey desk  ",3.508340225011433e-14,topk,0.02186609676892401,"a small, green chair in the room",9.041977911432128e-06,topk,0.014292658920364729,a large chair facing forwards,0.00015471483434624479,topk,0.01412311522731243,a grey desk facing to the left,1.913780675617104e-05,topk,0.0002492003530271802
13,13,"a small, green desk is facing forwards",6.182336428683962e-14,topk,0.012796459217751476,a green desk facing to the right,0.0005012540416853921,topk,0.01750512096835903,"a large, green desk facing to the left",6.8199964907102334e-06,topk,0.0037909761312319985,a green desk facing forwards,1.3558737901580681e-14,topk,0.0006525252632536117,a small green chair facing to the right,6.0897042914623e-05,topk,0.014696602791343999,"a large, green chair facing the front",1.0687546861854328e-05,topk,0.013633395999998882,"a large, grey chair face to the left",1.6491905889158017e-05,topk,0.013116593203396946
