,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a large, grey chair  ",0,0,0,0,0,0,1
1,"a large, green chair facing forward",0,0,0,0,0,1,0
2,"a large, grey chair facing to  the left",0,0,0,0,0,0,1
3,"a large, grey chair;",0,0,0,0,0,0,1
4,"a small, green desk (1)",1,1,0,0,0,0,0
5,"a small, green desk  facing to the right",0,1,0,0,0,0,0
6,a green desk facing forwards in a room,1,0,1,0,0,0,0
7,a small green desk facing the right,0,1,0,0,0,0,0
8,"a large desk, grey in color, facing to the left",0,0,0,1,0,0,0
9,a desk facing forwards,1,0,1,0,0,0,0
10,a grey large desk,0,0,0,1,0,0,0
11,"a large, green desk is facing forwards",0,0,1,0,0,0,0
12,"a green desk facing forwards, small in size",1,0,0,0,0,0,0
13,a small green desk to the right,0,1,0,0,0,0,0
14,a large green table,0,0,1,0,0,0,0
15,"a small, green chair that is facing to the right",0,0,0,0,1,0,0
16,"a large, green desk facing forwards in the room",0,0,1,0,0,0,0
17,"a small, green chair to the right",0,0,0,0,1,0,0
18,a green desk is facing forwards,1,0,1,0,0,0,0
19,"a large, green chair, facing forwards",0,0,0,0,0,1,0
20,"a large, green chair  ",0,0,0,0,0,1,0
21,"a small, green desk is facing to the right",0,1,0,0,0,0,0
22,"a small, green table facing to the right",0,1,0,0,0,0,0
23,"a large, grey table",0,0,0,1,0,0,0
24,a large green chair facing forwards,0,0,0,0,0,1,0
25,a small green chair,0,0,0,0,1,0,0
26,"a grey, large desk",0,0,0,1,0,0,0
27,"a small, green chair in the room",0,0,0,0,1,0,0
28,"a large, green chair facing forwards",0,0,0,0,0,1,0
29,"a large, gray chair facing to the left",0,0,0,0,0,0,1
30,"a large, green chair that is facing forwards",0,0,0,0,0,1,0
31,a small,0,0,0,0,0,0,0
32,a large gray desk facing to the left,0,0,0,1,0,0,0
33,a green desk facing to the left,0,0,0,0,0,0,0
34,a grey thing,0,0,0,1,0,0,1
35,"a large, grey chair facing to the  left",0,0,0,0,0,0,1
36,"a large, grey thing",0,0,0,1,0,0,1
37,"a small, green desk facing to the  right",0,1,0,0,0,0,0
38,a small green desk,1,1,0,0,0,0,0
39,a large green desk facing forward,0,0,1,0,0,0,0
40,"a large, green desk facing forwards  (3)",0,0,1,0,0,0,0
41,"a small, green desk facing to the right",0,1,0,0,0,0,0
42,"a small, grey thing",0,0,0,0,0,0,0
43,"a small, green chair faced to the right",0,0,0,0,1,0,0
44,"a small, green desk turned to the right",0,1,0,0,0,0,0
45,"a green desk, facing forwards",1,0,1,0,0,0,0
46,"a green, small chair facing to the right",0,0,0,0,1,0,0
47,a large desk facing to the left,0,0,0,1,0,0,0
48,"a large, grey chair in the room",0,0,0,0,0,0,1
49,a green small desk facing forwards,1,0,0,0,0,0,0
50,a big green chair facing forward,0,0,0,0,0,1,0
51,a grey chair facing the left,0,0,0,0,0,0,1
52,"a small, green desk 1",1,1,0,0,0,0,0
53,"a small, green chair facing right",0,0,0,0,1,0,0
54,a small chair facing right,0,0,0,0,1,0,0
55,a green desk facing forwards in the room,1,0,1,0,0,0,0
56,"a small, green desk  facing forwards",1,0,0,0,0,0,0
57,a large thing facing to the left,0,0,0,1,0,0,1
58,a small desk,1,1,0,0,0,0,0
59,a small thing facing to the right,0,1,0,0,1,0,0
60,a small green facing forwards desk,1,0,0,0,0,0,0
61,"a large, green chair ",0,0,0,0,0,1,0
62,a green desk facing the right,0,1,0,0,0,0,0
63,a desk facing to the right,0,1,0,0,0,0,0
64,"a small, green desk  ",1,1,0,0,0,0,0
65,"a grey desk, facing to the left",0,0,0,1,0,0,0
66,"a small, green chair face",0,0,0,0,1,0,0
67,"a small green desk, facing to the right",0,1,0,0,0,0,0
68,"a large, green desk faces forwards",0,0,1,0,0,0,0
69,"a large, grey chair facing the left",0,0,0,0,0,0,1
70,a large chair facing to the left,0,0,0,0,0,0,1
71,"a  small, green desk facing to the right",0,1,0,0,0,0,0
72,"a large, grey chair, facing to the left",0,0,0,0,0,0,1
73,a grey thing facing forwards,0,0,0,0,0,0,0
74,a small green desk ,1,1,0,0,0,0,0
75,"a small, green desk, facing forwards",1,0,0,0,0,0,0
76,"a large, green desk facing forwards",0,0,1,0,0,0,0
77,"a grey, large desk facing to the left",0,0,0,1,0,0,0
78,a green chair ,0,0,0,0,1,1,0
79,"a large, green chair face forwards",0,0,0,0,0,1,0
80,"a grey, large desk facing left",0,0,0,1,0,0,0
81,a small desk facing right,0,1,0,0,0,0,0
82,"a large, green chair facing the camera",0,0,0,0,0,1,0
83,"a  large, grey chair facing to the left",0,0,0,0,0,0,1
84,a gray desk,0,0,0,1,0,0,0
85,a green thing facing to the left,0,0,0,0,0,0,0
86,"a small, grey thing facing forwards",0,0,0,0,0,0,0
87,"a large, grey chair""",0,0,0,0,0,0,1
88,a grey desk ,0,0,0,1,0,0,0
89,"a large, green desk facing forwards ",0,0,1,0,0,0,0
90,a small green desk facing the front,1,0,0,0,0,0,0
91,"a small, green desk  (2)",1,1,0,0,0,0,0
92,a small chair facing to the right,0,0,0,0,1,0,0
93,a large green chair ,0,0,0,0,0,1,0
94,a green chair facing to the right,0,0,0,0,1,0,0
95,"a small, green desk that is facing forwards",1,0,0,0,0,0,0
96,"a small, green chair ",0,0,0,0,1,0,0
97,"a large, green desk chair facing forwards",0,0,0,0,0,0,0
98,a large green desk chair facing forwards,0,0,0,0,0,0,0
99,a large desk,0,0,1,1,0,0,0
100,"a large, green thing",0,0,1,0,0,1,0
101,"a large, grey chair ",0,0,0,0,0,0,1
102,a small thing,1,1,0,0,1,0,0
103,"a small, green desk facing  to the right",0,1,0,0,0,0,0
104,"a  large, green desk facing forwards",0,0,1,0,0,0,0
105,a grey desk facing left,0,0,0,1,0,0,0
106,a grey thing facing to the right,0,0,0,0,0,0,0
107,"a large, grey chair facing to the",0,0,0,0,0,0,1
108,"a large, grey thing facing to the left",0,0,0,1,0,0,1
109,a desk,1,1,1,1,0,0,0
110,"a large, green desk facing forwards 3",0,0,1,0,0,0,0
111,a small green chair ,0,0,0,0,1,0,0
112,"a large, green thing facing to the left",0,0,0,0,0,0,0
113,a small green desk facing forward,1,0,0,0,0,0,0
114,"a small, green chair is facing to the right",0,0,0,0,1,0,0
115,"a small, green desk to the right",0,1,0,0,0,0,0
116,"a large, green chair",0,0,0,0,0,1,0
117,a green chair,0,0,0,0,1,1,0
118,"a green, small desk facing forwards",1,0,0,0,0,0,0
119,"a large, grey chair facing forwards",0,0,0,0,0,0,0
120,a green thing facing to the right,0,1,0,0,1,0,0
121,a large grey chair,0,0,0,0,0,0,1
122,"a small, green desk chair facing to the right",0,0,0,0,0,0,0
123,"a large, grey desk facing forwards",0,0,0,0,0,0,0
124,"a large, green desk facing to the left",0,0,0,0,0,0,0
125,a little green desk facing forward,1,0,0,0,0,0,0
126,"a large, green chair is facing forwards",0,0,0,0,0,1,0
127,a large green chair facing to the left,0,0,0,0,0,0,0
128,"a small,",0,0,0,0,0,0,0
129,"a small, green desk faces to the right",0,1,0,0,0,0,0
130,"a small green desk, facing forwards",1,0,0,0,0,0,0
131,a grey desk facing the left,0,0,0,1,0,0,0
132,"a large green chair, facing forwards",0,0,0,0,0,1,0
133,"a small, grey desk",0,0,0,0,0,0,0
134,"a small, green desk 2",1,1,0,0,0,0,0
135,a green thing facing forwards,1,0,1,0,0,1,0
136,a little green chair facing to the right,0,0,0,0,1,0,0
137,a large green desk,0,0,1,0,0,0,0
138,"a large, grey chair",0,0,0,0,0,0,1
139,"a small, green chair faces to the right",0,0,0,0,1,0,0
140,"a small, green thing facing forwards",1,0,0,0,0,0,0
141,"a small, green chair",0,0,0,0,1,0,0
142,"a small, green desk (2)",1,1,0,0,0,0,0
143,a small green chair facing the right,0,0,0,0,1,0,0
144,a thing facing to the left,0,0,0,1,0,0,1
145,"a large, grey desk chair facing to the left",0,0,0,0,0,0,0
146,"a large, green desk facing to the right",0,0,0,0,0,0,0
147,"a large, grey chair that is facing to the left",0,0,0,0,0,0,1
148,"a large, green desk ",0,0,1,0,0,0,0
149,"a small, green chair facing  to the right",0,0,0,0,1,0,0
150,"a small, green thing",1,1,0,0,1,0,0
151,a,0,0,0,0,0,0,0
152,a green desk to the right,0,1,0,0,0,0,0
153,a small green desk is facing forwards,1,0,0,0,0,0,0
154,a grey chair facing forwards,0,0,0,0,0,0,0
155,a grey desk facing to the right,0,0,0,0,0,0,0
156,a chair,0,0,0,0,1,1,1
157,"a small, green, desk facing forwards",1,0,0,0,0,0,0
158,a large grey chair facing to the left,0,0,0,0,0,0,1
159,"a large, grey chair on the left",0,0,0,0,0,0,1
160,a thing facing to the right,0,1,0,0,1,0,0
161,"a large, green table",0,0,1,0,0,0,0
162,"a large, grey chair (7)",0,0,0,0,0,0,1
163,"a large, green desk facing forwards'",0,0,1,0,0,0,0
164,a green desk facing right,0,1,0,0,0,0,0
165,a small chair,0,0,0,0,1,0,0
166,a desk facing left,0,0,0,1,0,0,0
167,a green desk chair facing to the right,0,0,0,0,0,0,0
168,"a large, grey chair facing to the left",0,0,0,0,0,0,1
169,"a small, green desk ",1,1,0,0,0,0,0
170,"a small, green, desk, facing forwards",1,0,0,0,0,0,0
171,a large desk facing left,0,0,0,1,0,0,0
172,a large desk facing to the left of the room,0,0,0,1,0,0,0
173,a green chair is facing forwards,0,0,0,0,0,1,0
174,"a small, green chair, facing to the right",0,0,0,0,1,0,0
175,"a small, green desk",1,1,0,0,0,0,0
176,a grey chair ,0,0,0,0,0,0,1
