,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a large, red chair faces backwards",0,0,1,0,0,0,0
1,a large desk facing backwards,0,0,0,0,0,1,0
2,a large grey desk is facing forwards,0,0,0,0,1,0,0
3,"a large, red desk face backwards",0,0,0,0,0,1,0
4,"a grey, large chair, facing backwards",1,0,0,0,0,0,0
5,"a large, grey chair  ",1,1,0,0,0,0,0
6,a chair,1,1,1,1,0,0,0
7,"a  large, grey chair facing forwards",0,1,0,0,0,0,0
8,"a  large, grey desk facing forwards",0,0,0,0,1,0,0
9,a small grey facing backwards chair,0,0,0,1,0,0,0
10,"a large, red thing facing backwards",0,0,1,0,0,1,0
11,a large grey desk ,0,0,0,0,1,0,0
12,a small gray chair facing backward,0,0,0,1,0,0,0
13,"a small, grey desk facing backward",0,0,0,0,0,0,1
14,"a large, grey desk faces forwards",0,0,0,0,1,0,0
15,"a large, red desk that is facing backwards",0,0,0,0,0,1,0
16,a large grey chair facing forwards ,0,1,0,0,0,0,0
17,a desk facing forwards,0,0,0,0,1,0,0
18,"a large, red desk with its back facing you",0,0,0,0,0,1,0
19,a grey chair that is facing backwards,1,0,0,1,0,0,0
20,"a small grey chair, facing backwards",0,0,0,1,0,0,0
21,a large red desk facing backwards,0,0,0,0,0,1,0
22,a small grey desk that is facing backwards,0,0,0,0,0,0,1
23,a large grey chair that is facing backwards,1,0,0,0,0,0,0
24,a small grey desk facing backwards,0,0,0,0,0,0,1
25,"a large, grey desk is facing forwards",0,0,0,0,1,0,0
26,a small chair,0,0,0,1,0,0,0
27,"a  small, grey chair facing backwards",0,0,0,1,0,0,0
28,a small grey chair facing the opposite direction of the other chairs,0,0,0,1,0,0,0
29,a small grey chair facing forwards,0,0,0,0,0,0,0
30,"a red desk, facing backwards",0,0,0,0,0,1,0
31,a small chair facing backwards,0,0,0,1,0,0,0
32,"a large, grey chair is facing forwards",0,1,0,0,0,0,0
33,a grey chair is facing backwards,1,0,0,1,0,0,0
34,"a grey, large chair facing backwards",1,0,0,0,0,0,0
35,"a large, red chair is facing backwards",0,0,1,0,0,0,0
36,"a large, red chair  facing backwards",0,0,1,0,0,0,0
37,"a large, grey desk  (5)",0,0,0,0,1,0,0
38,a red desk facing backwards ,0,0,0,0,0,1,0
39,a grey chair ,1,1,0,1,0,0,0
40,a large chair,1,1,1,0,0,0,0
41,"a large, red desk (6)",0,0,0,0,0,1,0
42,"a large, grey chair 1",1,1,0,0,0,0,0
43,"a large, grey chair that is facing forwards",0,1,0,0,0,0,0
44,a large red chair ,0,0,1,0,0,0,0
45,a small,0,0,0,0,0,0,0
46,a small grey desk facing forwards,0,0,0,0,0,0,0
47,a small grey chair turned around,0,0,0,1,0,0,0
48,a small grey desk,0,0,0,0,0,0,1
49,"a large, red desk with its back facing the viewer",0,0,0,0,0,1,0
50,a grey thing,1,1,0,1,1,0,1
51,a backwards-facing small grey chair,0,0,0,1,0,0,0
52,"a large, grey thing",1,1,0,0,1,0,0
53,"a large, red desk facing forwards",0,0,0,0,0,0,0
54,a small desk facing backwards,0,0,0,0,0,0,1
55,"a small, grey chair",0,0,0,1,0,0,0
56,"a large, grey desk  ",0,0,0,0,1,0,0
57,a grey chair facing backward,1,0,0,1,0,0,0
58,a grey chair backwards,1,0,0,1,0,0,0
59,a large red chair is facing backwards,0,0,1,0,0,0,0
60,"a large, grey chair faces forwards",0,1,0,0,0,0,0
61,"a large, red desk, facing backwards",0,0,0,0,0,1,0
62,"a small, gray desk facing backwards",0,0,0,0,0,0,1
63,a red desk facing backwards,0,0,0,0,0,1,0
64,"a large, grey desk face forwards",0,0,0,0,1,0,0
65,a thing facing forwards,0,1,0,0,1,0,0
66,a large gray chair facing forwards,0,1,0,0,0,0,0
67,"a grey, large desk facing forwards",0,0,0,0,1,0,0
68,"a small, grey thing",0,0,0,1,0,0,1
69,a grey chair,1,1,0,1,0,0,0
70,a large red chair facing backwards,0,0,1,0,0,0,0
71,"a small, grey desk  ",0,0,0,0,0,0,1
72,a grey chair facing forwards ,0,1,0,0,0,0,0
73,a backwards-facing grey chair,1,0,0,1,0,0,0
74,"a large, red desk  facing backwards",0,0,0,0,0,1,0
75,a small Grey chair facing backwards,0,0,0,1,0,0,0
76,"a small, red desk",0,0,0,0,0,0,0
77,"a large, red chair facing",0,0,1,0,0,0,0
78,a grey desk facing forwards,0,0,0,0,1,0,0
79,a red thing facing forwards,0,0,0,0,0,0,0
80,"a large, red chair""",0,0,1,0,0,0,0
81,"a small, grey desk facing",0,0,0,0,0,0,1
82,a large grey chair  facing forwards,0,1,0,0,0,0,0
83,a backwards-facing red desk,0,0,0,0,0,1,0
84,"a large, red desk is facing backwards",0,0,0,0,0,1,0
85,"a small, red desk facing backwards",0,0,0,0,0,0,0
86,a small gray desk facing backwards,0,0,0,0,0,0,1
87,a grey thing facing backwards,1,0,0,1,0,0,1
88,a large red desk facing backward,0,0,0,0,0,1,0
89,"a small, grey, facing-backwards chair",0,0,0,1,0,0,0
90,a small gray chair facing backwards,0,0,0,1,0,0,0
91,a small desk,0,0,0,0,0,0,1
92,"a large, red desk",0,0,0,0,0,1,0
93,a large grey desk facing forwards ,0,0,0,0,1,0,0
94,"a large, grey chair  facing forwards",0,1,0,0,0,0,0
95,a large grey desk facing forwards in the room,0,0,0,0,1,0,0
96,a backwards grey chair,1,0,0,1,0,0,0
97,a small grey chair facing backwards,0,0,0,1,0,0,0
98,a chair facing forwards,0,1,0,0,0,0,0
99,a large grey chair facing backward,1,0,0,0,0,0,0
100,"a small, red thing facing backwards",0,0,0,0,0,0,0
101,a large grey chair facing forwards in the room,0,1,0,0,0,0,0
102,a grey desk facing backwards,0,0,0,0,0,0,1
103,a grey chair facing backwards,1,0,0,1,0,0,0
104,"a large,",0,0,0,0,0,0,0
105,"a large, grey thing facing forwards",0,1,0,0,1,0,0
106,"a large, grey chair facing backward",1,0,0,0,0,0,0
107,a large chair facing backwards,1,0,1,0,0,0,0
108,a large thing facing forwards,0,1,0,0,1,0,0
109,"a large, grey chair facing backwards",1,0,0,0,0,0,0
110,"a large, grey desk facing backwards",0,0,0,0,0,0,0
111,"a large, red chair that is facing backwards",0,0,1,0,0,0,0
112,a large grey chair facing forwards in a room,0,1,0,0,0,0,0
113,a backwards-facing large grey chair,1,0,0,0,0,0,0
114,"a large grey desk facing forwards""",0,0,0,0,1,0,0
115,"a large, grey chair  (1)",1,1,0,0,0,0,0
116,a red thing,0,0,1,0,0,1,0
117,"a large, grey desk",0,0,0,0,1,0,0
118,"a small, grey desk  facing backwards",0,0,0,0,0,0,1
119,"a small, red thing",0,0,0,0,0,0,0
120,a grey thing facing forwards,0,1,0,0,1,0,0
121,a red desk facing forwards,0,0,0,0,0,0,0
122,"a large grey chair, facing backwards",1,0,0,0,0,0,0
123,a  small grey chair facing backwards,0,0,0,1,0,0,0
124,"a small, grey chair facing backwards",0,0,0,1,0,0,0
125,"a large, grey desk that is facing forwards",0,0,0,0,1,0,0
126,"a large, grey chair facing forward",0,1,0,0,0,0,0
127,"a grey, small chair facing backwards",0,0,0,1,0,0,0
128,"a large, red desk facing backwards",0,0,0,0,0,1,0
129,"a large, red desk facing the opposite direction of the other objects",0,0,0,0,0,1,0
130,"a red, large chair facing backwards",0,0,1,0,0,0,0
131,a large grey desk facing forwards,0,0,0,0,1,0,0
132,a thing,1,1,1,1,1,1,1
133,"a large, grey chair is facing backwards",1,0,0,0,0,0,0
134,a large thing,1,1,1,0,1,1,0
135,a forward-facing grey chair,0,1,0,0,0,0,0
136,a large grey chair is facing forwards,0,1,0,0,0,0,0
137,a large grey facing backwards chair,1,0,0,0,0,0,0
138,"a large, red desk ",0,0,0,0,0,1,0
139,a large desk facing forwards,0,0,0,0,1,0,0
140,"a large, red desk faced backwards",0,0,0,0,0,1,0
141,a small thing facing backwards,0,0,0,1,0,0,1
142,"a large, red chair facing the opposite direction of the other chairs",0,0,1,0,0,0,0
143,a desk facing backwards,0,0,0,0,0,1,1
144,a large grey chair facing forwards,0,1,0,0,0,0,0
145,"a large, grey chair  (2)",1,1,0,0,0,0,0
146,"a large, red desk facing away",0,0,0,0,0,1,0
147,"a large, red table facing backwards",0,0,0,0,0,1,0
148,"a large, red thing facing forwards",0,0,0,0,0,0,0
149,"a large, red chair faced backwards",0,0,1,0,0,0,0
150,"a small, red chair",0,0,0,0,0,0,0
151,"a large, red, facing-backwards chair",0,0,1,0,0,0,0
152,"a  large, red chair facing backwards",0,0,1,0,0,0,0
153,"a small, grey thing facing backwards",0,0,0,1,0,0,1
154,a large,0,0,0,0,0,0,0
155,a large red chair facing backward,0,0,1,0,0,0,0
156,"a large, grey chair (1)",1,1,0,0,0,0,0
157,"a large, grey desk ",0,0,0,0,1,0,0
158,a large desk,0,0,0,0,1,1,0
159,a small grey desk ,0,0,0,0,0,0,1
160,"a small, grey desk is facing backwards",0,0,0,0,0,0,1
161,"a large, grey chair ",1,1,0,0,0,0,0
162,a small grey chair,0,0,0,1,0,0,0
163,a small thing,0,0,0,1,0,0,1
164,a small grey chair face backwards,0,0,0,1,0,0,0
165,"a large, red desk faces backwards",0,0,0,0,0,1,0
166,a ,0,0,0,0,0,0,0
167,"a grey chair, facing backwards",1,0,0,1,0,0,0
168,a large grey chair  facing backwards,1,0,0,0,0,0,0
169,"a large, red chair facing ",0,0,1,0,0,0,0
170,a small grey chair ,0,0,0,1,0,0,0
171,"a grey chair, large, facing backwards",1,0,0,0,0,0,0
172,"a large, grey chair that is facing backwards",1,0,0,0,0,0,0
173,a desk,0,0,0,0,1,1,1
174,a red chair facing backwards,0,0,1,0,0,0,0
175,"a small, grey desk facing the wall",0,0,0,0,0,0,1
176,"a large, red chair  ",0,0,1,0,0,0,0
177,a large grey chair ,1,1,0,0,0,0,0
178,"a small, grey desk facing forwards",0,0,0,0,0,0,0
179,"a small, grey table facing backwards",0,0,0,0,0,0,1
180,a thing facing backwards,1,0,1,1,0,1,1
181,"a large, grey chair facing forwards",0,1,0,0,0,0,0
182,"a  small, grey chair  facing backwards",0,0,0,1,0,0,0
183,"a large, red desk  (6)",0,0,0,0,0,1,0
184,a large grey chair facing the opposite direction of the other chairs,1,0,0,0,0,0,0
185,a small grey table facing backwards,0,0,0,0,0,0,1
186,a large chair facing forwards,0,1,0,0,0,0,0
187,"a large, grey chair, backwards",1,0,0,0,0,0,0
188,a large grey chair facing the front,0,1,0,0,0,0,0
189,"a large, red chair, facing backwards",0,0,1,0,0,0,0
190,"a small, grey, backwards-facing chair",0,0,0,1,0,0,0
191,"a large, red desk facing",0,0,0,0,0,1,0
192,"a large, grey desk, facing forwards",0,0,0,0,1,0,0
193,"a small, grey desk, facing backwards",0,0,0,0,0,0,1
194,"a large, red desk""",0,0,0,0,0,1,0
195,"a chair, grey, large, facing backwards",1,0,0,0,0,0,0
196,a grey chair facing back,1,0,0,1,0,0,0
197,a small grey chair that is facing backwards,0,0,0,1,0,0,0
198,a red desk facing backward,0,0,0,0,0,1,0
199,a large thing facing backwards,1,0,1,0,0,1,0
200,"a large, grey chair facing ",1,1,0,0,0,0,0
201,a large grey chair,1,1,0,0,0,0,0
202,"a small, grey desk facing backwards",0,0,0,0,0,0,1
203,a small grey chair is facing backwards,0,0,0,1,0,0,0
204,"a large, red chair ",0,0,1,0,0,0,0
205,"a large grey desk, facing forwards",0,0,0,0,1,0,0
206,"a large, grey thing facing backwards",1,0,0,0,0,0,0
207,"a large, red chair (3)",0,0,1,0,0,0,0
208,a red desk,0,0,0,0,0,1,0
209,"a large, grey desk facing forwards",0,0,0,0,1,0,0
210,"a small, grey desk ",0,0,0,0,0,0,1
211,a small grey chair  facing backwards,0,0,0,1,0,0,0
212,"a large, red chair facing forwards",0,0,0,0,0,0,0
213,"a small, grey desk faced backwards",0,0,0,0,0,0,1
214,"a small, grey desk that is facing backwards",0,0,0,0,0,0,1
215,a small grey desk is facing backwards,0,0,0,0,0,0,1
216,"a small, red chair facing backwards",0,0,0,0,0,0,0
217,a red chair,0,0,1,0,0,0,0
218,a grey desk facing forwards ,0,0,0,0,1,0,0
219,a red thing facing backwards,0,0,1,0,0,1,0
220,"a large, red desk facing backward",0,0,0,0,0,1,0
221,"a  small, grey desk facing backwards",0,0,0,0,0,0,1
222,"a small, gray chair facing backwards",0,0,0,1,0,0,0
223,"a small,",0,0,0,0,0,0,0
224,a large grey desk  facing forwards,0,0,0,0,1,0,0
225,"a large, grey, backwards chair",1,0,0,0,0,0,0
226,"a large, grey chair, facing forwards",0,1,0,0,0,0,0
227,"a large, grey desk  facing forwards",0,0,0,0,1,0,0
228,a large grey chair facing away,1,0,0,0,0,0,0
229,"a small, grey desk facing downwards",0,0,0,0,0,0,1
230,"a large, red chair facing backward",0,0,1,0,0,0,0
231,a red desk facing backwards in the room,0,0,0,0,0,1,0
232,"a large, grey chair  facing backwards",1,0,0,0,0,0,0
233,"a large grey chair, facing forwards",0,1,0,0,0,0,0
234,"a large, red chair facing backwards",0,0,1,0,0,0,0
235,a large grey chair is facing backwards,1,0,0,0,0,0,0
236,"a large, red chair  (3)",0,0,1,0,0,0,0
237,a red chair facing forwards,0,0,0,0,0,0,0
238,"a small, grey desk",0,0,0,0,0,0,1
239,a small grey chair with its back to you,0,0,0,1,0,0,0
240,"a large red chair, facing backwards",0,0,1,0,0,0,0
241,"a large grey chair facing forwards""",0,1,0,0,0,0,0
242,"a small, grey desk faces backwards",0,0,0,0,0,0,1
243,"a large, grey chair",1,1,0,0,0,0,0
244,a large gray chair facing backwards,1,0,0,0,0,0,0
245,a chair facing backwards,1,0,1,1,0,0,0
246,"a large, red desk  ",0,0,0,0,0,1,0
247,"a large desk, facing forwards",0,0,0,0,1,0,0
248,"a small grey desk, facing backwards",0,0,0,0,0,0,1
249,"a large, grey chair, facing backwards",1,0,0,0,0,0,0
250,"a large, grey chair facing",1,1,0,0,0,0,0
251,a small grey desk facing backward,0,0,0,0,0,0,1
252,a large red chair,0,0,1,0,0,0,0
253,"a small, gray chair facing backward",0,0,0,1,0,0,0
254,a large grey desk,0,0,0,0,1,0,0
255,"a large, grey, backwards-facing chair",1,0,0,0,0,0,0
256,a large grey chair 1,1,1,0,0,0,0,0
257,"a large, red thing",0,0,1,0,0,1,0
258,"a large, red chair",0,0,1,0,0,0,0
259,a small-grey-chair-facing-backwards,0,0,0,1,0,0,0
260,a,0,0,0,0,0,0,0
261,a grey desk,0,0,0,0,1,0,1
262,a grey chair facing forwards,0,1,0,0,0,0,0
263,"a  large, red desk facing backwards",0,0,0,0,0,1,0
