,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a small red chair, facing to the left",0,1,0,0,0,0,0
1,"a small, red chair  facing to the left",0,1,0,0,0,0,0
2,"a small, red sofa facing to the left",0,0,0,0,1,0,0
3,a large grey sofa  facing forwards,0,0,0,0,0,0,1
4,"a small, blue chair facing the back of the room",0,0,1,0,0,0,0
5,"a small, blue sofa with its back to us",0,0,0,0,0,1,0
6,a red sofa facing the left,0,0,0,0,1,0,0
7,"a small, red chair to the left",0,1,0,0,0,0,0
8,a grey sofa,0,0,0,0,0,0,1
9,a red sofa facing to the left,0,0,0,0,1,0,0
10,"a small, red chair facing to the right 1",1,0,0,0,0,0,0
11,a small  red sofa facing to the left,0,0,0,0,1,0,0
12,"a large, grey sofa  facing forwards",0,0,0,0,0,0,1
13,"a small, blue couch facing backwards",0,0,1,0,0,1,0
14,a large grey facing forwards,0,0,0,1,0,0,1
15,"a small, blue thing facing to the left",0,0,0,0,0,0,0
16,a blue thing,0,0,1,0,0,1,0
17,a red sofa facing left,0,0,0,0,1,0,0
18,"a small, red chair facing to the left;",0,1,0,0,0,0,0
19,"a large, gray chair facing forwards",0,0,0,1,0,0,0
20,a blue chair facing to the right,0,0,0,0,0,0,0
21,"a small, red sofa facing to the right",0,0,0,0,0,0,0
22,"a small, blue thing",0,0,1,0,0,1,0
23,"a small, blue chair, facing backwards",0,0,1,0,0,0,0
24,"a large, blue thing",0,0,0,0,0,0,0
25,"a small, red chair facing to the left """,0,1,0,0,0,0,0
26,a small red chair facing left,0,1,0,0,0,0,0
27,a large grey chair facing forward,0,0,0,1,0,0,0
28,a large grey sofa,0,0,0,0,0,0,1
29,"a small, red chair facing to the left ",0,1,0,0,0,0,0
30,"a large, grey chair is facing forwards",0,0,0,1,0,0,0
31,a blue sofa facing to the left,0,0,0,0,0,0,0
32,a blue facing backwards,0,0,1,0,0,1,0
33,a blue sofa,0,0,0,0,0,1,0
34,"a small, red chair facing to the right in the room",1,0,0,0,0,0,0
35,"a large, grey facing forwards sofa",0,0,0,0,0,0,1
36,a blue sofa facing forwards,0,0,0,0,0,0,0
37,a small,0,0,0,0,0,0,0
38,"a small, blue sofa facing the wall",0,0,0,0,0,1,0
39,"a small, red chair facing to the left",0,1,0,0,0,0,0
40,a grey thing,0,0,0,1,0,0,1
41,"a small, red chair, facing left",0,1,0,0,0,0,0
42,a large grey sofa facing forwards,0,0,0,0,0,0,1
43,"a large, grey thing",0,0,0,1,0,0,1
44,"a small, red chair, facing right",1,0,0,0,0,0,0
45,"a small, red chair that is facing to the left",0,1,0,0,0,0,0
46,"a small, red chair facing to the left, a small, red chair facing to the right",0,0,0,0,0,0,0
47,"a small, blue chair that's facing backwards",0,0,1,0,0,0,0
48,"a large, grey sofa",0,0,0,0,0,0,1
49,"a small, blue chair facing the wall",0,0,1,0,0,0,0
50,"a large, grey chair faces forwards",0,0,0,1,0,0,0
51,"a small, red, facing-right chair",1,0,0,0,0,0,0
52,a large gray chair facing forwards,0,0,0,1,0,0,0
53,"a small, grey thing",0,0,0,0,0,0,0
54,"a small, red chair facing to the right,",1,0,0,0,0,0,0
55,"a small, blue, backwards chair",0,0,1,0,0,0,0
56,"a large, grey sofa, facing forwards",0,0,0,0,0,0,1
57,"a large, grey chair in the room",0,0,0,1,0,0,0
58,"a small, red chair ",1,1,0,0,0,0,0
59,"a small, blue sofa facing upwards",0,0,0,0,0,0,0
60,a small red chair to the right,1,0,0,0,0,0,0
61,"a small, red chair facing to the left 2",0,1,0,0,0,0,0
62,a small red chair facing the right,1,0,0,0,0,0,0
63,"a large, grey, forward-facing sofa",0,0,0,0,0,0,1
64,a small chair facing right,1,0,0,0,0,0,0
65,a grey thing facing backwards,0,0,0,0,0,0,0
66,a red sofa facing forwards,0,0,0,0,0,0,0
67,"a small, blue, backwards-facing sofa",0,0,0,0,0,1,0
68,a small thing facing to the right,1,0,0,0,0,0,0
69,"a large, grey chair that faces forwards",0,0,0,1,0,0,0
70,"a small, red sofa on the left",0,0,0,0,1,0,0
71,"a small, blue sofa facing backward",0,0,0,0,0,1,0
72,a sofa,0,0,0,0,1,1,1
73,"a small, red chair facing to the left'",0,1,0,0,0,0,0
74,"a small red chair facing to the right, a small red chair facing to the left, a small blue chair facing backwards, a large grey chair facing forwards, a small red sofa facing to the left, a small blue sofa facing backwards, a large grey sofa facing forwards",0,0,0,0,0,0,0
75,a red thing,1,1,0,0,1,0,0
76,a red chair facing the left,0,1,0,0,0,0,0
77,a sofa facing forwards,0,0,0,0,0,0,1
78,a grey thing facing forwards,0,0,0,1,0,0,1
79,"a small, blue chair in the room",0,0,1,0,0,0,0
80,a large grey sofa ,0,0,0,0,0,0,1
81,a small blue chair facing backwards,0,0,1,0,0,0,0
82,a small red chair ,1,1,0,0,0,0,0
83,a red chair facing left,0,1,0,0,0,0,0
84,"a small, red chair, facing to the right",1,0,0,0,0,0,0
85,a blue chair,0,0,1,0,0,0,0
86,"a small, blue sofa facing forwards",0,0,0,0,0,0,0
87,"a small, blue sofa facing to the left",0,0,0,0,0,0,0
88,a blue chair ,0,0,1,0,0,0,0
89,a red chair to the right,1,0,0,0,0,0,0
