,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a small, green couch facing backwards",0,0,0,1,0,0,1
1,a small green desk facing backwards ,0,0,0,0,0,0,1
2,"a small, blue desk facing backwards",0,0,0,0,0,0,0
3,"a small, green sofa is facing backwards",0,0,0,1,0,0,0
4,a big red couch,1,0,0,0,0,0,0
5,"a small, blue desk that is facing to the right",0,0,0,0,0,1,0
6,a blue thing,0,0,1,0,0,1,0
7,"a small, red desk faces to the right",0,0,0,0,1,0,0
8,"a small, green sofa with its back facing forward",0,0,0,0,0,0,0
9,"a small, red sofa facing to the right",0,1,0,0,0,0,0
10,"a small, red desk""",0,0,0,0,1,0,0
11,"a small, blue thing",0,0,1,0,0,1,0
12,"a large, blue thing",0,0,0,0,0,0,0
13,"a small, green sofa with its back facing us",0,0,0,1,0,0,0
14,"a red sofa, facing to the right",1,1,0,0,0,0,0
15,"a small, red desk facing  to the right",0,0,0,0,1,0,0
16,a blue desk facing to the right,0,0,0,0,0,1,0
17,"a large, green sofa",0,0,0,0,0,0,0
18,a little green sofa,0,0,0,1,0,0,0
19,"a small, green sofa ",0,0,0,1,0,0,0
20,"a small, green sofa with its back to us",0,0,0,1,0,0,0
21,"a  small, green sofa facing backwards",0,0,0,1,0,0,0
22,a green sofa facing backward,0,0,0,1,0,0,0
23,"a small, green desk faces backwards",0,0,0,0,0,0,1
24,"a small, green desk facing the opposite direction of the other desks and sofas",0,0,0,0,0,0,0
25,"a small, green desk facing backwards",0,0,0,0,0,0,1
26,a small blue sofa ,0,0,1,0,0,0,0
27,a blue sofa,0,0,1,0,0,0,0
28,"a small, blue desk facing right",0,0,0,0,0,1,0
29,a green sofa facing backwards,0,0,0,1,0,0,0
30,a small Blue sofa,0,1,1,1,0,0,0
31,a red sofa facing right,1,1,0,0,0,0,0
32,a large red sofa to the right,1,0,0,0,0,0,0
33,a small,0,0,0,0,0,0,0
34,"a small blue desk, facing to the right",0,0,0,0,0,1,0
35,a small sofa facing to the right,0,1,1,0,0,0,0
36,"a small, green table facing backwards",0,0,0,0,0,0,1
37,a small green sofa facing backward,0,0,0,1,0,0,0
38,a large red sofa is facing to the right,1,0,0,0,0,0,0
39,a small desk facing backwards,0,0,0,0,0,0,1
40,"a small, green sofa faces backwards",0,0,0,1,0,0,0
41,"a  small, green desk facing backwards",0,0,0,0,0,0,1
42,a large sofa facing to the right,1,0,0,0,0,0,0
43,"a large, red couch",1,0,0,0,0,0,0
44,a little red desk,0,0,0,0,1,0,0
45,"a small, blue desk",0,0,0,0,0,1,0
46,"a small, green desk facing to the right",0,0,0,0,0,0,0
47,"a small, red desk faced to the right",0,0,0,0,1,0,0
48,a red sofa facing the right,1,1,0,0,0,0,0
49,"a large, blue thing facing to the right",0,0,0,0,0,0,0
50,"a small, blue desk facing to the  right",0,0,0,0,0,1,0
51,"a small, blue desk  facing to the right",0,0,0,0,0,1,0
52,"a small, green sofa  ",0,0,0,1,0,0,0
53,"a large, red sofa facing to the right",1,0,0,0,0,0,0
54,"a large red sofa, facing to the right",1,0,0,0,0,0,0
55,a sofa facing to the right,1,1,1,0,0,0,0
56,a small Red sofa facing to the right,0,1,1,0,0,0,0
57,"a small, blue desk facing the right",0,0,0,0,0,1,0
58,"a red sofa, facing right",1,1,0,0,0,0,0
59,"a small, red",0,1,0,0,1,0,0
60,"a small, blue",0,0,1,0,0,1,0
61,"a small, red desk facing backwards",0,0,0,0,0,0,0
62,a small blue sofa facing to the right,0,0,1,0,0,0,0
63,a small desk,0,0,0,0,1,1,1
64,a small thing facing to the right,0,1,1,0,1,1,0
65,"a small blue sofa, facing to the right",0,0,1,0,0,0,0
66,a desk facing to the right,0,0,0,0,1,1,0
67,"a small, green desk  ",0,0,0,0,0,0,1
68,a blue desk facing the right,0,0,0,0,0,1,0
69,"a  small, red sofa",0,1,0,0,0,0,0
70,"a small, green thing facing backwards",0,0,0,1,0,0,1
71,a sofa,1,1,1,1,0,0,0
72,a blue small sofa,0,0,1,0,0,0,0
73,a red thing,1,1,0,0,1,0,0
74,"a small, red desk  facing to the right",0,0,0,0,1,0,0
75,a small green desk ,0,0,0,0,0,0,1
76,"a small, green sofa-facing backwards",0,0,0,1,0,0,0
77,a blue chair,0,0,0,0,0,0,0
78,a small green desk facing backward,0,0,0,0,0,0,1
79,a desk facing backwards,0,0,0,0,0,0,1
80,a large red sofa 1,1,0,0,0,0,0,0
81,a small blue couch,0,0,1,0,0,1,0
82,"a small, blue desk facing to the left",0,0,0,0,0,0,0
83,a small  red desk facing to the right,0,0,0,0,1,0,0
84,a second red sofa,1,1,0,0,0,0,0
85,"a small, red desk facing to the right",0,0,0,0,1,0,0
86,"a small, blue desk (6)",0,0,0,0,0,1,0
87,"a large, green thing",0,0,0,0,0,0,0
88,"a small, blue desk  ",0,0,0,0,0,1,0
89,a small sofa that is red and facing to the right,0,1,0,0,0,0,0
90,"a small, blue desk is facing to the right",0,0,0,0,0,1,0
91,a small thing,0,1,1,1,1,1,1
92,a red desk facing to the right,0,0,0,0,1,0,0
93,"a small, blue desk in the room",0,0,0,0,0,1,0
94,a small red sofa,0,1,0,0,0,0,0
95,"a small, blue desk face",0,0,0,0,0,1,0
96,a ,0,0,0,0,0,0,0
97,"a large, blue sofa facing to the right",0,0,0,0,0,0,0
98,"a small, blue desk facing to the right",0,0,0,0,0,1,0
99,a desk,0,0,0,0,1,1,1
100,"a large, green sofa facing to the right",0,0,0,0,0,0,0
101,a thing facing backwards,0,0,0,1,0,0,1
102,"a small, green deck facing backwards",0,0,0,1,0,0,1
103,"a small, green desk facing the wall",0,0,0,0,0,0,1
104,"a small , blue sofa",0,0,1,0,0,0,0
105,"a small, blue sofa facing backwards",0,0,0,0,0,0,0
106,a red couch,1,1,0,0,1,0,0
107,a green thing facing to the right,0,0,0,0,0,0,0
108,"a small, green sofa facing to the left",0,0,0,0,0,0,0
109,a red desk,0,0,0,0,1,0,0
110,a small blue sofa that is facing to the right,0,0,1,0,0,0,0
111,"a small, blue desk  (6)",0,0,0,0,0,1,0
112,a small blue sofa facing to the left,0,0,0,0,0,0,0
113,a red thing facing backwards,0,0,0,0,0,0,0
114,"a small, blue, right-facing sofa",0,0,1,0,0,0,0
115,"a small, blue desk-facing to the right",0,0,0,0,0,1,0
116,a small blue sofa  facing to the right,0,0,1,0,0,0,0
117,a small red couch,0,1,0,0,1,0,0
118,"a small,",0,0,0,0,0,0,0
119,a blue desk facing backwards,0,0,0,0,0,0,0
120,a small green desk facing backwards,0,0,0,0,0,0,1
121,"a small, blue sofa facing to the right",0,0,1,0,0,0,0
122,"a small blue sofa""",0,0,1,0,0,0,0
123,a small sofa that is blue in color and facing to the right,0,0,1,0,0,0,0
124,"a small, green desk face",0,0,0,0,0,0,1
125,"a small, green sofa facing the opposite direction of the others",0,0,0,1,0,0,0
126,a small blue sofa,0,0,1,0,0,0,0
127,"a small, green sofa facing the wall",0,0,0,1,0,0,0
128,a red sofa facing backwards,0,0,0,0,0,0,0
129,a large red sofa ,1,0,0,0,0,0,0
130,a large red sofa facing right,1,0,0,0,0,0,0
131,a large red sofa  facing to the right,1,0,0,0,0,0,0
132,"a small, green desk facing",0,0,0,0,0,0,1
133,a little blue sofa,0,0,1,0,0,0,0
134,"a small, red desk  ",0,0,0,0,1,0,0
135,"a, large, red sofa",1,0,0,0,0,0,0
136,"a large red sofa, facing right",1,0,0,0,0,0,0
137,"a  small, red desk facing to the right",0,0,0,0,1,0,0
138,"a small, green desk that is facing backwards",0,0,0,0,0,0,1
139,"a small, green sofa with its back to the viewer",0,0,0,1,0,0,0
140,a small green sofa is facing backwards,0,0,0,1,0,0,0
