,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a large, red chair faces backwards",0,0,1,0,0,0,0
1,a large desk facing backwards,0,0,0,0,0,1,0
2,a large grey desk is facing forwards,0,0,0,0,1,0,0
3,a chair,1,1,1,1,0,0,0
4,"a large, red desk face backwards",0,0,0,0,0,1,0
5,"a large, grey chair  ",1,1,0,0,0,0,0
6,"a  large, grey chair facing forwards",0,1,0,0,0,0,0
7,"a  large, grey desk facing forwards",0,0,0,0,1,0,0
8,a small grey facing backwards chair,0,0,0,1,0,0,0
9,"a large, red thing facing backwards",0,0,1,0,0,1,0
10,a small grey chair facing backwards in a room,0,0,0,1,0,0,0
11,a large grey desk ,0,0,0,0,1,0,0
12,a grey desk,0,0,0,0,1,0,1
13,"a small, grey desk facing backward",0,0,0,0,0,0,1
14,"a large, red desk with its back to you",0,0,0,0,0,1,0
15,"a large, grey desk faces forwards",0,0,0,0,1,0,0
16,"a large, red desk that is facing backwards",0,0,0,0,0,1,0
17,a small grey desk that is facing backwards,0,0,0,0,0,0,1
18,"a large, red desk with its back facing you",0,0,0,0,0,1,0
19,"a small grey chair, facing backwards",0,0,0,1,0,0,0
20,a large red desk facing backwards,0,0,0,0,0,1,0
21,a desk facing forwards,0,0,0,0,1,0,0
22,a large grey chair that is facing backwards,1,0,0,0,0,0,0
23,a small grey desk facing backwards,0,0,0,0,0,0,1
24,"a  large, red desk facing backwards",0,0,0,0,0,1,0
25,"a large, grey desk is facing forwards",0,0,0,0,1,0,0
26,a small chair,0,0,0,1,0,0,0
27,"a  small, grey chair facing backwards",0,0,0,1,0,0,0
28,a large grey chair facing backwards,1,0,0,0,0,0,0
29,a large grey chair facing forward,0,1,0,0,0,0,0
30,a small chair facing backwards,0,0,0,1,0,0,0
31,"a red desk, facing backwards",0,0,0,0,0,1,0
32,"a large, grey chair is facing forwards",0,1,0,0,0,0,0
33,a grey chair is facing backwards,1,0,0,1,0,0,0
34,"a grey, large chair facing backwards",1,0,0,0,0,0,0
35,"a large, red chair is facing backwards",0,0,1,0,0,0,0
36,"a large, red chair  facing backwards",0,0,1,0,0,0,0
37,"a small grey chair facing backwards, ",0,0,0,1,0,0,0
38,"a large, grey desk  (5)",0,0,0,0,1,0,0
39,a red desk facing backwards ,0,0,0,0,0,1,0
40,a grey chair ,1,1,0,1,0,0,0
41,a large chair,1,1,1,0,0,0,0
42,"a large, red desk (6)",0,0,0,0,0,1,0
43,a large grey desk facing forwards in a room,0,0,0,0,1,0,0
44,"a large, grey chair that is facing forwards",0,1,0,0,0,0,0
45,a large red chair ,0,0,1,0,0,0,0
46,a small grey desk,0,0,0,0,0,0,1
47,"a large, red desk with its back facing the viewer",0,0,0,0,0,1,0
48,a grey thing,1,1,0,1,1,0,1
49,"a large, grey thing",1,1,0,0,1,0,0
50,"a large, red desk facing forwards",0,0,0,0,0,0,0
51,a small desk facing backwards,0,0,0,0,0,0,1
52,"a small, grey chair",0,0,0,1,0,0,0
53,"a large, grey desk  ",0,0,0,0,1,0,0
54,a grey chair facing backward,1,0,0,1,0,0,0
55,a large red chair is facing backwards,0,0,1,0,0,0,0
56,"a large red chair facing backwards""",0,0,1,0,0,0,0
57,"a large, grey chair faces forwards",0,1,0,0,0,0,0
58,"a large, red desk, facing backwards",0,0,0,0,0,1,0
59,"a small, gray desk facing backwards",0,0,0,0,0,0,1
60,a red desk facing backwards,0,0,0,0,0,1,0
61,"a large, grey desk face forwards",0,0,0,0,1,0,0
62,a thing facing forwards,0,1,0,0,1,0,0
63,"a grey chair facing backwards, large in size",1,0,0,0,0,0,0
64,a large gray chair facing forwards,0,1,0,0,0,0,0
65,"a grey, large desk facing forwards",0,0,0,0,1,0,0
66,"a small, grey thing",0,0,0,1,0,0,1
67,a huge grey chair facing away,1,0,0,1,0,0,0
68,a grey chair,1,1,0,1,0,0,0
69,a large red chair facing backwards,0,0,1,0,0,0,0
70,"a small, grey desk  ",0,0,0,0,0,0,1
71,a backwards-facing grey chair,1,0,0,1,0,0,0
72,"a large, red desk  facing backwards",0,0,0,0,0,1,0
73,"a small, red desk",0,0,0,0,0,0,0
74,"a chair, facing forwards",0,1,0,0,0,0,0
75,a grey desk facing forwards,0,0,0,0,1,0,0
76,"a large, grey chair in the room",1,1,0,0,0,0,0
77,a red thing facing forwards,0,0,0,0,0,0,0
78,"a large, red chair""",0,0,1,0,0,0,0
79,"a small, grey desk facing",0,0,0,0,0,0,1
80,a large grey chair  facing forwards,0,1,0,0,0,0,0
81,a small grey chair facing backwards ,0,0,0,1,0,0,0
82,"a small, grey chair that is facing backwards",0,0,0,1,0,0,0
83,"a large, red desk is facing backwards",0,0,0,0,0,1,0
84,"a small, red desk facing backwards",0,0,0,0,0,0,0
85,a small gray desk facing backwards,0,0,0,0,0,0,1
86,a grey thing facing backwards,1,0,0,1,0,0,1
87,a small gray chair facing backwards,0,0,0,1,0,0,0
88,a small desk,0,0,0,0,0,0,1
89,"a large, red desk",0,0,0,0,0,1,0
90,a large grey desk facing forwards ,0,0,0,0,1,0,0
91,"a large, grey chair  facing forwards",0,1,0,0,0,0,0
92,"a large, grey desk-facing forwards",0,0,0,0,1,0,0
93,a large grey chair facing backwards in the room,1,0,0,0,0,0,0
94,a large red chair facing backwards ,0,0,1,0,0,0,0
95,a backwards grey chair,1,0,0,1,0,0,0
96,a small grey chair facing backwards,0,0,0,1,0,0,0
97,"a large, grey chair that faces forwards",0,1,0,0,0,0,0
98,a chair facing forwards,0,1,0,0,0,0,0
99,a large grey desk facing forwards in the room,0,0,0,0,1,0,0
100,"a small, red thing facing backwards",0,0,0,0,0,0,0
101,a grey desk facing backwards,0,0,0,0,0,0,1
102,a grey chair facing backwards,1,0,0,1,0,0,0
103,"a large,",0,0,0,0,0,0,0
104,"a large, grey thing facing forwards",0,1,0,0,1,0,0
105,"a large, grey chair facing backward",1,0,0,0,0,0,0
106,a large chair facing backwards,1,0,1,0,0,0,0
107,a large thing facing forwards,0,1,0,0,1,0,0
108,a large grey chair facing the opposite direction of the other objects,1,0,0,0,0,0,0
109,"a large, grey chair facing backwards",1,0,0,0,0,0,0
110,"a large, red chair that is facing backwards",0,0,1,0,0,0,0
111,"a large, grey desk facing backwards",0,0,0,0,0,0,0
112,"a large grey desk facing forwards""",0,0,0,0,1,0,0
113,a big grey chair facing away,1,0,0,0,0,0,0
114,a red thing,0,0,1,0,0,1,0
115,"a large, grey desk",0,0,0,0,1,0,0
116,"a large, red desk with its back facing us",0,0,0,0,0,1,0
117,"a small, grey chair  ",0,0,0,1,0,0,0
118,"a small, grey desk  facing backwards",0,0,0,0,0,0,1
119,"a small, grey chair ",0,0,0,1,0,0,0
120,a grey thing facing forwards,0,1,0,0,1,0,0
121,"a small, red thing",0,0,0,0,0,0,0
122,a red desk facing forwards,0,0,0,0,0,0,0
123,"a large grey chair, facing backwards",1,0,0,0,0,0,0
124,"a large, grey desk that is facing forwards",0,0,0,0,1,0,0
125,"a small, grey chair facing backwards",0,0,0,1,0,0,0
126,"a large, grey chair facing forward",0,1,0,0,0,0,0
127,"a grey, small chair facing backwards",0,0,0,1,0,0,0
128,"a large, red desk facing backwards",0,0,0,0,0,1,0
129,"a large, red desk facing the opposite direction of the other objects",0,0,0,0,0,1,0
130,a large grey desk facing forwards,0,0,0,0,1,0,0
131,"a large red desk facing backwards""",0,0,0,0,0,1,0
132,a thing,1,1,1,1,1,1,1
133,a large thing,1,1,1,0,1,1,0
134,a forward-facing grey chair,0,1,0,0,0,0,0
135,a large grey chair is facing forwards,0,1,0,0,0,0,0
136,a large grey facing backwards chair,1,0,0,0,0,0,0
137,a large grey chair facing the opposite direction of the others,1,0,0,0,0,0,0
138,a large grey chair facing backwards 1,1,0,0,0,0,0,0
139,"a large, red desk faced backwards",0,0,0,0,0,1,0
140,"a large, red desk ",0,0,0,0,0,1,0
141,a small grey desk  facing backwards,0,0,0,0,0,0,1
142,a large desk facing forwards,0,0,0,0,1,0,0
143,a small thing facing backwards,0,0,0,1,0,0,1
144,a desk facing backwards,0,0,0,0,0,1,1
145,a large grey chair facing forwards,0,1,0,0,0,0,0
146,"a large, grey chair  (2)",1,1,0,0,0,0,0
147,"a large, red desk facing away",0,0,0,0,0,1,0
148,"a large, red table facing backwards",0,0,0,0,0,1,0
149,"a large, grey desk facing forward",0,0,0,0,1,0,0
150,"a large, red thing facing forwards",0,0,0,0,0,0,0
151,"a small, red chair",0,0,0,0,0,0,0
152,"a small, grey thing facing backwards",0,0,0,1,0,0,1
153,"a  large, red chair facing backwards",0,0,1,0,0,0,0
154,a large,0,0,0,0,0,0,0
155,a large red chair facing backward,0,0,1,0,0,0,0
156,"a large, grey desk ",0,0,0,0,1,0,0
157,"a grey desk, facing forwards",0,0,0,0,1,0,0
158,"a large grey chair facing backwards""",1,0,0,0,0,0,0
159,a small grey chair facing backwards is in the room,0,0,0,1,0,0,0
160,a large desk,0,0,0,0,1,1,0
161,"a small, grey desk is facing backwards",0,0,0,0,0,0,1
162,"a large, grey chair ",1,1,0,0,0,0,0
163,a small grey chair,0,0,0,1,0,0,0
164,a small grey desk ,0,0,0,0,0,0,1
165,a small thing,0,0,0,1,0,0,1
166,"a large, grey chair 2",1,1,0,0,0,0,0
167,"a large, red desk faces backwards",0,0,0,0,0,1,0
168,"a grey chair, facing backwards",1,0,0,1,0,0,0
169,a small grey chair ,0,0,0,1,0,0,0
170,"a large, grey desk  |   facing forwards",0,0,0,0,1,0,0
171,a  red  chair,0,0,1,0,0,0,0
172,a desk,0,0,0,0,1,1,1
173,"a large, grey chair that is facing backwards",1,0,0,0,0,0,0
174,a red chair facing backwards,0,0,1,0,0,0,0
175,a large red desk facing backwards ,0,0,0,0,0,1,0
176,a small grey chair facing backwards',0,0,0,1,0,0,0
177,"a large, red chair  ",0,0,1,0,0,0,0
178,a large grey chair ,1,1,0,0,0,0,0
179,"a small, grey desk facing forwards",0,0,0,0,0,0,0
180,"a small, grey table facing backwards",0,0,0,0,0,0,1
181,a thing facing backwards,1,0,1,1,0,1,1
182,a large grey chair that is facing forwards,0,1,0,0,0,0,0
183,"a large, grey chair facing forwards",0,1,0,0,0,0,0
184,"a small, grey chair facing forwards",0,0,0,0,0,0,0
185,a large grey chair facing the opposite direction of the other chairs,1,0,0,0,0,0,0
186,a large chair facing forwards,0,1,0,0,0,0,0
187,a large grey chair facing the front,0,1,0,0,0,0,0
188,"a large, red chair, facing backwards",0,0,1,0,0,0,0
189,"a small, grey desk with its back to the viewer",0,0,0,0,0,0,1
190,"a large, grey chair  |   facing forwards",0,1,0,0,0,0,0
191,"a large, grey desk, facing forwards",0,0,0,0,1,0,0
192,"a small, grey desk, facing backwards",0,0,0,0,0,0,1
193,"a small, grey chair is facing backwards",0,0,0,1,0,0,0
194,"a large, red desk""",0,0,0,0,0,1,0
195,"a chair, grey, large, facing backwards",1,0,0,0,0,0,0
196,a small grey chair that is facing backwards,0,0,0,1,0,0,0
197,"a small, grey desk facing the wall",0,0,0,0,0,0,1
198,a large thing facing backwards,1,0,1,0,0,1,0
199,a large grey chair,1,1,0,0,0,0,0
200,"a small, grey desk facing backwards",0,0,0,0,0,0,1
201,a grey chair facing backwards ,1,0,0,1,0,0,0
202,"a large, red chair ",0,0,1,0,0,0,0
203,a small grey chair is facing backwards,0,0,0,1,0,0,0
204,"a large grey desk, facing forwards",0,0,0,0,1,0,0
205,"a large, grey desk faced forwards",0,0,0,0,1,0,0
206,"a large, grey thing facing backwards",1,0,0,0,0,0,0
207,"a small, grey chair, facing backwards",0,0,0,1,0,0,0
208,"a large, red chair (3)",0,0,1,0,0,0,0
209,"a chair, grey, large, facing forwards",0,1,0,0,0,0,0
210,"a large, grey desk facing forwards",0,0,0,0,1,0,0
211,"a chair that is large, grey, and facing forwards",0,1,0,0,0,0,0
212,a red desk,0,0,0,0,0,1,0
213,"a large, red chair facing forwards",0,0,0,0,0,0,0
214,"a large, grey desk 5",0,0,0,0,1,0,0
215,"a small, grey desk ",0,0,0,0,0,0,1
216,"a small, grey desk faced backwards",0,0,0,0,0,0,1
217,a small grey desk is facing backwards,0,0,0,0,0,0,1
218,a red chair,0,0,1,0,0,0,0
219,"a small, grey desk that is facing backwards",0,0,0,0,0,0,1
220,a grey desk facing forwards ,0,0,0,0,1,0,0
221,"a small, red chair facing backwards",0,0,0,0,0,0,0
222,a grey chair facing backwards in the room,1,0,0,1,0,0,0
223,a red thing facing backwards,0,0,1,0,0,1,0
224,a large grey chair facing backwards ,1,0,0,0,0,0,0
225,"a large, red desk facing backward",0,0,0,0,0,1,0
226,"a small, grey desk with its back facing you",0,0,0,0,0,0,1
227,"a  small, grey desk facing backwards",0,0,0,0,0,0,1
228,"a small, gray chair facing backwards",0,0,0,1,0,0,0
229,"a large, grey desk |",0,0,0,0,1,0,0
230,"a small,",0,0,0,0,0,0,0
231,"a large, grey desk  facing forwards",0,0,0,0,1,0,0
232,"a large, grey chair, facing forwards",0,1,0,0,0,0,0
233,a large grey desk  facing forwards,0,0,0,0,1,0,0
234,"a large, red chair facing backward",0,0,1,0,0,0,0
235,a red desk facing backwards in the room,0,0,0,0,0,1,0
236,"a large, grey chair  facing backwards",1,0,0,0,0,0,0
237,"a large grey chair, facing forwards",0,1,0,0,0,0,0
238,"a large, red chair facing backwards",0,0,1,0,0,0,0
239,a large grey chair is facing backwards,1,0,0,0,0,0,0
240,a red chair facing forwards,0,0,0,0,0,0,0
241,"a small, grey desk",0,0,0,0,0,0,1
242,"a large red chair, facing backwards",0,0,1,0,0,0,0
243,a facing forwards large grey desk,0,0,0,0,1,0,0
244,"a small, grey desk faces backwards",0,0,0,0,0,0,1
245,"a large, grey chair",1,1,0,0,0,0,0
246,a chair facing backwards,1,0,1,1,0,0,0
247,a large gray chair facing backwards,1,0,0,0,0,0,0
248,"a chair, large, grey, facing forwards",0,1,0,0,0,0,0
249,"a large, red desk  ",0,0,0,0,0,1,0
250,"a small, grey desk in the room",0,0,0,0,0,0,1
251,"a small grey desk, facing backwards",0,0,0,0,0,0,1
252,"a large, grey chair, facing backwards",1,0,0,0,0,0,0
253,a large red chair,0,0,1,0,0,0,0
254,a large grey desk,0,0,0,0,1,0,0
255,"a large, grey, backwards-facing chair",1,0,0,0,0,0,0
256,"a large, red thing",0,0,1,0,0,1,0
257,"a large, red chair",0,0,1,0,0,0,0
258,a small-grey-chair-facing-backwards,0,0,0,1,0,0,0
259,a,0,0,0,0,0,0,0
260,"a large, grey chair (2)",1,1,0,0,0,0,0
