,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a small red chair, facing to the left",0,1,0,0,0,0,0
1,"a small, red chair  facing to the left",0,1,0,0,0,0,0
2,"a small, red sofa facing to the left",0,0,0,0,1,0,0
3,"a small, blue chair facing the back of the room",0,0,1,0,0,0,0
4,"a large, grey sofa-facing forwards",0,0,0,0,0,0,1
5,a grey sofa,0,0,0,0,0,0,1
6,"a large, grey sofa  facing forwards",0,0,0,0,0,0,1
7,a small  red sofa facing to the left,0,0,0,0,1,0,0
8,a red sofa facing to the left,0,0,0,0,1,0,0
9,a large gray chair,0,0,0,1,0,0,0
10,"a small, blue couch facing backwards",0,0,1,0,0,1,0
11,a large grey facing forwards,0,0,0,1,0,0,1
12,"a small, blue thing facing to the left",0,0,0,0,0,0,0
13,"a small, blue chair facing downwards",0,0,1,0,0,0,0
14,a blue thing,0,0,1,0,0,1,0
15,"a large, gray chair facing forwards",0,0,0,1,0,0,0
16,a blue chair facing to the right,0,0,0,0,0,0,0
17,"a small, red sofa is facing left",0,0,0,0,1,0,0
18,"a small, red sofa facing to the right",0,0,0,0,0,0,0
19,"a small, blue thing",0,0,1,0,0,1,0
20,"a small, blue chair, facing backwards",0,0,1,0,0,0,0
21,"a large, blue thing",0,0,0,0,0,0,0
22,a small red chair facing left,0,1,0,0,0,0,0
23,a large grey sofa,0,0,0,0,0,0,1
24,"a large, gray chair facing forward",0,0,0,1,0,0,0
25,a blue sofa facing to the left,0,0,0,0,0,0,0
26,a blue facing backwards,0,0,1,0,0,1,0
27,a blue sofa,0,0,0,0,0,1,0
28,"a large, grey facing forwards sofa",0,0,0,0,0,0,1
29,a blue sofa facing forwards,0,0,0,0,0,0,0
30,a small,0,0,0,0,0,0,0
31,"a small, blue sofa facing the wall",0,0,0,0,0,1,0
32,"a small, red chair facing to the left",0,1,0,0,0,0,0
33,a grey thing,0,0,0,1,0,0,1
34,"a small, red chair, facing left",0,1,0,0,0,0,0
35,a large grey sofa facing forwards,0,0,0,0,0,0,1
36,"a large, grey thing",0,0,0,1,0,0,1
37,"a small, red chair, facing right",1,0,0,0,0,0,0
38,"a small, red chair that is facing to the left",0,1,0,0,0,0,0
39,"a small, blue chair that's facing backwards",0,0,1,0,0,0,0
40,"a large, grey sofa",0,0,0,0,0,0,1
41,"a small, blue chair facing the wall",0,0,1,0,0,0,0
42,"a grey, large chair",0,0,0,1,0,0,0
43,"a small, red, facing-right chair",1,0,0,0,0,0,0
44,a large gray chair facing forwards,0,0,0,1,0,0,0
45,"a small, grey thing",0,0,0,0,0,0,0
46,"a small, red chair  ",1,1,0,0,0,0,0
47,"a small, blue, backwards chair",0,0,1,0,0,0,0
48,"a large, grey sofa, facing forwards",0,0,0,0,0,0,1
49,a small red chair is facing to the left,0,1,0,0,0,0,0
50,"a small, red sofa  facing to the left",0,0,0,0,1,0,0
51,"a small, red chair ",1,1,0,0,0,0,0
52,"a small, blue sofa facing upwards",0,0,0,0,0,0,0
53,"a small, red",1,1,0,0,1,0,0
54,a small red chair facing the right,1,0,0,0,0,0,0
55,"a small, blue sofa""",0,0,0,0,0,1,0
56,a small chair facing right,1,0,0,0,0,0,0
57,"a large, grey, forward-facing sofa",0,0,0,0,0,0,1
58,"a small, red chair facing the right side of the room",1,0,0,0,0,0,0
59,a grey thing facing backwards,0,0,0,0,0,0,0
60,a red sofa facing forwards,0,0,0,0,0,0,0
61,"a small, blue, backwards-facing sofa",0,0,0,0,0,1,0
62,a small thing facing to the right,1,0,0,0,0,0,0
63,"a small, blue sofa facing backward",0,0,0,0,0,1,0
64,"a small, red chair facing the right",1,0,0,0,0,0,0
65,"a small, red sofa 5",0,0,0,0,1,0,0
66,a sofa,0,0,0,0,1,1,1
67,"a small, red chair facing the right side",1,0,0,0,0,0,0
68,"a small red chair facing to the left""",0,1,0,0,0,0,0
69,a red thing,1,1,0,0,1,0,0
70,a red chair facing the left,0,1,0,0,0,0,0
71,"a small, red chair 2",1,1,0,0,0,0,0
72,a sofa facing forwards,0,0,0,0,0,0,1
73,a grey thing facing forwards,0,0,0,1,0,0,1
74,"a small, red sofa, ",0,0,0,0,1,0,0
75,a small blue chair facing backwards,0,0,1,0,0,0,0
76,"a large, grey, sofa facing forwards",0,0,0,0,0,0,1
77,a small red chair ,1,1,0,0,0,0,0
78,a red chair facing left,0,1,0,0,0,0,0
79,"a small, red chair, facing to the right",1,0,0,0,0,0,0
80,a blue chair,0,0,1,0,0,0,0
81,"a small, blue sofa facing forwards",0,0,0,0,0,0,0
82,"a small, blue sofa facing to the left",0,0,0,0,0,0,0
83,a small red chair  facing to the left,0,1,0,0,0,0,0
84,"a  small, red chair facing to the left",0,1,0,0,0,0,0
85,a blue chair ,0,0,1,0,0,0,0
86,a red chair to the right,1,0,0,0,0,0,0
87,"a small, red sofa, facing to the left, in a room",0,0,0,0,1,0,0
88,"a small, red sofa, facing to the left, in the room",0,0,0,0,1,0,0
89,"a small, red chair",1,1,0,0,0,0,0
90,"a small, grey thing facing backwards",0,0,0,0,0,0,0
91,a small chair facing to the right,1,0,0,0,0,0,0
92,"a small, blue chair is facing backwards",0,0,1,0,0,0,0
93,"a large, red sofa facing forwards",0,0,0,0,0,0,0
