,Sequence,o1,o2,o3,o4,o5,o6,o7
0,a large green fan facing left,0,0,0,0,0,1,0
1,"a small, blue thing facing forwards",0,0,0,0,0,0,0
2,"a chair, blue, large, facing left",1,0,0,0,0,0,0
3,a blue thing,1,1,0,0,1,0,0
4,"a large, green chair facing backwards",0,0,0,0,0,0,0
5,a small gray fan facing forwards,0,0,0,0,0,0,1
6,"a large, blue fan facing",0,0,0,0,1,0,0
7,"a small, blue fan",0,0,0,0,0,0,0
8,"a large, blue, facing-left chair",1,0,0,0,0,0,0
9,"a grey, small chair facing forwards",0,0,0,1,0,0,0
10,"a large blue chair, facing backwards",0,1,0,0,0,0,0
11,"a small, blue thing",0,0,0,0,0,0,0
12,a small grey chair  facing forwards,0,0,0,1,0,0,0
13,"a large, blue thing",1,1,0,0,1,0,0
14,"a small, blue fan facing forwards",0,0,0,0,0,0,0
15,"a small, grey chair facing the front",0,0,0,1,0,0,0
16,a large blue chair facing backwards in the room,0,1,0,0,0,0,0
17,"a large, blue fan facing to the left",0,0,0,0,0,0,0
18,a grey fan facing forward,0,0,0,0,0,0,1
19,"a small, gray chair facing forwards",0,0,0,1,0,0,0
20,"a large, blue chair that is facing to the left",1,0,0,0,0,0,0
21,"a green chair, facing to the left",0,0,1,0,0,0,0
22,a fan,0,0,0,0,1,1,1
23,a grey thing,0,0,0,1,0,0,1
24,"a large, grey thing",0,0,0,0,0,0,0
25,a small grey chair facing the front,0,0,0,1,0,0,0
26,a large chair facing left,1,0,1,0,0,0,0
27,"a large, blue fan, backwards",0,0,0,0,1,0,0
28,"a small, grey thing",0,0,0,1,0,0,1
29,a large chair that is green and facing to the left,0,0,1,0,0,0,0
30,a blue chair facing left,1,0,0,0,0,0,0
31,a grey fan facing backwards,0,0,0,0,0,0,0
32,"a large, blue chair facing upwards",0,0,0,0,0,0,0
33,a grey fan,0,0,0,0,0,0,1
34,a blue fan facing backwards,0,0,0,0,1,0,0
35,"a large, green fan""",0,0,0,0,0,1,0
36,a large blue facing left chair,1,0,0,0,0,0,0
37,"a large, blue chair facing the opposite direction of the others",0,1,0,0,0,0,0
38,a small grey fan ,0,0,0,0,0,0,1
39,a large blue fan,0,0,0,0,1,0,0
40,"a small, grey, facing forwards chair",0,0,0,1,0,0,0
41,"a blue chair, facing left",1,0,0,0,0,0,0
42,a fan facing left,0,0,0,0,0,1,0
43,"a large, blue chair facing to the left",1,0,0,0,0,0,0
44,a grey thing facing backwards,0,0,0,0,0,0,0
45,a large thing facing to the left,1,0,1,0,0,1,0
46,"a large, blue chair facing the back of the room",0,1,0,0,0,0,0
47,"a large, blue fan  (5)",0,0,0,0,1,0,0
48,"a large, green chair ",0,0,1,0,0,0,0
49,a green fan,0,0,0,0,0,1,0
50,"a large, blue fan""",0,0,0,0,1,0,0
51,a small grey fan facing forward,0,0,0,0,0,0,1
52,a green chair is facing to the left,0,0,1,0,0,0,0
53,"a small, grey fan ",0,0,0,0,0,0,1
54,"a large, green fan to the left",0,0,0,0,0,1,0
55,a large green fan facing the left,0,0,0,0,0,1,0
56,"a large chair, blue in color, facing to the left",1,0,0,0,0,0,0
57,"a small, grey chair, facing forwards",0,0,0,1,0,0,0
58,"a chair, green, large, facing left",0,0,1,0,0,0,0
59,"a green fan, facing to the left",0,0,0,0,0,1,0
60,a large chair facing to the left,1,0,1,0,0,0,0
61,a large blue chair facing left,1,0,0,0,0,0,0
62,"a large, blue chair 1",1,1,0,0,0,0,0
63,a small grey fan  facing forwards,0,0,0,0,0,0,1
64,a grey thing facing forwards,0,0,0,1,0,0,1
65,"a large, green fan faces to the left",0,0,0,0,0,1,0
66,a green fan facing left,0,0,0,0,0,1,0
67,"a large, green fan ",0,0,0,0,0,1,0
68,a green chair ,0,0,1,0,0,0,0
69,"a large green fan, facing to the left",0,0,0,0,0,1,0
70,a small gray chair facing forwards,0,0,0,1,0,0,0
71,a blue chair,1,1,0,0,0,0,0
72,a small grey fan facing forwards,0,0,0,0,0,0,1
73,a green thing facing to the left,0,0,1,0,0,1,0
74,"a small, grey fan  facing forwards",0,0,0,0,0,0,1
75,"a large, green fan facing backwards",0,0,0,0,0,0,0
