,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a large, grey chair  ",0,0,0,0,0,0,1
1,"a large, green chair facing forward",0,0,0,0,0,1,0
2,"a small, green desk  facing to the right",0,1,0,0,0,0,0
3,a green desk facing forwards in a room,1,0,1,0,0,0,0
4,a small green desk facing the right,0,1,0,0,0,0,0
5,"a large desk, grey in color, facing to the left",0,0,0,1,0,0,0
6,"a small, green desk facing to the right of the room",0,1,0,0,0,0,0
7,a desk facing forwards,1,0,1,0,0,0,0
8,"a large, green desk is facing forwards",0,0,1,0,0,0,0
9,"a green desk facing forwards, small in size",1,0,0,0,0,0,0
10,a small green desk to the right,0,1,0,0,0,0,0
11,"a small, green chair that is facing to the right",0,0,0,0,1,0,0
12,a large green desk facing the front,0,0,1,0,0,0,0
13,a green chair facing forward,0,0,0,0,0,1,0
14,"a small, green chair to the right",0,0,0,0,1,0,0
15,"a large, green chair, facing forwards",0,0,0,0,0,1,0
16,"a large, green chair  ",0,0,0,0,0,1,0
17,"a small, green desk is facing to the right",0,1,0,0,0,0,0
18,a large green chair facing forwards,0,0,0,0,0,1,0
19,a small green chair,0,0,0,0,1,0,0
20,"a grey, large desk",0,0,0,1,0,0,0
21,"a small, green chair in the room",0,0,0,0,1,0,0
22,"a large, green chair facing forwards",0,0,0,0,0,1,0
23,"a large, gray chair facing to the left",0,0,0,0,0,0,1
24,"a small, green desk facing to the right ",0,1,0,0,0,0,0
25,"a large, green chair that is facing forwards",0,0,0,0,0,1,0
26,"a large grey desk, facing to the left",0,0,0,1,0,0,0
27,a small,0,0,0,0,0,0,0
28,a large gray desk facing to the left,0,0,0,1,0,0,0
29,a green desk facing to the left,0,0,0,0,0,0,0
30,a grey thing,0,0,0,1,0,0,1
31,"a small, green desk facing to the right;",0,1,0,0,0,0,0
32,"a large, grey thing",0,0,0,1,0,0,1
33,a small green desk,1,1,0,0,0,0,0
34,a large green desk facing forward,0,0,1,0,0,0,0
35,"a small, green desk facing to the right",0,1,0,0,0,0,0
36,"a small, grey thing",0,0,0,0,0,0,0
37,"a small, green chair faced to the right",0,0,0,0,1,0,0
38,"a small, green desk turned to the right",0,1,0,0,0,0,0
39,"a green desk, facing forwards",1,0,1,0,0,0,0
40,a large desk facing to the left,0,0,0,1,0,0,0
41,a green small desk facing forwards,1,0,0,0,0,0,0
42,"a large, grey, chair",0,0,0,0,0,0,1
43,a big green chair facing forward,0,0,0,0,0,1,0
44,a grey chair facing the left,0,0,0,0,0,0,1
45,"a small, green desk 1",1,1,0,0,0,0,0
46,"a small, green chair facing right",0,0,0,0,1,0,0
47,a green desk facing forwards in the room,1,0,1,0,0,0,0
48,"a small, green desk  facing forwards",1,0,0,0,0,0,0
49,a large green desk  facing forwards,0,0,1,0,0,0,0
50,a large thing facing to the left,0,0,0,1,0,0,1
51,a small desk,1,1,0,0,0,0,0
52,a small thing facing to the right,0,1,0,0,1,0,0
53,a small green facing forwards desk,1,0,0,0,0,0,0
54,"a large, green chair ",0,0,0,0,0,1,0
55,a green desk facing the right,0,1,0,0,0,0,0
56,a desk facing to the right,0,1,0,0,0,0,0
57,a grey chair to the left,0,0,0,0,0,0,1
58,"a small, green desk  ",1,1,0,0,0,0,0
59,"a grey desk, facing to the left",0,0,0,1,0,0,0
60,a small green desk  facing forwards,1,0,0,0,0,0,0
61,"a large, green desk faces forwards",0,0,1,0,0,0,0
62,"a large, grey chair facing the left",0,0,0,0,0,0,1
63,a large chair facing to the left,0,0,0,0,0,0,1
64,"a large, grey chair, facing to the left",0,0,0,0,0,0,1
65,a grey thing facing forwards,0,0,0,0,0,0,0
66,"a small, green desk, facing forwards",1,0,0,0,0,0,0
67,a small green desk ,1,1,0,0,0,0,0
68,"a large, green desk facing forwards",0,0,1,0,0,0,0
69,"a large, green chair facing the camera",0,0,0,0,0,1,0
70,"a small, green desk facing to the right in the room",0,1,0,0,0,0,0
71,"a  large, grey chair facing to the left",0,0,0,0,0,0,1
72,a gray desk,0,0,0,1,0,0,0
73,a green thing facing to the left,0,0,0,0,0,0,0
74,"a small, grey thing facing forwards",0,0,0,0,0,0,0
75,"a large, grey chair""",0,0,0,0,0,0,1
76,"a small, green desk facing to the right""",0,1,0,0,0,0,0
77,a grey desk ,0,0,0,1,0,0,0
78,a large desk that is green and facing forwards,0,0,1,0,0,0,0
79,a small green desk facing the front,1,0,0,0,0,0,0
80,"a small, green desk facing to the right,",0,1,0,0,0,0,0
81,a small chair facing to the right,0,0,0,0,1,0,0
82,a large green chair ,0,0,0,0,0,1,0
83,a green chair facing to the right,0,0,0,0,1,0,0
84,"a small, green chair ",0,0,0,0,1,0,0
85,"a large, green thing",0,0,1,0,0,1,0
86,"a large, green desk chair facing forwards",0,0,0,0,0,0,0
87,a large desk,0,0,1,1,0,0,0
88,"a large, grey chair ",0,0,0,0,0,0,1
89,a small thing,1,1,0,0,1,0,0
90,a grey desk facing left,0,0,0,1,0,0,0
91,"a  large, green desk facing forwards",0,0,1,0,0,0,0
92,a grey thing facing to the right,0,0,0,0,0,0,0
93,"a large desk, green, facing forwards",0,0,1,0,0,0,0
94,"a large, grey thing facing to the left",0,0,0,1,0,0,1
95,a desk,1,1,1,1,0,0,0
96,a small green chair ,0,0,0,0,1,0,0
97,"a small, green desk facing to the right  ",0,1,0,0,0,0,0
98,"a large, green thing facing to the left",0,0,0,0,0,0,0
99,"a small, green chair is facing to the right",0,0,0,0,1,0,0
100,"a small, green desk to the right",0,1,0,0,0,0,0
101,a small green desk facing forwards in a room,1,0,0,0,0,0,0
102,"a large, green chair",0,0,0,0,0,1,0
103,a green chair,0,0,0,0,1,1,0
104,"a green, small desk facing forwards",1,0,0,0,0,0,0
105,"a large, grey chair facing forwards",0,0,0,0,0,0,0
106,"a small, green desk facing to the right is in the room",0,1,0,0,0,0,0
107,a green thing facing to the right,0,1,0,0,1,0,0
108,a small green desk facing forwards in the room,1,0,0,0,0,0,0
109,a large grey chair,0,0,0,0,0,0,1
110,"a small, green desk chair facing to the right",0,0,0,0,0,0,0
111,"a large, grey desk facing forwards",0,0,0,0,0,0,0
112,a large green desk facing to the left,0,0,0,0,0,0,0
113,"a small green desk facing forwards""",1,0,0,0,0,0,0
114,"a large, green desk facing to the left",0,0,0,0,0,0,0
115,a little green desk facing forward,1,0,0,0,0,0,0
116,a grey desk facing to the left ,0,0,0,1,0,0,0
117,"a large, green chair is facing forwards",0,0,0,0,0,1,0
118,a large green chair facing to the left,0,0,0,0,0,0,0
119,"a small,",0,0,0,0,0,0,0
120,"a small green desk, facing forwards",1,0,0,0,0,0,0
121,a grey desk facing the left,0,0,0,1,0,0,0
122,"a large green chair, facing forwards",0,0,0,0,0,1,0
123,"a large, green desk that is facing forwards",0,0,1,0,0,0,0
124,"a small, grey desk",0,0,0,0,0,0,0
125,"a small, green desk 2",1,1,0,0,0,0,0
126,a large grey chair facing the left,0,0,0,0,0,0,1
127,a green thing facing forwards,1,0,1,0,0,1,0
128,a large green desk,0,0,1,0,0,0,0
129,"a small, green chair face to the right",0,0,0,0,1,0,0
130,"a large, grey chair",0,0,0,0,0,0,1
131,"a small, green chair faces to the right",0,0,0,0,1,0,0
132,"a small, green thing facing forwards",1,0,0,0,0,0,0
133,"a small, green chair",0,0,0,0,1,0,0
134,"a large desk, facing forwards",0,0,1,0,0,0,0
135,a small green chair facing the right,0,0,0,0,1,0,0
136,a thing facing to the left,0,0,0,1,0,0,1
137,"a large, grey desk chair facing to the left",0,0,0,0,0,0,0
138,"a large, green desk facing to the right",0,0,0,0,0,0,0
139,"a large, grey chair that is facing to the left",0,0,0,0,0,0,1
140,"a large, green desk ",0,0,1,0,0,0,0
141,"a small, green thing",1,1,0,0,1,0,0
142,a,0,0,0,0,0,0,0
143,a small green desk is facing forwards,1,0,0,0,0,0,0
144,a grey chair facing forwards,0,0,0,0,0,0,0
145,a grey desk facing to the left of the room,0,0,0,1,0,0,0
146,a grey desk facing to the right,0,0,0,0,0,0,0
147,"a large, grey chair on the left",0,0,0,0,0,0,1
148,"a small, green, desk facing forwards",1,0,0,0,0,0,0
149,a desk facing the right,0,1,0,0,0,0,0
150,a large grey chair facing to the left,0,0,0,0,0,0,1
151,a thing facing to the right,0,1,0,0,1,0,0
152,a chair,0,0,0,0,1,1,1
153,"a large, green table",0,0,1,0,0,0,0
154,a large grey desk ,0,0,0,1,0,0,0
155,a small green desk facing forwards ,1,0,0,0,0,0,0
156,a small green desk facing to the left,0,0,0,0,0,0,0
157,a green desk facing right,0,1,0,0,0,0,0
158,"a small, green facing forwards",1,0,0,0,0,0,0
159,a small chair,0,0,0,0,1,0,0
160,"a small, green chair 5",0,0,0,0,1,0,0
161,a desk facing left,0,0,0,1,0,0,0
162,a green desk chair facing to the right,0,0,0,0,0,0,0
163,"a small, green desk facing to the right'",0,1,0,0,0,0,0
164,"a large, grey chair facing to the left",0,0,0,0,0,0,1
165,"a small, green desk ",1,1,0,0,0,0,0
166,"a small, green, desk, facing forwards",1,0,0,0,0,0,0
167,a green chair is facing forwards,0,0,0,0,0,1,0
168,"a small, green chair, facing to the right",0,0,0,0,1,0,0
169,"a small, green desk",1,1,0,0,0,0,0
170,a grey chair ,0,0,0,0,0,0,1
171,"a large, green chair facing the front",0,0,0,0,0,1,0
172,a large chair,0,0,0,0,0,1,1
173,"a small, green desk, facing to the right",0,1,0,0,0,0,0
174,a small green desk facing forwards,1,0,0,0,0,0,0
175,a grey desk to the left,0,0,0,1,0,0,0
176,"a large, gray desk facing to the left",0,0,0,1,0,0,0
