,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a large, grey chair  ",0,0,0,0,0,0,1
1,"a large, green chair facing forward",0,0,0,0,0,1,0
2,"a small, green desk (1)",1,1,0,0,0,0,0
3,"a small, green desk  facing to the right",0,1,0,0,0,0,0
4,a small green desk facing the right,0,1,0,0,0,0,0
5,"a large desk, grey in color, facing to the left",0,0,0,1,0,0,0
6,a desk facing forwards,1,0,1,0,0,0,0
7,"a large, green desk is facing forwards",0,0,1,0,0,0,0
8,a small green desk to the right,0,1,0,0,0,0,0
9,"a small, green chair that is facing to the right",0,0,0,0,1,0,0
10,"a large, green desk facing forwards in the room",0,0,1,0,0,0,0
11,a small green desk facing right,0,1,0,0,0,0,0
12,"a small, green chair to the right",0,0,0,0,1,0,0
13,a green desk is facing forwards,1,0,1,0,0,0,0
14,"a large, green chair, facing forwards",0,0,0,0,0,1,0
15,"a large, green chair  ",0,0,0,0,0,1,0
16,"a small, green desk is facing to the right",0,1,0,0,0,0,0
17,"a small, green table facing to the right",0,1,0,0,0,0,0
18,a large green chair facing forwards,0,0,0,0,0,1,0
19,a small green chair,0,0,0,0,1,0,0
20,"a small, green chair in the room",0,0,0,0,1,0,0
21,"a large, green chair facing forwards",0,0,0,0,0,1,0
22,"a large, gray chair facing to the left",0,0,0,0,0,0,1
23,"a large, green chair that is facing forwards",0,0,0,0,0,1,0
24,a small,0,0,0,0,0,0,0
25,a green desk facing to the left,0,0,0,0,0,0,0
26,a grey thing,0,0,0,1,0,0,1
27,"a large, grey chair facing to the  left",0,0,0,0,0,0,1
28,"a large, grey thing",0,0,0,1,0,0,1
29,"a small, green desk facing to the  right",0,1,0,0,0,0,0
30,a small green desk,1,1,0,0,0,0,0
31,a large green desk facing forward,0,0,1,0,0,0,0
32,"a large, grey desk  ",0,0,0,1,0,0,0
33,"a large, green desk facing forwards  (3)",0,0,1,0,0,0,0
34,"a small, green desk facing to the right",0,1,0,0,0,0,0
35,"a small, grey thing",0,0,0,0,0,0,0
36,"a small, green chair faced to the right",0,0,0,0,1,0,0
37,"a small, green desk turned to the right",0,1,0,0,0,0,0
38,"a green desk, facing forwards",1,0,1,0,0,0,0
39,"a large, gray desk",0,0,0,1,0,0,0
40,"a green, small chair facing to the right",0,0,0,0,1,0,0
41,a large desk facing to the left,0,0,0,1,0,0,0
42,"a large, grey chair in the room",0,0,0,0,0,0,1
43,a green small desk facing forwards,1,0,0,0,0,0,0
44,a big green chair facing forward,0,0,0,0,0,1,0
45,a grey chair facing the left,0,0,0,0,0,0,1
46,"a small, green desk 1",1,1,0,0,0,0,0
47,"a small, green chair facing right",0,0,0,0,1,0,0
48,"a small, green desk  facing forwards",1,0,0,0,0,0,0
49,a large green desk  facing forwards,0,0,1,0,0,0,0
50,a large thing facing to the left,0,0,0,1,0,0,1
51,a small desk,1,1,0,0,0,0,0
52,a small thing facing to the right,0,1,0,0,1,0,0
53,"a large, green chair ",0,0,0,0,0,1,0
54,a green desk facing the right,0,1,0,0,0,0,0
55,a desk facing to the right,0,1,0,0,0,0,0
56,"a small, green desk  ",1,1,0,0,0,0,0
57,"a grey desk, facing to the left",0,0,0,1,0,0,0
58,"a large, grey desk in the room",0,0,0,1,0,0,0
59,a small green desk  facing forwards,1,0,0,0,0,0,0
60,"a small green desk, facing to the right",0,1,0,0,0,0,0
61,"a large, green desk faces forwards",0,0,1,0,0,0,0
62,"a large, grey chair facing the left",0,0,0,0,0,0,1
63,a large chair facing to the left,0,0,0,0,0,0,1
64,"a  small, green desk facing to the right",0,1,0,0,0,0,0
65,"a large, grey chair, facing to the left",0,0,0,0,0,0,1
66,a grey thing facing forwards,0,0,0,0,0,0,0
67,"a small, green desk, facing forwards",1,0,0,0,0,0,0
68,a small green desk ,1,1,0,0,0,0,0
69,"a large, green desk facing forwards",0,0,1,0,0,0,0
70,"a grey, large desk facing to the left",0,0,0,1,0,0,0
71,a green chair ,0,0,0,0,1,1,0
72,"a large, green chair face forwards",0,0,0,0,0,1,0
73,a small desk facing right,0,1,0,0,0,0,0
74,"a large, green chair facing the camera",0,0,0,0,0,1,0
75,"a  large, grey chair facing to the left",0,0,0,0,0,0,1
76,a green thing facing to the left,0,0,0,0,0,0,0
77,"a small, grey thing facing forwards",0,0,0,0,0,0,0
78,"a large, grey chair""",0,0,0,0,0,0,1
79,a grey desk ,0,0,0,1,0,0,0
80,"a large, green desk facing forwards ",0,0,1,0,0,0,0
81,a small green desk facing the front,1,0,0,0,0,0,0
82,"a small, green desk  (2)",1,1,0,0,0,0,0
83,"a large, grey desk, facing left",0,0,0,1,0,0,0
84,a small chair facing to the right,0,0,0,0,1,0,0
85,a large green chair ,0,0,0,0,0,1,0
86,a small green chair to the right,0,0,0,0,1,0,0
87,a green chair facing to the right,0,0,0,0,1,0,0
88,"a small, green desk that is facing forwards",1,0,0,0,0,0,0
89,"a large, grey desk ",0,0,0,1,0,0,0
90,"a small, green chair ",0,0,0,0,1,0,0
91,"a large, green desk chair facing forwards",0,0,0,0,0,0,0
92,a large desk,0,0,1,1,0,0,0
93,a large green desk chair facing forwards,0,0,0,0,0,0,0
94,"a large, green thing",0,0,1,0,0,1,0
95,"a large, grey chair ",0,0,0,0,0,0,1
96,a small thing,1,1,0,0,1,0,0
97,"a small, green desk facing  to the right",0,1,0,0,0,0,0
98,"a  large, green desk facing forwards",0,0,1,0,0,0,0
99,a grey desk facing left,0,0,0,1,0,0,0
100,a grey thing facing to the right,0,0,0,0,0,0,0
101,"a large desk, green, facing forwards",0,0,1,0,0,0,0
102,"a large, grey thing facing to the left",0,0,0,1,0,0,1
103,a desk,1,1,1,1,0,0,0
104,"a large, green desk facing forwards 3",0,0,1,0,0,0,0
105,a small green chair ,0,0,0,0,1,0,0
106,"a large, green thing facing to the left",0,0,0,0,0,0,0
107,"a small, green chair is facing to the right",0,0,0,0,1,0,0
108,"a small, green desk to the right",0,1,0,0,0,0,0
109,"a large, green chair",0,0,0,0,0,1,0
110,a green chair,0,0,0,0,1,1,0
111,"a green, small desk facing forwards",1,0,0,0,0,0,0
112,"a large, grey chair facing forwards",0,0,0,0,0,0,0
113,a green thing facing to the right,0,1,0,0,1,0,0
114,a large grey chair,0,0,0,0,0,0,1
115,a small green desk in the room,1,1,0,0,0,0,0
116,"a small, green desk chair facing to the right",0,0,0,0,0,0,0
117,"a large, grey desk facing forwards",0,0,0,0,0,0,0
118,"a large, grey desk  (4)",0,0,0,1,0,0,0
119,"a large, green desk facing to the left",0,0,0,0,0,0,0
120,"a small, green desk turning right",0,1,0,0,0,0,0
121,a little green desk facing forward,1,0,0,0,0,0,0
122,"a large, green chair is facing forwards",0,0,0,0,0,1,0
123,a large green chair facing to the left,0,0,0,0,0,0,0
124,"a small,",0,0,0,0,0,0,0
125,"a small, green desk faces to the right",0,1,0,0,0,0,0
126,"a small green desk, facing forwards",1,0,0,0,0,0,0
127,a grey desk facing the left,0,0,0,1,0,0,0
128,"a large green chair, facing forwards",0,0,0,0,0,1,0
129,"a large, grey desk facing left",0,0,0,1,0,0,0
130,"a small, grey desk",0,0,0,0,0,0,0
131,a large grey chair facing the left,0,0,0,0,0,0,1
132,a green thing facing forwards,1,0,1,0,0,1,0
133,a large green desk,0,0,1,0,0,0,0
134,"a small, green chair face to the right",0,0,0,0,1,0,0
135,"a large, grey chair",0,0,0,0,0,0,1
136,"a small, green chair faces to the right",0,0,0,0,1,0,0
137,"a small, green thing facing forwards",1,0,0,0,0,0,0
138,"a small, green chair",0,0,0,0,1,0,0
139,"a small, green desk (2)",1,1,0,0,0,0,0
140,a small green chair facing the right,0,0,0,0,1,0,0
141,a thing facing to the left,0,0,0,1,0,0,1
142,"a large, grey desk faces to the left",0,0,0,1,0,0,0
143,"a large, grey desk chair facing to the left",0,0,0,0,0,0,0
144,"a large, green desk facing to the right",0,0,0,0,0,0,0
145,"a large, grey chair that is facing to the left",0,0,0,0,0,0,1
146,"a large, green desk ",0,0,1,0,0,0,0
147,a green chair to the right,0,0,0,0,1,0,0
148,"a small, green thing",1,1,0,0,1,0,0
149,a,0,0,0,0,0,0,0
150,a small green desk is facing forwards,1,0,0,0,0,0,0
151,a grey chair facing forwards,0,0,0,0,0,0,0
152,a grey desk facing to the right,0,0,0,0,0,0,0
153,a chair,0,0,0,0,1,1,1
154,"a small, green, desk facing forwards",1,0,0,0,0,0,0
155,a desk facing the right,0,1,0,0,0,0,0
156,a large grey chair facing to the left,0,0,0,0,0,0,1
157,a thing facing to the right,0,1,0,0,1,0,0
158,"a large, green desk facing forwards'",0,0,1,0,0,0,0
159,a small green desk on the right,0,1,0,0,0,0,0
160,a green desk facing right,0,1,0,0,0,0,0
161,"a large, grey desk faced to the left",0,0,0,1,0,0,0
162,a small chair,0,0,0,0,1,0,0
163,a large green desk facing forwards ,0,0,1,0,0,0,0
164,"a small, green chair 5",0,0,0,0,1,0,0
165,a desk facing left,0,0,0,1,0,0,0
166,a green desk chair facing to the right,0,0,0,0,0,0,0
167,"a large, grey chair facing to the left",0,0,0,0,0,0,1
168,"a small, green desk ",1,1,0,0,0,0,0
169,"a small, green, desk, facing forwards",1,0,0,0,0,0,0
170,a large green desk facing forwards in the room,0,0,1,0,0,0,0
171,a large desk facing left,0,0,0,1,0,0,0
172,a green chair is facing forwards,0,0,0,0,0,1,0
173,"a small, green chair, facing to the right",0,0,0,0,1,0,0
174,"a small, green desk",1,1,0,0,0,0,0
175,a grey chair ,0,0,0,0,0,0,1
176,"a small desk, facing forwards",1,0,0,0,0,0,0
