,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a small, green couch facing backwards",0,0,0,1,0,0,1
1,"a small, blue desk facing backwards",0,0,0,0,0,0,0
2,"a small, green sofa is facing backwards",0,0,0,1,0,0,0
3,"a large, red sofa is facing right",1,0,0,0,0,0,0
4,"a small, blue desk that is facing to the right",0,0,0,0,0,1,0
5,a blue thing,0,0,1,0,0,1,0
6,"a small, red desk faces to the right",0,0,0,0,1,0,0
7,"a small, red sofa faced to the right",0,1,0,0,0,0,0
8,"a small, red sofa facing to the right",0,1,0,0,0,0,0
9,a little blue sofa facing right,0,0,1,0,0,0,0
10,"a small, red desk""",0,0,0,0,1,0,0
11,"a small, blue thing",0,0,1,0,0,1,0
12,"a large, blue thing",0,0,0,0,0,0,0
13,a blue desk facing to the right,0,0,0,0,0,1,0
14,"a large, green sofa",0,0,0,0,0,0,0
15,"a small, green sofa ",0,0,0,1,0,0,0
16,"a  small, green sofa facing backwards",0,0,0,1,0,0,0
17,a green sofa facing backward,0,0,0,1,0,0,0
18,"a small, green desk faces backwards",0,0,0,0,0,0,1
19,"a small, green desk facing  backwards",0,0,0,0,0,0,1
20,"a small, green desk facing the opposite direction of the other desks and sofas",0,0,0,0,0,0,0
21,"a small, green desk facing backwards",0,0,0,0,0,0,1
22,a small blue sofa ,0,0,1,0,0,0,0
23,a blue sofa,0,0,1,0,0,0,0
24,"a small, red desk facing to the left",0,0,0,0,0,0,0
25,"a small, blue desk facing right",0,0,0,0,0,1,0
26,a green sofa facing backwards,0,0,0,1,0,0,0
27,a small Blue sofa,0,1,1,1,0,0,0
28,a small,0,0,0,0,0,0,0
29,"a small blue desk, facing to the right",0,0,0,0,0,1,0
30,a small sofa facing to the right,0,1,1,0,0,0,0
31,"a small, green desk face backwards",0,0,0,0,0,0,1
32,"a small, red sofa (2)",0,1,0,0,0,0,0
33,a small green sofa facing backward,0,0,0,1,0,0,0
34,"a small, green table facing backwards",0,0,0,0,0,0,1
35,a small desk facing backwards,0,0,0,0,0,0,1
36,"a small, green sofa faces backwards",0,0,0,1,0,0,0
37,"a  small, green desk facing backwards",0,0,0,0,0,0,1
38,a small green desk,0,0,0,0,0,0,1
39,a large sofa facing to the right,1,0,0,0,0,0,0
40,"a large, red couch",1,0,0,0,0,0,0
41,"a small, blue desk",0,0,0,0,0,1,0
42,"a small, green desk facing to the right",0,0,0,0,0,0,0
43,"a small, red desk faced to the right",0,0,0,0,1,0,0
44,"a large, blue thing facing to the right",0,0,0,0,0,0,0
45,"a small, blue desk  facing to the right",0,0,0,0,0,1,0
46,"a small, blue desk facing to the  right",0,0,0,0,0,1,0
47,"a large, red sofa, facing right",1,0,0,0,0,0,0
48,"a small, green sofa  ",0,0,0,1,0,0,0
49,"a large, red sofa facing to the right",1,0,0,0,0,0,0
50,a sofa facing to the right,1,1,1,0,0,0,0
51,"a small, red sofa facing right",0,1,0,0,0,0,0
52,"a small, blue desk facing the right",0,0,0,0,0,1,0
53,"a large, red sofa  ",1,0,0,0,0,0,0
54,a small red sofa ,0,1,0,0,0,0,0
55,"a small, blue",0,0,1,0,0,1,0
56,"a small, red desk facing backwards",0,0,0,0,0,0,0
57,a small blue sofa facing to the right,0,0,1,0,0,0,0
58,a small desk,0,0,0,0,1,1,1
59,a small thing facing to the right,0,1,1,0,1,1,0
60,"a small, green desk facing the opposite direction of the others",0,0,0,0,0,0,1
61,"a small blue sofa, facing to the right",0,0,1,0,0,0,0
62,a desk facing to the right,0,0,0,0,1,1,0
63,"a small, green desk  ",0,0,0,0,0,0,1
64,"a large, red sofa (1)",1,0,0,0,0,0,0
65,"a small, green thing facing backwards",0,0,0,1,0,0,1
66,a sofa,1,1,1,1,0,0,0
67,"a large, red sofa faces to the right",1,0,0,0,0,0,0
68,a red thing,1,1,0,0,1,0,0
69,"a small, red desk  facing to the right",0,0,0,0,1,0,0
70,"a small, red sofa, ",0,1,0,0,0,0,0
71,"a small, green sofa-facing backwards",0,0,0,1,0,0,0
72,"a small, green sofa facing backward",0,0,0,1,0,0,0
73,"a small, blue desk is in the room",0,0,0,0,0,1,0
74,a desk facing backwards,0,0,0,0,0,0,1
75,a small blue couch,0,0,1,0,0,1,0
76,"a small, blue desk facing to the left",0,0,0,0,0,0,0
77,"a small, green desk facing ",0,0,0,0,0,0,1
78,a green couch,0,0,0,1,0,0,1
79,"a small, red sofa, facing to the right, in a room",0,1,0,0,0,0,0
80,"a small, red desk facing to the right",0,0,0,0,1,0,0
81,"a large, red sofa, facing to the right",1,0,0,0,0,0,0
82,"a small, blue desk (6)",0,0,0,0,0,1,0
83,"a large, green thing",0,0,0,0,0,0,0
84,"a small, red sofa  (2)",0,1,0,0,0,0,0
85,"a small, blue desk  ",0,0,0,0,0,1,0
86,"a small, blue desk is facing to the right",0,0,0,0,0,1,0
87,a small thing,0,1,1,1,1,1,1
88,a red desk facing to the right,0,0,0,0,1,0,0
89,"a small, blue desk in the room",0,0,0,0,0,1,0
90,a small red sofa,0,1,0,0,0,0,0
91,a ,0,0,0,0,0,0,0
92,"a large, red sofa faces right",1,0,0,0,0,0,0
93,"a small, blue desk facing to the right",0,0,0,0,0,1,0
94,"a large, blue sofa facing to the right",0,0,0,0,0,0,0
