,Sequence,o1,o2,o3,o4,o5,o6,o7
0,a  blue fan,0,0,0,0,1,0,0
1,"a large green chair facing to the left""",0,0,1,0,0,0,0
2,"a small, blue thing facing forwards",0,0,0,0,0,0,0
3,"a chair, blue, large, facing left",1,0,0,0,0,0,0
4,a blue thing,1,1,0,0,1,0,0
5,"a large, green chair facing backwards",0,0,0,0,0,0,0
6,a small gray fan facing forwards,0,0,0,0,0,0,1
7,"a small, blue fan",0,0,0,0,0,0,0
8,"a grey, small chair facing forwards",0,0,0,1,0,0,0
9,"a large blue chair, facing backwards",0,1,0,0,0,0,0
10,"a small, blue thing",0,0,0,0,0,0,0
11,a small grey chair  facing forwards,0,0,0,1,0,0,0
12,"a large, blue thing",1,1,0,0,1,0,0
13,"a small, blue fan facing forwards",0,0,0,0,0,0,0
14,"a small, grey chair facing the front",0,0,0,1,0,0,0
15,a large blue chair facing backwards in the room,0,1,0,0,0,0,0
16,"a large, blue fan facing to the left",0,0,0,0,0,0,0
17,"a large, green chair face",0,0,1,0,0,0,0
18,a grey fan facing forward,0,0,0,0,0,0,1
19,"a small, gray chair facing forwards",0,0,0,1,0,0,0
20,"a large, green chair  (3)",0,0,1,0,0,0,0
21,a fan,0,0,0,0,1,1,1
22,a grey thing,0,0,0,1,0,0,1
23,"a large, grey thing",0,0,0,0,0,0,0
24,a small grey chair facing the front,0,0,0,1,0,0,0
25,a large chair facing left,1,0,1,0,0,0,0
26,"a small, grey thing",0,0,0,1,0,0,1
27,a large chair that is green and facing to the left,0,0,1,0,0,0,0
28,a blue chair facing left,1,0,0,0,0,0,0
29,a small grey facing forwards,0,0,0,1,0,0,1
30,a grey fan facing backwards,0,0,0,0,0,0,0
31,"a small, grey chair""",0,0,0,1,0,0,0
32,"a large, blue chair facing upwards",0,0,0,0,0,0,0
33,a grey fan,0,0,0,0,0,0,1
34,a blue fan facing backwards,0,0,0,0,1,0,0
35,a large blue facing left chair,1,0,0,0,0,0,0
36,"a large, blue chair facing the opposite direction of the others",0,1,0,0,0,0,0
37,a small grey fan ,0,0,0,0,0,0,1
38,"a large, blue chair with its back to us",0,1,0,0,0,0,0
39,"a large, green fan 6",0,0,0,0,0,1,0
40,a large blue fan,0,0,0,0,1,0,0
41,"a small, grey, facing forwards chair",0,0,0,1,0,0,0
42,"a blue chair, facing left",1,0,0,0,0,0,0
43,a fan facing left,0,0,0,0,0,1,0
44,"a large, blue chair facing to the left",1,0,0,0,0,0,0
45,a grey thing facing backwards,0,0,0,0,0,0,0
46,a large thing facing to the left,1,0,1,0,0,1,0
47,"a large, blue fan  (5)",0,0,0,0,1,0,0
48,"a large, green chair ",0,0,1,0,0,0,0
49,a green fan,0,0,0,0,0,1,0
50,"a large, blue fan""",0,0,0,0,1,0,0
51,"a small, grey fan ",0,0,0,0,0,0,1
52,"a large, green fan (6)",0,0,0,0,0,1,0
53,a large green fan facing the left,0,0,0,0,0,1,0
54,"a large, green fan to the left",0,0,0,0,0,1,0
55,a green fan that is facing to the left,0,0,0,0,0,1,0
56,"a small, grey chair, facing forwards",0,0,0,1,0,0,0
57,"a chair, green, large, facing left",0,0,1,0,0,0,0
58,"a green fan, facing to the left",0,0,0,0,0,1,0
59,a large blue chair facing to the left ,1,0,0,0,0,0,0
60,a large chair facing to the left,1,0,1,0,0,0,0
61,a large blue chair facing left,1,0,0,0,0,0,0
62,"a large, blue chair 1",1,1,0,0,0,0,0
63,"a small, grey chair ",0,0,0,1,0,0,0
64,a small grey fan  facing forwards,0,0,0,0,0,0,1
65,a grey thing facing forwards,0,0,0,1,0,0,1
66,"a large, green fan faces to the left",0,0,0,0,0,1,0
67,a green fan facing left,0,0,0,0,0,1,0
68,"a small, grey chair  facing forwards",0,0,0,1,0,0,0
69,"a large green fan, facing to the left",0,0,0,0,0,1,0
70,a small gray chair facing forwards,0,0,0,1,0,0,0
71,a blue chair,1,1,0,0,0,0,0
72,a small grey fan facing forwards,0,0,0,0,0,0,1
73,a green thing facing to the left,0,0,1,0,0,1,0
74,"a small, grey fan  facing forwards",0,0,0,0,0,0,1
75,"a large chair, green in color, facing to the left",0,0,1,0,0,0,0
76,"a large, green fan facing backwards",0,0,0,0,0,0,0
77,a blue chair ,1,1,0,0,0,0,0
78,"a small, grey thing facing forwards",0,0,0,1,0,0,1
79,"a large, blue fan, facing backwards",0,0,0,0,1,0,0
80,"a large, blue fan faces backwards",0,0,0,0,1,0,0
81,"a small, grey fan facing forward",0,0,0,0,0,0,1
82,a large green fan to the left,0,0,0,0,0,1,0
83,a large blue chair facing left ,1,0,0,0,0,0,0
84,"a large, blue thing facing backwards",0,1,0,0,1,0,0
85,a large green chair ,0,0,1,0,0,0,0
86,a blue fan facing to the left,0,0,0,0,0,0,0
87,"a small, grey chair in the room",0,0,0,1,0,0,0
88,"a large, green thing",0,0,1,0,0,1,0
89,a small grey fan facing to the front,0,0,0,0,0,0,1
90,"a small grey fan, facing forwards",0,0,0,0,0,0,1
91,a small grey chair,0,0,0,1,0,0,0
92,a small thing,0,0,0,1,0,0,1
93,a large blue chair is facing backwards,0,1,0,0,0,0,0
94,"a  large, green chair facing to the left",0,0,1,0,0,0,0
95,"a small, gray fan facing forwards",0,0,0,0,0,0,1
96,"a large, grey thing facing to the left",0,0,0,0,0,0,0
97,a blue chair is facing backwards,0,1,0,0,0,0,0
98,"a large, green chair is facing to the left",0,0,1,0,0,0,0
99,"a large, green thing facing to the left",0,0,1,0,0,1,0
100,a big blue chair facing left,1,0,0,0,0,0,0
101,"a large, green chair""",0,0,1,0,0,0,0
102,"a fan, blue",0,0,0,0,1,0,0
103,a backwards-facing blue chair,0,1,0,0,0,0,0
104,"a large, green chair",0,0,1,0,0,0,0
105,a thing facing backwards,0,1,0,0,1,0,0
106,"a small, grey chair face forwards",0,0,0,1,0,0,0
107,a green chair,0,0,1,0,0,0,0
108,a large blue chair facing the left,1,0,0,0,0,0,0
109,"a large, blue chair facing the wall",0,1,0,0,0,0,0
110,"a large, blue fan facing forwards",0,0,0,0,0,0,0
111,"a small, green fan",0,0,0,0,0,0,0
112,a large fan facing backwards,0,0,0,0,1,0,0
113,"a blue fan, facing backwards",0,0,0,0,1,0,0
114,"a large blue chair, facing left",1,0,0,0,0,0,0
115,a large green chair facing the left,0,0,1,0,0,0,0
116,"a large, blue fan that is facing backwards",0,0,0,0,1,0,0
117,a grey fan facing to the left,0,0,0,0,0,0,0
118,"a large blue chair facing left""",1,0,0,0,0,0,0
119,a green fan facing backwards,0,0,0,0,0,0,0
120,"a small, grey fan",0,0,0,0,0,0,1
121,a large green chair facing to the left,0,0,1,0,0,0,0
122,a large green chair facing left,0,0,1,0,0,0,0
123,"a small, green fan facing forwards",0,0,0,0,0,0,0
124,"a large, blue fan ",0,0,0,0,1,0,0
125,a large blue chair facing left in the room,1,0,0,0,0,0,0
126,a large blue chair,1,1,0,0,0,0,0
127,"a large, green chair, facing left",0,0,1,0,0,0,0
128,"a large, green fan that is facing to the left",0,0,0,0,0,1,0
129,a green thing facing forwards,0,0,0,0,0,0,0
130,"a grey, small fan facing forwards",0,0,0,0,0,0,1
131,"a large, grey chair",0,0,0,0,0,0,0
132,a chair facing backwards,0,1,0,0,0,0,0
133,a green fan facing to the left,0,0,0,0,0,1,0
134,"a small, green thing facing forwards",0,0,0,0,0,0,0
135,"a small, green chair",0,0,0,0,0,0,0
136,a green fan facing the left,0,0,0,0,0,1,0
137,"a small, grey fan faces forwards",0,0,0,0,0,0,1
138,a small-grey-chair-facing-forwards,0,0,0,1,0,0,0
139,"a large, green fan in the room",0,0,0,0,0,1,0
140,a large fan facing to the left,0,0,0,0,0,1,0
141,a green fan on the left,0,0,0,0,0,1,0
142,"a small, grey fan that is facing forwards",0,0,0,0,0,0,1
143,a large blue chair is facing left,1,0,0,0,0,0,0
144,"a large, green fan facing to the left",0,0,0,0,0,1,0
145,"a green fan, facing left",0,0,0,0,0,1,0
146,a blue fan is facing backwards,0,0,0,0,1,0,0
147,a thing facing to the left,1,0,1,0,0,1,0
148,a blue fan facing backward,0,0,0,0,1,0,0
149,"a small, green thing",0,0,0,0,0,0,0
150,a,0,0,0,0,0,0,0
151,a grey chair facing forwards,0,0,0,1,0,0,0
152,"a large, blue fan facing backward",0,0,0,0,1,0,0
153,"a small, grey chair that is facing forwards",0,0,0,1,0,0,0
154,a blue chair is facing left,1,0,0,0,0,0,0
155,a chair,1,1,1,1,0,0,0
156,"a small, grey fan face forwards",0,0,0,0,0,0,1
157,"a large green chair facing to the left,",0,0,1,0,0,0,0
158,"a large, blue fan (5)",0,0,0,0,1,0,0
159,a blue chair facing forwards,0,0,0,0,0,0,0
160,a small grey chair faces forwards,0,0,0,1,0,0,0
161,"a large, blue chair facing left",1,0,0,0,0,0,0
162,"a small, blue chair",0,0,0,0,0,0,0
163,a green fan faces left,0,0,0,0,0,1,0
164,"a large, grey fan facing backwards",0,0,0,0,0,0,0
165,a large green fan,0,0,0,0,0,1,0
166,a large blue chair is facing to the left,1,0,0,0,0,0,0
167,"a small, grey fan is facing forwards",0,0,0,0,0,0,1
168,"a large, green chair facing the left",0,0,1,0,0,0,0
169,a grey chair is facing forwards,0,0,0,1,0,0,0
170,a small chair,0,0,0,1,0,0,0
171,"a  large, green fan facing to the left",0,0,0,0,0,1,0
172,a small grey chair facing forwards,0,0,0,1,0,0,0
173,"a small, grey chair is facing forwards",0,0,0,1,0,0,0
174,"a chair, facing backwards",0,1,0,0,0,0,0
175,a green fan ,0,0,0,0,0,1,0
176,a small grey fan is facing forwards,0,0,0,0,0,0,1
177,a grey fan is facing forwards,0,0,0,0,0,0,1
178,"a large, blue fan 5",0,0,0,0,1,0,0
179,"a large, grey chair facing to the left",0,0,0,0,0,0,0
180,a grey chair ,0,0,0,1,0,0,0
181,a large chair,1,1,1,0,0,0,0
182,"a green, large chair facing left",0,0,1,0,0,0,0
183,"a large, blue chair, facing to the left",1,0,0,0,0,0,0
184,"a large, blue chair",1,1,0,0,0,0,0
185,a blue thing facing backwards,0,1,0,0,1,0,0
186,a small grey chair facing forward,0,0,0,1,0,0,0
187,"a large, green chair that is facing to the left",0,0,1,0,0,0,0
188,a small fan,0,0,0,0,0,0,1
189,a grey chair facing forward,0,0,0,1,0,0,0
190,a large blue chair facing leftwards,1,0,0,0,0,0,0
191,"a small, grey chair",0,0,0,1,0,0,0
192,"a  small, grey chair facing forwards",0,0,0,1,0,0,0
193,"a large, green thing facing backwards",0,0,0,0,0,0,0
194,"a large, blue chair with its back to the viewer",0,1,0,0,0,0,0
195,a blue fan,0,0,0,0,1,0,0
196,a thing facing forwards,0,0,0,1,0,0,1
197,"a small, grey, fan facing forwards",0,0,0,0,0,0,1
198,a grey chair,0,0,0,1,0,0,0
199,a green thing,0,0,1,0,0,1,0
200,a green fan facing forwards,0,0,0,0,0,0,0
201,"a large, green fan, facing to the left",0,0,0,0,0,1,0
202,a small grey fan,0,0,0,0,0,0,1
203,"a large, green fan, facing left",0,0,0,0,0,1,0
204,"a large, blue chair  facing backwards",0,1,0,0,0,0,0
205,"a large, blue thing facing to the left",1,0,0,0,0,0,0
206,a blue fan ,0,0,0,0,1,0,0
207,a blue chair facing to the left,1,0,0,0,0,0,0
208,"a large, blue fan is in the room",0,0,0,0,1,0,0
209,a blue fan facing forwards,0,0,0,0,0,0,0
210,"a large, green fan facing the left",0,0,0,0,0,1,0
211,a large fan,0,0,0,0,1,1,0
212,"a large, blue chair facing to the right",0,0,0,0,0,0,0
213,"a large, blue chair, facing backwards",0,1,0,0,0,0,0
214,"a large, blue chair that is facing backwards",0,1,0,0,0,0,0
215,"a blue chair, facing backwards",0,1,0,0,0,0,0
216,a large blue chair ,1,1,0,0,0,0,0
217,a fan facing backwards,0,0,0,0,1,0,0
218,"a large, grey fan",0,0,0,0,0,0,0
219,a large blue chair facing backwards,0,1,0,0,0,0,0
220,"a large, green fan  (6)",0,0,0,0,0,1,0
221,"a large, green fan is facing to the left",0,0,0,0,0,1,0
222,"a large, blue chair ",1,1,0,0,0,0,0
223,a chair facing forwards,0,0,0,1,0,0,0
224,a grey chair facing backwards,0,0,0,0,0,0,0
225,"a large,",0,0,0,0,0,0,0
226,a large chair facing backwards,0,1,0,0,0,0,0
227,a large green chair is facing to the left,0,0,1,0,0,0,0
228,"a large, grey chair facing backwards",0,0,0,0,0,0,0
229,a green chair facing backwards,0,0,0,0,0,0,0
230,"a large, blue chair, facing left",1,0,0,0,0,0,0
231,"a large blue chair, facing to the left",1,0,0,0,0,0,0
232,"a large, blue chair  facing to the left",1,0,0,0,0,0,0
233,"a small, grey chair  ",0,0,0,1,0,0,0
234,"a large, green chair  facing to the left",0,0,1,0,0,0,0
235,"a small grey chair, facing forwards",0,0,0,1,0,0,0
236,a small grey chair facing to the front,0,0,0,1,0,0,0
237,"a small, grey chair faces forwards",0,0,0,1,0,0,0
238,a large blue chair facing to the left,1,0,0,0,0,0,0
239,"a large, blue chair facing the left",1,0,0,0,0,0,0
240,"a large, blue fan backwards",0,0,0,0,1,0,0
241,a small chair facing forwards,0,0,0,1,0,0,0
242,a chair facing left,1,0,1,0,0,0,0
243,a thing,1,1,1,1,1,1,1
