,Sequence,o1,o2,o3,o4,o5,o6,o7
0,a large red desk that is facing backwards,0,0,1,0,0,0,0
1,a small green fan,0,0,0,0,0,0,1
2,a red desk facing to the left,0,0,0,0,0,0,0
3,"a large, red thing facing backwards",0,0,1,0,0,1,0
4,"a small, red fan",0,0,0,0,0,0,0
5,a large desk with a blue color facing forwards,0,1,0,0,0,0,0
6,"a small, blue thing facing to the left",0,0,0,0,0,0,0
7,a large desk that is blue in color,0,1,0,0,0,0,0
8,a small desk to the left,0,0,0,1,0,0,0
9,a blue thing,0,1,0,0,1,0,0
10,a large blue table,0,1,0,0,0,0,0
11,a large grey desk  (1),1,0,0,0,0,0,0
12,a desk facing forwards,1,1,0,0,0,0,0
13,a large red desk facing backwards,0,0,1,0,0,0,0
14,"a small desk, green, facing left",0,0,0,1,0,0,0
15,"a large, grey desk 1",1,0,0,0,0,0,0
16,"a large fan, blue",0,0,0,0,1,0,0
17,a red fan,0,0,0,0,0,1,0
18,"a small, blue fan",0,0,0,0,0,0,0
19,a large desk facing forwards is blue,0,1,0,0,0,0,0
20,a small green fan on the left side,0,0,0,0,0,0,1
21,a large desk is red and facing backwards,0,0,1,0,0,0,0
22,"a small, blue thing",0,0,0,0,0,0,0
23,a large red desk ,0,0,1,0,0,0,0
24,"a large, blue thing",0,1,0,0,1,0,0
25,"a large, red fan facing forwards",0,0,0,0,0,0,0
26,"a large, grey desk is facing forwards",1,0,0,0,0,0,0
27,"a large, blue desk facing backwards",0,0,0,0,0,0,0
28,a large desk with a blue color,0,1,0,0,0,0,0
29,"a large, red fan faces backwards",0,0,0,0,0,1,0
30,a large desk that is blue in color and facing forwards,0,1,0,0,0,0,0
31,a large red desk,0,0,1,0,0,0,0
32,"a large desk facing forwards, blue in color",0,1,0,0,0,0,0
33,a large desk that is grey in color and is facing forwards,1,0,0,0,0,0,0
34,a large desk that is blue in colour,0,1,0,0,0,0,0
35,a  red desk facing backwards,0,0,1,0,0,0,0
36,"a grey, large desk",1,0,0,0,0,0,0
37,a large blue fan facing forwards,0,0,0,0,1,0,0
38,"a small, red desk facing to the left",0,0,0,0,0,0,0
39,a small green fan to the left,0,0,0,0,0,0,1
40,a small,0,0,0,0,0,0,0
41,a green desk facing to the left,0,0,0,1,0,0,0
42,a fan,0,0,0,0,1,1,1
43,a grey large desk facing forwards,1,0,0,0,0,0,0
44,a grey thing,1,0,0,0,0,0,0
45,"a large, grey thing",1,0,0,0,0,0,0
46,a large red fan facing backwards,0,0,0,0,0,1,0
47,"a large, red desk facing forwards",0,0,0,0,0,0,0
48,a small green desk,0,0,0,1,0,0,0
49,"a large, grey desk  ",1,0,0,0,0,0,0
50,"a small, blue desk",0,0,0,0,0,0,0
51,"a small desk, facing to the left",0,0,0,1,0,0,0
52,"a green, small desk facing to the left",0,0,0,1,0,0,0
53,a large blue fan ,0,0,0,0,1,0,0
54,a large red fan ,0,0,0,0,0,1,0
55,"a small, grey thing",0,0,0,0,0,0,0
56,"a large desk, blue in colour",0,1,0,0,0,0,0
57,"a long, blue desk",0,1,0,0,0,0,0
58,"a large, red fan facing to the left",0,0,0,0,0,0,0
59,a grey fan facing backwards,0,0,0,0,0,0,0
60,a green small desk facing left,0,0,0,1,0,0,0
61,"a large, red fan ",0,0,0,0,0,1,0
62,a grey fan,0,0,0,0,0,0,0
63,a blue fan facing backwards,0,0,0,0,0,0,0
64,"a large desk, grey in colour, facing forwards",1,0,0,0,0,0,0
65,a small fan facing to the left,0,0,0,0,0,0,1
66,a large desk facing forwards that is blue,0,1,0,0,0,0,0
67,a large blue fan,0,0,0,0,1,0,0
68,a large grey desk in the room,1,0,0,0,0,0,0
69,a grey thing facing backwards,0,0,0,0,0,0,0
70,a large red desk facing backward,0,0,1,0,0,0,0
71,"a desk, grey, large, facing forwards",1,0,0,0,0,0,0
72,a small desk facing to the left,0,0,0,1,0,0,0
73,a small desk,0,0,0,1,0,0,0
74,"a large, grey desk is in the room",1,0,0,0,0,0,0
75,"a large, red desk",0,0,1,0,0,0,0
76,"a large, blue fan  (5)",0,0,0,0,1,0,0
77,a large desk that is red in colour and facing backwards,0,0,1,0,0,0,0
78,a green fan,0,0,0,0,0,0,1
79,"a large, blue fan""",0,0,0,0,1,0,0
80,a grey desk facing backwards,0,0,0,0,0,0,0
81,a large blue fan is facing forwards,0,0,0,0,1,0,0
82,a large red fan facing backward,0,0,0,0,0,1,0
83,"a large desk, blue in colour, facing forwards",0,1,0,0,0,0,0
84,a small green fan ,0,0,0,0,0,0,1
85,"a large, blue desk",0,1,0,0,0,0,0
86,a large blue fan  facing forwards,0,0,0,0,1,0,0
87,"a large, grey desk in the room",1,0,0,0,0,0,0
88,a red thing,0,0,1,0,0,1,0
89,"a large, red fan facing to the right",0,0,0,0,0,0,0
90,"a large, red fan  facing backwards",0,0,0,0,0,1,0
91,"a  small, green desk facing to the left",0,0,0,1,0,0,0
92,"a small green fan, facing left",0,0,0,0,0,0,1
93,a grey thing facing forwards,1,0,0,0,0,0,0
94,"a large, green desk facing forwards",0,0,0,0,0,0,0
95,"a large desk, blue in color",0,1,0,0,0,0,0
96,"a large blue fan, facing forwards",0,0,0,0,1,0,0
97,a large red fan,0,0,0,0,0,1,0
98,"a large desk facing forwards, colored blue",0,0,0,0,0,0,0
99,a large grey desk facing forwards,1,0,0,0,0,0,0
100,a little green table,0,0,0,1,0,0,0
101,a green thing facing to the left,0,0,0,1,0,0,1
102,"a large, green fan facing backwards",0,0,0,0,0,0,0
103,"a large, red fan facing backward",0,0,0,0,0,1,0
104,"a large, blue desk facing forwards",0,1,0,0,0,0,0
105,a large desk in the room,1,1,1,0,0,0,0
106,a desk facing backwards,0,0,1,0,0,0,0
107,a small desk ,0,0,0,1,0,0,0
108,"a small, blue desk facing to the left",0,0,0,0,0,0,0
109,"a large, blue fan faces forwards",0,0,0,0,1,0,0
110,a large desk that is red and facing backwards,0,0,1,0,0,0,0
111,"a large desk, grey in color, facing forwards",1,0,0,0,0,0,0
112,"a large, blue thing facing backwards",0,0,0,0,0,0,0
113,a blue fan facing to the left,0,0,0,0,0,0,0
114,"a large, grey desk ",1,0,0,0,0,0,0
115,"a large, green thing",0,0,0,0,0,0,0
116,a large desk,1,1,1,0,0,0,0
117,"a large red fan, facing backwards",0,0,0,0,0,1,0
118,"a large, green fan facing forwards",0,0,0,0,0,0,0
119,a small thing,0,0,0,1,0,0,1
120,a large blue desk,0,1,0,0,0,0,0
121,"a green, small fan facing to the left",0,0,0,0,0,0,1
122,"a large, grey fan facing forwards",0,0,0,0,0,0,0
123,"a large desk, blue in color, facing forwards",0,1,0,0,0,0,0
124,a desk,1,1,1,1,0,0,0
125,a large desk that is blue in colour and facing forwards,0,1,0,0,0,0,0
126,"a large, red fan faced backwards",0,0,0,0,0,1,0
127,a thing facing backwards,0,0,1,0,0,1,0
128,a large desk that is red in color and is facing backwards,0,0,1,0,0,0,0
129,"a large, blue fan is facing forwards",0,0,0,0,1,0,0
130,"a large, blue fan that is facing forwards",0,0,0,0,1,0,0
131,a large desk that is blue,0,1,0,0,0,0,0
132,a large desk with a red colour facing backwards,0,0,1,0,0,0,0
133,"a small, grey desk facing to the left",0,0,0,0,0,0,0
134,"a red, backwards desk",0,0,1,0,0,0,0
135,a large desk with a blue top,0,1,0,0,0,0,0
136,a small fan facing left,0,0,0,0,0,0,1
137,a small green fan facing to the left,0,0,0,0,0,0,1
138,"a large, grey desk, facing forwards",1,0,0,0,0,0,0
139,"a large, blue fan facing forwards",0,0,0,0,1,0,0
140,a small table,0,0,0,1,0,0,0
141,"a small, green fan",0,0,0,0,0,0,1
142,"a green, small desk",0,0,0,1,0,0,0
143,a large fan facing backwards,0,0,0,0,0,1,0
144,"a large, red fan face backwards",0,0,0,0,0,1,0
145,"a large, red fan that is facing backwards",0,0,0,0,0,1,0
146,"a large, blue thing facing forwards",0,1,0,0,1,0,0
147,a large desk that is blue and facing forwards,0,1,0,0,0,0,0
148,a red desk,0,0,1,0,0,0,0
149,"a large, grey desk facing forwards",1,0,0,0,0,0,0
150,a large desk facing forwards and painted blue,0,1,0,0,0,0,0
151,a grey fan facing to the left,0,0,0,0,0,0,0
152,a red thing facing backwards,0,0,1,0,0,1,0
153,"a small, blue fan facing to the left",0,0,0,0,0,0,0
154,a big grey desk facing forward,1,0,0,0,0,0,0
155,a green fan facing backwards,0,0,0,0,0,0,0
156,"a large blue fan facing forwards""",0,0,0,0,1,0,0
157,"a small, grey fan",0,0,0,0,0,0,0
158,"a small,",0,0,0,0,0,0,0
159,a large grey desk  facing forwards,1,0,0,0,0,0,0
160,"a large, grey desk  facing forwards",1,0,0,0,0,0,0
161,"a large, red, backwards desk",0,0,1,0,0,0,0
162,a large desk facing forwards that is blue in color,0,1,0,0,0,0,0
163,a blue desk facing backwards,0,0,0,0,0,0,0
164,a small green fan faces left,0,0,0,0,0,0,1
165,a small green fan on the left side of the room,0,0,0,0,0,0,1
166,a red thing facing to the left,0,0,0,0,0,0,0
167,"a large, blue fan ",0,0,0,0,1,0,0
168,a large desk that is blue in colour and is facing forwards,0,1,0,0,0,0,0
169,"a small desk facing to the left, colored green",0,0,0,0,0,0,0
170,"a large desk, facing backwards",0,0,1,0,0,0,0
171,"a small, grey desk",0,0,0,0,0,0,0
