,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a large, grey chair  ",0,0,0,0,0,0,1
1,"a large, green chair facing forward",0,0,0,0,0,1,0
2,"a small, green desk (1)",1,1,0,0,0,0,0
3,"a small, green desk  facing to the right",0,1,0,0,0,0,0
4,a small green desk facing the right,0,1,0,0,0,0,0
5,"a large desk, grey in color, facing to the left",0,0,0,1,0,0,0
6,a desk facing forwards,1,0,1,0,0,0,0
7,"a large, green chair facing forwards in a room",0,0,0,0,0,1,0
8,a grey large desk,0,0,0,1,0,0,0
9,"a large, green desk is facing forwards",0,0,1,0,0,0,0
10,a small green desk to the right,0,1,0,0,0,0,0
11,a large green table,0,0,1,0,0,0,0
12,"a small, green chair that is facing to the right",0,0,0,0,1,0,0
13,a large green desk facing the front,0,0,1,0,0,0,0
14,"a large, green desk facing forwards in the room",0,0,1,0,0,0,0
15,"a small, green chair to the right",0,0,0,0,1,0,0
16,a green desk is facing forwards,1,0,1,0,0,0,0
17,a big green table,0,0,1,0,0,0,0
18,"a large, green chair, facing forwards",0,0,0,0,0,1,0
19,"a small, green desk is facing to the right",0,1,0,0,0,0,0
20,"a small, green table facing to the right",0,1,0,0,0,0,0
21,"a large, grey table",0,0,0,1,0,0,0
22,a large green chair facing forwards,0,0,0,0,0,1,0
23,a small green chair,0,0,0,0,1,0,0
24,"a grey, large desk",0,0,0,1,0,0,0
25,a large desk that is grey and facing to the left,0,0,0,1,0,0,0
26,"a small, green chair in the room",0,0,0,0,1,0,0
27,"a large, green chair facing forwards",0,0,0,0,0,1,0
28,"a large, gray chair facing to the left",0,0,0,0,0,0,1
29,"a large, green chair that is facing forwards",0,0,0,0,0,1,0
30,a small,0,0,0,0,0,0,0
31,a green desk facing to the left,0,0,0,0,0,0,0
32,a grey thing,0,0,0,1,0,0,1
33,"a large, grey thing",0,0,0,1,0,0,1
34,"a small, green desk facing to the  right",0,1,0,0,0,0,0
35,a small green desk,1,1,0,0,0,0,0
36,a large green desk facing forward,0,0,1,0,0,0,0
37,"a small, green desk facing to the right",0,1,0,0,0,0,0
38,"a small, grey thing",0,0,0,0,0,0,0
39,"a small, green chair faced to the right",0,0,0,0,1,0,0
40,"a small, green desk turned to the right",0,1,0,0,0,0,0
41,a large grey chair facing to the left of the room,0,0,0,0,0,0,1
42,"a green desk, facing forwards",1,0,1,0,0,0,0
43,"a large, gray desk",0,0,0,1,0,0,0
44,"a green, small chair facing to the right",0,0,0,0,1,0,0
45,a large desk facing to the left,0,0,0,1,0,0,0
46,"a large, grey chair in the room",0,0,0,0,0,0,1
47,a green small desk facing forwards,1,0,0,0,0,0,0
48,a big green chair facing forward,0,0,0,0,0,1,0
49,a grey chair facing the left,0,0,0,0,0,0,1
50,"a small, green desk 1",1,1,0,0,0,0,0
51,"a small, green chair facing right",0,0,0,0,1,0,0
52,a small chair facing right,0,0,0,0,1,0,0
53,"a large grey chair facing to the left""",0,0,0,0,0,0,1
54,"a small, green desk  facing forwards",1,0,0,0,0,0,0
55,a large thing facing to the left,0,0,0,1,0,0,1
56,a small desk,1,1,0,0,0,0,0
57,a small thing facing to the right,0,1,0,0,1,0,0
58,a small green facing forwards desk,1,0,0,0,0,0,0
59,"a large, green chair ",0,0,0,0,0,1,0
60,a green desk facing the right,0,1,0,0,0,0,0
61,a desk facing to the right,0,1,0,0,0,0,0
62,"a small, green desk  ",1,1,0,0,0,0,0
63,"a grey desk, facing to the left",0,0,0,1,0,0,0
64,"a small, green chair face",0,0,0,0,1,0,0
65,"a large, green chair facing forwards""",0,0,0,0,0,1,0
66,a small green desk  facing forwards,1,0,0,0,0,0,0
67,"a small green desk, facing to the right",0,1,0,0,0,0,0
68,"a large, grey chair facing the left",0,0,0,0,0,0,1
69,a large chair facing to the left,0,0,0,0,0,0,1
70,"a  small, green desk facing to the right",0,1,0,0,0,0,0
71,"a large, grey chair, facing to the left",0,0,0,0,0,0,1
72,a grey thing facing forwards,0,0,0,0,0,0,0
73,"a small, green desk, facing forwards",1,0,0,0,0,0,0
74,a small green desk ,1,1,0,0,0,0,0
75,"a large, green desk facing forwards",0,0,1,0,0,0,0
76,"a large desk, grey in colour, facing to the left",0,0,0,1,0,0,0
77,a large gray desk,0,0,0,1,0,0,0
78,"a grey, large desk facing to the left",0,0,0,1,0,0,0
79,"a large, green chair facing forwards """,0,0,0,0,0,1,0
80,"a grey desk, large in size, facing to the left",0,0,0,1,0,0,0
81,"a grey, large desk facing left",0,0,0,1,0,0,0
82,a small desk facing right,0,1,0,0,0,0,0
83,"a  large, grey chair facing to the left",0,0,0,0,0,0,1
84,a green thing facing to the left,0,0,0,0,0,0,0
85,"a small, grey thing facing forwards",0,0,0,0,0,0,0
86,"a large, grey chair""",0,0,0,0,0,0,1
87,a grey desk ,0,0,0,1,0,0,0
88,"a large, green desk facing forwards ",0,0,1,0,0,0,0
89,a small green desk facing the front,1,0,0,0,0,0,0
90,a small chair facing to the right,0,0,0,0,1,0,0
91,a small green chair to the right,0,0,0,0,1,0,0
92,a green chair facing to the right,0,0,0,0,1,0,0
93,"a small, green desk that is facing forwards",1,0,0,0,0,0,0
94,a small green chair facing right,0,0,0,0,1,0,0
95,"a small, green chair ",0,0,0,0,1,0,0
96,"a large, green desk chair facing forwards",0,0,0,0,0,0,0
97,a large desk,0,0,1,1,0,0,0
98,"a large, green thing",0,0,1,0,0,1,0
99,"a large, grey chair ",0,0,0,0,0,0,1
100,a small thing,1,1,0,0,1,0,0
101,"a  large, green desk facing forwards",0,0,1,0,0,0,0
102,a grey thing facing to the right,0,0,0,0,0,0,0
103,"a large, grey thing facing to the left",0,0,0,1,0,0,1
104,a desk,1,1,1,1,0,0,0
105,a small green chair ,0,0,0,0,1,0,0
106,"a large, green thing facing to the left",0,0,0,0,0,0,0
107,"a small, green chair is facing to the right",0,0,0,0,1,0,0
108,"a small, green desk to the right",0,1,0,0,0,0,0
109,a green chair facing forwards ,0,0,0,0,0,1,0
110,"a large, green chair",0,0,0,0,0,1,0
111,a green chair,0,0,0,0,1,1,0
112,"a green, small desk facing forwards",1,0,0,0,0,0,0
113,"a large, grey chair facing forwards",0,0,0,0,0,0,0
114,"a large, green chair facing forwards in the room",0,0,0,0,0,1,0
115,a green thing facing to the right,0,1,0,0,1,0,0
116,a large grey chair,0,0,0,0,0,0,1
117,a small green desk in the room,1,1,0,0,0,0,0
118,"a small, green desk chair facing to the right",0,0,0,0,0,0,0
119,"a large, grey desk facing forwards",0,0,0,0,0,0,0
120,a large green desk facing to the left,0,0,0,0,0,0,0
121,"a large, green desk facing to the left",0,0,0,0,0,0,0
122,a little green desk facing forward,1,0,0,0,0,0,0
123,"a large, green chair is facing forwards",0,0,0,0,0,1,0
124,"a small,",0,0,0,0,0,0,0
125,"a small green desk, facing forwards",1,0,0,0,0,0,0
126,a grey desk facing the left,0,0,0,1,0,0,0
127,"a large, green chair facing forwards 6",0,0,0,0,0,1,0
128,"a small, grey desk",0,0,0,0,0,0,0
129,"a small, green desk 2",1,1,0,0,0,0,0
130,a large grey chair facing the left,0,0,0,0,0,0,1
131,a green thing facing forwards,1,0,1,0,0,1,0
132,a large green desk,0,0,1,0,0,0,0
133,"a large, green chair facing forwards;",0,0,0,0,0,1,0
134,"a large, grey chair",0,0,0,0,0,0,1
135,"a small, green chair faces to the right",0,0,0,0,1,0,0
136,"a small, green thing facing forwards",1,0,0,0,0,0,0
137,"a small, green chair",0,0,0,0,1,0,0
138,a small green chair facing the right,0,0,0,0,1,0,0
139,a thing facing to the left,0,0,0,1,0,0,1
140,"a large, grey desk chair facing to the left",0,0,0,0,0,0,0
141,"a large, green desk facing to the right",0,0,0,0,0,0,0
142,"a large, grey chair that is facing to the left",0,0,0,0,0,0,1
143,"a large, green desk ",0,0,1,0,0,0,0
144,a green chair to the right,0,0,0,0,1,0,0
145,"a small, green thing",1,1,0,0,1,0,0
146,a,0,0,0,0,0,0,0
147,"a small, green desk in a room",1,1,0,0,0,0,0
148,a green desk to the right,0,1,0,0,0,0,0
149,a small green desk is facing forwards,1,0,0,0,0,0,0
150,a grey chair facing forwards,0,0,0,0,0,0,0
151,"a large, green chair facing forwards <|user|>",0,0,0,0,0,1,0
152,a grey desk facing to the right,0,0,0,0,0,0,0
153,a chair,0,0,0,0,1,1,1
154,"a small, green, desk facing forwards",1,0,0,0,0,0,0
155,a desk facing the right,0,1,0,0,0,0,0
156,a large grey chair facing to the left,0,0,0,0,0,0,1
157,a thing facing to the right,0,1,0,0,1,0,0
158,"a large, green table",0,0,1,0,0,0,0
159,"a large, green desk facing forwards'",0,0,1,0,0,0,0
160,a green desk facing right,0,1,0,0,0,0,0
161,a small chair,0,0,0,0,1,0,0
162,a large green desk facing forwards ,0,0,1,0,0,0,0
163,a green desk chair facing to the right,0,0,0,0,0,0,0
164,"a large, grey chair facing to the left",0,0,0,0,0,0,1
165,"a small, green desk ",1,1,0,0,0,0,0
166,"a small, green, desk, facing forwards",1,0,0,0,0,0,0
167,a large green desk facing forwards in the room,0,0,1,0,0,0,0
168,"a small, green chair, facing to the right",0,0,0,0,1,0,0
169,"a small, green desk",1,1,0,0,0,0,0
170,a grey chair ,0,0,0,0,0,0,1
171,"a small desk, facing forwards",1,0,0,0,0,0,0
172,"a green desk, small and facing forwards",1,0,0,0,0,0,0
173,a large chair,0,0,0,0,0,1,1
174,"a small, green desk, facing to the right",0,1,0,0,0,0,0
175,a small green desk facing forwards,1,0,0,0,0,0,0
176,a grey desk to the left,0,0,0,1,0,0,0
