,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a small, red sofa facing to the left",0,0,0,0,0,0,0
1,a  blue fan,1,0,1,0,0,0,0
2,a large blue facing left fan,0,0,1,0,0,0,0
3,a red sofa facing to the left,0,0,0,0,0,0,0
4,a small green fan,0,1,0,0,0,0,0
5,"a large, red thing facing backwards",0,0,0,1,0,0,1
6,"a large, red sofa  facing backwards",0,0,0,0,0,0,1
7,"a blue, small fan facing left",1,0,0,0,0,0,0
8,"a small, blue fan""",1,0,0,0,0,0,0
9,"a small, green fan facing left",0,1,0,0,0,0,0
10,"a small, red fan",0,0,0,0,0,0,0
11,"a small, green sofa facing left",0,0,0,0,1,0,0
12,"a large, blue sofa face to the left",0,0,0,0,0,1,0
13,"a large, blue sofa in the room",0,0,0,0,0,1,0
14,"a small, blue thing facing to the left",1,0,0,0,0,0,0
15,a blue thing,1,0,1,0,0,1,0
16,"a small, blue fan",1,0,0,0,0,0,0
17,a red fan,0,0,0,1,0,0,0
18,a blue fan facing the left,1,0,1,0,0,0,0
19,a large blue sofa facing to the left ,0,0,0,0,0,1,0
20,"a small, blue thing",1,0,0,0,0,0,0
21,"a large, blue thing",0,0,1,0,0,1,0
22,"a large, green sofa",0,0,0,0,0,0,0
23,"a small, green sofa ",0,0,0,0,1,0,0
24,"a large, blue fan facing to the left",0,0,1,0,0,0,0
25,"a small, green fan, facing left",0,1,0,0,0,0,0
26,a blue sofa facing to the left,0,0,0,0,0,1,0
27,"a large, red sofa facing backwards;",0,0,0,0,0,0,1
28,a blue sofa,0,0,0,0,0,1,0
29,a green sofa facing backwards,0,0,0,0,0,0,0
30,"a large, blue sofa faced to the left",0,0,0,0,0,1,0
31,"a small, blue fan  ",1,0,0,0,0,0,0
32,a fan,1,1,1,1,0,0,0
33,a large fan that is blue,0,0,1,0,0,0,0
34,"a small, blue fan in the room",1,0,0,0,0,0,0
35,a large red fan facing backwards,0,0,0,1,0,0,0
36,a green sofa ,0,0,0,0,1,0,0
37,"a  large, blue fan facing to the left",0,0,1,0,0,0,0
38,"a large, red fan facing the opposite direction of the other fans",0,0,0,1,0,0,0
39,"a large, blue sofa  (6)",0,0,0,0,0,1,0
40,a large blue sofa,0,0,0,0,0,1,0
41,"a small, green sofa is in the room",0,0,0,0,1,0,0
42,a small green sofa facing left,0,0,0,0,1,0,0
43,"a large blue sofa facing to the left""",0,0,0,0,0,1,0
44,a blue fan is facing left,1,0,1,0,0,0,0
45,"a large, red sofa facing to the right",0,0,0,0,0,0,0
46,"a large, red sofa facing backwards",0,0,0,0,0,0,1
47,"a large, red fan facing to the left",0,0,0,0,0,0,0
48,a large fan that is blue in color,0,0,1,0,0,0,0
49,"a large, red sofa, facing backwards",0,0,0,0,0,0,1
50,"a large, red fan ",0,0,0,1,0,0,0
51,"a large blue sofa, facing to the left",0,0,0,0,0,1,0
52,a blue fan facing backwards,0,0,0,0,0,0,0
53,a large fan is facing to the left,0,0,1,0,0,0,0
54,a small fan facing to the left,1,1,0,0,0,0,0
55,a large blue fan,0,0,1,0,0,0,0
56,a small fan that is blue in color and is facing to the left,1,0,0,0,0,0,0
57,a large thing facing to the left,0,0,1,0,0,1,0
58,a green sofa facing the left,0,0,0,0,1,0,0
59,"a green sofa, facing left",0,0,0,0,1,0,0
60,a green fan,0,1,0,0,0,0,0
61,"a small, green sofa that is facing to the left",0,0,0,0,1,0,0
62,a large red fan facing backward,0,0,0,1,0,0,0
63,a small green fan ,0,1,0,0,0,0,0
64,a sofa,0,0,0,0,1,1,1
65,a small blue fan,1,0,0,0,0,0,0
66,"a small, blue fan ",1,0,0,0,0,0,0
67,a red thing,0,0,0,1,0,0,1
68,a green sofa to the left,0,0,0,0,1,0,0
69,"a large, red fan facing to the right",0,0,0,0,0,0,0
70,"a large, red fan  facing backwards",0,0,0,1,0,0,0
71,"a large, blue sofa faces left",0,0,0,0,0,1,0
72,a  large  blue  fan  facing  to  the  left,0,0,1,0,0,0,0
73,"a small, green fan facing the left",0,1,0,0,0,0,0
74,a small fan that is blue in color and facing to the left,1,0,0,0,0,0,0
75,a large fan that is blue in color and facing to the left,0,0,1,0,0,0,0
76,"a small, green sofa faces left",0,0,0,0,1,0,0
77,a large red fan,0,0,0,1,0,0,0
78,"a large, red sofa facing to the left",0,0,0,0,0,0,0
79,a large red sofa facing backward,0,0,0,0,0,0,1
80,a green sofa is facing left,0,0,0,0,1,0,0
81,"a small, blue fan, facing left",1,0,0,0,0,0,0
82,a green thing facing to the left,0,1,0,0,1,0,0
83,"a large, green fan facing backwards",0,0,0,0,0,0,0
84,"a small, blue sofa facing to the left",0,0,0,0,0,0,0
85,"a large, red sofa facing backwards is object 7 in the room",0,0,0,0,0,0,1
86,"a large, red fan facing backward",0,0,0,1,0,0,0
87,"a large, red sofa facing backward",0,0,0,0,0,0,1
88,"a large, red sofa facing backwards is object 7",0,0,0,0,0,0,1
89,a large fan ,0,0,1,1,0,0,0
90,"a large fan, blue, facing left",0,0,1,0,0,0,0
91,"a large, red sofa facing forwards",0,0,0,0,0,0,0
92,a large blue sofa faces left,0,0,0,0,0,1,0
93,"a large, blue thing facing backwards",0,0,0,0,0,0,0
94,a blue fan facing to the left,1,0,1,0,0,0,0
95,"a large, green thing",0,0,0,0,0,0,0
96,a large blue sofa facing to the left,0,0,0,0,0,1,0
97,a small thing,1,1,0,0,1,0,0
98,"a small, green fan facing to the right",0,0,0,0,0,0,0
99,a large blue sofa is facing to the left,0,0,0,0,0,1,0
100,a large red fan is facing backwards,0,0,0,1,0,0,0
101,"a large, green thing facing to the left",0,0,0,0,0,0,0
102,a thing facing backwards,0,0,0,1,0,0,1
103,a green sofa facing left,0,0,0,0,1,0,0
104,"a large, red sofa facing backwards""",0,0,0,0,0,0,1
105,a blue small fan,1,0,0,0,0,0,0
106,a blue fan on the left,1,0,1,0,0,0,0
107,"a blue fan, small in size, facing to the left",1,0,0,0,0,0,0
108,a large blue sofa faces to the left,0,0,0,0,0,1,0
109,"a  large, blue sofa facing to the left",0,0,0,0,0,1,0
110,a small fan facing left,1,1,0,0,0,0,0
111,a small green fan facing to the left,0,1,0,0,0,0,0
112,"a small, green sofa facing to the left",0,0,0,0,1,0,0
113,"a green, small sofa facing left",0,0,0,0,1,0,0
114,"a small, green fan",0,1,0,0,0,0,0
115,"a  large, blue fan  facing to the left",0,0,1,0,0,0,0
116,a blue fan is facing to the left,1,0,1,0,0,0,0
117,a large fan facing backwards,0,0,0,1,0,0,0
118,"a large, red fan that is facing backwards",0,0,0,1,0,0,0
119,a small fan that is blue in color,1,0,0,0,0,0,0
120,a backwards red fan,0,0,0,1,0,0,0
121,a green sofa is facing to the left,0,0,0,0,1,0,0
122,"a small, green fan in the room",0,1,0,0,0,0,0
123,"a small, green couch",0,1,0,0,1,0,0
124,a red thing facing backwards,0,0,0,1,0,0,1
125,"a small, blue fan facing to the left",1,0,0,0,0,0,0
126,a large blue sofa facing to the left in the room,0,0,0,0,0,1,0
127,a small sofa facing to the left,0,0,0,0,1,0,0
128,a green fan facing backwards,0,0,0,0,0,0,0
129,"a large, red sofa is facing backwards",0,0,0,0,0,0,1
130,a red thing facing to the left,0,0,0,0,0,0,0
131,"a small, blue fan to the left",1,0,0,0,0,0,0
132,a red sofa facing backwards,0,0,0,0,0,0,1
133,"a small, green fan, facing to the left",0,1,0,0,0,0,0
134,"a large fan, blue in color, facing to the left",0,0,1,0,0,0,0
135,a large red sofa ,0,0,0,0,0,0,1
136,"a large, blue sofa, facing to the left",0,0,0,0,0,1,0
137,a green fan facing to the left,0,1,0,0,0,0,0
138,a red fan is facing backwards,0,0,0,1,0,0,0
139,a small blue fan facing to the left,1,0,0,0,0,0,0
140,a big blue fan,0,0,1,0,0,0,0
141,a large fan facing to the left,0,0,1,0,0,0,0
142,a big blue sofa facing left,0,0,0,0,0,1,0
143,a blue fan facing left,1,0,1,0,0,0,0
144,a thing facing to the left,1,1,1,0,1,1,0
145,"a large, green fan facing to the left",0,0,0,0,0,0,0
146,a large fan facing the left,0,0,1,0,0,0,0
147,a large blue sofa facing to the left of the room,0,0,0,0,0,1,0
148,a sofa facing to the left,0,0,0,0,1,1,0
149,"a blue fan, facing left",1,0,1,0,0,0,0
150,a small green sofa,0,0,0,0,1,0,0
151,"a small, green fan (2)",0,1,0,0,0,0,0
152,"a small, green thing",0,1,0,0,1,0,0
153,a,0,0,0,0,0,0,0
154,"a large, blue sofa that is facing to the left",0,0,0,0,0,1,0
155,a red sofa,0,0,0,0,0,0,1
156,"a small, red thing facing to the left",0,0,0,0,0,0,0
157,"a small, blue fan (1)",1,0,0,0,0,0,0
158,"a  large, red sofa facing backwards",0,0,0,0,0,0,1
