|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a thing facing forwards|-41.11123275756836|-49.0712776184082|-41.53117370605469|-49.225990295410156|-49.515464782714844|-20.63821792602539|-50.5305061340332
1|a thing facing to the left|-49.3134765625|-48.96734619140625|-48.001094818115234|-42.7384147644043|-48.43141555786133|-26.402334213256836|-42.2293815612793
2|a thing|-37.003273010253906|-37.66355895996094|-36.28961944580078|-37.4713249206543|-37.84295654296875|-15.891664505004883|-37.686134338378906
3|a thing facing to the right|-48.668418884277344|-41.86569595336914|-47.96257019042969|-49.53339385986328|-42.70454025268555|-26.546558380126953|-49.594173431396484
4|a chair facing forwards|-33.58635711669922|-35.23120880126953|-32.47823715209961|-38.803855895996094|-35.49253845214844|-7.910830020904541|-37.07786560058594
5|a chair facing to the left|-33.538856506347656|-32.90648651123047|-32.9527473449707|-31.547412872314453|-33.41789245605469|-12.478372573852539|-28.125329971313477
6|a chair|-31.098358154296875|-29.959461212158203|-30.725879669189453|-30.69590950012207|-27.568347930908203|-7.323414325714111|-27.486610412597656
7|a chair facing to the right|-32.96194839477539|-31.034027099609375|-34.53828811645508|-37.007381439208984|-28.28618812561035|-12.952951431274414|-34.71904373168945
8|a desk facing forwards|-27.86983871459961|-35.32109832763672|-28.951330184936523|-35.84181213378906|-36.65092086791992|-11.269107818603516|-36.59151077270508
9|a desk facing to the left|-35.68924331665039|-34.26142120361328|-34.40511703491211|-28.238054275512695|-35.118553161621094|-14.37820816040039|-33.16179656982422
10|a desk|-27.119590759277344|-26.668418884277344|-27.598182678222656|-27.123733520507812|-30.879714965820312|-9.875118255615234|-30.936519622802734
11|a desk facing to the right|-34.731300354003906|-27.113224029541016|-34.26401138305664|-34.41524124145508|-32.47328186035156|-13.733511924743652|-34.61960983276367
12|a grey thing facing forwards|-48.293128967285156|-50.894962310791016|-51.009456634521484|-47.92795181274414|-49.43506622314453|-30.568790435791016|-49.04755401611328
13|a grey thing facing to the left|-44.829437255859375|-45.549224853515625|-45.357730865478516|-41.04927444458008|-43.216331481933594|-25.446372985839844|-41.19096374511719
14|a grey thing|-42.076072692871094|-42.214237213134766|-41.18812561035156|-37.62052917480469|-40.63518524169922|-22.71878433227539|-38.47752380371094
15|a grey thing facing to the right|-46.5455207824707|-47.70281982421875|-49.398719787597656|-47.23301315307617|-45.99533462524414|-28.024066925048828|-48.04473876953125
16|a grey chair facing forwards|-38.45145034790039|-40.410675048828125|-40.58082580566406|-38.13067626953125|-38.48777389526367|-19.09965705871582|-35.41220474243164
17|a grey chair facing to the left|-33.32644271850586|-34.412193298339844|-34.49102020263672|-30.84540557861328|-31.772066116333008|-13.635132789611816|-27.2615909576416
18|a grey chair|-32.777191162109375|-33.88866424560547|-33.60038757324219|-30.012210845947266|-31.297584533691406|-13.092132568359375|-26.655729293823242
19|a grey chair facing to the right|-35.860626220703125|-37.23501205444336|-37.98726272583008|-36.38604736328125|-35.367454528808594|-16.85616111755371|-33.97420120239258
20|a grey desk facing forwards|-36.21988296508789|-39.07719039916992|-37.767913818359375|-34.04119110107422|-37.704345703125|-18.546756744384766|-36.75718307495117
21|a grey desk facing to the left|-33.419734954833984|-33.340843200683594|-32.660247802734375|-26.65692901611328|-33.7921257019043|-14.91431713104248|-31.281505584716797
22|a grey desk|-32.6341552734375|-32.63747787475586|-31.30724334716797|-25.46041488647461|-32.43488311767578|-13.722118377685547|-29.642478942871094
23|a grey desk facing to the right|-35.22529602050781|-35.62152099609375|-36.390953063964844|-32.878726959228516|-35.59528732299805|-16.648679733276367|-34.087486267089844
24|a green thing facing forwards|-38.67600631713867|-48.05413818359375|-38.95176696777344|-42.56402587890625|-47.52928924560547|-18.865575790405273|-42.534908294677734
25|a green thing facing to the left|-46.7004508972168|-47.150394439697266|-45.666473388671875|-44.082401275634766|-46.07516860961914|-25.322227478027344|-44.92576217651367
26|a green thing|-37.122554779052734|-37.261207580566406|-36.53215789794922|-39.35068130493164|-37.81147384643555|-16.642131805419922|-39.947967529296875
27|a green thing facing to the right|-46.506568908691406|-40.40861129760742|-45.64228439331055|-43.49275588989258|-40.807899475097656|-25.37913703918457|-45.42792892456055
28|a green chair facing forwards|-32.02705383300781|-35.81324768066406|-30.232315063476562|-32.450313568115234|-33.309532165527344|-4.968921661376953|-31.372529983520508
29|a green chair facing to the left|-34.13881301879883|-34.31446838378906|-33.91018295288086|-33.38114547729492|-32.07848358154297|-10.12567138671875|-33.91133499145508
30|a green chair|-31.048757553100586|-30.96297836303711|-29.691314697265625|-31.3057804107666|-25.958904266357422|-4.727174758911133|-30.88719367980957
31|a green chair facing to the right|-32.96929168701172|-31.65498924255371|-34.44557571411133|-33.78890609741211|-26.48224449157715|-10.069450378417969|-34.694461822509766
32|a green desk facing forwards|-24.585113525390625|-35.53291702270508|-26.41717529296875|-31.07768440246582|-34.38542175292969|-10.79208755493164|-33.04275894165039
33|a green desk facing to the left|-31.769094467163086|-33.92964553833008|-32.13698959350586|-32.8154182434082|-33.825191497802734|-14.717706680297852|-35.29720687866211
34|a green desk|-24.399995803833008|-26.653413772583008|-25.718830108642578|-29.970550537109375|-28.637409210205078|-8.299406051635742|-31.91758918762207
35|a green desk facing to the right|-31.41863250732422|-27.235431671142578|-31.801658630371094|-32.312164306640625|-30.94365119934082|-14.16490364074707|-34.65953063964844
36|a large thing facing forwards|-46.35860824584961|-49.89219665527344|-40.74834060668945|-49.23345947265625|-48.46943283081055|-20.912172317504883|-50.74620056152344
37|a large thing facing to the left|-47.613346099853516|-48.41984558105469|-47.17938995361328|-42.65119171142578|-45.92306137084961|-27.537500381469727|-42.25592803955078
38|a large thing|-42.876670837402344|-42.123111724853516|-36.930702209472656|-38.48113250732422|-42.153411865234375|-16.914634704589844|-38.75550842285156
39|a large chair facing forwards|-36.53639221191406|-37.78678512573242|-32.64338302612305|-40.19728088378906|-37.60922622680664|-7.491333484649658|-38.7276725769043
40|a large chair facing to the left|-33.59422302246094|-34.96526336669922|-32.93754959106445|-33.90327072143555|-33.57199478149414|-12.017569541931152|-30.136701583862305
41|a large chair|-32.88084030151367|-34.107940673828125|-31.445261001586914|-33.39875411987305|-32.909400939941406|-7.132547378540039|-29.72140884399414
42|a large desk facing forwards|-33.202720642089844|-36.55067825317383|-26.209386825561523|-34.69675064086914|-37.35724639892578|-11.309231758117676|-37.34352111816406
43|a large desk facing to the left|-34.752838134765625|-35.10816955566406|-31.591753005981445|-27.612972259521484|-35.54240798950195|-14.648056983947754|-33.8404655456543
44|a large desk|-32.34837341308594|-31.814287185668945|-25.37317657470703|-26.77734375|-34.31418228149414|-10.399402618408203|-32.87256622314453
45|a large, grey thing facing forwards|-51.281654357910156|-51.65397644042969|-53.91416931152344|-49.264976501464844|-52.2005729675293|-31.95552635192871|-49.10792541503906
46|a large, grey thing facing to the left|-45.96392059326172|-45.49890899658203|-47.50222396850586|-41.0651741027832|-44.70952224731445|-26.095813751220703|-39.271759033203125
47|a large, grey thing|-44.456947326660156|-43.96337127685547|-45.83109664916992|-39.96485137939453|-43.552738189697266|-24.975826263427734|-38.55427169799805
