|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-22.298892974853516|-44.731231689453125|-22.14980125427246|-17.14594268798828|-23.334856033325195|-45.17930221557617|-39.04838180541992
1|a grey thing facing to the left|-25.34427261352539|-47.313594818115234|-25.801483154296875|-24.199634552001953|-25.18623161315918|-47.480098724365234|-46.456512451171875
2|a grey thing|-19.289997100830078|-41.9637451171875|-20.111549377441406|-15.243000030517578|-20.56749725341797|-42.5806770324707|-37.73596954345703
3|a grey thing facing to the right|-25.105968475341797|-47.40780258178711|-25.92146873474121|-23.488033294677734|-25.91803550720215|-47.4838981628418|-45.35455322265625
4|a grey thing facing backwards|-24.141374588012695|-46.61407470703125|-23.30088233947754|-24.040252685546875|-24.561908721923828|-45.862972259521484|-46.1661376953125
5|a grey chair facing forwards|-11.646256446838379|-34.609378814697266|-12.221124649047852|-4.255675792694092|-13.978161811828613|-36.55237579345703|-31.331340789794922
6|a grey chair facing to the left|-15.178030014038086|-37.65020751953125|-15.888120651245117|-10.92513656616211|-16.71955680847168|-39.243247985839844|-36.3683967590332
7|a grey chair|-10.805949211120605|-33.92306137084961|-11.620789527893066|-3.694936513900757|-12.9705228805542|-35.776588439941406|-30.84540557861328
8|a grey chair facing to the right|-14.925796508789062|-37.62860870361328|-15.883157730102539|-10.087955474853516|-16.961652755737305|-39.179405212402344|-36.05869674682617
9|a grey chair facing backwards|-14.796182632446289|-37.47425079345703|-14.398138046264648|-11.927745819091797|-16.7005615234375|-38.490028381347656|-36.915252685546875
10|a grey sofa facing forwards|-13.602627754211426|-35.97665023803711|-14.441253662109375|-8.685667037963867|-14.104106903076172|-35.662696838378906|-28.349689483642578
11|a grey sofa facing to the left|-17.131574630737305|-38.98860168457031|-17.747398376464844|-13.622902870178223|-16.492534637451172|-38.59508514404297|-35.162628173828125
12|a grey sofa|-12.87115478515625|-35.420982360839844|-13.795808792114258|-7.992548942565918|-13.292184829711914|-35.06549835205078|-28.067668914794922
13|a grey sofa facing backwards|-17.301395416259766|-39.450321197509766|-17.10015296936035|-14.697202682495117|-16.771564483642578|-37.69010543823242|-36.0521240234375
14|a red thing facing forwards|-27.131786346435547|-50.02130126953125|-26.522977828979492|-29.248374938964844|-26.27730941772461|-49.93046188354492|-50.014469146728516
15|a red thing facing to the left|-24.94272804260254|-42.31377410888672|-21.841381072998047|-23.954824447631836|-18.8873348236084|-43.84602355957031|-44.230716705322266
16|a red thing|-15.513154983520508|-38.34598159790039|-18.740406036376953|-19.380523681640625|-14.858108520507812|-40.915199279785156|-40.45207214355469
17|a red thing facing to the right|-19.117130279541016|-48.45993423461914|-22.66136932373047|-23.101072311401367|-25.707056045532227|-46.69405746459961|-45.112056732177734
18|a red thing facing backwards|-25.85527801513672|-46.82970428466797|-23.717512130737305|-27.525386810302734|-24.568740844726562|-47.45311737060547|-48.41389465332031
19|a red chair facing forwards|-13.732946395874023|-37.227386474609375|-17.329509735107422|-18.954408645629883|-18.020362854003906|-40.824344635009766|-39.395721435546875
20|a red chair facing to the left|-8.66456413269043|-28.042863845825195|-11.086196899414062|-13.24660587310791|-10.246007919311523|-34.408424377441406|-33.74394989013672
21|a red chair|-2.7370100021362305|-27.008743286132812|-9.936920166015625|-10.543593406677246|-8.961859703063965|-33.353515625|-31.528406143188477
22|a red chair facing to the right|-3.7981932163238525|-32.39183044433594|-11.631996154785156|-11.798930168151855|-13.713960647583008|-35.454532623291016|-32.896759033203125
23|a red chair facing backwards|-13.045583724975586|-35.557769775390625|-15.13647174835205|-18.039703369140625|-17.33072280883789|-38.69556427001953|-38.48565673828125
24|a red sofa facing forwards|-18.621227264404297|-42.59273910522461|-18.42180633544922|-20.910076141357422|-14.94773006439209|-40.70884323120117|-41.28755187988281
25|a red sofa facing to the left|-13.498794555664062|-35.57710266113281|-13.558568000793457|-16.18195343017578|-6.211369037628174|-33.887149810791016|-35.04144287109375
26|a red sofa|-12.059759140014648|-34.4413948059082|-12.651409149169922|-15.077427864074707|-4.882048606872559|-33.216224670410156|-33.95792770385742
27|a red sofa facing backwards|-18.110912322998047|-41.47977066040039|-16.237873077392578|-19.841598510742188|-14.706114768981934|-38.71281051635742|-40.07741928100586
28|a thing facing forwards|-30.69322967529297|-52.65850067138672|-28.30194091796875|-20.00025749206543|-28.985620498657227|-49.57143783569336|-41.64039611816406
29|a thing facing to the left|-27.91082191467285|-44.94911193847656|-29.35965919494629|-27.371458053588867|-22.591445922851562|-49.05113220214844|-48.544918060302734
30|a thing|-15.97235107421875|-38.260284423828125|-15.857452392578125|-15.140246391296387|-16.51815414428711|-38.18373107910156|-37.07231903076172
31|a thing facing to the right|-23.0817813873291|-50.930419921875|-30.435100555419922|-26.800739288330078|-28.99992561340332|-50.169281005859375|-47.725563049316406
32|a thing facing backwards|-29.548267364501953|-50.031742095947266|-22.24982261657715|-26.57056999206543|-27.222387313842773|-43.563777923583984|-48.29309844970703
33|a chair facing forwards|-16.231849670410156|-37.885108947753906|-13.493507385253906|-6.425988674163818|-16.198137283325195|-37.406837463378906|-31.54857635498047
34|a chair facing to the left|-11.705636978149414|-29.365856170654297|-12.71280574798584|-12.720057487487793|-10.989263534545898|-36.38053512573242|-34.79484558105469
35|a chair|-5.754550457000732|-28.137611389160156|-6.74338960647583|-5.367400169372559|-9.211992263793945|-32.416481018066406|-30.280609130859375
36|a chair facing to the right|-7.362482070922852|-33.84249496459961|-13.113116264343262|-11.978569984436035|-13.626432418823242|-37.062034606933594|-34.53495407104492
37|a chair facing backwards|-15.402837753295898|-36.0985107421875|-7.6913275718688965|-13.65638542175293|-14.767766952514648|-33.485130310058594|-34.63987731933594
38|a sofa facing forwards|-15.509394645690918|-38.597007751464844|-16.44038963317871|-10.949366569519043|-17.361225128173828|-37.67591094970703|-31.070894241333008
39|a sofa facing to the left|-14.344182968139648|-34.676368713378906|-16.38200569152832|-15.846869468688965|-10.175079345703125|-37.237728118896484|-37.82075500488281
40|a sofa|-12.309305191040039|-33.387969970703125|-11.59321403503418|-10.128666877746582|-8.500497817993164|-31.349552154541016|-30.15032958984375
41|a sofa facing backwards|-15.744531631469727|-37.25682830810547|-12.428792953491211|-16.740245819091797|-16.952674865722656|-32.10246276855469|-38.836448669433594
42|a blue thing facing forwards|-24.247655868530273|-46.58538818359375|-21.89205551147461|-21.990917205810547|-23.267709732055664|-43.736595153808594|-44.31766128540039
43|a blue thing facing to the left|-24.099077224731445|-43.53870391845703|-22.928361892700195|-22.021875381469727|-22.244674682617188|-43.34468460083008|-43.52309036254883
44|a blue thing|-18.123661041259766|-39.56047058105469|-13.194101333618164|-16.322153091430664|-15.994246482849121|-35.793540954589844|-37.3345947265625
45|a blue thing facing to the right|-24.229711532592773|-44.67435073852539|-23.491798400878906|-22.235313415527344|-22.895061492919922|-43.977230072021484|-44.013431549072266
46|a blue thing facing backwards|-20.445520401000977|-42.381927490234375|-15.064281463623047|-18.326208114624023|-18.05111312866211|-37.15037536621094|-39.2755241394043
47|a blue chair facing forwards|-13.758902549743652|-34.377437591552734|-10.097697257995605|-12.77783489227295|-14.384468078613281|-36.18718719482422|-35.247215270996094
48|a blue chair facing to the left|-13.976694107055664|-33.48664855957031|-9.705544471740723|-12.869282722473145|-13.836181640625|-35.255332946777344|-35.012298583984375
