|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-18.079648971557617|-44.859588623046875|-41.63066101074219|-42.907161712646484|-20.883060455322266|-42.02853775024414|-43.08622360229492
1|a grey thing facing to the left|-29.565235137939453|-52.31748580932617|-48.10978317260742|-48.01399612426758|-26.625768661499023|-47.3234748840332|-47.853271484375
2|a grey thing|-15.777976989746094|-42.395999908447266|-39.182533264160156|-40.71228790283203|-18.58477783203125|-39.71979522705078|-40.67020034790039
3|a grey thing facing backwards|-26.059207916259766|-51.06644821166992|-46.24310302734375|-47.396034240722656|-25.7626953125|-46.31485366821289|-47.25791931152344
4|a grey fan facing forwards|-18.496536254882812|-44.25814437866211|-41.84081268310547|-43.25801467895508|-15.159854888916016|-36.187347412109375|-37.27754211425781
5|a grey fan facing to the left|-21.889995574951172|-46.31934356689453|-43.87686538696289|-43.24909973144531|-18.770978927612305|-39.55272674560547|-38.04278564453125
6|a grey fan|-16.650333404541016|-42.43620300292969|-39.804412841796875|-40.85422134399414|-13.947308540344238|-34.98090744018555|-35.46503829956055
7|a grey fan facing backwards|-21.058320999145508|-44.67732238769531|-41.52814865112305|-43.922672271728516|-18.027795791625977|-36.840179443359375|-38.79379653930664
8|a grey desk facing forwards|-3.1799850463867188|-34.78229522705078|-32.58578872680664|-33.64380645751953|-11.93851089477539|-33.16107177734375|-34.329917907714844
9|a grey desk facing to the left|-15.137739181518555|-41.81548309326172|-39.6197624206543|-39.778873443603516|-18.45918083190918|-39.78013229370117|-40.58052062988281
10|a grey desk|-2.135112762451172|-32.758785247802734|-30.32744789123535|-31.625574111938477|-9.903197288513184|-31.496191024780273|-32.114051818847656
11|a grey desk facing backwards|-13.120199203491211|-41.816802978515625|-39.430694580078125|-39.79552459716797|-18.57126808166504|-39.78607940673828|-40.57606506347656
12|a red thing facing forwards|-27.82925033569336|-48.387237548828125|-44.388118743896484|-47.39204788208008|-27.049776077270508|-45.45743942260742|-48.369197845458984
13|a red thing facing to the left|-28.33028221130371|-49.78242874145508|-45.687599182128906|-47.80622863769531|-27.72708511352539|-45.5579719543457|-48.033084869384766
14|a red thing|-21.19436264038086|-43.39603042602539|-35.506195068359375|-41.82012939453125|-20.737045288085938|-37.156917572021484|-41.74506378173828
15|a red thing facing backwards|-23.393239974975586|-45.5523681640625|-37.75164794921875|-44.019920349121094|-22.659942626953125|-38.951290130615234|-43.96412658691406
