|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a red thing|-21.184940338134766|-22.4851131439209|-40.7690315246582|-14.4898681640625|-41.22901153564453|-19.807762145996094|-35.918216705322266
1|a red thing facing backwards|-23.318490982055664|-24.50052833557129|-42.82939147949219|-16.000354766845703|-43.098121643066406|-21.727121353149414|-37.24482727050781
2|a red thing facing to the left|-27.515233993530273|-29.04841423034668|-47.70125961303711|-23.369842529296875|-47.050865173339844|-26.073989868164062|-43.53169250488281
3|a red fan|-12.737166404724121|-13.823421478271484|-32.96013641357422|-1.8899306058883667|-34.64699172973633|-13.294746398925781|-31.70909881591797
4|a red fan facing backwards|-13.50575065612793|-14.623638153076172|-33.92683792114258|-2.6215908527374268|-36.330631256103516|-14.570450782775879|-32.8317756652832
5|a red fan facing to the left|-17.23702621459961|-18.534574508666992|-37.915321350097656|-9.046451568603516|-38.78818130493164|-17.65224838256836|-37.21123504638672
6|a red sofa|-12.736193656921387|-14.042049407958984|-32.47722625732422|-6.533387184143066|-32.477378845214844|-11.085869789123535|-25.572607040405273
7|a red sofa facing backwards|-13.51842212677002|-14.658270835876465|-33.282108306884766|-6.959798812866211|-32.96676254272461|-11.502843856811523|-25.85979652404785
8|a red sofa facing to the left|-17.859495162963867|-18.748401641845703|-37.14352035522461|-12.55665111541748|-36.76809310913086|-15.863322257995605|-31.408870697021484
9|a green thing|-18.601314544677734|-14.850519180297852|-38.42289352416992|-17.1881103515625|-34.909358978271484|-16.544370651245117|-39.22489547729492
10|a green thing facing backwards|-26.960735321044922|-25.771787643432617|-47.13747787475586|-21.70130157470703|-46.08647918701172|-24.526512145996094|-44.59048080444336
11|a green thing facing to the left|-21.573017120361328|-17.591379165649414|-41.74382400512695|-20.279266357421875|-37.722877502441406|-19.286758422851562|-42.37728500366211
12|a green fan|-8.986422538757324|-3.172738790512085|-30.33875274658203|-8.349369049072266|-28.99958038330078|-8.869807243347168|-31.10303497314453
13|a green fan facing backwards|-15.21457290649414|-13.277358055114746|-36.74297332763672|-13.817411422729492|-37.138587951660156|-14.952665328979492|-36.90646743774414
14|a green fan facing to the left|-9.923507690429688|-4.2144246101379395|-31.561819076538086|-9.66002082824707|-30.933029174804688|-10.324872970581055|-32.94737243652344
15|a green sofa|-11.732069969177246|-9.61733627319336|-32.3504753112793|-10.916793823242188|-23.592472076416016|-8.129132270812988|-30.736888885498047
16|a green sofa facing backwards|-16.721729278564453|-17.872589111328125|-37.77367401123047|-15.92905044555664|-35.234256744384766|-14.52956771850586|-35.772865295410156
17|a green sofa facing to the left|-12.85023021697998|-10.880738258361816|-33.72731018066406|-12.314410209655762|-24.472782135009766|-8.74505615234375|-31.65480613708496
