|Sequence|o1_llm|o2_llm|o3_llm|o4_llm|o5_llm|o6_llm|o7_llm
0|a grey thing facing forwards|-18.079648971557617|-22.945526123046875|-41.63066101074219|-22.301694869995117|-41.847900390625|-42.02853775024414|-43.08622360229492
1|a grey thing facing to the left|-29.565235137939453|-30.403423309326172|-48.10978317260742|-27.408525466918945|-47.59061050415039|-47.3234748840332|-47.853271484375
2|a grey thing|-15.777976989746094|-20.481937408447266|-39.182533264160156|-20.10681915283203|-39.54962158203125|-39.71979522705078|-40.67020034790039
3|a grey thing facing backwards|-26.059207916259766|-29.152385711669922|-46.24310302734375|-26.79056739807129|-46.727535247802734|-46.31485366821289|-47.25791931152344
4|a grey fan facing forwards|-18.496536254882812|-22.34408187866211|-41.84081268310547|-22.652545928955078|-36.12469482421875|-36.187347412109375|-37.27754211425781
5|a grey fan facing to the left|-21.889995574951172|-24.405282974243164|-43.87686538696289|-22.643630981445312|-39.73582458496094|-39.55272674560547|-38.04278564453125
6|a grey fan|-16.650333404541016|-20.522140502929688|-39.804412841796875|-20.24875259399414|-34.91215133666992|-34.98090744018555|-35.46503829956055
7|a grey fan facing backwards|-21.058320999145508|-22.76325798034668|-41.52814865112305|-23.317203521728516|-38.992637634277344|-36.840179443359375|-38.79379653930664
8|a grey desk facing forwards|-3.1799850463867188|-12.86823558807373|-32.58578872680664|-13.038337707519531|-32.90335464477539|-33.16107177734375|-34.329917907714844
9|a grey desk facing to the left|-15.137739181518555|-19.90142059326172|-39.6197624206543|-19.17340660095215|-39.42402648925781|-39.78013229370117|-40.58052062988281
10|a grey desk|-2.135112762451172|-10.84472370147705|-30.32744789123535|-11.02010440826416|-30.868040084838867|-31.496191024780273|-32.114051818847656
11|a grey desk facing backwards|-13.120199203491211|-19.902740478515625|-39.430694580078125|-19.1900577545166|-39.536109924316406|-39.78607940673828|-40.57606506347656
12|a red thing facing forwards|-27.82925033569336|-26.473175048828125|-44.388118743896484|-26.786579132080078|-48.01461410522461|-45.45743942260742|-48.369197845458984
13|a red thing facing to the left|-28.33028221130371|-27.868362426757812|-45.687599182128906|-27.200759887695312|-48.69192123413086|-45.5579719543457|-48.033084869384766
14|a red thing|-21.19436264038086|-21.481969833374023|-35.506195068359375|-21.21466064453125|-41.70188522338867|-37.156917572021484|-41.74506378173828
15|a red thing facing backwards|-23.393239974975586|-23.638309478759766|-37.75164794921875|-23.414453506469727|-43.624778747558594|-38.951290130615234|-43.96412658691406
16|a red fan facing forwards|-17.65281105041504|-18.371381759643555|-35.6434440612793|-18.860746383666992|-36.95246887207031|-31.93219757080078|-37.425621032714844
17|a red fan facing to the left|-18.74558448791504|-19.12620735168457|-35.29441452026367|-19.07717514038086|-37.42845916748047|-31.460458755493164|-37.403907775878906
18|a red fan|-13.528471946716309|-14.624404907226562|-28.724916458129883|-14.631193161010742|-31.786705017089844|-25.292156219482422|-32.51646423339844
19|a red fan facing backwards|-14.182950019836426|-15.544734001159668|-29.821073532104492|-15.574057579040527|-32.4748420715332|-25.8398380279541|-33.186920166015625
20|a red desk facing forwards|-14.95633316040039|-14.994064331054688|-30.621315002441406|-15.084423065185547|-37.030426025390625|-33.32350158691406|-37.05050277709961
21|a red desk facing to the left|-16.735183715820312|-17.03898811340332|-30.650779724121094|-16.49209976196289|-39.20289611816406|-34.074161529541016|-38.948692321777344
22|a red desk|-10.682876586914062|-11.859705924987793|-22.787635803222656|-11.3878755569458|-33.311222076416016|-28.18671989440918|-33.247962951660156
23|a red desk facing backwards|-11.286445617675781|-12.74530029296875|-23.61798858642578|-12.374560356140137|-34.57941818237305|-29.08563804626465|-34.5515251159668
24|a green thing facing forwards|-27.825571060180664|-26.93294906616211|-48.29251480102539|-26.051923751831055|-47.63418197631836|-47.13959884643555|-45.98514175415039
25|a green thing facing to the left|-22.13865089416504|-21.15859031677246|-42.6141471862793|-19.08378791809082|-41.98705291748047|-41.15166473388672|-38.78546905517578
26|a green thing|-19.191682815551758|-18.437759399414062|-39.21018981933594|-15.185796737670898|-38.26173400878906|-38.37067413330078|-35.494361877441406
27|a green thing facing backwards|-26.664287567138672|-25.935287475585938|-46.97703170776367|-25.809738159179688|-47.768253326416016|-45.68669128417969|-45.66969299316406
28|a green fan facing forwards|-18.093713760375977|-18.020015716552734|-39.37015914916992|-19.242385864257812|-36.887386322021484|-37.32573318481445|-35.08525848388672
29|a green fan facing to the left|-11.965681076049805|-11.802659034729004|-33.0969352722168|-11.869026184082031|-30.83944320678711|-31.353622436523438|-27.721656799316406
30|a green fan|-10.98421859741211|-10.658454895019531|-31.738094329833984|-9.968954086303711|-29.347734451293945|-30.493616104125977|-25.894351959228516
31|a green fan facing backwards|-17.7774658203125|-17.758831024169922|-38.93462371826172|-19.70343780517578|-38.19451141357422|-36.86293029785156|-35.874298095703125
32|a green desk facing forwards|-15.50722885131836|-16.682353973388672|-38.30210876464844|-13.01954460144043|-36.47015380859375|-36.47203826904297|-34.93714904785156
33|a green desk facing to the left|-10.651424407958984|-11.334829330444336|-32.97270202636719|-6.087904930114746|-32.38360595703125|-32.74103546142578|-28.92348861694336
34|a green desk|-9.666862487792969|-9.991493225097656|-31.346454620361328|-4.48048210144043|-30.306589126586914|-31.249330520629883|-27.08507537841797
35|a green desk facing backwards|-15.47862434387207|-16.49006462097168|-37.926856994628906|-14.006706237792969|-37.22937774658203|-35.32084274291992|-35.06509017944336
36|a thing facing forwards|-20.65350341796875|-22.259305953979492|-47.77789306640625|-28.446514129638672|-43.44703674316406|-45.729679107666016|-48.44732666015625
37|a thing facing to the left|-30.339441299438477|-29.335044860839844|-49.264488220214844|-21.580869674682617|-49.540489196777344|-46.70600509643555|-41.05274200439453
38|a thing|-15.492578506469727|-16.744646072387695|-35.861968994140625|-16.469200134277344|-37.11114501953125|-36.369117736816406|-36.62409591674805
39|a thing facing backwards|-28.394784927368164|-29.208219528198242|-41.72747802734375|-27.841856002807617|-49.48363494873047|-40.638397216796875|-47.90706253051758
40|a fan facing forwards|-17.179054260253906|-13.466224670410156|-37.429901123046875|-20.77740478515625|-29.12619400024414|-32.89811325073242|-37.029327392578125
41|a fan facing to the left|-19.08119773864746|-16.919469833374023|-37.57823944091797|-14.574119567871094|-35.78728485107422|-32.98278045654297|-29.22538948059082
42|a fan|-14.945671081542969|-11.210260391235352|-32.391876220703125|-13.388208389282227|-26.9409236907959|-27.135835647583008|-28.21595001220703
43|a fan facing backwards|-17.739225387573242|-16.15005111694336|-33.55516815185547|-20.566781997680664|-36.65105438232422|-27.90469741821289|-37.37125015258789
44|a desk facing forwards|-7.1013264656066895|-9.003304481506348|-33.79325866699219|-15.628437995910645|-32.815006256103516|-33.318260192871094|-35.14543151855469
45|a desk facing to the left|-17.218820571899414|-16.737661361694336|-33.71266555786133|-8.285810470581055|-37.186187744140625|-35.57245635986328|-32.19252014160156
46|a desk|-5.420480728149414|-6.761960029602051|-26.552881240844727|-7.24591064453125|-30.36603546142578|-30.146730422973633|-30.3542423248291
47|a desk facing backwards|-16.617786407470703|-17.497539520263672|-27.96078872680664|-16.511140823364258|-36.723209381103516|-31.654354095458984|-34.8272590637207
48|a blue thing facing forwards|-21.171756744384766|-18.15129852294922|-42.57444763183594|-20.476543426513672|-38.625572204589844|-41.035091400146484|-41.96722412109375
49|a blue thing facing to the left|-25.637832641601562|-28.53713607788086|-47.034454345703125|-21.677175521850586|-47.51396560668945|-48.34408187866211|-44.99917221069336
50|a blue thing|-18.972881317138672|-15.694053649902344|-39.14305877685547|-17.806015014648438|-36.3631706237793|-39.27644348144531|-39.2210693359375
51|a blue thing facing backwards|-24.569204330444336|-25.98874282836914|-42.278507232666016|-22.69467544555664|-45.21442794799805|-45.61227035522461|-44.23151397705078
52|a blue fan facing forwards|-13.26264762878418|-13.590645790100098|-32.59009552001953|-11.821062088012695|-25.76891326904297|-30.107133865356445|-31.312820434570312
53|a blue fan facing to the left|-17.337970733642578|-18.98101043701172|-36.157264709472656|-14.29742431640625|-33.75330352783203|-36.40496063232422|-35.04310607910156
54|a blue fan|-12.421873092651367|-12.11695671081543|-31.621347427368164|-10.762635231018066|-24.986209869384766|-29.642560958862305|-30.351755142211914
55|a blue fan facing backwards|-16.227638244628906|-19.270729064941406|-34.5966911315918|-14.257121086120605|-33.98759078979492|-36.2137451171875|-34.20291519165039
56|a blue desk facing forwards|-9.55548095703125|-4.089844703674316|-31.84546661376953|-10.336711883544922|-29.5400333404541|-32.43660354614258|-32.994510650634766
57|a blue desk facing to the left|-15.461875915527344|-14.431203842163086|-36.80864334106445|-13.691461563110352|-35.792381286621094|-37.32940673828125|-37.25770568847656
